2025-05-30 12:08:28.813355
YEZ="0.66383" RPUPILD="0.00513" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.63947" FPOGY="0.22532" FPOGS="160.28825" FPOGD="0.04721" FPOGID="520" FPOGV="1" LPOGX="0.72189" LPOGY="0.30415" LPOGV="1" RPOGX="0.55711" RPOGY="0.15076" RPOGV="1" BPOGX="0.63950" BPOGY="0.22745" BPOGV="1" LPCX="0.21326" LPCY="0.64735" LPD="27.82528" LPS="1.01890" LPV="1" RPCX="0.49227" RPCY="0.64008" RPD="27.61243" RPS="1.01081" RPV="1" LEYEX="-0.07123" LEYEY="-0.03045" LEYEZ="0.64449" LPUPILD="0.00499" LPUPILV="1" REYEX="-0.00234" REYEY="-0.03002" REYEZ="0.66383" RPUPILD="0.00515" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.21792" FPOGY="0.31049" FPOGS="161.19244" FPOGD="0.05476" FPOGID="523" FPOGV="1" LPOGX="0.29780" LPOGY="0.32584" LPOGV="1" RPOGX="0.13552" RPOGY="0.27687" RPOGV="1" BPOGX="0.21666" BPOGY="0.30135" BPOGV="1" LPCX="0.19446" LPCY="0.65062" LPD="25.38698" LPS="1.02380" LPV="1" RPCX="0.47402" RPCY="0.64104" RPD="27.94628" RPS="1.02380" RPV="1" LEYEX="-0.07547" LEYEY="-0.03145" LEYEZ="0.65313" LPUPILD="0.00495" LPUPILV="1" REYEX="-0.00565" REYEY="-0.02966" REYEZ="0.65483" RPUPILD="0.00507" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.21692" FPOGY="0.31255" FPOGS="161.19244" FPOGD="0.06026" FPOGID="523" FPOGV="1" LPOGX="0.29155" LPOGY="0.33032" LPOGV="1" RPOGX="0.12418" RPOGY="0.33185" RPOGV="1" BPOGX="0.20787" BPOGY="0.33109" BPOGV="1" LPCX="0.19403" LPCY="0.65066" LPD="25.69914" LPS="1.02380" LPV="1" RPCX="0.47326" RPCY="0.64078" RPD="26.87538" RPS="1.02380" RPV="1" LEYEX="-0.07547" LEYEY="-0.03145" LEYEZ="0.65313" LPUPILD="0.00493" LPUPILV="1" REYEX="-0.00565" REYEY="-0.02966" REYEZ="0.65483" RPUPILD="0.00516" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.21694" FPOGY="0.31395" FPOGS="161.19244" FPOGD="0.06693" FPOGID="523" FPOGV="1" LPOGX="0.29757" LPOGY="0.33078" LPOGV="1" RPOGX="0.13683" RPOGY="0.32529" RPOGV="1" BPOGX="0.21720" BPOGY="0.32804" BPOGV="1" LPCX="0.19392" LPCY="0.65074" LPD="25.83709" LPS="1.02380" LPV="1" RPCX="0.47308" RPCY="0.64074" RPD="26.97962" RPS="1.02380" RPV="1" LEYEX="-0.07547" LEYEY="-0.03145" LEYEZ="0.65313" LPUPILD="0.00493" LPUPILV="1" REYEX="-0.00565" REYEY="-0.02966" REYEZ="0.65483" RPUPILD="0.00517" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.21696" FPOGY="0.31513" FPOGS="161.19244" FPOGD="0.07349" FPOGID="523" FPOGV="1" LPOGX="0.29757" LPOGY="0.33078" LPOGV="1" RPOGX="0.13683" RPOGY="0.32529" RPOGV="1" BPOGX="0.21720" BPOGY="0.32804" BPOGV="1" LPCX="0.19361" LPCY="0.65071" LPD="25.22283" LPS="1.02380" LPV="1" RPCX="0.47329" RPCY="0.64093" RPD="27.81250" RPS="1.02380" RPV="1" LEYEX="-0.07648" LEYEY="-0.03179" LEYEZ="0.66019" LPUPILD="0.00496" LPUPILV="1" REYEX="-0.00586" REYEY="-0.02967" REYEZ="0.65722" RPUPILD="0.00508" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.21598" FPOGY="0.31511" FPOGS="161.19244" FPOGD="0.08043" FPOGID="523" FPOGV="1" LPOGX="0.30247" LPOGY="0.32533" LPOGV="1" RPOGX="0.10587" RPOGY="0.30443" RPOGV="1" BPOGX="0.20417" BPOGY="0.31488" BPOGV="1" LPCX="0.19344" LPCY="0.65068" LPD="25.27788" LPS="1.02380" LPV="1" RPCX="0.47293" RPCY="0.64077" RPD="27.59328" RPS="1.02380" RPV="1" LEYEX="-0.07648" LEYEY="-0.03179" LEYEZ="0.66019" LPUPILD="0.00490" LPUPILV="1" REYEX="-0.00586" REYEY="-0.02967" REYEZ="0.65722" RPUPILD="0.00506" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.21426" FPOGY="0.31506" FPOGS="161.19244" FPOGD="0.08723" FPOGID="523" FPOGV="1" LPOGX="0.28674" LPOGY="0.32478" LPOGV="1" RPOGX="0.09708" RPOGY="0.30394" RPOGV="1" BPOGX="0.19191" BPOGY="0.31436" BPOGV="1" LPCX="0.19333" LPCY="0.65074" LPD="25.54598" LPS="1.02380" LPV="1" RPCX="0.47252" RPCY="0.64040" RPD="26.84593" RPS="1.02380" RPV="1" LEYEX="-0.07648" LEYEY="-0.03179" LEYEZ="0.66019" LPUPILD="0.00490" LPUPILV="1" REYEX="-0.00586" REYEY="-0.02967" REYEZ="0.65722" RPUPILD="0.00513" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.21300" FPOGY="0.31554" FPOGS="161.19244" FPOGD="0.09392" FPOGID="523" FPOGV="1" LPOGX="0.28933" LPOGY="0.32949" LPOGV="1" RPOGX="0.10153" RPOGY="0.31527" RPOGV="1" BPOGX="0.19543" BPOGY="0.32238" BPOGV="1" LPCX="0.19317" LPCY="0.65058" LPD="25.36656" LPS="1.01677" LPV="1" RPCX="0.47281" RPCY="0.64074" RPD="27.87277" RPS="1.00958" RPV="1" LEYEX="-0.07431" LEYEY="-0.03078" LEYEZ="0.64023" LPUPILD="0.00492" LPUPILV="1" REYEX="-0.00577" REYEY="-0.02895" REYEZ="0.64113" RPUPILD="0.00507" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.21432" FPOGY="0.31691" FPOGS="161.19244" FPOGD="0.10097" FPOGID="523" FPOGV="1" LPOGX="0.31556" LPOGY="0.35000" LPOGV="1" RPOGX="0.15250" RPOGY="0.32490" RPOGV="1" BPOGX="0.23403" BPOGY="0.33745" BPOGV="1" LPCX="0.19307" LPCY="0.65071" LPD="25.31684" LPS="1.00256" LPV="1" RPCX="0.47268" RPCY="0.64082" RPD="27.72948" RPS="0.99537" RPV="1" LEYEX="-0.07431" LEYEY="-0.03078" LEYEZ="0.64023" LPUPILD="0.00497" LPUPILV="1" REYEX="-0.00577" REYEY="-0.02895" REYEZ="0.64113" RPUPILD="0.00507" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
