2025-06-11 10:20:00.174457
 REYEZ="0.68009" RPUPILD="0.00512" RPUPILV="1" BKID="0" BKDUR="0.07345" BKPMIN="52" />
<REC FPOGX="1.24451" FPOGY="1.17316" FPOGS="374.06873" FPOGD="0.10022" FPOGID="1206" FPOGV="0" LPOGX="1.24063" LPOGY="1.17254" LPOGV="1" RPOGX="0.90056" RPOGY="1.62424" RPOGV="0" BPOGX="1.24063" BPOGY="1.17254" BPOGV="1" LPCX="0.52327" LPCY="0.52782" LPD="31.60669" LPS="1.07278" LPV="1" RPCX="0.52119" RPCY="0.53409" RPD="14.22092" RPS="1.07278" RPV="0" LEYEX="0.00412" LEYEY="-0.00555" LEYEZ="0.63836" LPUPILD="0.00726" LPUPILV="1" REYEX="0.00428" REYEY="-0.00576" REYEZ="0.68009" RPUPILD="0.00512" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="52" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.40176" FPOGY="0.49994" FPOGS="375.02728" FPOGD="0.17392" FPOGID="1210" FPOGV="1" LPOGX="0.41926" LPOGY="0.88495" LPOGV="0" RPOGX="0.38735" RPOGY="0.75320" RPOGV="0" BPOGX="0.40330" BPOGY="0.81907" BPOGV="0" LPCX="0.25159" LPCY="0.53775" LPD="12.79614" LPS="1.08772" LPV="0" RPCX="0.50487" RPCY="0.52453" RPD="29.43900" RPS="1.08772" RPV="0" LEYEX="-0.06421" LEYEY="-0.00675" LEYEZ="0.67644" LPUPILD="0.00456" LPUPILV="1" REYEX="0.00143" REYEY="-0.00562" REYEZ="0.68136" RPUPILD="0.00768" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="52" />
<REC FPOGX="0.40176" FPOGY="0.49994" FPOGS="375.02728" FPOGD="0.18030" FPOGID="1210" FPOGV="1" LPOGX="0.41926" LPOGY="0.88495" LPOGV="0" RPOGX="0.38735" RPOGY="0.75320" RPOGV="0" BPOGX="0.40330" BPOGY="0.81907" BPOGV="0" LPCX="0.25159" LPCY="0.53775" LPD="12.79614" LPS="1.08772" LPV="0" RPCX="0.50487" RPCY="0.52453" RPD="29.43900" RPS="1.08772" RPV="0" LEYEX="-0.06421" LEYEY="-0.00675" LEYEZ="0.67644" LPUPILD="0.00456" LPUPILV="1" REYEX="0.00143" REYEY="-0.00562" REYEZ="0.68136" RPUPILD="0.00768" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="52" />
<REC FPOGX="0.39887" FPOGY="0.52381" FPOGS="375.02728" FPOGD="0.18030" FPOGID="1210" FPOGV="0" LPOGX="0.41926" LPOGY="0.88495" LPOGV="0" RPOGX="0.38735" RPOGY="0.75320" RPOGV="0" BPOGX="0.40330" BPOGY="0.81907" BPOGV="0" LPCX="0.25159" LPCY="0.53775" LPD="12.79614" LPS="1.08772" LPV="0" RPCX="0.50487" RPCY="0.52453" RPD="29.43900" RPS="1.08772" RPV="0" LEYEX="-0.06421" LEYEY="-0.00675" LEYEZ="0.67644" LPUPILD="0.00456" LPUPILV="1" REYEX="0.00143" REYEY="-0.00562" REYEZ="0.68136" RPUPILD="0.00768" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="52" />
<REC FPOGX="0.39887" FPOGY="0.52381" FPOGS="375.02728" FPOGD="0.18030" FPOGID="1210" FPOGV="0" LPOGX="0.41926" LPOGY="0.88495" LPOGV="0" RPOGX="0.38735" RPOGY="0.75320" RPOGV="0" BPOGX="0.40330" BPOGY="0.81907" BPOGV="0" LPCX="0.25159" LPCY="0.53775" LPD="12.79614" LPS="1.08772" LPV="0" RPCX="0.50487" RPCY="0.52453" RPD="29.43900" RPS="1.08772" RPV="0" LEYEX="-0.06421" LEYEY="-0.00675" LEYEZ="0.67644" LPUPILD="0.00456" LPUPILV="1" REYEX="0.00143" REYEY="-0.00562" REYEZ="0.68136" RPUPILD="0.00768" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="52" />
<REC FPOGX="0.39887" FPOGY="0.52381" FPOGS="375.02728" FPOGD="0.18030" FPOGID="1210" FPOGV="0" LPOGX="0.41926" LPOGY="0.88495" LPOGV="0" RPOGX="0.38735" RPOGY="0.75320" RPOGV="0" BPOGX="0.40330" BPOGY="0.81907" BPOGV="0" LPCX="0.25159" LPCY="0.53775" LPD="12.79614" LPS="1.08772" LPV="0" RPCX="0.50487" RPCY="0.52453" RPD="29.43900" RPS="1.08772" RPV="0" LEYEX="-0.06421" LEYEY="-0.00675" LEYEZ="0.67644" LPUPILD="0.00456" LPUPILV="1" REYEX="0.00143" REYEY="-0.00562" REYEZ="0.68136" RPUPILD="0.00768" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="52" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="375.02728" FPOGD="0.18030" FPOGID="1210" FPOGV="0" LPOGX="0.41926" LPOGY="0.88495" LPOGV="0" RPOGX="0.38735" RPOGY="0.75320" RPOGV="0" BPOGX="0.40330" BPOGY="0.81907" BPOGV="0" LPCX="0.25159" LPCY="0.53775" LPD="12.79614" LPS="1.08772" LPV="0" RPCX="0.50487" RPCY="0.52453" RPD="29.43900" RPS="1.08772" RPV="0" LEYEX="-0.06421" LEYEY="-0.00675" LEYEZ="0.67644" LPUPILD="0.00456" LPUPILV="1" REYEX="0.00143" REYEY="-0.00562" REYEZ="0.68136" RPUPILD="0.00768" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="52" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="375.02728" FPOGD="0.18030" FPOGID="1210" FPOGV="0" LPOGX="0.41926" LPOGY="0.88495" LPOGV="0" RPOGX="0.38735" RPOGY="0.75320" RPOGV="0" BPOGX="0.40330" BPOGY="0.81907" BPOGV="0" LPCX="0.25159" LPCY="0.53775" LPD="12.79614" LPS="1.08772" LPV="0" RPCX="0.50487" RPCY="0.52453" RPD="29.43900" RPS="1.08772" RPV="0" LEYEX="-0.06421" LEYEY="-0.00675" LEYEZ="0.67644" LPUPILD="0.00456" LPUPILV="1" REYEX="0.00143" REYEY="-0.00562" REYEZ="0.68136" RPUPILD="0.00768" RPUPILV="1" BKID="231" BKDUR="0.00000" BKPMIN="52" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="375.02728" FPOGD="0.18030" FPOGID="1210" FPOGV="0" LPOGX="0.41926" LPOGY="0.88495" LPOGV="0" RPOGX="0.38735" RPOGY="0.75320" RPOGV="0" BPOGX="0.40330" BPOGY="0.81907" BPOGV="0" LPCX="0.25159" LPCY="0.53775" LPD="12.79614" LPS="1.08772" LPV="0" RPCX="0.50487" RPCY="0.52453" RPD="29.43900" RPS="1.08772" RPV="0" LEYEX="-0.06421" LEYEY="-0.00675" LEYEZ="0.67644" LPUPILD="0.00456" LPUPILV="1" REYEX="0.00143" REYEY="-0.00562" REYEZ="0.68136" RPUPILD="0.00768" RPUPILV="1" BKID="231" BKDUR="0.00000" BKPMIN="52" />
