2025-05-28 16:58:53.441130
"0.02161" LEYEZ="0.57736" LPUPILD="0.00413" LPUPILV="1" REYEX="0.03119" REYEY="0.01972" REYEZ="0.57776" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.21774" FPOGY="0.06195" FPOGS="3278.61743" FPOGD="0.10034" FPOGID="6818" FPOGV="1" LPOGX="0.23202" LPOGY="0.09878" LPOGV="1" RPOGX="0.19867" RPOGY="-0.00109" RPOGV="1" BPOGX="0.21534" BPOGY="0.04885" BPOGV="1" LPCX="0.31083" LPCY="0.38478" LPD="24.35159" LPS="0.77108" LPV="1" RPCX="0.60718" RPCY="0.38148" RPD="22.65530" RPS="0.77108" RPV="1" LEYEX="-0.03960" LEYEY="0.01811" LEYEZ="0.56140" LPUPILD="0.00427" LPUPILV="1" REYEX="0.02430" REYEY="0.01925" REYEZ="0.58078" RPUPILD="0.00401" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.30605" FPOGY="0.36716" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61210" LPOGY="0.73432" LPOGV="1" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61210" BPOGY="0.73432" BPOGV="1" LPCX="0.36986" LPCY="0.38686" LPD="23.29443" LPS="0.77033" LPV="1" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77033" RPV="0" LEYEX="-0.03058" LEYEY="0.01862" LEYEZ="0.57863" LPUPILD="0.00479" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="0" BKDUR="0.14158" BKPMIN="9" />
<REC FPOGX="0.62830" FPOGY="0.36865" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="1.27281" LPOGY="0.37164" LPOGV="1" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="1.27281" BPOGY="0.37164" BPOGV="1" LPCX="0.37091" LPCY="0.38743" LPD="25.13759" LPS="0.76608" LPV="1" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.76608" RPV="0" LEYEX="-0.03058" LEYEY="0.01862" LEYEZ="0.57863" LPUPILD="0.00435" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.11474" FPOGY="0.46025" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="1.27605" LPOGY="0.35312" LPOGV="1" RPOGX="1.64253" RPOGY="0.19645" RPOGV="1" BPOGX="1.45929" BPOGY="0.27478" BPOGV="1" LPCX="0.37103" LPCY="0.38713" LPD="24.22750" LPS="0.76184" LPV="1" RPCX="0.67070" RPCY="0.40158" RPD="20.33227" RPS="0.76184" RPV="1" LEYEX="-0.03058" LEYEY="0.01862" LEYEZ="0.57863" LPUPILD="0.00446" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00418" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.27163" FPOGY="0.38089" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="1.26262" LPOGY="0.37289" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="1" BPOGX="1.42852" BPOGY="0.30152" BPOGV="1" LPCX="0.37215" LPCY="0.38726" LPD="24.62103" LPS="0.74374" LPV="1" RPCX="0.67130" RPCY="0.40154" RPD="19.79256" RPS="0.72957" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00456" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00420" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.29415" FPOGY="0.39033" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="1.33919" LPOGY="0.40923" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.33919" BPOGY="0.40923" BPOGV="1" LPCX="0.37415" LPCY="0.38654" LPD="22.05771" LPS="0.71572" LPV="1" RPCX="0.67223" RPCY="0.40146" RPD="19.29896" RPS="0.70155" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00429" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.36899" FPOGY="0.37625" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="1.33926" LPOGY="0.41801" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.33926" BPOGY="0.41801" BPOGV="1" LPCX="0.37454" LPCY="0.38639" LPD="21.93189" LPS="0.68770" LPV="1" RPCX="0.67267" RPCY="0.40141" RPD="19.39346" RPS="0.67353" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00431" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00421" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.34133" FPOGY="0.41279" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="1.31366" LPOGY="0.44933" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.31366" BPOGY="0.44933" BPOGV="1" LPCX="0.37554" LPCY="0.38639" LPD="21.92821" LPS="0.65968" LPV="1" RPCX="0.67326" RPCY="0.40127" RPD="18.97988" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00433" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00420" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.35195" FPOGY="0.39763" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="1.37318" LPOGY="0.36730" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.37318" BPOGY="0.36730" BPOGV="1" LPCX="0.37631" LPCY="0.38630" LPD="21.56197" LPS="0.64551" LPV="1" RPCX="0.67396" RPCY="0.40105" RPD="18.69535" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00433" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.37311" FPOGY="0.38779" FPOGS="3279.30005" FPOGD="0.02002" FPOGID="6820" FPOGV="1" LPOGX="1.43660" LPOGY="0.35827" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.43660" BPOGY="0.35827" BPOGV="1" LPCX="0.37658" LPCY="0.38626" LPD="21.72622" LPS="0.64551" LPV="1" RPCX="0.67420" RPCY="0.40080" RPD="18.60297" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00433" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00423" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.38581" FPOGY="0.38188" FPOGS="3279.30005" FPOGD="0.02710" FPOGID="6820" FPOGV="1" LPOGX="1.43660" LPOGY="0.35827" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.43660" BPOGY="0.35827" BPOGV="1" LPCX="0.37707" LPCY="0.38612" LPD="21.38533" LPS="0.64551" LPV="1" RPCX="0.67450" RPCY="0.40050" RPD="18.15604" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00436" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00426" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.40069" FPOGY="0.37416" FPOGS="3279.30005" FPOGD="0.03394" FPOGID="6820" FPOGV="1" LPOGX="1.47512" LPOGY="0.33551" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.47512" BPOGY="0.33551" BPOGV="1" LPCX="0.37706" LPCY="0.38617" LPD="21.55462" LPS="0.64551" LPV="1" RPCX="0.67437" RPCY="0.40038" RPD="18.45721" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00437" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.40844" FPOGY="0.36837" FPOGS="3279.30005" FPOGD="0.04028" FPOGID="6820" FPOGV="1" LPOGX="1.45488" LPOGY="0.33367" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.45488" BPOGY="0.33367" BPOGV="1" LPCX="0.37691" LPCY="0.38628" LPD="21.60961" LPS="0.64551" LPV="1" RPCX="0.67419" RPCY="0.40039" RPD="18.23501" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00438" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.41424" FPOGY="0.36403" FPOGS="3279.30005" FPOGD="0.04688" FPOGID="6820" FPOGV="1" LPOGX="1.45488" LPOGY="0.33367" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.45488" BPOGY="0.33367" BPOGV="1" LPCX="0.37650" LPCY="0.38632" LPD="21.98059" LPS="0.64551" LPV="1" RPCX="0.67408" RPCY="0.40040" RPD="18.55567" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00436" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00428" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.41995" FPOGY="0.36363" FPOGS="3279.30005" FPOGD="0.05347" FPOGID="6820" FPOGV="1" LPOGX="1.46559" LPOGY="0.36040" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.46559" BPOGY="0.36040" BPOGV="1" LPCX="0.37614" LPCY="0.38651" LPD="21.87637" LPS="0.64551" LPV="1" RPCX="0.67375" RPCY="0.40026" RPD="18.45963" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00440" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00430" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.42321" FPOGY="0.35878" FPOGS="3279.30005" FPOGD="0.06030" FPOGID="6820" FPOGV="1" LPOGX="1.45262" LPOGY="0.31508" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.45262" BPOGY="0.31508" BPOGV="1" LPCX="0.37598" LPCY="0.38640" LPD="21.86803" LPS="0.64551" LPV="1" RPCX="0.67356" RPCY="0.40024" RPD="18.67904" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00438" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.42589" FPOGY="0.35480" FPOGS="3279.30005" FPOGD="0.06689" FPOGID="6820" FPOGV="1" LPOGX="1.45262" LPOGY="0.31508" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.45262" BPOGY="0.31508" BPOGV="1" LPCX="0.37565" LPCY="0.38661" LPD="21.83918" LPS="0.64551" LPV="1" RPCX="0.67345" RPCY="0.40015" RPD="18.68948" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00437" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00427" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.42912" FPOGY="0.35334" FPOGS="3279.30005" FPOGD="0.07397" FPOGID="6820" FPOGV="1" LPOGX="1.46465" LPOGY="0.33719" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.46465" BPOGY="0.33719" BPOGV="1" LPCX="0.37539" LPCY="0.38667" LPD="21.97727" LPS="0.64551" LPV="1" RPCX="0.67316" RPCY="0.40017" RPD="18.67074" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00439" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00432" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.43076" FPOGY="0.35232" FPOGS="3279.30005" FPOGD="0.08154" FPOGID="6820" FPOGV="1" LPOGX="1.45047" LPOGY="0.34010" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.45047" BPOGY="0.34010" BPOGV="1" LPCX="0.37520" LPCY="0.38676" LPD="21.73210" LPS="0.64551" LPV="1" RPCX="0.67304" RPCY="0.40021" RPD="18.62879" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00438" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.43217" FPOGY="0.35145" FPOGS="3279.30005" FPOGD="0.08813" FPOGID="6820" FPOGV="1" LPOGX="1.45047" LPOGY="0.34010" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.45047" BPOGY="0.34010" BPOGV="1" LPCX="0.37487" LPCY="0.38685" LPD="21.82324" LPS="0.64551" LPV="1" RPCX="0.67284" RPCY="0.40007" RPD="18.69700" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00443" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00428" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.43471" FPOGY="0.35170" FPOGS="3279.30005" FPOGD="0.09375" FPOGID="6820" FPOGV="1" LPOGX="1.47037" LPOGY="0.35520" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.47037" BPOGY="0.35520" BPOGV="1" LPCX="0.37460" LPCY="0.38691" LPD="21.94019" LPS="0.64551" LPV="1" RPCX="0.67264" RPCY="0.40010" RPD="18.70278" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00441" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.43616" FPOGY="0.35281" FPOGS="3279.30005" FPOGD="0.10034" FPOGID="6820" FPOGV="1" LPOGX="1.45785" LPOGY="0.36957" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.45785" BPOGY="0.36957" BPOGV="1" LPCX="0.37455" LPCY="0.38698" LPD="21.71412" LPS="0.64551" LPV="1" RPCX="0.67251" RPCY="0.40004" RPD="18.46105" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00444" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.43744" FPOGY="0.35380" FPOGS="3279.30005" FPOGD="0.11035" FPOGID="6820" FPOGV="1" LPOGX="1.45785" LPOGY="0.36957" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.45785" BPOGY="0.36957" BPOGV="1" LPCX="0.37434" LPCY="0.38705" LPD="22.02433" LPS="0.64551" LPV="1" RPCX="0.67236" RPCY="0.40005" RPD="18.67239" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00445" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="1.43894" FPOGY="0.35522" FPOGS="3279.30005" FPOGD="0.11890" FPOGID="6820" FPOGV="1" LPOGX="1.46455" LPOGY="0.37932" LPOGV="1" RPOGX="1.59443" RPOGY="0.23016" RPOGV="0" BPOGX="1.46455" BPOGY="0.37932" BPOGV="1" LPCX="0.37408" LPCY="0.38714" LPD="22.01835" LPS="0.64551" LPV="1" RPCX="0.67222" RPCY="0.40003" RPD="18.65736" RPS="0.64551" RPV="1" LEYEX="-0.02760" LEYEY="0.01674" LEYEZ="0.52381" LPUPILD="0.00441" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00435" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
