2025-05-22 10:43:01.123397
0.02280" REYEZ="0.63606" RPUPILD="0.00376" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.50722" FPOGY="-0.43192" FPOGS="1385.86902" FPOGD="0.29834" FPOGID="3372" FPOGV="1" LPOGX="0.61723" LPOGY="-0.35950" LPOGV="1" RPOGX="0.40406" RPOGY="-0.49903" RPOGV="1" BPOGX="0.51065" BPOGY="-0.42927" BPOGV="1" LPCX="0.47753" LPCY="0.56277" LPD="19.40236" LPS="0.96666" LPV="1" RPCX="0.77854" RPCY="0.60402" RPD="19.55867" RPS="0.96666" RPV="1" LEYEX="-0.00499" LEYEY="-0.01467" LEYEZ="0.63942" LPUPILD="0.00360" LPUPILV="1" REYEX="0.06848" REYEY="-0.02280" REYEZ="0.63606" RPUPILD="0.00355" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.59970" FPOGY="0.25348" FPOGS="1388.78699" FPOGD="0.30188" FPOGID="3379" FPOGV="1" LPOGX="0.71704" LPOGY="0.34877" LPOGV="1" RPOGX="0.47813" RPOGY="0.23470" RPOGV="1" BPOGX="0.59759" BPOGY="0.29174" BPOGV="1" LPCX="0.47681" LPCY="0.56876" LPD="20.07276" LPS="0.97369" LPV="1" RPCX="0.77890" RPCY="0.60905" RPD="19.73614" RPS="0.98088" RPV="1" LEYEX="-0.00593" LEYEY="-0.01519" LEYEZ="0.65326" LPUPILD="0.00353" LPUPILV="1" REYEX="0.06980" REYEY="-0.02347" REYEZ="0.65329" RPUPILD="0.00358" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.59983" FPOGY="0.25406" FPOGS="1388.78699" FPOGD="0.30750" FPOGID="3379" FPOGV="1" LPOGX="0.71240" LPOGY="0.34561" LPOGV="1" RPOGX="0.49970" RPOGY="0.21548" RPOGV="1" BPOGX="0.60605" BPOGY="0.28054" BPOGV="1" LPCX="0.47665" LPCY="0.56885" LPD="20.25792" LPS="0.98790" LPV="1" RPCX="0.77890" RPCY="0.60947" RPD="20.67158" RPS="0.99509" RPV="1" LEYEX="-0.00593" LEYEY="-0.01519" LEYEZ="0.65326" LPUPILD="0.00351" LPUPILV="1" REYEX="0.06980" REYEY="-0.02347" REYEZ="0.65329" RPUPILD="0.00357" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.59982" FPOGY="0.25417" FPOGS="1388.78699" FPOGD="0.31421" FPOGID="3379" FPOGV="1" LPOGX="0.70324" LPOGY="0.31658" LPOGV="1" RPOGX="0.49538" RPOGY="0.20234" RPOGV="1" BPOGX="0.59931" BPOGY="0.25946" BPOGV="1" LPCX="0.47667" LPCY="0.56877" LPD="19.98353" LPS="1.00212" LPV="1" RPCX="0.77870" RPCY="0.60919" RPD="19.74312" RPS="1.00931" RPV="1" LEYEX="-0.00593" LEYEY="-0.01519" LEYEZ="0.65326" LPUPILD="0.00355" LPUPILV="1" REYEX="0.06980" REYEY="-0.02347" REYEZ="0.65329" RPUPILD="0.00360" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.59996" FPOGY="0.25490" FPOGS="1388.78699" FPOGD="0.32092" FPOGID="3379" FPOGV="1" LPOGX="0.70369" LPOGY="0.29970" LPOGV="1" RPOGX="0.49619" RPOGY="0.18924" RPOGV="1" BPOGX="0.59994" BPOGY="0.24447" BPOGV="1" LPCX="0.47663" LPCY="0.56887" LPD="20.08582" LPS="1.02424" LPV="1" RPCX="0.77878" RPCY="0.60924" RPD="20.00918" RPS="1.02424" RPV="1" LEYEX="-0.00634" LEYEY="-0.01612" LEYEZ="0.69337" LPUPILD="0.00356" LPUPILV="1" REYEX="0.06785" REYEY="-0.02278" REYEZ="0.63549" RPUPILD="0.00354" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.60024" FPOGY="0.25490" FPOGS="1388.78699" FPOGD="0.32788" FPOGID="3379" FPOGV="1" LPOGX="0.68880" LPOGY="0.31043" LPOGV="1" RPOGX="0.51211" RPOGY="0.20979" RPOGV="1" BPOGX="0.60046" BPOGY="0.26011" BPOGV="1" LPCX="0.47647" LPCY="0.56885" LPD="20.22270" LPS="1.03214" LPV="1" RPCX="0.77865" RPCY="0.60922" RPD="19.94761" RPS="1.02495" RPV="1" LEYEX="-0.00634" LEYEY="-0.01612" LEYEZ="0.69337" LPUPILD="0.00350" LPUPILV="1" REYEX="0.06785" REYEY="-0.02278" REYEZ="0.63549" RPUPILD="0.00357" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.60030" FPOGY="0.25489" FPOGS="1388.78699" FPOGD="0.33435" FPOGID="3379" FPOGV="1" LPOGX="0.68303" LPOGY="0.30028" LPOGV="1" RPOGX="0.51517" RPOGY="0.19796" RPOGV="1" BPOGX="0.59910" BPOGY="0.24912" BPOGV="1" LPCX="0.47639" LPCY="0.56891" LPD="20.04591" LPS="1.03286" LPV="1" RPCX="0.77864" RPCY="0.60925" RPD="20.09724" RPS="1.02567" RPV="1" LEYEX="-0.00634" LEYEY="-0.01612" LEYEZ="0.69337" LPUPILD="0.00349" LPUPILV="1" REYEX="0.06785" REYEY="-0.02278" REYEZ="0.63549" RPUPILD="0.00356" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.60036" FPOGY="0.25506" FPOGS="1388.78699" FPOGD="0.34131" FPOGID="3379" FPOGV="1" LPOGX="0.68302" LPOGY="0.31097" LPOGV="1" RPOGX="0.51415" RPOGY="0.21027" RPOGV="1" BPOGX="0.59858" BPOGY="0.26062" BPOGV="1" LPCX="0.47634" LPCY="0.56893" LPD="20.07309" LPS="1.01864" LPV="1" RPCX="0.77856" RPCY="0.60917" RPD="19.73260" RPS="1.01145" RPV="1" LEYEX="-0.00596" LEYEY="-0.01489" LEYEZ="0.64053" LPUPILD="0.00350" LPUPILV="1" REYEX="0.06785" REYEY="-0.02278" REYEZ="0.63549" RPUPILD="0.00362" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.60044" FPOGY="0.25511" FPOGS="1388.78699" FPOGD="0.34863" FPOGID="3379" FPOGV="1" LPOGX="0.70423" LPOGY="0.32576" LPOGV="1" RPOGX="0.49141" RPOGY="0.21227" RPOGV="1" BPOGX="0.59782" BPOGY="0.26901" BPOGV="1" LPCX="0.47629" LPCY="0.56890" LPD="19.98830" LPS="0.99652" LPV="1" RPCX="0.77826" RPCY="0.60904" RPD="19.80651" RPS="0.99652" RPV="1" LEYEX="-0.00596" LEYEY="-0.01489" LEYEZ="0.64053" LPUPILD="0.00355" LPUPILV="1" REYEX="0.06785" REYEY="-0.02278" REYEZ="0.63549" RPUPILD="0.00360" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
