2025-05-30 13:08:37.208863
"-0.01010" LEYEZ="0.65719" LPUPILD="0.00400" LPUPILV="1" REYEX="0.02165" REYEY="-0.01314" REYEZ="0.67142" RPUPILD="0.00435" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.47894" FPOGY="0.06838" FPOGS="3768.51392" FPOGD="0.17676" FPOGID="3763" FPOGV="0" LPOGX="0.51274" LPOGY="0.10730" LPOGV="1" RPOGX="0.35067" RPOGY="-0.00082" RPOGV="1" BPOGX="0.43170" BPOGY="0.05324" BPOGV="1" LPCX="0.32888" LPCY="0.54281" LPD="18.72356" LPS="1.05676" LPV="1" RPCX="0.58073" RPCY="0.55556" RPD="19.43827" RPS="1.05676" RPV="1" LEYEX="-0.04317" LEYEY="-0.01026" LEYEZ="0.66406" LPUPILD="0.00400" LPUPILV="1" REYEX="0.02109" REYEY="-0.01334" REYEZ="0.67618" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41236" FPOGY="0.14595" FPOGS="3769.62549" FPOGD="0.22949" FPOGID="3768" FPOGV="1" LPOGX="0.47993" LPOGY="0.21155" LPOGV="1" RPOGX="0.35977" RPOGY="0.08833" RPOGV="1" BPOGX="0.41985" BPOGY="0.14994" BPOGV="1" LPCX="0.32267" LPCY="0.54069" LPD="18.31413" LPS="1.04867" LPV="1" RPCX="0.57548" RPCY="0.55315" RPD="18.99438" RPS="1.04058" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00378" LPUPILV="1" REYEX="0.01937" REYEY="-0.01237" REYEZ="0.65731" RPUPILD="0.00407" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41258" FPOGY="0.14655" FPOGS="3769.62549" FPOGD="0.23438" FPOGID="3768" FPOGV="1" LPOGX="0.48000" LPOGY="0.21948" LPOGV="1" RPOGX="0.36029" RPOGY="0.11587" RPOGV="1" BPOGX="0.42014" BPOGY="0.16767" BPOGV="1" LPCX="0.32263" LPCY="0.54075" LPD="18.35341" LPS="1.04058" LPV="1" RPCX="0.57550" RPCY="0.55303" RPD="18.77548" RPS="1.03250" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00378" LPUPILV="1" REYEX="0.01937" REYEY="-0.01237" REYEZ="0.65731" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41282" FPOGY="0.14740" FPOGS="3769.62549" FPOGD="0.24121" FPOGID="3768" FPOGV="1" LPOGX="0.48148" LPOGY="0.22583" LPOGV="1" RPOGX="0.36134" RPOGY="0.13044" RPOGV="1" BPOGX="0.42141" BPOGY="0.17814" BPOGV="1" LPCX="0.32270" LPCY="0.54051" LPD="17.89631" LPS="1.03250" LPV="1" RPCX="0.57550" RPCY="0.55303" RPD="18.87543" RPS="1.01722" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00376" LPUPILV="1" REYEX="0.01863" REYEY="-0.01183" REYEZ="0.63071" RPUPILD="0.00407" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41315" FPOGY="0.14811" FPOGS="3769.62549" FPOGD="0.24756" FPOGID="3768" FPOGV="1" LPOGX="0.48157" LPOGY="0.22186" LPOGV="1" RPOGX="0.36942" RPOGY="0.12642" RPOGV="1" BPOGX="0.42550" BPOGY="0.17414" BPOGV="1" LPCX="0.32273" LPCY="0.54053" LPD="17.94812" LPS="1.01722" LPV="1" RPCX="0.57551" RPCY="0.55304" RPD="18.85488" RPS="1.01003" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00382" LPUPILV="1" REYEX="0.01863" REYEY="-0.01183" REYEZ="0.63071" RPUPILD="0.00407" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41346" FPOGY="0.14913" FPOGS="3769.62549" FPOGD="0.25464" FPOGID="3768" FPOGV="1" LPOGX="0.48390" LPOGY="0.23061" LPOGV="1" RPOGX="0.36635" RPOGY="0.14545" RPOGV="1" BPOGX="0.42512" BPOGY="0.18803" BPOGV="1" LPCX="0.32268" LPCY="0.54044" LPD="17.95036" LPS="1.01003" LPV="1" RPCX="0.57552" RPCY="0.55303" RPD="18.83167" RPS="1.00284" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00377" LPUPILV="1" REYEX="0.01863" REYEY="-0.01183" REYEZ="0.63071" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41377" FPOGY="0.15026" FPOGS="3769.62549" FPOGD="0.26147" FPOGID="3768" FPOGV="1" LPOGX="0.48523" LPOGY="0.23636" LPOGV="1" RPOGX="0.36682" RPOGY="0.15229" RPOGV="1" BPOGX="0.42603" BPOGY="0.19433" BPOGV="1" LPCX="0.32274" LPCY="0.54043" LPD="17.96653" LPS="1.00284" LPV="1" RPCX="0.57551" RPCY="0.55300" RPD="18.92696" RPS="0.99565" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00380" LPUPILV="1" REYEX="0.01863" REYEY="-0.01183" REYEZ="0.63071" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41406" FPOGY="0.15128" FPOGS="3769.62549" FPOGD="0.26831" FPOGID="3768" FPOGV="1" LPOGX="0.48567" LPOGY="0.24041" LPOGV="1" RPOGX="0.36559" RPOGY="0.14405" RPOGV="1" BPOGX="0.42563" BPOGY="0.19223" BPOGV="1" LPCX="0.32272" LPCY="0.54050" LPD="17.86626" LPS="0.99565" LPV="1" RPCX="0.57555" RPCY="0.55297" RPD="18.95329" RPS="0.99565" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00378" LPUPILV="1" REYEX="0.01863" REYEY="-0.01183" REYEZ="0.63071" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41436" FPOGY="0.15251" FPOGS="3769.62549" FPOGD="0.27490" FPOGID="3768" FPOGV="1" LPOGX="0.48700" LPOGY="0.25709" LPOGV="1" RPOGX="0.36605" RPOGY="0.14801" RPOGV="1" BPOGX="0.42653" BPOGY="0.20255" BPOGV="1" LPCX="0.32276" LPCY="0.54043" LPD="17.95909" LPS="0.99565" LPV="1" RPCX="0.57556" RPCY="0.55296" RPD="18.99439" RPS="0.99565" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00381" LPUPILV="1" REYEX="0.01863" REYEY="-0.01183" REYEZ="0.63071" RPUPILD="0.00403" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41464" FPOGY="0.15367" FPOGS="3769.62549" FPOGD="0.28149" FPOGID="3768" FPOGV="1" LPOGX="0.48700" LPOGY="0.25709" LPOGV="1" RPOGX="0.36605" RPOGY="0.14801" RPOGV="1" BPOGX="0.42653" BPOGY="0.20255" BPOGV="1" LPCX="0.32266" LPCY="0.54040" LPD="18.08665" LPS="0.99565" LPV="1" RPCX="0.57551" RPCY="0.55295" RPD="18.98418" RPS="0.99565" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00377" LPUPILV="1" REYEX="0.01863" REYEY="-0.01183" REYEZ="0.63071" RPUPILD="0.00403" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41458" FPOGY="0.15449" FPOGS="3769.62549" FPOGD="0.28906" FPOGID="3768" FPOGV="1" LPOGX="0.48826" LPOGY="0.22918" LPOGV="1" RPOGX="0.33542" RPOGY="0.15050" RPOGV="1" BPOGX="0.41184" BPOGY="0.18984" BPOGV="1" LPCX="0.32274" LPCY="0.54054" LPD="17.90037" LPS="0.99565" LPV="1" RPCX="0.57573" RPCY="0.55288" RPD="18.91605" RPS="0.99565" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00382" LPUPILV="1" REYEX="0.01863" REYEY="-0.01183" REYEZ="0.63071" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41453" FPOGY="0.15550" FPOGS="3769.62549" FPOGD="0.29468" FPOGID="3768" FPOGV="1" LPOGX="0.48916" LPOGY="0.23724" LPOGV="1" RPOGX="0.33554" RPOGY="0.16238" RPOGV="1" BPOGX="0.41235" BPOGY="0.19981" BPOGV="1" LPCX="0.32273" LPCY="0.54048" LPD="17.85988" LPS="0.99565" LPV="1" RPCX="0.57573" RPCY="0.55291" RPD="18.84048" RPS="0.99565" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00382" LPUPILV="1" REYEX="0.01863" REYEY="-0.01183" REYEZ="0.63071" RPUPILD="0.00403" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.42111" FPOGY="0.18659" FPOGS="3769.62549" FPOGD="0.29468" FPOGID="3768" FPOGV="0" LPOGX="0.48916" LPOGY="0.23724" LPOGV="1" RPOGX="0.33554" RPOGY="0.16238" RPOGV="1" BPOGX="0.41235" BPOGY="0.19981" BPOGV="1" LPCX="0.32277" LPCY="0.54049" LPD="17.82881" LPS="0.99565" LPV="1" RPCX="0.57557" RPCY="0.55300" RPD="18.79853" RPS="0.99565" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00383" LPUPILV="1" REYEX="0.01863" REYEY="-0.01183" REYEZ="0.63071" RPUPILD="0.00413" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41842" FPOGY="0.20097" FPOGS="3769.62549" FPOGD="0.29468" FPOGID="3768" FPOGV="0" LPOGX="0.48644" LPOGY="0.25749" LPOGV="1" RPOGX="0.34502" RPOGY="0.17321" RPOGV="1" BPOGX="0.41573" BPOGY="0.21535" BPOGV="1" LPCX="0.32282" LPCY="0.54059" LPD="18.13974" LPS="0.99565" LPV="1" RPCX="0.57558" RPCY="0.55300" RPD="18.78119" RPS="0.99565" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00386" LPUPILV="1" REYEX="0.01863" REYEY="-0.01183" REYEZ="0.63071" RPUPILD="0.00415" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41728" FPOGY="0.19964" FPOGS="3769.62549" FPOGD="0.29468" FPOGID="3768" FPOGV="0" LPOGX="0.49170" LPOGY="0.23721" LPOGV="1" RPOGX="0.33830" RPOGY="0.15677" RPOGV="1" BPOGX="0.41500" BPOGY="0.19699" BPOGV="1" LPCX="0.32286" LPCY="0.54062" LPD="18.02420" LPS="0.99565" LPV="1" RPCX="0.57565" RPCY="0.55296" RPD="18.81229" RPS="0.99565" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00384" LPUPILV="1" REYEX="0.01863" REYEY="-0.01183" REYEZ="0.63071" RPUPILD="0.00411" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41663" FPOGY="0.19812" FPOGS="3769.92749" FPOGD="0.01953" FPOGID="3769" FPOGV="1" LPOGX="0.49170" LPOGY="0.23721" LPOGV="1" RPOGX="0.33764" RPOGY="0.14994" RPOGV="1" BPOGX="0.41467" BPOGY="0.19357" BPOGV="1" LPCX="0.32276" LPCY="0.54075" LPD="18.23673" LPS="0.99565" LPV="1" RPCX="0.57569" RPCY="0.55302" RPD="18.87972" RPS="1.00284" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00382" LPUPILV="1" REYEX="0.01923" REYEY="-0.01217" REYEZ="0.64933" RPUPILD="0.00410" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41990" FPOGY="0.19642" FPOGS="3769.92749" FPOGD="0.02637" FPOGID="3769" FPOGV="1" LPOGX="0.53326" LPOGY="0.25558" LPOGV="1" RPOGX="0.33275" RPOGY="0.12363" RPOGV="1" BPOGX="0.43301" BPOGY="0.18961" BPOGV="1" LPCX="0.32310" LPCY="0.54088" LPD="18.08013" LPS="1.00284" LPV="1" RPCX="0.57600" RPCY="0.55312" RPD="18.67434" RPS="1.01003" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00381" LPUPILV="1" REYEX="0.01923" REYEY="-0.01217" REYEZ="0.64933" RPUPILD="0.00407" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.42865" FPOGY="0.20441" FPOGS="3769.92749" FPOGD="0.03345" FPOGID="3769" FPOGV="1" LPOGX="0.55675" LPOGY="0.27868" LPOGV="1" RPOGX="0.38802" RPOGY="0.21002" RPOGV="1" BPOGX="0.47238" BPOGY="0.24435" BPOGV="1" LPCX="0.32402" LPCY="0.54136" LPD="17.67109" LPS="1.01003" LPV="1" RPCX="0.57688" RPCY="0.55369" RPD="19.44365" RPS="1.01722" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00380" LPUPILV="1" REYEX="0.01923" REYEY="-0.01217" REYEZ="0.64933" RPUPILD="0.00399" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.43470" FPOGY="0.20784" FPOGS="3769.92749" FPOGD="0.04004" FPOGID="3769" FPOGV="1" LPOGX="0.55498" LPOGY="0.26711" LPOGV="1" RPOGX="0.38699" RPOGY="0.18979" RPOGV="1" BPOGX="0.47098" BPOGY="0.22845" BPOGV="1" LPCX="0.32464" LPCY="0.54192" LPD="17.72971" LPS="1.02512" LPV="1" RPCX="0.57738" RPCY="0.55394" RPD="18.36081" RPS="1.04040" RPV="1" LEYEX="-0.04571" LEYEY="-0.01035" LEYEZ="0.68647" LPUPILD="0.00380" LPUPILV="1" REYEX="0.02049" REYEY="-0.01301" REYEZ="0.68301" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.45256" FPOGY="0.21331" FPOGS="3769.92749" FPOGD="0.04883" FPOGID="3769" FPOGV="1" LPOGX="0.66087" LPOGY="0.29242" LPOGV="1" RPOGX="0.49437" RPOGY="0.21066" RPOGV="1" BPOGX="0.57762" BPOGY="0.25154" BPOGV="1" LPCX="0.32715" LPCY="0.54289" LPD="17.85601" LPS="1.04830" LPV="1" RPCX="0.57940" RPCY="0.55539" RPD="19.14706" RPS="1.05639" RPV="1" LEYEX="-0.04571" LEYEY="-0.01035" LEYEZ="0.68647" LPUPILD="0.00407" LPUPILV="1" REYEX="0.02049" REYEY="-0.01301" REYEZ="0.68301" RPUPILD="0.00395" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.46979" FPOGY="0.22183" FPOGS="3769.92749" FPOGD="0.05322" FPOGID="3769" FPOGV="1" LPOGX="0.66214" LPOGY="0.34793" LPOGV="1" RPOGX="0.55300" RPOGY="0.23218" RPOGV="1" BPOGX="0.60757" BPOGY="0.29006" BPOGV="1" LPCX="0.32787" LPCY="0.54360" LPD="18.07028" LPS="1.06430" LPV="1" RPCX="0.57988" RPCY="0.55578" RPD="19.04045" RPS="1.07239" RPV="1" LEYEX="-0.04571" LEYEY="-0.01035" LEYEZ="0.68647" LPUPILD="0.00414" LPUPILV="1" REYEX="0.02049" REYEY="-0.01301" REYEZ="0.68301" RPUPILD="0.00399" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.48356" FPOGY="0.22838" FPOGS="3769.92749" FPOGD="0.05981" FPOGID="3769" FPOGV="1" LPOGX="0.66200" LPOGY="0.34241" LPOGV="1" RPOGX="0.55300" RPOGY="0.23218" RPOGV="1" BPOGX="0.60750" BPOGY="0.28730" BPOGV="1" LPCX="0.32813" LPCY="0.54372" LPD="18.36455" LPS="1.07239" LPV="1" RPCX="0.58021" RPCY="0.55556" RPD="18.60836" RPS="1.07239" RPV="1" LEYEX="-0.04347" LEYEY="-0.01007" LEYEZ="0.65809" LPUPILD="0.00407" LPUPILV="1" REYEX="0.02010" REYEY="-0.01270" REYEZ="0.65874" RPUPILD="0.00401" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.49238" FPOGY="0.23795" FPOGS="3769.92749" FPOGD="0.06665" FPOGID="3769" FPOGV="1" LPOGX="0.66125" LPOGY="0.36423" LPOGV="1" RPOGX="0.50001" RPOGY="0.30304" RPOGV="1" BPOGX="0.58063" BPOGY="0.33364" BPOGV="1" LPCX="0.32794" LPCY="0.54387" LPD="18.63125" LPS="1.06448" LPV="1" RPCX="0.58058" RPCY="0.55632" RPD="19.34635" RPS="1.05639" RPV="1" LEYEX="-0.04347" LEYEY="-0.01007" LEYEZ="0.65809" LPUPILD="0.00411" LPUPILV="1" REYEX="0.02010" REYEY="-0.01270" REYEZ="0.65874" RPUPILD="0.00399" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.49896" FPOGY="0.24325" FPOGS="3769.92749" FPOGD="0.07324" FPOGID="3769" FPOGV="1" LPOGX="0.64776" LPOGY="0.39725" LPOGV="1" RPOGX="0.49483" RPOGY="0.20581" RPOGV="1" BPOGX="0.57130" BPOGY="0.30153" BPOGV="1" LPCX="0.32790" LPCY="0.54399" LPD="18.29865" LPS="1.04849" LPV="1" RPCX="0.58063" RPCY="0.55629" RPD="19.36898" RPS="1.04040" RPV="1" LEYEX="-0.04347" LEYEY="-0.01007" LEYEZ="0.65809" LPUPILD="0.00410" LPUPILV="1" REYEX="0.02010" REYEY="-0.01270" REYEZ="0.65874" RPUPILD="0.00391" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.50452" FPOGY="0.24879" FPOGS="3769.92749" FPOGD="0.08057" FPOGID="3769" FPOGV="1" LPOGX="0.64847" LPOGY="0.41205" LPOGV="1" RPOGX="0.49405" RPOGY="0.21847" RPOGV="1" BPOGX="0.57126" BPOGY="0.31526" BPOGV="1" LPCX="0.32793" LPCY="0.54410" LPD="18.30509" LPS="1.02547" LPV="1" RPCX="0.58050" RPCY="0.55606" RPD="18.30450" RPS="1.02547" RPV="1" LEYEX="-0.04186" LEYEY="-0.00973" LEYEZ="0.63300" LPUPILD="0.00408" LPUPILV="1" REYEX="0.02069" REYEY="-0.01314" REYEZ="0.67647" RPUPILD="0.00395" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.50990" FPOGY="0.25576" FPOGS="3769.92749" FPOGD="0.08691" FPOGID="3769" FPOGV="1" LPOGX="0.64950" LPOGY="0.46355" LPOGV="1" RPOGX="0.51029" RPOGY="0.22932" RPOGV="1" BPOGX="0.57990" BPOGY="0.34644" BPOGV="1" LPCX="0.32797" LPCY="0.54408" LPD="18.24527" LPS="1.01844" LPV="1" RPCX="0.58066" RPCY="0.55640" RPD="18.97540" RPS="1.02653" RPV="1" LEYEX="-0.04186" LEYEY="-0.00973" LEYEZ="0.63300" LPUPILD="0.00408" LPUPILV="1" REYEX="0.02069" REYEY="-0.01314" REYEZ="0.67647" RPUPILD="0.00396" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.53903" FPOGY="0.27393" FPOGS="3769.92749" FPOGD="0.08691" FPOGID="3769" FPOGV="0" LPOGX="0.65637" LPOGY="0.34101" LPOGV="1" RPOGX="0.50681" RPOGY="0.26992" RPOGV="1" BPOGX="0.58159" BPOGY="0.30547" BPOGV="1" LPCX="0.32809" LPCY="0.54440" LPD="18.48091" LPS="1.01951" LPV="1" RPCX="0.58066" RPCY="0.55655" RPD="19.14879" RPS="1.02759" RPV="1" LEYEX="-0.04186" LEYEY="-0.00973" LEYEZ="0.63300" LPUPILD="0.00409" LPUPILV="1" REYEX="0.02069" REYEY="-0.01314" REYEZ="0.67647" RPUPILD="0.00399" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.56039" FPOGY="0.28664" FPOGS="3769.92749" FPOGD="0.08691" FPOGID="3769" FPOGV="0" LPOGX="0.65618" LPOGY="0.33521" LPOGV="1" RPOGX="0.50733" RPOGY="0.26349" RPOGV="1" BPOGX="0.58175" BPOGY="0.29935" BPOGV="1" LPCX="0.32811" LPCY="0.54440" LPD="18.48964" LPS="1.02759" LPV="1" RPCX="0.58052" RPCY="0.55624" RPD="18.82826" RPS="1.03568" RPV="1" LEYEX="-0.04347" LEYEY="-0.01017" LEYEZ="0.65809" LPUPILD="0.00410" LPUPILV="1" REYEX="0.02083" REYEY="-0.01328" REYEZ="0.68091" RPUPILD="0.00392" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.57076" FPOGY="0.29781" FPOGS="3769.92749" FPOGD="0.08691" FPOGID="3769" FPOGV="0" LPOGX="0.66628" LPOGY="0.34366" LPOGV="1" RPOGX="0.51668" RPOGY="0.29665" RPOGV="1" BPOGX="0.59148" BPOGY="0.32015" BPOGV="1" LPCX="0.32835" LPCY="0.54462" LPD="18.10049" LPS="1.04271" LPV="1" RPCX="0.58084" RPCY="0.55679" RPD="19.08219" RPS="1.04271" RPV="1" LEYEX="-0.04347" LEYEY="-0.01017" LEYEZ="0.65809" LPUPILD="0.00410" LPUPILV="1" REYEX="0.02083" REYEY="-0.01328" REYEZ="0.68091" RPUPILD="0.00399" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.57788" FPOGY="0.30423" FPOGS="3770.02124" FPOGD="0.02026" FPOGID="3770" FPOGV="1" LPOGX="0.66408" LPOGY="0.36172" LPOGV="1" RPOGX="0.53445" RPOGY="0.28526" RPOGV="1" BPOGX="0.59927" BPOGY="0.32349" BPOGV="1" LPCX="0.32834" LPCY="0.54476" LPD="18.22152" LPS="1.04973" LPV="1" RPCX="0.58086" RPCY="0.55719" RPD="19.45401" RPS="1.04973" RPV="1" LEYEX="-0.04347" LEYEY="-0.01017" LEYEZ="0.65809" LPUPILD="0.00411" LPUPILV="1" REYEX="0.02083" REYEY="-0.01328" REYEZ="0.68091" RPUPILD="0.00398" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.58227" FPOGY="0.30593" FPOGS="3770.02124" FPOGD="0.02686" FPOGID="3770" FPOGV="1" LPOGX="0.66385" LPOGY="0.35159" LPOGV="1" RPOGX="0.53577" RPOGY="0.27389" RPOGV="1" BPOGX="0.59981" BPOGY="0.31274" BPOGV="1" LPCX="0.32821" LPCY="0.54468" LPD="18.09453" LPS="1.06467" LPV="1" RPCX="0.58076" RPCY="0.55696" RPD="19.30186" RPS="1.06467" RPV="1" LEYEX="-0.04378" LEYEY="-0.01035" LEYEZ="0.66346" LPUPILD="0.00410" LPUPILV="1" REYEX="0.02062" REYEY="-0.01319" REYEZ="0.67393" RPUPILD="0.00388" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.58644" FPOGY="0.30605" FPOGS="3770.02124" FPOGD="0.03369" FPOGID="3770" FPOGV="1" LPOGX="0.66953" LPOGY="0.38308" LPOGV="1" RPOGX="0.54511" RPOGY="0.23023" RPOGV="1" BPOGX="0.60732" BPOGY="0.30666" BPOGV="1" LPCX="0.32821" LPCY="0.54500" LPD="18.59423" LPS="1.07257" LPV="1" RPCX="0.58108" RPCY="0.55729" RPD="19.22110" RPS="1.07257" RPV="1" LEYEX="-0.04378" LEYEY="-0.01035" LEYEZ="0.66346" LPUPILD="0.00409" LPUPILV="1" REYEX="0.02062" REYEY="-0.01319" REYEZ="0.67393" RPUPILD="0.00396" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.58478" FPOGY="0.30809" FPOGS="3770.02124" FPOGD="0.04028" FPOGID="3770" FPOGV="1" LPOGX="0.67059" LPOGY="0.39208" LPOGV="1" RPOGX="0.47899" RPOGY="0.24860" RPOGV="1" BPOGX="0.57479" BPOGY="0.32034" BPOGV="1" LPCX="0.32824" LPCY="0.54507" LPD="18.57989" LPS="1.08047" LPV="1" RPCX="0.58111" RPCY="0.55736" RPD="19.20362" RPS="1.08047" RPV="1" LEYEX="-0.04378" LEYEY="-0.01035" LEYEZ="0.66346" LPUPILD="0.00413" LPUPILV="1" REYEX="0.02062" REYEY="-0.01319" REYEZ="0.67393" RPUPILD="0.00396" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.58354" FPOGY="0.30893" FPOGS="3770.02124" FPOGD="0.04688" FPOGID="3770" FPOGV="1" LPOGX="0.67052" LPOGY="0.38708" LPOGV="1" RPOGX="0.47928" RPOGY="0.24244" RPOGV="1" BPOGX="0.57490" BPOGY="0.31476" BPOGV="1" LPCX="0.32826" LPCY="0.54513" LPD="18.85664" LPS="1.08838" LPV="1" RPCX="0.58096" RPCY="0.55712" RPD="18.98086" RPS="1.08838" RPV="1" LEYEX="-0.04378" LEYEY="-0.01035" LEYEZ="0.66346" LPUPILD="0.00407" LPUPILV="1" REYEX="0.02098" REYEY="-0.01334" REYEZ="0.67900" RPUPILD="0.00395" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.58371" FPOGY="0.30915" FPOGS="3770.02124" FPOGD="0.05347" FPOGID="3770" FPOGV="1" LPOGX="0.67579" LPOGY="0.41196" LPOGV="1" RPOGX="0.49434" RPOGY="0.20983" RPOGV="1" BPOGX="0.58506" BPOGY="0.31089" BPOGV="1" LPCX="0.32834" LPCY="0.54525" LPD="18.82051" LPS="1.08838" LPV="1" RPCX="0.58134" RPCY="0.55766" RPD="19.38070" RPS="1.08838" RPV="1" LEYEX="-0.04378" LEYEY="-0.01035" LEYEZ="0.66346" LPUPILD="0.00411" LPUPILV="1" REYEX="0.02098" REYEY="-0.01334" REYEZ="0.67900" RPUPILD="0.00393" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.58426" FPOGY="0.30890" FPOGS="3770.02124" FPOGD="0.06030" FPOGID="3770" FPOGV="1" LPOGX="0.68141" LPOGY="0.40562" LPOGV="1" RPOGX="0.49697" RPOGY="0.20776" RPOGV="1" BPOGX="0.58919" BPOGY="0.30669" BPOGV="1" LPCX="0.32829" LPCY="0.54536" LPD="18.93699" LPS="1.08838" LPV="1" RPCX="0.58131" RPCY="0.55763" RPD="19.11645" RPS="1.08838" RPV="1" LEYEX="-0.04378" LEYEY="-0.01035" LEYEZ="0.66346" LPUPILD="0.00409" LPUPILV="1" REYEX="0.02098" REYEY="-0.01334" REYEZ="0.67900" RPUPILD="0.00397" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
