2025-05-29 12:56:35.630869
"0.64510" RPUPILD="0.00513" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.87508" FPOGY="1.00514" FPOGS="132.44295" FPOGD="0.16774" FPOGID="428" FPOGV="1" LPOGX="0.90705" LPOGY="0.99400" LPOGV="1" RPOGX="0.83125" RPOGY="0.97895" RPOGV="1" BPOGX="0.86915" BPOGY="0.98648" BPOGV="1" LPCX="0.31438" LPCY="0.48560" LPD="30.28257" LPS="0.96665" LPV="1" RPCX="0.59608" RPCY="0.49998" RPD="29.22514" RPS="0.96021" RPV="1" LEYEX="-0.04616" LEYEY="0.00249" LEYEZ="0.63735" LPUPILD="0.00555" LPUPILV="1" REYEX="0.02195" REYEY="-0.00019" REYEZ="0.62417" RPUPILD="0.00513" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.54022" FPOGY="0.40887" FPOGS="133.24025" FPOGD="0.28072" FPOGID="431" FPOGV="1" LPOGX="0.62818" LPOGY="0.42141" LPOGV="1" RPOGX="0.45194" RPOGY="0.48913" RPOGV="1" BPOGX="0.54006" BPOGY="0.45527" BPOGV="1" LPCX="0.29859" LPCY="0.47477" LPD="31.31602" LPS="0.96021" LPV="1" RPCX="0.57980" RPCY="0.48772" RPD="27.99487" RPS="0.95378" RPV="1" LEYEX="-0.04900" LEYEY="0.00381" LEYEZ="0.63577" LPUPILD="0.00583" LPUPILV="1" REYEX="0.01909" REYEY="0.00131" REYEZ="0.62557" RPUPILD="0.00524" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.54024" FPOGY="0.41015" FPOGS="133.24025" FPOGD="0.28731" FPOGID="431" FPOGV="1" LPOGX="0.62925" LPOGY="0.43246" LPOGV="1" RPOGX="0.45271" RPOGY="0.49759" RPOGV="1" BPOGX="0.54098" BPOGY="0.46502" BPOGV="1" LPCX="0.29861" LPCY="0.47478" LPD="31.19157" LPS="0.95378" LPV="1" RPCX="0.57979" RPCY="0.48773" RPD="28.01260" RPS="0.94735" RPV="1" LEYEX="-0.04900" LEYEY="0.00381" LEYEZ="0.63577" LPUPILD="0.00583" LPUPILV="1" REYEX="0.01909" REYEY="0.00131" REYEZ="0.62557" RPUPILD="0.00524" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.53579" FPOGY="0.43655" FPOGS="133.24025" FPOGD="0.28731" FPOGID="431" FPOGV="0" LPOGX="0.62958" LPOGY="0.43675" LPOGV="1" RPOGX="0.45271" RPOGY="0.49759" RPOGV="1" BPOGX="0.54114" BPOGY="0.46717" BPOGV="1" LPCX="0.29858" LPCY="0.47483" LPD="31.26880" LPS="0.94735" LPV="1" RPCX="0.57979" RPCY="0.48776" RPD="28.09167" RPS="0.94735" RPV="1" LEYEX="-0.04900" LEYEY="0.00381" LEYEZ="0.63577" LPUPILD="0.00584" LPUPILV="1" REYEX="0.01953" REYEY="0.00134" REYEZ="0.63854" RPUPILD="0.00523" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.53967" FPOGY="0.45229" FPOGS="133.24025" FPOGD="0.28731" FPOGID="431" FPOGV="0" LPOGX="0.63077" LPOGY="0.44023" LPOGV="1" RPOGX="0.45632" RPOGY="0.49582" RPOGV="1" BPOGX="0.54355" BPOGY="0.46803" BPOGV="1" LPCX="0.29861" LPCY="0.47489" LPD="31.30431" LPS="0.94735" LPV="1" RPCX="0.57979" RPCY="0.48777" RPD="28.11711" RPS="0.95378" RPV="1" LEYEX="-0.04900" LEYEY="0.00381" LEYEZ="0.63577" LPUPILD="0.00584" LPUPILV="1" REYEX="0.01953" REYEY="0.00134" REYEZ="0.63854" RPUPILD="0.00523" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.54121" FPOGY="0.45723" FPOGS="133.24025" FPOGD="0.28731" FPOGID="431" FPOGV="0" LPOGX="0.63319" LPOGY="0.43612" LPOGV="1" RPOGX="0.45541" RPOGY="0.49808" RPOGV="1" BPOGX="0.54430" BPOGY="0.46710" BPOGV="1" LPCX="0.29867" LPCY="0.47494" LPD="31.25652" LPS="0.95378" LPV="1" RPCX="0.57980" RPCY="0.48779" RPD="28.09079" RPS="0.96021" RPV="1" LEYEX="-0.04900" LEYEY="0.00381" LEYEZ="0.63577" LPUPILD="0.00582" LPUPILV="1" REYEX="0.01953" REYEY="0.00134" REYEZ="0.63854" RPUPILD="0.00523" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.54196" FPOGY="0.45866" FPOGS="133.53468" FPOGD="0.02040" FPOGID="432" FPOGV="1" LPOGX="0.63288" LPOGY="0.43184" LPOGV="1" RPOGX="0.45553" RPOGY="0.49411" RPOGV="1" BPOGX="0.54421" BPOGY="0.46298" BPOGV="1" LPCX="0.29867" LPCY="0.47494" LPD="31.25652" LPS="0.96021" LPV="1" RPCX="0.57980" RPCY="0.48779" RPD="28.11144" RPS="0.96665" RPV="1" LEYEX="-0.04900" LEYEY="0.00381" LEYEZ="0.63577" LPUPILD="0.00582" LPUPILV="1" REYEX="0.01953" REYEY="0.00134" REYEZ="0.63854" RPUPILD="0.00523" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.54334" FPOGY="0.45475" FPOGS="133.53468" FPOGD="0.02718" FPOGID="432" FPOGV="1" LPOGX="0.63281" LPOGY="0.43428" LPOGV="1" RPOGX="0.46489" RPOGY="0.44388" RPOGV="1" BPOGX="0.54885" BPOGY="0.43908" BPOGV="1" LPCX="0.29868" LPCY="0.47499" LPD="31.41243" LPS="0.96665" LPV="1" RPCX="0.57989" RPCY="0.48789" RPD="28.06131" RPS="0.96665" RPV="1" LEYEX="-0.04900" LEYEY="0.00381" LEYEZ="0.63577" LPUPILD="0.00581" LPUPILV="1" REYEX="0.01953" REYEY="0.00134" REYEZ="0.63854" RPUPILD="0.00524" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.54468" FPOGY="0.45318" FPOGS="133.53468" FPOGD="0.03445" FPOGID="432" FPOGV="1" LPOGX="0.63797" LPOGY="0.43789" LPOGV="1" RPOGX="0.46483" RPOGY="0.45277" RPOGV="1" BPOGX="0.55140" BPOGY="0.44533" BPOGV="1" LPCX="0.29870" LPCY="0.47501" LPD="31.36629" LPS="0.96665" LPV="1" RPCX="0.57994" RPCY="0.48794" RPD="27.94868" RPS="0.96665" RPV="1" LEYEX="-0.04900" LEYEY="0.00381" LEYEZ="0.63577" LPUPILD="0.00581" LPUPILV="1" REYEX="0.01953" REYEY="0.00134" REYEZ="0.63854" RPUPILD="0.00526" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
