FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,RPUPILD,RPUPILV,BKID,BKDUR,BKPMIN
0.52744,1.03524,6929.87354,0.34229,15000,1,0.56564,0.94759,1,0.45460,1.09529,1,0.51012,1.02144,1,0.24549,0.59292,34.32539,0.99122,1,0.52443,0.62305,31.37343,0.98403,1,-0.06232,-0.01835,0.64032,0.00639,1,0.00579,-0.02393,0.63315,0.00580,1,0,0.00000,5
0.52681,1.03481,6929.87354,0.34814,15000,1,0.55775,0.94487,1,0.44527,1.10590,1,0.50151,1.02539,1,0.24537,0.59295,34.20412,0.98403,1,0.52436,0.62313,31.32936,0.97684,1,-0.06232,-0.01835,0.64032,0.00643,1,0.00579,-0.02393,0.63315,0.00578,1,0,0.00000,5
0.52620,1.03439,6929.87354,0.35449,15000,1,0.55864,0.94581,1,0.44521,1.10580,1,0.50193,1.02581,1,0.24532,0.59291,34.29764,0.97684,1,0.52432,0.62309,31.36765,0.96965,1,-0.06232,-0.01835,0.64032,0.00641,1,0.00579,-0.02393,0.63315,0.00579,1,0,0.00000,5
0.52566,1.03399,6929.87354,0.36133,15000,1,0.54611,0.94682,1,0.43646,1.09260,1,0.49128,1.01971,1,0.24410,0.59289,34.38526,0.96965,1,0.52314,0.62303,31.40603,0.96965,1,-0.06232,-0.01835,0.64032,0.00644,1,0.00579,-0.02393,0.63315,0.00587,1,0,0.00000,5
0.52453,1.03309,6929.87354,0.36816,15000,1,0.51203,0.91920,1,0.40514,1.07244,1,0.45859,0.99582,1,0.24339,0.59276,34.53923,0.96965,1,0.52234,0.62282,31.57165,0.96965,1,-0.06232,-0.01835,0.64032,0.00641,1,0.00579,-0.02393,0.63315,0.00588,1,0,0.00000,5
0.50165,1.01834,6929.87354,0.36816,15000,0,0.51081,0.91809,1,0.40491,1.07229,1,0.45786,0.99519,1,0.24323,0.59267,34.31400,0.97667,1,0.52218,0.62285,31.53274,0.97667,1,-0.06324,-0.01854,0.64535,0.00643,1,0.00550,-0.02431,0.64313,0.00588,1,0,0.00000,5
0.47778,0.99075,6929.87354,0.36816,15000,0,0.50711,0.89759,1,0.40073,1.02874,1,0.45392,0.96317,1,0.24248,0.59260,34.27002,0.98370,1,0.52147,0.62247,31.40101,0.98370,1,-0.06324,-0.01854,0.64535,0.00641,1,0.00550,-0.02431,0.64313,0.00587,1,0,0.00000,5
0.46751,0.98171,6929.87354,0.36816,15000,0,0.50144,0.89894,1,0.39245,1.02832,1,0.44695,0.96363,1,0.24245,0.59263,34.33267,0.99073,1,0.52136,0.62250,31.55471,0.99073,1,-0.06324,-0.01854,0.64535,0.00641,1,0.00550,-0.02431,0.64313,0.00586,1,0,0.00000,5
0.46240,0.97724,6930.24854,0.02002,15001,1,0.50144,0.89894,1,0.39274,1.02874,1,0.44709,0.96384,1,0.24242,0.59260,34.36018,0.99073,1,0.52129,0.62246,31.56096,0.98429,1,-0.06235,-0.01831,0.63579,0.00640,1,0.00530,-0.02361,0.62572,0.00586,1,0,0.00000,5
0.45861,0.97696,6930.24854,0.02686,15001,1,0.50177,0.90688,1,0.38507,1.04475,1,0.44342,0.97581,1,0.24240,0.59268,34.36416,0.97727,1,0.52127,0.62261,31.79539,0.97083,1,-0.06235,-0.01831,0.63579,0.00640,1,0.00530,-0.02361,0.62572,0.00584,1,0,0.00000,5
