2025-05-28 14:13:33.992513
REYEZ="0.58976" RPUPILD="0.00361" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.77640" FPOGY="0.28337" FPOGS="873.48578" FPOGD="0.24707" FPOGID="1206" FPOGV="1" LPOGX="0.92528" LPOGY="0.31318" LPOGV="1" RPOGX="0.64805" RPOGY="0.27828" RPOGV="1" BPOGX="0.78666" BPOGY="0.29573" BPOGV="1" LPCX="0.12607" LPCY="0.63833" LPD="22.78108" LPS="0.86519" LPV="1" RPCX="0.40352" RPCY="0.63452" RPD="19.05812" RPS="0.85995" RPV="1" LEYEX="-0.08817" LEYEY="-0.02725" LEYEZ="0.60869" LPUPILD="0.00437" LPUPILV="1" REYEX="-0.02251" REYEY="-0.02574" REYEZ="0.58976" RPUPILD="0.00366" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.56218" FPOGY="0.32373" FPOGS="874.51038" FPOGD="0.14081" FPOGID="1210" FPOGV="1" LPOGX="0.71306" LPOGY="0.38674" LPOGV="1" RPOGX="0.39556" RPOGY="0.30874" RPOGV="1" BPOGX="0.55431" BPOGY="0.34774" BPOGV="1" LPCX="0.11954" LPCY="0.63884" LPD="22.37717" LPS="0.85532" LPV="1" RPCX="0.39662" RPCY="0.63519" RPD="18.62079" RPS="0.86111" RPV="1" LEYEX="-0.08749" LEYEY="-0.02692" LEYEZ="0.59814" LPUPILD="0.00442" LPUPILV="1" REYEX="-0.02449" REYEY="-0.02724" REYEZ="0.61974" RPUPILD="0.00375" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.56186" FPOGY="0.32434" FPOGS="874.51038" FPOGD="0.14746" FPOGID="1210" FPOGV="1" LPOGX="0.71110" LPOGY="0.37931" LPOGV="1" RPOGX="0.39877" RPOGY="0.29631" RPOGV="1" BPOGX="0.55493" BPOGY="0.33781" BPOGV="1" LPCX="0.11948" LPCY="0.63879" LPD="22.52040" LPS="0.86111" LPV="1" RPCX="0.39661" RPCY="0.63517" RPD="18.72623" RPS="0.86690" RPV="1" LEYEX="-0.08749" LEYEY="-0.02692" LEYEZ="0.59814" LPUPILD="0.00440" LPUPILV="1" REYEX="-0.02449" REYEY="-0.02724" REYEZ="0.61974" RPUPILD="0.00373" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.56157" FPOGY="0.32439" FPOGS="874.51038" FPOGD="0.15424" FPOGID="1210" FPOGV="1" LPOGX="0.71146" LPOGY="0.37042" LPOGV="1" RPOGX="0.39806" RPOGY="0.28031" RPOGV="1" BPOGX="0.55476" BPOGY="0.32536" BPOGV="1" LPCX="0.11939" LPCY="0.63889" LPD="22.46158" LPS="0.87202" LPV="1" RPCX="0.39660" RPCY="0.63517" RPD="18.70785" RPS="0.88424" RPV="1" LEYEX="-0.08828" LEYEY="-0.02714" LEYEZ="0.60320" LPUPILD="0.00440" LPUPILV="1" REYEX="-0.02525" REYEY="-0.02804" REYEZ="0.63791" RPUPILD="0.00374" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.56112" FPOGY="0.32396" FPOGS="874.51038" FPOGD="0.16101" FPOGID="1210" FPOGV="1" LPOGX="0.71029" LPOGY="0.35832" LPOGV="1" RPOGX="0.39034" RPOGY="0.26921" RPOGV="1" BPOGX="0.55032" BPOGY="0.31376" BPOGV="1" LPCX="0.11935" LPCY="0.63889" LPD="22.41395" LPS="0.88936" LPV="1" RPCX="0.39660" RPCY="0.63517" RPD="18.70785" RPS="0.89580" RPV="1" LEYEX="-0.08828" LEYEY="-0.02714" LEYEZ="0.60320" LPUPILD="0.00442" LPUPILV="1" REYEX="-0.02525" REYEY="-0.02804" REYEZ="0.63791" RPUPILD="0.00373" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.56111" FPOGY="0.32255" FPOGS="874.51038" FPOGD="0.16803" FPOGID="1210" FPOGV="1" LPOGX="0.70329" LPOGY="0.29194" LPOGV="1" RPOGX="0.41850" RPOGY="0.28260" RPOGV="1" BPOGX="0.56089" BPOGY="0.28727" BPOGV="1" LPCX="0.11937" LPCY="0.63884" LPD="22.41333" LPS="0.90091" LPV="1" RPCX="0.39660" RPCY="0.63519" RPD="18.64469" RPS="0.90735" RPV="1" LEYEX="-0.08828" LEYEY="-0.02714" LEYEZ="0.60320" LPUPILD="0.00439" LPUPILV="1" REYEX="-0.02525" REYEY="-0.02804" REYEZ="0.63791" RPUPILD="0.00374" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.56110" FPOGY="0.32068" FPOGS="874.51038" FPOGD="0.17456" FPOGID="1210" FPOGV="1" LPOGX="0.70368" LPOGY="0.27687" LPOGV="1" RPOGX="0.41818" RPOGY="0.26721" RPOGV="1" BPOGX="0.56093" BPOGY="0.27204" BPOGV="1" LPCX="0.11931" LPCY="0.63885" LPD="22.37563" LPS="0.91812" LPV="1" RPCX="0.39654" RPCY="0.63520" RPD="18.60370" RPS="0.92456" RPV="1" LEYEX="-0.09128" LEYEY="-0.02805" LEYEZ="0.62335" LPUPILD="0.00442" LPUPILV="1" REYEX="-0.02525" REYEY="-0.02804" REYEZ="0.63791" RPUPILD="0.00376" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.56174" FPOGY="0.31931" FPOGS="874.51038" FPOGD="0.18121" FPOGID="1210" FPOGV="1" LPOGX="0.70977" LPOGY="0.33138" LPOGV="1" RPOGX="0.44834" RPOGY="0.23342" RPOGV="1" BPOGX="0.57905" BPOGY="0.28240" BPOGV="1" LPCX="0.11928" LPCY="0.63891" LPD="22.32994" LPS="0.93021" LPV="1" RPCX="0.39654" RPCY="0.63523" RPD="18.73354" RPS="0.93021" RPV="1" LEYEX="-0.09128" LEYEY="-0.02805" LEYEZ="0.62335" LPUPILD="0.00440" LPUPILV="1" REYEX="-0.02525" REYEY="-0.02804" REYEZ="0.63791" RPUPILD="0.00376" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.56232" FPOGY="0.31720" FPOGS="874.51038" FPOGD="0.18799" FPOGID="1210" FPOGV="1" LPOGX="0.70845" LPOGY="0.27935" LPOGV="1" RPOGX="0.44866" RPOGY="0.23693" RPOGV="1" BPOGX="0.57856" BPOGY="0.25814" BPOGV="1" LPCX="0.11928" LPCY="0.63888" LPD="22.25671" LPS="0.93587" LPV="1" RPCX="0.39653" RPCY="0.63514" RPD="18.52056" RPS="0.93587" RPV="1" LEYEX="-0.09128" LEYEY="-0.02805" LEYEZ="0.62335" LPUPILD="0.00442" LPUPILV="1" REYEX="-0.02525" REYEY="-0.02804" REYEZ="0.63791" RPUPILD="0.00378" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
