2025-05-28 14:14:11.629244
REYEZ="0.59118" RPUPILD="0.00417" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="1.04162" FPOGY="0.55215" FPOGS="909.20874" FPOGD="2.16327" FPOGID="1313" FPOGV="1" LPOGX="1.15229" LPOGY="0.63039" LPOGV="1" RPOGX="0.91159" RPOGY="0.48262" RPOGV="1" BPOGX="1.03194" BPOGY="0.55650" BPOGV="1" LPCX="0.18556" LPCY="0.63541" LPD="27.05718" LPS="0.83905" LPV="1" RPCX="0.45985" RPCY="0.64839" RPD="22.23002" RPS="0.83381" RPV="1" LEYEX="-0.07222" LEYEY="-0.02534" LEYEZ="0.58555" LPUPILD="0.00518" LPUPILV="1" REYEX="-0.01059" REYEY="-0.02793" REYEZ="0.59118" RPUPILD="0.00415" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="1.04892" FPOGY="0.54207" FPOGS="909.20874" FPOGD="3.07513" FPOGID="1313" FPOGV="1" LPOGX="1.16627" LPOGY="0.61192" LPOGV="1" RPOGX="0.92114" RPOGY="0.45103" RPOGV="1" BPOGX="1.04371" BPOGY="0.53147" BPOGV="1" LPCX="0.18096" LPCY="0.63621" LPD="26.24913" LPS="0.84953" LPV="1" RPCX="0.45532" RPCY="0.64827" RPD="21.85309" RPS="0.84953" RPV="1" LEYEX="-0.07470" LEYEY="-0.02597" LEYEZ="0.59700" LPUPILD="0.00502" LPUPILV="1" REYEX="-0.01186" REYEY="-0.02853" REYEZ="0.60378" RPUPILD="0.00411" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="1.04924" FPOGY="0.54170" FPOGS="909.20874" FPOGD="3.08051" FPOGID="1313" FPOGV="1" LPOGX="1.16412" LPOGY="0.62595" LPOGV="1" RPOGX="0.92324" RPOGY="0.46287" RPOGV="1" BPOGX="1.04368" BPOGY="0.54441" BPOGV="1" LPCX="0.18094" LPCY="0.63625" LPD="26.47655" LPS="0.84953" LPV="1" RPCX="0.45528" RPCY="0.64827" RPD="21.82164" RPS="0.84953" RPV="1" LEYEX="-0.07470" LEYEY="-0.02597" LEYEZ="0.59700" LPUPILD="0.00503" LPUPILV="1" REYEX="-0.01186" REYEY="-0.02853" REYEZ="0.60378" RPUPILD="0.00411" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="1.04951" FPOGY="0.54130" FPOGS="909.20874" FPOGD="3.08722" FPOGID="1313" FPOGV="1" LPOGX="1.16145" LPOGY="0.62500" LPOGV="1" RPOGX="0.92330" RPOGY="0.45888" RPOGV="1" BPOGX="1.04237" BPOGY="0.54194" BPOGV="1" LPCX="0.18086" LPCY="0.63633" LPD="26.23445" LPS="0.84953" LPV="1" RPCX="0.45520" RPCY="0.64834" RPD="22.02590" RPS="0.84953" RPV="1" LEYEX="-0.07470" LEYEY="-0.02597" LEYEZ="0.59700" LPUPILD="0.00504" LPUPILV="1" REYEX="-0.01186" REYEY="-0.02853" REYEZ="0.60378" RPUPILD="0.00414" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="1.04966" FPOGY="0.54103" FPOGS="909.20874" FPOGD="3.09424" FPOGID="1313" FPOGV="1" LPOGX="1.16145" LPOGY="0.62500" LPOGV="1" RPOGX="0.92330" RPOGY="0.45888" RPOGV="1" BPOGX="1.04237" BPOGY="0.54194" BPOGV="1" LPCX="0.18085" LPCY="0.63640" LPD="26.28582" LPS="0.84953" LPV="1" RPCX="0.45518" RPCY="0.64830" RPD="22.05675" RPS="0.84953" RPV="1" LEYEX="-0.07398" LEYEY="-0.02576" LEYEZ="0.59124" LPUPILD="0.00503" LPUPILV="1" REYEX="-0.01186" REYEY="-0.02853" REYEZ="0.60378" RPUPILD="0.00412" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="1.04955" FPOGY="0.54142" FPOGS="909.20874" FPOGD="3.10059" FPOGID="1313" FPOGV="1" LPOGX="1.15938" LPOGY="0.63280" LPOGV="1" RPOGX="0.92811" RPOGY="0.45396" RPOGV="1" BPOGX="1.04375" BPOGY="0.54338" BPOGV="1" LPCX="0.18084" LPCY="0.63642" LPD="26.23836" LPS="0.84953" LPV="1" RPCX="0.45516" RPCY="0.64823" RPD="22.10266" RPS="0.84953" RPV="1" LEYEX="-0.07398" LEYEY="-0.02576" LEYEZ="0.59124" LPUPILD="0.00503" LPUPILV="1" REYEX="-0.01186" REYEY="-0.02853" REYEZ="0.60378" RPUPILD="0.00411" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="1.04915" FPOGY="0.54214" FPOGS="909.20874" FPOGD="3.10767" FPOGID="1313" FPOGV="1" LPOGX="1.15985" LPOGY="0.62796" LPOGV="1" RPOGX="0.92187" RPOGY="0.51372" RPOGV="1" BPOGX="1.04086" BPOGY="0.57084" BPOGV="1" LPCX="0.18085" LPCY="0.63637" LPD="26.34591" LPS="0.84953" LPV="1" RPCX="0.45513" RPCY="0.64821" RPD="22.12551" RPS="0.84953" RPV="1" LEYEX="-0.07398" LEYEY="-0.02576" LEYEZ="0.59124" LPUPILD="0.00502" LPUPILV="1" REYEX="-0.01186" REYEY="-0.02853" REYEZ="0.60378" RPUPILD="0.00411" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="1.04868" FPOGY="0.54295" FPOGS="909.20874" FPOGD="3.11420" FPOGID="1313" FPOGV="1" LPOGX="1.16264" LPOGY="0.62490" LPOGV="1" RPOGX="0.91919" RPOGY="0.51689" RPOGV="1" BPOGX="1.04092" BPOGY="0.57090" BPOGV="1" LPCX="0.18079" LPCY="0.63640" LPD="26.40998" LPS="0.85465" LPV="1" RPCX="0.45512" RPCY="0.64819" RPD="22.12164" RPS="0.84465" RPV="1" LEYEX="-0.07595" LEYEY="-0.02643" LEYEZ="0.60657" LPUPILD="0.00502" LPUPILV="1" REYEX="-0.01146" REYEY="-0.02735" REYEZ="0.57878" RPUPILD="0.00412" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="1.04862" FPOGY="0.54356" FPOGS="909.20874" FPOGD="3.12152" FPOGID="1313" FPOGV="1" LPOGX="1.17904" LPOGY="0.61594" LPOGV="1" RPOGX="0.94266" RPOGY="0.49972" RPOGV="1" BPOGX="1.06085" BPOGY="0.55783" BPOGV="1" LPCX="0.18074" LPCY="0.63630" LPD="26.33820" LPS="0.84977" LPV="1" RPCX="0.45512" RPCY="0.64819" RPD="22.12164" RPS="0.83977" RPV="1" LEYEX="-0.07595" LEYEY="-0.02643" LEYEZ="0.60657" LPUPILD="0.00500" LPUPILV="1" REYEX="-0.01146" REYEY="-0.02735" REYEZ="0.57878" RPUPILD="0.00412" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
