2025-05-28 12:23:32.186054
0623" LEYEZ="0.70350" LPUPILD="0.00425" LPUPILV="1" REYEX="0.03533" REYEY="-0.00723" REYEZ="0.70853" RPUPILD="0.00399" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="1.09603" FPOGY="0.35749" FPOGS="1999.28137" FPOGD="0.19446" FPOGID="4396" FPOGV="1" LPOGX="1.20410" LPOGY="0.27791" LPOGV="1" RPOGX="1.01897" RPOGY="0.33315" RPOGV="1" BPOGX="1.11153" BPOGY="0.30553" BPOGV="1" LPCX="0.39032" LPCY="0.47718" LPD="22.57400" LPS="1.13836" LPV="1" RPCX="0.64515" RPCY="0.54834" RPD="21.05327" RPS="1.13027" RPV="1" LEYEX="-0.03225" LEYEY="0.00372" LEYEZ="0.72896" LPUPILD="0.00431" LPUPILV="1" REYEX="0.03560" REYEY="-0.01099" REYEZ="0.66585" RPUPILD="0.00435" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="1.09647" FPOGY="0.35592" FPOGS="1999.28137" FPOGD="0.20117" FPOGID="4396" FPOGV="1" LPOGX="1.20059" LPOGY="0.28433" LPOGV="1" RPOGX="1.01897" RPOGY="0.33315" RPOGV="1" BPOGX="1.10978" BPOGY="0.30874" BPOGV="1" LPCX="0.39032" LPCY="0.47717" LPD="22.46721" LPS="1.13027" LPV="1" RPCX="0.64532" RPCY="0.54850" RPD="20.36694" RPS="1.13027" RPV="1" LEYEX="-0.03169" LEYEY="0.00359" LEYEZ="0.71505" LPUPILD="0.00432" LPUPILV="1" REYEX="0.03536" REYEY="-0.01093" REYEZ="0.66230" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="1.09754" FPOGY="0.35567" FPOGS="1999.28137" FPOGD="0.20789" FPOGID="4396" FPOGV="1" LPOGX="1.21691" LPOGY="0.35023" LPOGV="1" RPOGX="1.04436" RPOGY="0.34554" RPOGV="1" BPOGX="1.13064" BPOGY="0.34789" BPOGV="1" LPCX="0.39060" LPCY="0.47745" LPD="22.38275" LPS="1.12003" LPV="1" RPCX="0.64549" RPCY="0.54862" RPD="20.97473" RPS="1.12812" RPV="1" LEYEX="-0.03169" LEYEY="0.00359" LEYEZ="0.71505" LPUPILD="0.00435" LPUPILV="1" REYEX="0.03536" REYEY="-0.01093" REYEZ="0.66230" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="1.09891" FPOGY="0.35525" FPOGS="1999.28137" FPOGD="0.21460" FPOGID="4396" FPOGV="1" LPOGX="1.21014" LPOGY="0.34748" LPOGV="1" RPOGX="1.07551" RPOGY="0.33611" RPOGV="1" BPOGX="1.14283" BPOGY="0.34180" BPOGV="1" LPCX="0.39055" LPCY="0.47745" LPD="22.34474" LPS="1.11788" LPV="1" RPCX="0.64599" RPCY="0.54827" RPD="20.62789" RPS="1.12597" RPV="1" LEYEX="-0.03169" LEYEY="0.00359" LEYEZ="0.71505" LPUPILD="0.00435" LPUPILV="1" REYEX="0.03536" REYEY="-0.01093" REYEZ="0.66230" RPUPILD="0.00418" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="1.10011" FPOGY="0.35497" FPOGS="1999.28137" FPOGD="0.22229" FPOGID="4396" FPOGV="1" LPOGX="1.20918" LPOGY="0.34908" LPOGV="1" RPOGX="1.06999" RPOGY="0.34257" RPOGV="1" BPOGX="1.13958" BPOGY="0.34582" BPOGV="1" LPCX="0.39054" LPCY="0.47748" LPD="22.42530" LPS="1.11573" LPV="1" RPCX="0.64576" RPCY="0.54831" RPD="20.34465" RPS="1.11573" RPV="1" LEYEX="-0.03169" LEYEY="0.00359" LEYEZ="0.71505" LPUPILD="0.00433" LPUPILV="1" REYEX="0.03464" REYEY="-0.01067" REYEZ="0.64979" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="1.10084" FPOGY="0.35508" FPOGS="1999.28137" FPOGD="0.22900" FPOGID="4396" FPOGV="1" LPOGX="1.23054" LPOGY="0.34542" LPOGV="1" RPOGX="1.02102" RPOGY="0.37218" RPOGV="1" BPOGX="1.12578" BPOGY="0.35880" BPOGV="1" LPCX="0.39033" LPCY="0.47746" LPD="22.22034" LPS="1.11573" LPV="1" RPCX="0.64516" RPCY="0.54847" RPD="20.92813" RPS="1.10764" RPV="1" LEYEX="-0.03169" LEYEY="0.00359" LEYEZ="0.71505" LPUPILD="0.00430" LPUPILV="1" REYEX="0.03464" REYEY="-0.01067" REYEZ="0.64979" RPUPILD="0.00426" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="1.10126" FPOGY="0.35551" FPOGS="1999.28137" FPOGD="0.23474" FPOGID="4396" FPOGV="1" LPOGX="1.21733" LPOGY="0.29637" LPOGV="1" RPOGX="1.01417" RPOGY="0.44476" RPOGV="1" BPOGX="1.11575" BPOGY="0.37057" BPOGV="1" LPCX="0.39015" LPCY="0.47755" LPD="22.59494" LPS="1.10764" LPV="1" RPCX="0.64497" RPCY="0.54851" RPD="20.76339" RPS="1.09955" RPV="1" LEYEX="-0.03169" LEYEY="0.00359" LEYEZ="0.71505" LPUPILD="0.00429" LPUPILV="1" REYEX="0.03464" REYEY="-0.01067" REYEZ="0.64979" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="1.10143" FPOGY="0.35623" FPOGS="1999.28137" FPOGD="0.24146" FPOGID="4396" FPOGV="1" LPOGX="1.20951" LPOGY="0.30999" LPOGV="1" RPOGX="1.00560" RPOGY="0.45426" RPOGV="1" BPOGX="1.10756" BPOGY="0.38213" BPOGV="1" LPCX="0.39006" LPCY="0.47755" LPD="22.69548" LPS="1.09060" LPV="1" RPCX="0.64497" RPCY="0.54847" RPD="21.00721" RPS="1.08251" RPV="1" LEYEX="-0.03054" LEYEY="0.00339" LEYEZ="0.68568" LPUPILD="0.00430" LPUPILV="1" REYEX="0.03519" REYEY="-0.01082" REYEZ="0.66196" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="1.10107" FPOGY="0.35676" FPOGS="1999.28137" FPOGD="0.24817" FPOGID="4396" FPOGV="1" LPOGX="1.16090" LPOGY="0.34825" LPOGV="1" RPOGX="1.01507" RPOGY="0.40409" RPOGV="1" BPOGX="1.08798" BPOGY="0.37617" BPOGV="1" LPCX="0.38991" LPCY="0.47772" LPD="22.44979" LPS="1.07355" LPV="1" RPCX="0.64478" RPCY="0.54810" RPD="21.83599" RPS="1.07355" RPV="1" LEYEX="-0.03054" LEYEY="0.00339" LEYEZ="0.68568" LPUPILD="0.00426" LPUPILV="1" REYEX="0.03519" REYEY="-0.01082" REYEZ="0.66196" RPUPILD="0.00428" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="1.10121" FPOGY="0.35734" FPOGS="1999.28137" FPOGD="0.25488" FPOGID="4396" FPOGV="1" LPOGX="1.18430" LPOGY="0.34821" LPOGV="1" RPOGX="1.02863" RPOGY="0.41098" RPOGV="1" BPOGX="1.10646" BPOGY="0.37960" BPOGV="1" LPCX="0.38977" LPCY="0.47773" LPD="22.30433" LPS="1.06459" LPV="1" RPCX="0.64481" RPCY="0.54789" RPD="21.32956" RPS="1.06459" RPV="1" LEYEX="-0.03054" LEYEY="0.00339" LEYEZ="0.68568" LPUPILD="0.00431" LPUPILV="1" REYEX="0.03519" REYEY="-0.01082" REYEZ="0.66196" RPUPILD="0.00430" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="1.10134" FPOGY="0.35790" FPOGS="1999.28137" FPOGD="0.26160" FPOGID="4396" FPOGV="1" LPOGX="1.18430" LPOGY="0.34821" LPOGV="1" RPOGX="1.02863" RPOGY="0.41098" RPOGV="1" BPOGX="1.10646" BPOGY="0.37960" BPOGV="1" LPCX="0.38974" LPCY="0.47773" LPD="22.39330" LPS="1.06459" LPV="1" RPCX="0.64455" RPCY="0.54801" RPD="21.65100" RPS="1.06459" RPV="1" LEYEX="-0.03133" LEYEY="0.00348" LEYEZ="0.70233" LPUPILD="0.00431" LPUPILV="1" REYEX="0.03476" REYEY="-0.01067" REYEZ="0.65580" RPUPILD="0.00427" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
