2025-06-03 14:32:41.439524
EYEZ="0.69333" RPUPILD="0.00599" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.53382" FPOGY="0.43365" FPOGS="1683.87183" FPOGD="0.22168" FPOGID="2463" FPOGV="1" LPOGX="0.56887" LPOGY="0.42514" LPOGV="1" RPOGX="0.46304" RPOGY="0.40586" RPOGV="1" BPOGX="0.51595" BPOGY="0.41550" BPOGV="1" LPCX="0.29999" LPCY="0.47835" LPD="31.76296" LPS="1.05652" LPV="1" RPCX="0.55531" RPCY="0.49678" RPD="30.21512" RPS="1.04843" RPV="1" LEYEX="-0.05050" LEYEY="0.00342" LEYEZ="0.66091" LPUPILD="0.00634" LPUPILV="1" REYEX="0.01395" REYEY="-0.00040" REYEZ="0.66202" RPUPILD="0.00599" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.53300" FPOGY="0.44042" FPOGS="1684.46863" FPOGD="0.54224" FPOGID="2465" FPOGV="1" LPOGX="0.56889" LPOGY="0.47298" LPOGV="1" RPOGX="0.50347" RPOGY="0.39759" RPOGV="1" BPOGX="0.53618" BPOGY="0.43529" BPOGV="1" LPCX="0.29761" LPCY="0.47876" LPD="32.77537" LPS="1.05652" LPV="1" RPCX="0.55337" RPCY="0.49673" RPD="31.44026" RPS="1.05652" RPV="1" LEYEX="-0.05151" LEYEY="0.00335" LEYEZ="0.66631" LPUPILD="0.00648" LPUPILV="1" REYEX="0.01384" REYEY="-0.00041" REYEZ="0.68347" RPUPILD="0.00621" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.53314" FPOGY="0.44008" FPOGS="1684.46863" FPOGD="0.54919" FPOGID="2465" FPOGV="1" LPOGX="0.56889" LPOGY="0.47298" LPOGV="1" RPOGX="0.50347" RPOGY="0.39759" RPOGV="1" BPOGX="0.53618" BPOGY="0.43529" BPOGV="1" LPCX="0.29761" LPCY="0.47876" LPD="32.77537" LPS="1.05652" LPV="1" RPCX="0.55337" RPCY="0.49673" RPD="31.44026" RPS="1.05652" RPV="1" LEYEX="-0.05151" LEYEY="0.00335" LEYEZ="0.66631" LPUPILD="0.00648" LPUPILV="1" REYEX="0.01363" REYEY="-0.00035" REYEZ="0.67342" RPUPILD="0.00621" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.53328" FPOGY="0.43994" FPOGS="1684.46863" FPOGD="0.55591" FPOGID="2465" FPOGV="1" LPOGX="0.56949" LPOGY="0.46075" LPOGV="1" RPOGX="0.49803" RPOGY="0.38343" RPOGV="1" BPOGX="0.53376" BPOGY="0.42209" BPOGV="1" LPCX="0.29762" LPCY="0.47870" LPD="32.76194" LPS="1.05652" LPV="1" RPCX="0.55338" RPCY="0.49669" RPD="31.53913" RPS="1.05652" RPV="1" LEYEX="-0.05151" LEYEY="0.00335" LEYEZ="0.66631" LPUPILD="0.00649" LPUPILV="1" REYEX="0.01363" REYEY="-0.00035" REYEZ="0.67342" RPUPILD="0.00621" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.53346" FPOGY="0.44033" FPOGS="1684.46863" FPOGD="0.56299" FPOGID="2465" FPOGV="1" LPOGX="0.56543" LPOGY="0.46524" LPOGV="1" RPOGX="0.50105" RPOGY="0.38707" RPOGV="1" BPOGX="0.53324" BPOGY="0.42615" BPOGV="1" LPCX="0.29762" LPCY="0.47861" LPD="32.93649" LPS="1.05652" LPV="1" RPCX="0.55337" RPCY="0.49668" RPD="31.56526" RPS="1.05652" RPV="1" LEYEX="-0.05151" LEYEY="0.00335" LEYEZ="0.66631" LPUPILD="0.00650" LPUPILV="1" REYEX="0.01363" REYEY="-0.00035" REYEZ="0.67342" RPUPILD="0.00621" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.53364" FPOGY="0.44072" FPOGS="1684.46863" FPOGD="0.56995" FPOGID="2465" FPOGV="1" LPOGX="0.56543" LPOGY="0.46524" LPOGV="1" RPOGX="0.50105" RPOGY="0.38707" RPOGV="1" BPOGX="0.53324" BPOGY="0.42615" BPOGV="1" LPCX="0.29757" LPCY="0.47864" LPD="32.88060" LPS="1.05652" LPV="1" RPCX="0.55339" RPCY="0.49667" RPD="31.53920" RPS="1.05652" RPV="1" LEYEX="-0.05151" LEYEY="0.00335" LEYEZ="0.66631" LPUPILD="0.00649" LPUPILV="1" REYEX="0.01363" REYEY="-0.00035" REYEZ="0.67342" RPUPILD="0.00623" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.53386" FPOGY="0.44095" FPOGS="1684.46863" FPOGD="0.57544" FPOGID="2465" FPOGV="1" LPOGX="0.56681" LPOGY="0.46585" LPOGV="1" RPOGX="0.49571" RPOGY="0.37887" RPOGV="1" BPOGX="0.53126" BPOGY="0.42236" BPOGV="1" LPCX="0.29758" LPCY="0.47853" LPD="32.92705" LPS="1.05652" LPV="1" RPCX="0.55338" RPCY="0.49664" RPD="31.44673" RPS="1.05652" RPV="1" LEYEX="-0.05151" LEYEY="0.00335" LEYEZ="0.66631" LPUPILD="0.00648" LPUPILV="1" REYEX="0.01363" REYEY="-0.00035" REYEZ="0.67342" RPUPILD="0.00624" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.53386" FPOGY="0.44156" FPOGS="1684.46863" FPOGD="0.58191" FPOGID="2465" FPOGV="1" LPOGX="0.56934" LPOGY="0.45534" LPOGV="1" RPOGX="0.50007" RPOGY="0.44378" RPOGV="1" BPOGX="0.53471" BPOGY="0.44956" BPOGV="1" LPCX="0.29762" LPCY="0.47851" LPD="32.84070" LPS="1.05652" LPV="1" RPCX="0.55336" RPCY="0.49661" RPD="31.38220" RPS="1.05652" RPV="1" LEYEX="-0.05151" LEYEY="0.00335" LEYEZ="0.66631" LPUPILD="0.00651" LPUPILV="1" REYEX="0.01363" REYEY="-0.00035" REYEZ="0.67342" RPUPILD="0.00624" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.53386" FPOGY="0.44213" FPOGS="1684.46863" FPOGD="0.58984" FPOGID="2465" FPOGV="1" LPOGX="0.56934" LPOGY="0.45534" LPOGV="1" RPOGX="0.49961" RPOGY="0.44872" RPOGV="1" BPOGX="0.53447" BPOGY="0.45203" BPOGV="1" LPCX="0.29763" LPCY="0.47850" LPD="32.83455" LPS="1.05652" LPV="1" RPCX="0.55338" RPCY="0.49666" RPD="31.54107" RPS="1.04843" RPV="1" LEYEX="-0.05151" LEYEY="0.00340" LEYEZ="0.66631" LPUPILD="0.00652" LPUPILV="1" REYEX="0.01332" REYEY="-0.00034" REYEZ="0.65544" RPUPILD="0.00623" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
