2025-05-27 12:22:09.792157
" REYEZ="1.18069" RPUPILD="0.00702" RPUPILV="0" BKID="87" BKDUR="0.00000" BKPMIN="45" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40781" LPCY="0.78879" LPD="31.65088" LPS="3.48003" LPV="1" RPCX="0.62821" RPCY="0.78480" RPD="31.43004" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00746" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00731" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40656" LPCY="0.78876" LPD="31.29506" LPS="3.48003" LPV="1" RPCX="0.62681" RPCY="0.78469" RPD="31.97080" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00737" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00734" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40606" LPCY="0.78877" LPD="30.53599" LPS="3.48003" LPV="1" RPCX="0.62612" RPCY="0.78462" RPD="31.96533" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00732" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00728" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40589" LPCY="0.78881" LPD="30.47775" LPS="3.48003" LPV="1" RPCX="0.62598" RPCY="0.78467" RPD="32.07255" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00733" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00734" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40572" LPCY="0.78886" LPD="30.74664" LPS="3.48003" LPV="1" RPCX="0.62582" RPCY="0.78439" RPD="32.02584" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00728" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00729" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40573" LPCY="0.78890" LPD="30.64334" LPS="3.48003" LPV="1" RPCX="0.62582" RPCY="0.78441" RPD="31.85285" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00732" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00731" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40573" LPCY="0.78893" LPD="30.67421" LPS="3.48003" LPV="1" RPCX="0.62583" RPCY="0.78441" RPD="31.80368" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00730" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00731" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40569" LPCY="0.78887" LPD="30.59867" LPS="3.48003" LPV="1" RPCX="0.62577" RPCY="0.78443" RPD="31.72526" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00734" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00735" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40566" LPCY="0.78890" LPD="30.67958" LPS="3.48003" LPV="1" RPCX="0.62576" RPCY="0.78444" RPD="31.75676" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00735" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00735" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40565" LPCY="0.78894" LPD="30.72077" LPS="3.48003" LPV="1" RPCX="0.62573" RPCY="0.78443" RPD="31.64837" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00732" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00735" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40553" LPCY="0.78890" LPD="30.70475" LPS="3.48003" LPV="1" RPCX="0.62571" RPCY="0.78438" RPD="31.71822" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00733" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00734" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40550" LPCY="0.78887" LPD="30.62127" LPS="3.48003" LPV="1" RPCX="0.62566" RPCY="0.78434" RPD="31.58921" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00732" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00738" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40552" LPCY="0.78888" LPD="30.62629" LPS="3.48003" LPV="1" RPCX="0.62564" RPCY="0.78434" RPD="31.66746" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00731" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00736" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40535" LPCY="0.78883" LPD="30.48459" LPS="3.48003" LPV="1" RPCX="0.62552" RPCY="0.78434" RPD="31.90418" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00735" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00738" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40535" LPCY="0.78883" LPD="30.48459" LPS="3.48003" LPV="1" RPCX="0.62551" RPCY="0.78435" RPD="31.88715" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00735" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00738" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40528" LPCY="0.78881" LPD="30.60456" LPS="3.48003" LPV="1" RPCX="0.62551" RPCY="0.78435" RPD="31.88715" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00737" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00737" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40520" LPCY="0.78884" LPD="30.66754" LPS="3.48003" LPV="1" RPCX="0.62546" RPCY="0.78434" RPD="31.86195" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00736" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00737" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40515" LPCY="0.78886" LPD="30.61544" LPS="3.48003" LPV="1" RPCX="0.62544" RPCY="0.78434" RPD="31.92826" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00734" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00737" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40516" LPCY="0.78880" LPD="30.55440" LPS="3.48003" LPV="1" RPCX="0.62540" RPCY="0.78430" RPD="31.87974" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00735" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00735" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40502" LPCY="0.78883" LPD="30.33369" LPS="3.48003" LPV="1" RPCX="0.62531" RPCY="0.78425" RPD="31.77792" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00738" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00737" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40501" LPCY="0.78871" LPD="30.72363" LPS="3.48003" LPV="1" RPCX="0.62524" RPCY="0.78413" RPD="31.82260" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00730" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00735" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40498" LPCY="0.78868" LPD="30.62232" LPS="3.48003" LPV="1" RPCX="0.62522" RPCY="0.78406" RPD="31.92423" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00731" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00737" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40480" LPCY="0.78957" LPD="29.08200" LPS="3.48003" LPV="1" RPCX="0.62518" RPCY="0.78456" RPD="30.94228" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00680" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00713" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40491" LPCY="0.79189" LPD="22.83162" LPS="3.48003" LPV="1" RPCX="0.62494" RPCY="0.78659" RPD="24.69683" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00652" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40510" LPCY="0.79233" LPD="20.96822" LPS="3.48003" LPV="1" RPCX="0.62489" RPCY="0.78709" RPD="23.25565" RPS="3.48003" RPV="1" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00637" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40510" LPCY="0.79233" LPD="20.96822" LPS="3.48003" LPV="0" RPCX="0.62489" RPCY="0.78709" RPD="23.25565" RPS="3.48003" RPV="0" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00637" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40510" LPCY="0.79233" LPD="20.96822" LPS="3.48003" LPV="0" RPCX="0.62489" RPCY="0.78709" RPD="23.25565" RPS="3.48003" RPV="0" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00637" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40510" LPCY="0.79233" LPD="20.96822" LPS="3.48003" LPV="0" RPCX="0.62489" RPCY="0.78709" RPD="23.25565" RPS="3.48003" RPV="0" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00637" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40510" LPCY="0.79233" LPD="20.96822" LPS="3.48003" LPV="0" RPCX="0.62489" RPCY="0.78709" RPD="23.25565" RPS="3.48003" RPV="0" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00637" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40510" LPCY="0.79233" LPD="20.96822" LPS="3.48003" LPV="0" RPCX="0.62489" RPCY="0.78709" RPD="23.25565" RPS="3.48003" RPV="0" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00637" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40510" LPCY="0.79233" LPD="20.96822" LPS="3.48003" LPV="0" RPCX="0.62489" RPCY="0.78709" RPD="23.25565" RPS="3.48003" RPV="0" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00637" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40510" LPCY="0.79233" LPD="20.96822" LPS="3.48003" LPV="0" RPCX="0.62489" RPCY="0.78709" RPD="23.25565" RPS="3.48003" RPV="0" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00637" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40510" LPCY="0.79233" LPD="20.96822" LPS="3.48003" LPV="0" RPCX="0.62489" RPCY="0.78709" RPD="23.25565" RPS="3.48003" RPV="0" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00637" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="88" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40510" LPCY="0.79233" LPD="20.96822" LPS="3.48003" LPV="0" RPCX="0.62489" RPCY="0.78709" RPD="23.25565" RPS="3.48003" RPV="0" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00637" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="88" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40510" LPCY="0.79233" LPD="20.96822" LPS="3.48003" LPV="0" RPCX="0.62489" RPCY="0.78709" RPD="23.25565" RPS="3.48003" RPV="0" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00637" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="88" BKDUR="0.00000" BKPMIN="46" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="119.26906" FPOGD="0.09344" FPOGID="555" FPOGV="0" LPOGX="1.10531" LPOGY="-0.37955" LPOGV="0" RPOGX="1.40687" RPOGY="-0.13151" RPOGV="0" BPOGX="1.25609" BPOGY="-0.25553" BPOGV="0" LPCX="0.40510" LPCY="0.79233" LPD="20.96822" LPS="3.48003" LPV="0" RPCX="0.62489" RPCY="0.78709" RPD="23.25565" RPS="3.48003" RPV="0" LEYEX="-0.04474" LEYEY="0.01444" LEYEZ="0.70272" LPUPILD="0.00637" LPUPILV="1" REYEX="0.06526" REYEY="-0.11450" REYEZ="1.18069" RPUPILD="0.00690" RPUPILV="0" BKID="88" BKDUR="0.00000" BKPMIN="46" />
