2025-06-09 11:44:21.143289
" REYEZ="0.64478" RPUPILD="0.00465" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="1" />
<REC FPOGX="0.40693" FPOGY="-0.20735" FPOGS="978.22797" FPOGD="0.12683" FPOGID="3314" FPOGV="0" LPOGX="0.50111" LPOGY="-0.17065" LPOGV="1" RPOGX="0.32327" RPOGY="-0.25528" RPOGV="1" BPOGX="0.41219" BPOGY="-0.21297" BPOGV="1" LPCX="0.33448" LPCY="0.41497" LPD="23.67087" LPS="0.96671" LPV="1" RPCX="0.58094" RPCY="0.44833" RPD="22.33922" RPS="0.96671" RPV="1" LEYEX="-0.04069" LEYEY="0.01475" LEYEZ="0.64907" LPUPILD="0.00509" LPUPILV="1" REYEX="0.02050" REYEY="0.00808" REYEZ="0.64478" RPUPILD="0.00459" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="1" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.59901" FPOGY="-0.05670" FPOGS="979.17163" FPOGD="0.10760" FPOGID="3318" FPOGV="1" LPOGX="0.71615" LPOGY="-0.01731" LPOGV="1" RPOGX="0.51054" RPOGY="-0.06114" RPOGV="1" BPOGX="0.61334" BPOGY="-0.03923" BPOGV="1" LPCX="0.33644" LPCY="0.41728" LPD="22.25631" LPS="0.93087" LPV="1" RPCX="0.58309" RPCY="0.45066" RPD="21.67967" RPS="0.92444" RPV="1" LEYEX="-0.04046" LEYEY="0.01426" LEYEZ="0.64239" LPUPILD="0.00488" LPUPILV="1" REYEX="0.01998" REYEY="0.00756" REYEZ="0.63005" RPUPILD="0.00447" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="1" />
<REC FPOGX="0.59938" FPOGY="-0.05485" FPOGS="979.17163" FPOGD="0.11401" FPOGID="3318" FPOGV="1" LPOGX="0.71413" LPOGY="-0.01708" LPOGV="1" RPOGX="0.49714" RPOGY="-0.02975" RPOGV="1" BPOGX="0.60563" BPOGY="-0.02342" BPOGV="1" LPCX="0.33642" LPCY="0.41728" LPD="22.23149" LPS="0.93639" LPV="1" RPCX="0.58304" RPCY="0.45059" RPD="21.62256" RPS="0.92995" RPV="1" LEYEX="-0.04046" LEYEY="0.01426" LEYEZ="0.64239" LPUPILD="0.00490" LPUPILV="1" REYEX="0.01998" REYEY="0.00756" REYEZ="0.63005" RPUPILD="0.00448" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="1" />
<REC FPOGX="0.59945" FPOGY="-0.05424" FPOGS="979.17163" FPOGD="0.12091" FPOGID="3318" FPOGV="1" LPOGX="0.70613" LPOGY="-0.03737" LPOGV="1" RPOGX="0.49536" RPOGY="-0.04920" RPOGV="1" BPOGX="0.60075" BPOGY="-0.04328" BPOGV="1" LPCX="0.33639" LPCY="0.41725" LPD="22.30430" LPS="0.94190" LPV="1" RPCX="0.58305" RPCY="0.45058" RPD="21.66486" RPS="0.93546" RPV="1" LEYEX="-0.04046" LEYEY="0.01426" LEYEZ="0.64239" LPUPILD="0.00489" LPUPILV="1" REYEX="0.01998" REYEY="0.00756" REYEZ="0.63005" RPUPILD="0.00446" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="1" />
<REC FPOGX="0.59953" FPOGY="-0.05402" FPOGS="979.17163" FPOGD="0.12769" FPOGID="3318" FPOGV="1" LPOGX="0.70626" LPOGY="-0.04393" LPOGV="1" RPOGX="0.49569" RPOGY="-0.05589" RPOGV="1" BPOGX="0.60097" BPOGY="-0.04991" BPOGV="1" LPCX="0.33635" LPCY="0.41723" LPD="22.32504" LPS="0.94741" LPV="1" RPCX="0.58287" RPCY="0.45058" RPD="21.75404" RPS="0.94098" RPV="1" LEYEX="-0.04046" LEYEY="0.01426" LEYEZ="0.64239" LPUPILD="0.00491" LPUPILV="1" REYEX="0.01974" REYEY="0.00750" REYEZ="0.62523" RPUPILD="0.00456" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="1" />
<REC FPOGX="0.59913" FPOGY="-0.05263" FPOGS="979.17163" FPOGD="0.13422" FPOGID="3318" FPOGV="1" LPOGX="0.69135" LPOGY="0.01503" LPOGV="1" RPOGX="0.49090" RPOGY="-0.06441" RPOGV="1" BPOGX="0.59112" BPOGY="-0.02469" BPOGV="1" LPCX="0.33620" LPCY="0.41720" LPD="22.53916" LPS="0.94098" LPV="1" RPCX="0.58276" RPCY="0.45054" RPD="21.85062" RPS="0.94098" RPV="1" LEYEX="-0.04046" LEYEY="0.01426" LEYEZ="0.64239" LPUPILD="0.00491" LPUPILV="1" REYEX="0.01974" REYEY="0.00750" REYEZ="0.62523" RPUPILD="0.00448" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="1" />
<REC FPOGX="0.59856" FPOGY="-0.05179" FPOGS="979.17163" FPOGD="0.14069" FPOGID="3318" FPOGV="1" LPOGX="0.69170" LPOGY="-0.00013" LPOGV="1" RPOGX="0.48148" RPOGY="-0.06825" RPOGV="1" BPOGX="0.58659" BPOGY="-0.03419" BPOGV="1" LPCX="0.33614" LPCY="0.41721" LPD="22.48470" LPS="0.94098" LPV="1" RPCX="0.58275" RPCY="0.45048" RPD="22.00316" RPS="0.94098" RPV="1" LEYEX="-0.04046" LEYEY="0.01426" LEYEZ="0.64239" LPUPILD="0.00491" LPUPILV="1" REYEX="0.01974" REYEY="0.00750" REYEZ="0.62523" RPUPILD="0.00447" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="1" />
<REC FPOGX="0.59804" FPOGY="-0.05102" FPOGS="979.17163" FPOGD="0.14734" FPOGID="3318" FPOGV="1" LPOGX="0.69170" LPOGY="-0.00013" LPOGV="1" RPOGX="0.48148" RPOGY="-0.06825" RPOGV="1" BPOGX="0.58659" BPOGY="-0.03419" BPOGV="1" LPCX="0.33608" LPCY="0.41714" LPD="22.34275" LPS="0.94098" LPV="1" RPCX="0.58266" RPCY="0.45054" RPD="22.07649" RPS="0.94098" RPV="1" LEYEX="-0.04066" LEYEY="0.01438" LEYEZ="0.64554" LPUPILD="0.00493" LPUPILV="1" REYEX="0.01974" REYEY="0.00760" REYEZ="0.62523" RPUPILD="0.00453" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="1" />
<REC FPOGX="0.59776" FPOGY="-0.05083" FPOGS="979.17163" FPOGD="0.15411" FPOGID="3318" FPOGV="1" LPOGX="0.71073" LPOGY="-0.00128" LPOGV="1" RPOGX="0.47201" RPOGY="-0.09144" RPOGV="1" BPOGX="0.59137" BPOGY="-0.04636" BPOGV="1" LPCX="0.33599" LPCY="0.41711" LPD="22.20857" LPS="0.94098" LPV="1" RPCX="0.58256" RPCY="0.45042" RPD="21.81254" RPS="0.94098" RPV="1" LEYEX="-0.04066" LEYEY="0.01438" LEYEZ="0.64554" LPUPILD="0.00492" LPUPILV="1" REYEX="0.01974" REYEY="0.00760" REYEZ="0.62523" RPUPILD="0.00453" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="1" />
