2025-05-29 11:10:31.817449
EYEZ="0.62809" RPUPILD="0.00253" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="33" />
<REC FPOGX="0.50060" FPOGY="0.40556" FPOGS="3982.73560" FPOGD="0.12012" FPOGID="10043" FPOGV="0" LPOGX="0.53158" LPOGY="0.72979" LPOGV="0" RPOGX="0.24817" RPOGY="0.95182" RPOGV="0" BPOGX="0.24817" BPOGY="0.95182" BPOGV="0" LPCX="0.51257" LPCY="0.54618" LPD="10.23652" LPS="0.91685" LPV="0" RPCX="0.74452" RPCY="0.67779" RPD="8.21204" RPS="0.91685" RPV="0" LEYEX="0.00349" LEYEY="-0.00978" LEYEZ="0.62098" LPUPILD="0.00281" LPUPILV="1" REYEX="0.05920" REYEY="-0.03505" REYEZ="0.62809" RPUPILD="0.00253" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="33" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.56448" FPOGY="0.38593" FPOGS="3983.73389" FPOGD="0.06665" FPOGID="10046" FPOGV="1" LPOGX="0.62023" LPOGY="0.43195" LPOGV="1" RPOGX="0.49187" RPOGY="0.30076" RPOGV="1" BPOGX="0.55605" BPOGY="0.36636" BPOGV="1" LPCX="0.49426" LPCY="0.54510" LPD="17.93630" LPS="0.91685" LPV="1" RPCX="0.72693" RPCY="0.66858" RPD="19.76982" RPS="0.91685" RPV="1" LEYEX="-0.00128" LEYEY="-0.01003" LEYEZ="0.63395" LPUPILD="0.00368" LPUPILV="1" REYEX="0.05581" REYEY="-0.03482" REYEZ="0.64391" RPUPILD="0.00430" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="33" />
<REC FPOGX="0.56377" FPOGY="0.38430" FPOGS="3983.73389" FPOGD="0.07349" FPOGID="10046" FPOGV="1" LPOGX="0.62023" LPOGY="0.43195" LPOGV="1" RPOGX="0.49187" RPOGY="0.30076" RPOGV="1" BPOGX="0.55605" BPOGY="0.36636" BPOGV="1" LPCX="0.49416" LPCY="0.54491" LPD="18.25710" LPS="0.91685" LPV="1" RPCX="0.72698" RPCY="0.66838" RPD="19.28674" RPS="0.91685" RPV="1" LEYEX="-0.00128" LEYEY="-0.01003" LEYEZ="0.63395" LPUPILD="0.00364" LPUPILV="1" REYEX="0.05581" REYEY="-0.03482" REYEZ="0.64391" RPUPILD="0.00437" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="33" />
<REC FPOGX="0.56404" FPOGY="0.38191" FPOGS="3983.73389" FPOGD="0.08032" FPOGID="10046" FPOGV="1" LPOGX="0.63179" LPOGY="0.42377" LPOGV="1" RPOGX="0.50280" RPOGY="0.28283" RPOGV="1" BPOGX="0.56730" BPOGY="0.35330" BPOGV="1" LPCX="0.49417" LPCY="0.54493" LPD="17.94549" LPS="0.91685" LPV="1" RPCX="0.72708" RPCY="0.66839" RPD="19.44075" RPS="0.91685" RPV="1" LEYEX="-0.00128" LEYEY="-0.01003" LEYEZ="0.63395" LPUPILD="0.00363" LPUPILV="1" REYEX="0.05581" REYEY="-0.03482" REYEZ="0.64391" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="33" />
<REC FPOGX="0.56441" FPOGY="0.37937" FPOGS="3983.73389" FPOGD="0.08789" FPOGID="10046" FPOGV="1" LPOGX="0.62769" LPOGY="0.42070" LPOGV="1" RPOGX="0.51057" RPOGY="0.27200" RPOGV="1" BPOGX="0.56913" BPOGY="0.34635" BPOGV="1" LPCX="0.49426" LPCY="0.54500" LPD="18.07399" LPS="0.91685" LPV="1" RPCX="0.72714" RPCY="0.66831" RPD="19.60639" RPS="0.91685" RPV="1" LEYEX="-0.00128" LEYEY="-0.01003" LEYEZ="0.63395" LPUPILD="0.00369" LPUPILV="1" REYEX="0.05581" REYEY="-0.03482" REYEZ="0.64391" RPUPILD="0.00430" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="33" />
<REC FPOGX="0.56472" FPOGY="0.37717" FPOGS="3983.73389" FPOGD="0.09351" FPOGID="10046" FPOGV="1" LPOGX="0.62769" LPOGY="0.42070" LPOGV="1" RPOGX="0.51057" RPOGY="0.27200" RPOGV="1" BPOGX="0.56913" BPOGY="0.34635" BPOGV="1" LPCX="0.49419" LPCY="0.54487" LPD="18.14895" LPS="0.91685" LPV="1" RPCX="0.72721" RPCY="0.66831" RPD="19.64262" RPS="0.91685" RPV="1" LEYEX="-0.00128" LEYEY="-0.00994" LEYEZ="0.63395" LPUPILD="0.00363" LPUPILV="1" REYEX="0.05581" REYEY="-0.03482" REYEZ="0.64391" RPUPILD="0.00433" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="33" />
<REC FPOGX="0.56408" FPOGY="0.37935" FPOGS="3983.73389" FPOGD="0.10010" FPOGID="10046" FPOGV="1" LPOGX="0.62419" LPOGY="0.49622" LPOGV="1" RPOGX="0.48473" RPOGY="0.32793" RPOGV="1" BPOGX="0.55446" BPOGY="0.41208" BPOGV="1" LPCX="0.49420" LPCY="0.54481" LPD="18.24007" LPS="0.91685" LPV="1" RPCX="0.72729" RPCY="0.66821" RPD="19.40736" RPS="0.91685" RPV="1" LEYEX="-0.00128" LEYEY="-0.00994" LEYEZ="0.63395" LPUPILD="0.00363" LPUPILV="1" REYEX="0.05581" REYEY="-0.03482" REYEZ="0.64391" RPUPILD="0.00430" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="33" />
<REC FPOGX="0.56381" FPOGY="0.38125" FPOGS="3983.73389" FPOGD="0.10718" FPOGID="10046" FPOGV="1" LPOGX="0.62853" LPOGY="0.49858" LPOGV="1" RPOGX="0.49052" RPOGY="0.32471" RPOGV="1" BPOGX="0.55952" BPOGY="0.41165" BPOGV="1" LPCX="0.49420" LPCY="0.54480" LPD="18.28620" LPS="0.91685" LPV="1" RPCX="0.72736" RPCY="0.66809" RPD="19.57443" RPS="0.91685" RPV="1" LEYEX="-0.00128" LEYEY="-0.00994" LEYEZ="0.63395" LPUPILD="0.00361" LPUPILV="1" REYEX="0.05581" REYEY="-0.03482" REYEZ="0.64391" RPUPILD="0.00428" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="33" />
<REC FPOGX="0.56357" FPOGY="0.38294" FPOGS="3983.73389" FPOGD="0.11377" FPOGID="10046" FPOGV="1" LPOGX="0.62853" LPOGY="0.49858" LPOGV="1" RPOGX="0.49052" RPOGY="0.32471" RPOGV="1" BPOGX="0.55952" BPOGY="0.41165" BPOGV="1" LPCX="0.49419" LPCY="0.54478" LPD="18.38884" LPS="0.91685" LPV="1" RPCX="0.72740" RPCY="0.66815" RPD="19.89822" RPS="0.91685" RPV="1" LEYEX="-0.00128" LEYEY="-0.00984" LEYEZ="0.63057" LPUPILD="0.00360" LPUPILV="1" REYEX="0.05581" REYEY="-0.03482" REYEZ="0.64391" RPUPILD="0.00424" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="33" />
