2025-05-22 11:29:30.322149
-0.00225" LEYEZ="0.68092" LPUPILD="0.00685" LPUPILV="1" REYEX="0.04246" REYEY="-0.00552" REYEZ="0.67569" RPUPILD="0.00644" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" /> 
<ACK ID="ENABLE_SEND_DATA" STATE="0" /> 
<ACK ID="ENABLE_SEND_DATA" STATE="1" /> 
<REC FPOGX="0.45008" FPOGY="0.39310" FPOGS="1429.99683" FPOGD="0.38220" FPOGID="1910" FPOGV="0" LPOGX="0.36634" LPOGY="0.30663" LPOGV="1" RPOGX="0.35254" RPOGY="0.24174" RPOGV="1" BPOGX="0.35944" BPOGY="0.27419" BPOGV="1" LPCX="0.40556" LPCY="0.49404" LPD="30.77041" LPS="1.10645" LPV="1" RPCX="0.64931" RPCY="0.50758" RPD="30.39231" RPS="1.09729" RPV="1" LEYEX="-0.02424" LEYEY="-0.00021" LEYEZ="0.68796" LPUPILD="0.00659" LPUPILV="1" REYEX="0.00000" REYEY="0.00000" REYEZ="0.00000" RPUPILD="0.00654" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="14" /> 
<REC FPOGX="0.25916" FPOGY="0.46162" FPOGS="1437.65369" FPOGD="0.24756" FPOGID="1944" FPOGV="0" LPOGX="0.28112" LPOGY="0.44720" LPOGV="1" RPOGX="0.21524" RPOGY="0.46507" RPOGV="1" BPOGX="0.24818" BPOGY="0.45613" BPOGV="1" LPCX="0.39960" LPCY="0.50046" LPD="30.52407" LPS="1.10606" LPV="1" RPCX="0.64363" RPCY="0.51385" RPD="28.66657" RPS="1.10606" RPV="1" LEYEX="-0.02596" LEYEY="-0.00105" LEYEZ="0.69931" LPUPILD="0.00644" LPUPILV="1" REYEX="0.03687" REYEY="-0.00376" REYEZ="0.65911" RPUPILD="0.00606" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.26717" FPOGY="0.45808" FPOGS="1437.65369" FPOGD="0.24756" FPOGID="1944" FPOGV="0" LPOGX="0.31352" LPOGY="0.44794" LPOGV="1" RPOGX="0.25287" RPOGY="0.45406" RPOGV="1" BPOGX="0.28320" BPOGY="0.45100" BPOGV="1" LPCX="0.39997" LPCY="0.50036" LPD="30.40133" LPS="1.11502" LPV="1" RPCX="0.64397" RPCY="0.51394" RPD="28.37176" RPS="1.11502" RPV="1" LEYEX="-0.02596" LEYEY="-0.00105" LEYEZ="0.69931" LPUPILD="0.00643" LPUPILV="1" REYEX="0.03687" REYEY="-0.00376" REYEZ="0.65911" RPUPILD="0.00602" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.27046" FPOGY="0.45441" FPOGS="1437.90808" FPOGD="0.02087" FPOGID="1945" FPOGV="1" LPOGX="0.31067" LPOGY="0.44328" LPOGV="1" RPOGX="0.25002" RPOGY="0.44349" RPOGV="1" BPOGX="0.28034" BPOGY="0.44339" BPOGV="1" LPCX="0.40002" LPCY="0.50041" LPD="30.47687" LPS="1.12398" LPV="1" RPCX="0.64408" RPCY="0.51395" RPD="28.46014" RPS="1.13315" RPV="1" LEYEX="-0.02573" LEYEY="-0.00105" LEYEZ="0.69898" LPUPILD="0.00643" LPUPILV="1" REYEX="0.03969" REYEY="-0.00402" REYEZ="0.70484" RPUPILD="0.00604" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.28209" FPOGY="0.44973" FPOGS="1437.90808" FPOGD="0.02783" FPOGID="1945" FPOGV="1" LPOGX="0.35862" LPOGY="0.42264" LPOGV="1" RPOGX="0.29859" RPOGY="0.43941" RPOGV="1" BPOGX="0.32860" BPOGY="0.43103" BPOGV="1" LPCX="0.40128" LPCY="0.50031" LPD="30.53340" LPS="1.13315" LPV="1" RPCX="0.64532" RPCY="0.51389" RPD="28.69884" RPS="1.14231" RPV="1" LEYEX="-0.02573" LEYEY="-0.00105" LEYEZ="0.69898" LPUPILD="0.00647" LPUPILV="1" REYEX="0.03969" REYEY="-0.00402" REYEZ="0.70484" RPUPILD="0.00606" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.29363" FPOGY="0.44567" FPOGS="1437.90808" FPOGD="0.03442" FPOGID="1945" FPOGV="1" LPOGX="0.39678" LPOGY="0.42762" LPOGV="1" RPOGX="0.30588" RPOGY="0.42309" RPOGV="1" BPOGX="0.35133" BPOGY="0.42535" BPOGV="1" LPCX="0.40159" LPCY="0.50030" LPD="30.27362" LPS="1.14231" LPV="1" RPCX="0.64576" RPCY="0.51396" RPD="28.73167" RPS="1.15148" RPV="1" LEYEX="-0.02573" LEYEY="-0.00105" LEYEZ="0.69898" LPUPILD="0.00643" LPUPILV="1" REYEX="0.03969" REYEY="-0.00402" REYEZ="0.70484" RPUPILD="0.00603" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.30172" FPOGY="0.44242" FPOGS="1437.90808" FPOGD="0.04065" FPOGID="1945" FPOGV="1" LPOGX="0.39459" LPOGY="0.42274" LPOGV="1" RPOGX="0.30588" RPOGY="0.42309" RPOGV="1" BPOGX="0.35023" BPOGY="0.42291" BPOGV="1" LPCX="0.40174" LPCY="0.50028" LPD="30.53596" LPS="1.15148" LPV="1" RPCX="0.64584" RPCY="0.51397" RPD="28.69893" RPS="1.15148" RPV="1" LEYEX="-0.02555" LEYEY="-0.00105" LEYEZ="0.69980" LPUPILD="0.00645" LPUPILV="1" REYEX="0.03818" REYEY="-0.00385" REYEZ="0.67530" RPUPILD="0.00599" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.30675" FPOGY="0.43905" FPOGS="1437.90808" FPOGD="0.04736" FPOGID="1945" FPOGV="1" LPOGX="0.36415" LPOGY="0.40665" LPOGV="1" RPOGX="0.31983" RPOGY="0.42424" RPOGV="1" BPOGX="0.34199" BPOGY="0.41545" BPOGV="1" LPCX="0.40192" LPCY="0.50026" LPD="30.31571" LPS="1.15148" LPV="1" RPCX="0.64591" RPCY="0.51390" RPD="28.66839" RPS="1.14231" RPV="1" LEYEX="-0.02555" LEYEY="-0.00105" LEYEZ="0.69980" LPUPILD="0.00643" LPUPILV="1" REYEX="0.03818" REYEY="-0.00385" REYEZ="0.67530" RPUPILD="0.00599" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.30859" FPOGY="0.43704" FPOGS="1437.90808" FPOGD="0.05408" FPOGID="1945" FPOGV="1" LPOGX="0.33000" LPOGY="0.40855" LPOGV="1" RPOGX="0.31657" RPOGY="0.43349" RPOGV="1" BPOGX="0.32329" BPOGY="0.42102" BPOGV="1" LPCX="0.40193" LPCY="0.50029" LPD="30.35321" LPS="1.14231" LPV="1" RPCX="0.64593" RPCY="0.51391" RPD="28.67279" RPS="1.13315" RPV="1" LEYEX="-0.02555" LEYEY="-0.00105" LEYEZ="0.69980" LPUPILD="0.00641" LPUPILV="1" REYEX="0.03818" REYEY="-0.00385" REYEZ="0.67530" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31037" FPOGY="0.43619" FPOGS="1437.90808" FPOGD="0.06067" FPOGID="1945" FPOGV="1" LPOGX="0.33536" LPOGY="0.41835" LPOGV="1" RPOGX="0.31748" RPOGY="0.43876" RPOGV="1" BPOGX="0.32642" BPOGY="0.42856" BPOGV="1" LPCX="0.40192" LPCY="0.50026" LPD="30.26021" LPS="1.12419" LPV="1" RPCX="0.64593" RPCY="0.51391" RPD="28.67279" RPS="1.12419" RPV="1" LEYEX="-0.02459" LEYEY="-0.00101" LEYEZ="0.67492" LPUPILD="0.00642" LPUPILV="1" REYEX="0.03983" REYEY="-0.00401" REYEZ="0.70362" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31116" FPOGY="0.43563" FPOGS="1437.90808" FPOGD="0.06763" FPOGID="1945" FPOGV="1" LPOGX="0.34966" LPOGY="0.41765" LPOGV="1" RPOGX="0.28846" RPOGY="0.44222" RPOGV="1" BPOGX="0.31906" BPOGY="0.42994" BPOGV="1" LPCX="0.40195" LPCY="0.50027" LPD="30.31577" LPS="1.11523" LPV="1" RPCX="0.64602" RPCY="0.51395" RPD="28.78850" RPS="1.12440" RPV="1" LEYEX="-0.02459" LEYEY="-0.00101" LEYEZ="0.67492" LPUPILD="0.00644" LPUPILV="1" REYEX="0.03983" REYEY="-0.00401" REYEZ="0.70362" RPUPILD="0.00601" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31193" FPOGY="0.43512" FPOGS="1437.90808" FPOGD="0.07410" FPOGID="1945" FPOGV="1" LPOGX="0.34852" LPOGY="0.42148" LPOGV="1" RPOGX="0.29231" RPOGY="0.43771" RPOGV="1" BPOGX="0.32042" BPOGY="0.42959" BPOGV="1" LPCX="0.40198" LPCY="0.50025" LPD="30.32964" LPS="1.11544" LPV="1" RPCX="0.64603" RPCY="0.51395" RPD="28.79825" RPS="1.12460" RPV="1" LEYEX="-0.02459" LEYEY="-0.00101" LEYEZ="0.67492" LPUPILD="0.00641" LPUPILV="1" REYEX="0.03983" REYEY="-0.00401" REYEZ="0.70362" RPUPILD="0.00601" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31244" FPOGY="0.43430" FPOGS="1437.90808" FPOGD="0.08105" FPOGID="1945" FPOGV="1" LPOGX="0.34589" LPOGY="0.41649" LPOGV="1" RPOGX="0.29119" RPOGY="0.43229" RPOGV="1" BPOGX="0.31854" BPOGY="0.42439" BPOGV="1" LPCX="0.40199" LPCY="0.50026" LPD="30.31144" LPS="1.12460" LPV="1" RPCX="0.64605" RPCY="0.51393" RPD="28.74512" RPS="1.13377" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00642" LPUPILV="1" REYEX="0.03983" REYEY="-0.00401" REYEZ="0.70362" RPUPILD="0.00602" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31276" FPOGY="0.43317" FPOGS="1437.90808" FPOGD="0.08740" FPOGID="1945" FPOGV="1" LPOGX="0.33936" LPOGY="0.40702" LPOGV="1" RPOGX="0.29452" RPOGY="0.42999" RPOGV="1" BPOGX="0.31694" BPOGY="0.41851" BPOGV="1" LPCX="0.40201" LPCY="0.50023" LPD="30.24071" LPS="1.14273" LPV="1" RPCX="0.64607" RPCY="0.51394" RPD="28.75635" RPS="1.14273" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00642" LPUPILV="1" REYEX="0.03983" REYEY="-0.00401" REYEZ="0.70362" RPUPILD="0.00603" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31288" FPOGY="0.43150" FPOGS="1437.90808" FPOGD="0.09412" FPOGID="1945" FPOGV="1" LPOGX="0.34027" LPOGY="0.39215" LPOGV="1" RPOGX="0.28883" RPOGY="0.42413" RPOGV="1" BPOGX="0.31455" BPOGY="0.40814" BPOGV="1" LPCX="0.40201" LPCY="0.50021" LPD="30.24512" LPS="1.15169" LPV="1" RPCX="0.64609" RPCY="0.51394" RPD="28.75530" RPS="1.15169" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00641" LPUPILV="1" REYEX="0.03983" REYEY="-0.00401" REYEZ="0.70362" RPUPILD="0.00603" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31287" FPOGY="0.42972" FPOGS="1437.90808" FPOGD="0.10083" FPOGID="1945" FPOGV="1" LPOGX="0.33772" LPOGY="0.38722" LPOGV="1" RPOGX="0.28773" RPOGY="0.41885" RPOGV="1" BPOGX="0.31273" BPOGY="0.40304" BPOGV="1" LPCX="0.40201" LPCY="0.50021" LPD="30.23898" LPS="1.16065" LPV="1" RPCX="0.64608" RPCY="0.51394" RPD="28.76675" RPS="1.16065" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00641" LPUPILV="1" REYEX="0.03983" REYEY="-0.00401" REYEZ="0.70362" RPUPILD="0.00602" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31341" FPOGY="0.42845" FPOGS="1437.90808" FPOGD="0.10754" FPOGID="1945" FPOGV="1" LPOGX="0.34737" LPOGY="0.39110" LPOGV="1" RPOGX="0.29657" RPOGY="0.42526" RPOGV="1" BPOGX="0.32197" BPOGY="0.40818" BPOGV="1" LPCX="0.40202" LPCY="0.50025" LPD="30.29597" LPS="1.16065" LPV="1" RPCX="0.64611" RPCY="0.51390" RPD="28.66878" RPS="1.16065" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00642" LPUPILV="1" REYEX="0.03983" REYEY="-0.00401" REYEZ="0.70362" RPUPILD="0.00606" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31367" FPOGY="0.42705" FPOGS="1437.90808" FPOGD="0.11340" FPOGID="1945" FPOGV="1" LPOGX="0.34686" LPOGY="0.38880" LPOGV="1" RPOGX="0.28950" RPOGY="0.41765" RPOGV="1" BPOGX="0.31818" BPOGY="0.40323" BPOGV="1" LPCX="0.40203" LPCY="0.50021" LPD="30.22211" LPS="1.16065" LPV="1" RPCX="0.64613" RPCY="0.51389" RPD="28.73714" RPS="1.16065" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00642" LPUPILV="1" REYEX="0.03983" REYEY="-0.00401" REYEZ="0.70362" RPUPILD="0.00604" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31391" FPOGY="0.42580" FPOGS="1437.90808" FPOGD="0.12012" FPOGID="1945" FPOGV="1" LPOGX="0.34686" LPOGY="0.38880" LPOGV="1" RPOGX="0.28950" RPOGY="0.41765" RPOGV="1" BPOGX="0.31818" BPOGY="0.40323" BPOGV="1" LPCX="0.40201" LPCY="0.50021" LPD="30.24512" LPS="1.16065" LPV="1" RPCX="0.64612" RPCY="0.51391" RPD="28.72504" RPS="1.16065" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00641" LPUPILV="1" REYEX="0.03983" REYEY="-0.00401" REYEZ="0.70362" RPUPILD="0.00606" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31410" FPOGY="0.42483" FPOGS="1437.90808" FPOGD="0.12744" FPOGID="1945" FPOGV="1" LPOGX="0.34091" LPOGY="0.39395" LPOGV="1" RPOGX="0.29469" RPOGY="0.41885" RPOGV="1" BPOGX="0.31780" BPOGY="0.40640" BPOGV="1" LPCX="0.40203" LPCY="0.50021" LPD="30.22211" LPS="1.16065" LPV="1" RPCX="0.64612" RPCY="0.51390" RPD="28.70529" RPS="1.16065" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00642" LPUPILV="1" REYEX="0.03983" REYEY="-0.00401" REYEZ="0.70362" RPUPILD="0.00605" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31430" FPOGY="0.42346" FPOGS="1437.90808" FPOGD="0.13379" FPOGID="1945" FPOGV="1" LPOGX="0.34397" LPOGY="0.37968" LPOGV="1" RPOGX="0.29256" RPOGY="0.41262" RPOGV="1" BPOGX="0.31826" BPOGY="0.39615" BPOGV="1" LPCX="0.40201" LPCY="0.50017" LPD="30.19771" LPS="1.16065" LPV="1" RPCX="0.64617" RPCY="0.51383" RPD="28.78604" RPS="1.16065" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00641" LPUPILV="1" REYEX="0.03983" REYEY="-0.00401" REYEZ="0.70362" RPUPILD="0.00602" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31451" FPOGY="0.42235" FPOGS="1437.90808" FPOGD="0.14075" FPOGID="1945" FPOGV="1" LPOGX="0.34397" LPOGY="0.37968" LPOGV="1" RPOGX="0.29364" RPOGY="0.41807" RPOGV="1" BPOGX="0.31881" BPOGY="0.39888" BPOGV="1" LPCX="0.40200" LPCY="0.50018" LPD="30.18385" LPS="1.16065" LPV="1" RPCX="0.64617" RPCY="0.51382" RPD="28.78919" RPS="1.15148" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00641" LPUPILV="1" REYEX="0.03871" REYEY="-0.00389" REYEZ="0.68294" RPUPILD="0.00602" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31494" FPOGY="0.42135" FPOGS="1437.90808" FPOGD="0.14783" FPOGID="1945" FPOGV="1" LPOGX="0.34942" LPOGY="0.38315" LPOGV="1" RPOGX="0.29934" RPOGY="0.41565" RPOGV="1" BPOGX="0.32438" BPOGY="0.39940" BPOGV="1" LPCX="0.40205" LPCY="0.50010" LPD="30.20313" LPS="1.15148" LPV="1" RPCX="0.64620" RPCY="0.51380" RPD="28.83600" RPS="1.14231" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00641" LPUPILV="1" REYEX="0.03871" REYEY="-0.00389" REYEZ="0.68294" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31533" FPOGY="0.42030" FPOGS="1437.90808" FPOGD="0.15417" FPOGID="1945" FPOGV="1" LPOGX="0.35003" LPOGY="0.38694" LPOGV="1" RPOGX="0.29897" RPOGY="0.40541" RPOGV="1" BPOGX="0.32450" BPOGY="0.39618" BPOGV="1" LPCX="0.40205" LPCY="0.50009" LPD="30.20231" LPS="1.14231" LPV="1" RPCX="0.64621" RPCY="0.51370" RPD="28.78914" RPS="1.13315" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00641" LPUPILV="1" REYEX="0.03871" REYEY="-0.00389" REYEZ="0.68294" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31573" FPOGY="0.41931" FPOGS="1437.90808" FPOGD="0.16077" FPOGID="1945" FPOGV="1" LPOGX="0.35259" LPOGY="0.39208" LPOGV="1" RPOGX="0.29775" RPOGY="0.39897" RPOGV="1" BPOGX="0.32517" BPOGY="0.39552" BPOGV="1" LPCX="0.40205" LPCY="0.50009" LPD="30.20231" LPS="1.13315" LPV="1" RPCX="0.64621" RPCY="0.51372" RPD="28.82748" RPS="1.14362" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00641" LPUPILV="1" REYEX="0.04093" REYEY="-0.00412" REYEZ="0.72198" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31613" FPOGY="0.41754" FPOGS="1437.90808" FPOGD="0.16748" FPOGID="1945" FPOGV="1" LPOGX="0.35164" LPOGY="0.37882" LPOGV="1" RPOGX="0.30055" RPOGY="0.36795" RPOGV="1" BPOGX="0.32610" BPOGY="0.37339" BPOGV="1" LPCX="0.40205" LPCY="0.50000" LPD="30.33903" LPS="1.14362" LPV="1" RPCX="0.64623" RPCY="0.51368" RPD="28.84829" RPS="1.16327" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00638" LPUPILV="1" REYEX="0.04093" REYEY="-0.00412" REYEZ="0.72198" RPUPILD="0.00601" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31636" FPOGY="0.41528" FPOGS="1437.90808" FPOGD="0.17444" FPOGID="1945" FPOGV="1" LPOGX="0.34570" LPOGY="0.35999" LPOGV="1" RPOGX="0.29908" RPOGY="0.35291" RPOGV="1" BPOGX="0.32239" BPOGY="0.35645" BPOGV="1" LPCX="0.40205" LPCY="0.49997" LPD="30.25661" LPS="1.16327" LPV="1" RPCX="0.64622" RPCY="0.51363" RPD="29.02997" RPS="1.18291" RPV="1" LEYEX="-0.02599" LEYEY="-0.00107" LEYEZ="0.71452" LPUPILD="0.00639" LPUPILV="1" REYEX="0.04093" REYEY="-0.00412" REYEZ="0.72198" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.31652" FPOGY="0.41307" FPOGS="1437.90808" FPOGD="0.18079" FPOGID="1945" FPOGV="1" LPOGX="0.34275" LPOGY="0.35390" LPOGV="1" RPOGX="0.29906" RPOGY="0.35278" RPOGV="1" BPOGX="0.32090" BPOGY="0.35334" BPOGV="1" LPCX="0.40206" LPCY="0.49996" LPD="30.25989" LPS="1.17395" LPV="1" RPCX="0.64620" RPCY="0.51363" RPD="29.04004" RPS="1.18312" RPV="1" LEYEX="-0.02477" LEYEY="-0.00102" LEYEZ="0.68264" LPUPILD="0.00638" LPUPILV="1" REYEX="0.03963" REYEY="-0.00398" REYEZ="0.69824" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.32163" FPOGY="0.38588" FPOGS="1437.90808" FPOGD="0.18079" FPOGID="1945" FPOGV="0" LPOGX="0.34197" LPOGY="0.34581" LPOGV="1" RPOGX="0.30787" RPOGY="0.35092" RPOGV="1" BPOGX="0.32492" BPOGY="0.34837" BPOGV="1" LPCX="0.40203" LPCY="0.49985" LPD="30.38888" LPS="1.17416" LPV="1" RPCX="0.64623" RPCY="0.51349" RPD="28.93258" RPS="1.16368" RPV="1" LEYEX="-0.02477" LEYEY="-0.00102" LEYEZ="0.68264" LPUPILD="0.00638" LPUPILV="1" REYEX="0.03963" REYEY="-0.00398" REYEZ="0.69824" RPUPILD="0.00605" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.32612" FPOGY="0.38949" FPOGS="1437.90808" FPOGD="0.18079" FPOGID="1945" FPOGV="0" LPOGX="0.35327" LPOGY="0.41937" LPOGV="1" RPOGX="0.30792" RPOGY="0.36684" RPOGV="1" BPOGX="0.33060" BPOGY="0.39311" BPOGV="1" LPCX="0.40202" LPCY="0.49984" LPD="30.40189" LPS="1.15472" LPV="1" RPCX="0.64620" RPCY="0.51346" RPD="28.80847" RPS="1.14425" RPV="1" LEYEX="-0.02477" LEYEY="-0.00102" LEYEZ="0.68264" LPUPILD="0.00639" LPUPILV="1" REYEX="0.03963" REYEY="-0.00398" REYEZ="0.69824" RPUPILD="0.00605" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.32884" FPOGY="0.39449" FPOGS="1437.90808" FPOGD="0.18079" FPOGID="1945" FPOGV="0" LPOGX="0.35859" LPOGY="0.42966" LPOGV="1" RPOGX="0.31000" RPOGY="0.37933" RPOGV="1" BPOGX="0.33429" BPOGY="0.40449" BPOGV="1" LPCX="0.40209" LPCY="0.49982" LPD="30.36624" LPS="1.13529" LPV="1" RPCX="0.64621" RPCY="0.51345" RPD="28.82769" RPS="1.12481" RPV="1" LEYEX="-0.02459" LEYEY="-0.00097" LEYEZ="0.67759" LPUPILD="0.00643" LPUPILV="1" REYEX="0.03963" REYEY="-0.00398" REYEZ="0.69824" RPUPILD="0.00603" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.33012" FPOGY="0.39271" FPOGS="1438.09546" FPOGD="0.02063" FPOGID="1946" FPOGV="1" LPOGX="0.35619" LPOGY="0.41084" LPOGV="1" RPOGX="0.31170" RPOGY="0.36386" RPOGV="1" BPOGX="0.33395" BPOGY="0.38735" BPOGV="1" LPCX="0.40209" LPCY="0.49978" LPD="30.38002" LPS="1.12481" LPV="1" RPCX="0.64624" RPCY="0.51338" RPD="28.81513" RPS="1.12481" RPV="1" LEYEX="-0.02459" LEYEY="-0.00097" LEYEZ="0.67759" LPUPILD="0.00644" LPUPILV="1" REYEX="0.03963" REYEY="-0.00398" REYEZ="0.69824" RPUPILD="0.00604" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.33115" FPOGY="0.39045" FPOGS="1438.09546" FPOGD="0.02722" FPOGID="1946" FPOGV="1" LPOGX="0.35604" LPOGY="0.40776" LPOGV="1" RPOGX="0.31455" RPOGY="0.35506" RPOGV="1" BPOGX="0.33530" BPOGY="0.38141" BPOGV="1" LPCX="0.40208" LPCY="0.49974" LPD="30.50762" LPS="1.12481" LPV="1" RPCX="0.64624" RPCY="0.51337" RPD="28.83689" RPS="1.12481" RPV="1" LEYEX="-0.02459" LEYEY="-0.00097" LEYEZ="0.67759" LPUPILD="0.00644" LPUPILV="1" REYEX="0.03963" REYEY="-0.00398" REYEZ="0.69824" RPUPILD="0.00604" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.33184" FPOGY="0.38894" FPOGS="1438.09546" FPOGD="0.03369" FPOGID="1946" FPOGV="1" LPOGX="0.35604" LPOGY="0.40776" LPOGV="1" RPOGX="0.31455" RPOGY="0.35506" RPOGV="1" BPOGX="0.33530" BPOGY="0.38141" BPOGV="1" LPCX="0.40209" LPCY="0.49966" LPD="30.32512" LPS="1.12481" LPV="1" RPCX="0.64626" RPCY="0.51334" RPD="28.78338" RPS="1.12481" RPV="1" LEYEX="-0.02481" LEYEY="-0.00087" LEYEZ="0.68372" LPUPILD="0.00644" LPUPILV="1" REYEX="0.03963" REYEY="-0.00398" REYEZ="0.69824" RPUPILD="0.00603" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.33726" FPOGY="0.38909" FPOGS="1438.09546" FPOGD="0.03992" FPOGID="1946" FPOGV="1" LPOGX="0.41513" LPOGY="0.41624" LPOGV="1" RPOGX="0.32443" RPOGY="0.36371" RPOGV="1" BPOGX="0.36978" BPOGY="0.38998" BPOGV="1" LPCX="0.40255" LPCY="0.49966" LPD="30.37616" LPS="1.12481" LPV="1" RPCX="0.64671" RPCY="0.51340" RPD="28.84338" RPS="1.12481" RPV="1" LEYEX="-0.02481" LEYEY="-0.00087" LEYEZ="0.68372" LPUPILD="0.00644" LPUPILV="1" REYEX="0.03963" REYEY="-0.00398" REYEZ="0.69824" RPUPILD="0.00607" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.34260" FPOGY="0.38850" FPOGS="1438.09546" FPOGD="0.04700" FPOGID="1946" FPOGV="1" LPOGX="0.44335" LPOGY="0.40847" LPOGV="1" RPOGX="0.31650" RPOGY="0.36028" RPOGV="1" BPOGX="0.37993" BPOGY="0.38437" BPOGV="1" LPCX="0.40287" LPCY="0.49967" LPD="30.57594" LPS="1.12481" LPV="1" RPCX="0.64704" RPCY="0.51335" RPD="28.75733" RPS="1.12481" RPV="1" LEYEX="-0.02481" LEYEY="-0.00087" LEYEZ="0.68372" LPUPILD="0.00646" LPUPILV="1" REYEX="0.03963" REYEY="-0.00398" REYEZ="0.69824" RPUPILD="0.00603" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
