2025-07-14 12:52:58.243948
="0.54679" RPUPILD="0.00482" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="30" />
<REC FPOGX="0.47632" FPOGY="0.37758" FPOGS="131.51575" FPOGD="0.22737" FPOGID="368" FPOGV="0" LPOGX="0.48919" LPOGY="0.36129" LPOGV="1" RPOGX="0.51175" RPOGY="0.39863" RPOGV="1" BPOGX="0.50047" BPOGY="0.37996" BPOGV="1" LPCX="0.12275" LPCY="0.41183" LPD="28.67795" LPS="0.68979" LPV="1" RPCX="0.43950" RPCY="0.42364" RPD="30.25669" RPS="0.68979" RPV="1" LEYEX="-0.08194" LEYEY="0.01397" LEYEZ="0.57131" LPUPILD="0.00477" LPUPILV="1" REYEX="-0.01302" REYEY="0.01165" REYEZ="0.55300" RPUPILD="0.00485" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="30" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.30386" FPOGY="0.51551" FPOGS="132.48682" FPOGD="0.19438" FPOGID="372" FPOGV="1" LPOGX="0.17045" LPOGY="0.47740" LPOGV="1" RPOGX="0.21695" RPOGY="0.55993" RPOGV="1" BPOGX="0.19370" BPOGY="0.51866" BPOGV="1" LPCX="0.12004" LPCY="0.41410" LPD="29.49308" LPS="0.70007" LPV="1" RPCX="0.43903" RPCY="0.42671" RPD="30.27191" RPS="0.69640" RPV="1" LEYEX="-0.07693" LEYEY="0.01320" LEYEZ="0.53982" LPUPILD="0.00480" LPUPILV="1" REYEX="-0.01191" REYEY="0.01119" REYEZ="0.54240" RPUPILD="0.00485" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="30" />
<REC FPOGX="0.30037" FPOGY="0.51570" FPOGS="132.48682" FPOGD="0.20076" FPOGID="372" FPOGV="1" LPOGX="0.17304" LPOGY="0.48022" LPOGV="1" RPOGX="0.21806" RPOGY="0.56280" RPOGV="1" BPOGX="0.19555" BPOGY="0.52151" BPOGV="1" LPCX="0.11927" LPCY="0.41435" LPD="29.82371" LPS="0.69640" LPV="1" RPCX="0.43819" RPCY="0.42691" RPD="30.29535" RPS="0.69274" RPV="1" LEYEX="-0.07564" LEYEY="0.01294" LEYEZ="0.52941" LPUPILD="0.00475" LPUPILV="1" REYEX="-0.01223" REYEY="0.01121" REYEZ="0.54547" RPUPILD="0.00484" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="30" />
<REC FPOGX="0.27010" FPOGY="0.52294" FPOGS="132.48682" FPOGD="0.20076" FPOGID="372" FPOGV="0" LPOGX="0.16024" LPOGY="0.50269" LPOGV="1" RPOGX="0.20830" RPOGY="0.58840" RPOGV="1" BPOGX="0.18427" BPOGY="0.54555" BPOGV="1" LPCX="0.11890" LPCY="0.41447" LPD="29.90777" LPS="0.68943" LPV="1" RPCX="0.43754" RPCY="0.42717" RPD="30.22657" RPS="0.68943" RPV="1" LEYEX="-0.07564" LEYEY="0.01294" LEYEZ="0.52941" LPUPILD="0.00475" LPUPILV="1" REYEX="-0.01223" REYEY="0.01121" REYEZ="0.54547" RPUPILD="0.00483" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="30" />
<REC FPOGX="0.23260" FPOGY="0.53581" FPOGS="132.48682" FPOGD="0.20076" FPOGID="372" FPOGV="0" LPOGX="0.17397" LPOGY="0.51027" LPOGV="1" RPOGX="0.21622" RPOGY="0.58709" RPOGV="1" BPOGX="0.19510" BPOGY="0.54868" BPOGV="1" LPCX="0.11904" LPCY="0.41453" LPD="29.78091" LPS="0.68612" LPV="1" RPCX="0.43760" RPCY="0.42718" RPD="30.27761" RPS="0.68612" RPV="1" LEYEX="-0.07564" LEYEY="0.01294" LEYEZ="0.52941" LPUPILD="0.00476" LPUPILV="1" REYEX="-0.01223" REYEY="0.01121" REYEZ="0.54547" RPUPILD="0.00482" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="30" />
<REC FPOGX="0.22067" FPOGY="0.54092" FPOGS="132.48682" FPOGD="0.20076" FPOGID="372" FPOGV="0" LPOGX="0.17635" LPOGY="0.51273" LPOGV="1" RPOGX="0.21725" RPOGY="0.58958" RPOGV="1" BPOGX="0.19680" BPOGY="0.55115" BPOGV="1" LPCX="0.11913" LPCY="0.41456" LPD="29.64383" LPS="0.68282" LPV="1" RPCX="0.43759" RPCY="0.42722" RPD="30.29733" RPS="0.68282" RPV="1" LEYEX="-0.07564" LEYEY="0.01294" LEYEZ="0.52941" LPUPILD="0.00478" LPUPILV="1" REYEX="-0.01223" REYEY="0.01121" REYEZ="0.54547" RPUPILD="0.00483" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="30" />
<REC FPOGX="0.21536" FPOGY="0.54465" FPOGS="132.69435" FPOGD="0.01988" FPOGID="373" FPOGV="1" LPOGX="0.17441" LPOGY="0.51002" LPOGV="1" RPOGX="0.22448" RPOGY="0.60164" RPOGV="1" BPOGX="0.19945" BPOGY="0.55583" BPOGV="1" LPCX="0.11909" LPCY="0.41454" LPD="29.91944" LPS="0.68282" LPV="1" RPCX="0.43764" RPCY="0.42721" RPD="30.38498" RPS="0.68282" RPV="1" LEYEX="-0.07564" LEYEY="0.01294" LEYEZ="0.52941" LPUPILD="0.00476" LPUPILV="1" REYEX="-0.01223" REYEY="0.01121" REYEZ="0.54547" RPUPILD="0.00482" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="30" />
<REC FPOGX="0.21228" FPOGY="0.54809" FPOGS="132.69435" FPOGD="0.02655" FPOGID="373" FPOGV="1" LPOGX="0.17167" LPOGY="0.51391" LPOGV="1" RPOGX="0.22824" RPOGY="0.60980" RPOGV="1" BPOGX="0.19995" BPOGY="0.56186" BPOGV="1" LPCX="0.11908" LPCY="0.41456" LPD="29.86888" LPS="0.68282" LPV="1" RPCX="0.43765" RPCY="0.42723" RPD="30.31338" RPS="0.68282" RPV="1" LEYEX="-0.07564" LEYEY="0.01294" LEYEZ="0.52941" LPUPILD="0.00476" LPUPILV="1" REYEX="-0.01223" REYEY="0.01121" REYEZ="0.54547" RPUPILD="0.00483" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="30" />
<REC FPOGX="0.21022" FPOGY="0.55038" FPOGS="132.69435" FPOGD="0.03372" FPOGID="373" FPOGV="1" LPOGX="0.17167" LPOGY="0.51391" LPOGV="1" RPOGX="0.22824" RPOGY="0.60980" RPOGV="1" BPOGX="0.19995" BPOGY="0.56186" BPOGV="1" LPCX="0.11903" LPCY="0.41464" LPD="29.77668" LPS="0.68282" LPV="1" RPCX="0.43764" RPCY="0.42725" RPD="30.33023" RPS="0.68282" RPV="1" LEYEX="-0.07564" LEYEY="0.01294" LEYEZ="0.52941" LPUPILD="0.00476" LPUPILV="1" REYEX="-0.01223" REYEY="0.01121" REYEZ="0.54547" RPUPILD="0.00483" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="30" />
