2025-09-04 13:27:47.547103
="0.68674" RPUPILD="0.00342" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.54916" FPOGY="0.39254" FPOGS="737.12817" FPOGD="0.34747" FPOGID="562" FPOGV="1" LPOGX="0.64452" LPOGY="0.31080" LPOGV="1" RPOGX="0.42294" RPOGY="0.41727" RPOGV="1" BPOGX="0.53373" BPOGY="0.36404" BPOGV="1" LPCX="0.18925" LPCY="0.32348" LPD="19.34264" LPS="1.05595" LPV="1" RPCX="0.47026" RPCY="0.34220" RPD="18.58444" RPS="1.05595" RPV="1" LEYEX="-0.07816" LEYEY="0.03424" LEYEZ="0.65603" LPUPILD="0.00344" LPUPILV="1" REYEX="-0.00783" REYEY="0.03193" REYEZ="0.68674" RPUPILD="0.00353" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.55158" FPOGY="0.39549" FPOGS="737.77692" FPOGD="0.62915" FPOGID="564" FPOGV="1" LPOGX="0.62979" LPOGY="0.32635" LPOGV="1" RPOGX="0.44093" RPOGY="0.40059" RPOGV="1" BPOGX="0.53536" BPOGY="0.36347" BPOGV="1" LPCX="0.17892" LPCY="0.31649" LPD="19.43893" LPS="1.04768" LPV="1" RPCX="0.46014" RPCY="0.33145" RPD="18.51988" RPS="1.05577" RPV="1" LEYEX="-0.08149" LEYEY="0.03583" LEYEZ="0.66069" LPUPILD="0.00352" LPUPILV="1" REYEX="-0.01034" REYEY="0.03382" REYEZ="0.67605" RPUPILD="0.00339" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55164" FPOGY="0.39548" FPOGS="737.77692" FPOGD="0.63641" FPOGID="564" FPOGV="1" LPOGX="0.63011" LPOGY="0.33119" LPOGV="1" RPOGX="0.44087" RPOGY="0.41038" RPOGV="1" BPOGX="0.53549" BPOGY="0.37078" BPOGV="1" LPCX="0.17897" LPCY="0.31628" LPD="19.13644" LPS="1.04084" LPV="1" RPCX="0.46070" RPCY="0.33148" RPD="18.72874" RPS="1.04084" RPV="1" LEYEX="-0.07912" LEYEY="0.03490" LEYEZ="0.64185" LPUPILD="0.00346" LPUPILV="1" REYEX="-0.01000" REYEY="0.03293" REYEZ="0.65728" RPUPILD="0.00365" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55159" FPOGY="0.39478" FPOGS="737.77692" FPOGD="0.64435" FPOGID="564" FPOGV="1" LPOGX="0.62982" LPOGY="0.30894" LPOGV="1" RPOGX="0.44567" RPOGY="0.40376" RPOGV="1" BPOGX="0.53774" BPOGY="0.35635" BPOGV="1" LPCX="0.17896" LPCY="0.31622" LPD="19.82159" LPS="1.03382" LPV="1" RPCX="0.46041" RPCY="0.33122" RPD="19.05490" RPS="1.02573" RPV="1" LEYEX="-0.07912" LEYEY="0.03490" LEYEZ="0.64185" LPUPILD="0.00347" LPUPILV="1" REYEX="-0.01000" REYEY="0.03293" REYEZ="0.65728" RPUPILD="0.00342" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55167" FPOGY="0.39489" FPOGS="737.77692" FPOGD="0.65088" FPOGID="564" FPOGV="1" LPOGX="0.65367" LPOGY="0.36249" LPOGV="1" RPOGX="0.43889" RPOGY="0.46586" RPOGV="1" BPOGX="0.54628" BPOGY="0.41417" BPOGV="1" LPCX="0.17836" LPCY="0.31636" LPD="19.88195" LPS="1.01870" LPV="1" RPCX="0.45995" RPCY="0.33068" RPD="18.32684" RPS="1.01061" RPV="1" LEYEX="-0.07912" LEYEY="0.03490" LEYEZ="0.64185" LPUPILD="0.00350" LPUPILV="1" REYEX="-0.01000" REYEY="0.03293" REYEZ="0.65728" RPUPILD="0.00342" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55176" FPOGY="0.39529" FPOGS="737.77692" FPOGD="0.65649" FPOGID="564" FPOGV="1" LPOGX="0.65406" LPOGY="0.37301" LPOGV="1" RPOGX="0.43886" RPOGY="0.47523" RPOGV="1" BPOGX="0.54646" BPOGY="0.42412" BPOGV="1" LPCX="0.17808" LPCY="0.31655" LPD="19.98606" LPS="1.00359" LPV="1" RPCX="0.46020" RPCY="0.33094" RPD="18.47342" RPS="0.99550" RPV="1" LEYEX="-0.07826" LEYEY="0.03458" LEYEZ="0.63412" LPUPILD="0.00354" LPUPILV="1" REYEX="-0.01019" REYEY="0.03337" REYEZ="0.66307" RPUPILD="0.00345" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55074" FPOGY="0.39602" FPOGS="737.77692" FPOGD="0.66321" FPOGID="564" FPOGV="1" LPOGX="0.59205" LPOGY="0.39298" LPOGV="1" RPOGX="0.38672" RPOGY="0.48286" RPOGV="1" BPOGX="0.48938" BPOGY="0.43792" BPOGV="1" LPCX="0.17749" LPCY="0.31572" LPD="19.19232" LPS="0.99550" LPV="1" RPCX="0.45925" RPCY="0.33046" RPD="18.85421" RPS="0.99550" RPV="1" LEYEX="-0.07826" LEYEY="0.03458" LEYEZ="0.63412" LPUPILD="0.00348" LPUPILV="1" REYEX="-0.01019" REYEY="0.03337" REYEZ="0.66307" RPUPILD="0.00352" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.54946" FPOGY="0.39608" FPOGS="737.77692" FPOGD="0.66986" FPOGID="564" FPOGV="1" LPOGX="0.59768" LPOGY="0.34719" LPOGV="1" RPOGX="0.37594" RPOGY="0.42060" RPOGV="1" BPOGX="0.48681" BPOGY="0.38390" BPOGV="1" LPCX="0.17735" LPCY="0.31572" LPD="19.09469" LPS="0.99550" LPV="1" RPCX="0.45908" RPCY="0.33046" RPD="18.76738" RPS="0.99550" RPV="1" LEYEX="-0.07826" LEYEY="0.03458" LEYEZ="0.63412" LPUPILD="0.00352" LPUPILV="1" REYEX="-0.01019" REYEY="0.03337" REYEZ="0.66307" RPUPILD="0.00346" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.54817" FPOGY="0.39589" FPOGS="737.77692" FPOGD="0.67639" FPOGID="564" FPOGV="1" LPOGX="0.59712" LPOGY="0.34215" LPOGV="1" RPOGX="0.37553" RPOGY="0.41582" RPOGV="1" BPOGX="0.48633" BPOGY="0.37898" BPOGV="1" LPCX="0.17760" LPCY="0.31559" LPD="19.32977" LPS="1.00253" LPV="1" RPCX="0.45920" RPCY="0.33013" RPD="18.98374" RPS="1.00253" RPV="1" LEYEX="-0.08111" LEYEY="0.03591" LEYEZ="0.65678" LPUPILD="0.00355" LPUPILV="1" REYEX="-0.01019" REYEY="0.03342" REYEZ="0.66307" RPUPILD="0.00340" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
