2025-05-28 12:22:57.476040
EYEZ="0.71066" RPUPILD="0.00297" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.69090" FPOGY="0.35106" FPOGS="1963.71301" FPOGD="0.13391" FPOGID="4243" FPOGV="1" LPOGX="0.64174" LPOGY="0.36071" LPOGV="1" RPOGX="0.39314" RPOGY="0.66969" RPOGV="0" BPOGX="0.64174" BPOGY="0.36071" BPOGV="1" LPCX="0.30421" LPCY="0.47459" LPD="17.33689" LPS="1.11522" LPV="1" RPCX="0.56152" RPCY="0.51405" RPD="11.86560" RPS="1.10605" RPV="0" LEYEX="-0.05163" LEYEY="0.00412" LEYEZ="0.68725" LPUPILD="0.00420" LPUPILV="1" REYEX="0.01679" REYEY="-0.00378" REYEZ="0.71066" RPUPILD="0.00297" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.54605" FPOGY="0.20151" FPOGS="1964.70435" FPOGD="0.05359" FPOGID="4248" FPOGV="1" LPOGX="0.65185" LPOGY="0.13072" LPOGV="1" RPOGX="0.43518" RPOGY="0.31699" RPOGV="1" BPOGX="0.54351" BPOGY="0.22385" BPOGV="1" LPCX="0.30317" LPCY="0.48152" LPD="20.34326" LPS="1.16043" LPV="1" RPCX="0.56214" RPCY="0.54990" RPD="22.34405" RPS="1.16043" RPV="1" LEYEX="-0.05330" LEYEY="0.00233" LEYEZ="0.70582" LPUPILD="0.00403" LPUPILV="1" REYEX="0.01687" REYEY="-0.01219" REYEZ="0.70966" RPUPILD="0.00437" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.54665" FPOGY="0.19823" FPOGS="1964.70435" FPOGD="0.06018" FPOGID="4248" FPOGV="1" LPOGX="0.65267" LPOGY="0.11752" LPOGV="1" RPOGX="0.45153" RPOGY="0.21996" RPOGV="1" BPOGX="0.55210" BPOGY="0.16874" BPOGV="1" LPCX="0.30327" LPCY="0.48153" LPD="20.74215" LPS="1.16043" LPV="1" RPCX="0.56226" RPCY="0.54992" RPD="22.20600" RPS="1.16043" RPV="1" LEYEX="-0.05330" LEYEY="0.00233" LEYEZ="0.70582" LPUPILD="0.00408" LPUPILV="1" REYEX="0.01687" REYEY="-0.01219" REYEZ="0.70966" RPUPILD="0.00441" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.54669" FPOGY="0.19533" FPOGS="1964.70435" FPOGD="0.06702" FPOGID="4248" FPOGV="1" LPOGX="0.64947" LPOGY="0.11930" LPOGV="1" RPOGX="0.44464" RPOGY="0.21328" RPOGV="1" BPOGX="0.54706" BPOGY="0.16629" BPOGV="1" LPCX="0.30325" LPCY="0.48154" LPD="20.64869" LPS="1.16043" LPV="1" RPCX="0.56226" RPCY="0.54992" RPD="22.18495" RPS="1.16043" RPV="1" LEYEX="-0.05330" LEYEY="0.00233" LEYEZ="0.70582" LPUPILD="0.00407" LPUPILV="1" REYEX="0.01687" REYEY="-0.01219" REYEZ="0.70966" RPUPILD="0.00443" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.54672" FPOGY="0.19291" FPOGS="1964.70435" FPOGD="0.07373" FPOGID="4248" FPOGV="1" LPOGX="0.64947" LPOGY="0.11930" LPOGV="1" RPOGX="0.44464" RPOGY="0.21328" RPOGV="1" BPOGX="0.54706" BPOGY="0.16629" BPOGV="1" LPCX="0.30329" LPCY="0.48159" LPD="20.93303" LPS="1.16043" LPV="1" RPCX="0.56224" RPCY="0.54996" RPD="22.31623" RPS="1.16043" RPV="1" LEYEX="-0.05296" LEYEY="0.00232" LEYEZ="0.70272" LPUPILD="0.00406" LPUPILV="1" REYEX="0.01661" REYEY="-0.01195" REYEZ="0.69873" RPUPILD="0.00441" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.54748" FPOGY="0.19164" FPOGS="1964.70435" FPOGD="0.08044" FPOGID="4248" FPOGV="1" LPOGX="0.65614" LPOGY="0.12463" LPOGV="1" RPOGX="0.45697" RPOGY="0.22816" RPOGV="1" BPOGX="0.55656" BPOGY="0.17639" BPOGV="1" LPCX="0.30331" LPCY="0.48149" LPD="21.02728" LPS="1.16043" LPV="1" RPCX="0.56229" RPCY="0.55002" RPD="22.43150" RPS="1.16043" RPV="1" LEYEX="-0.05296" LEYEY="0.00232" LEYEZ="0.70272" LPUPILD="0.00405" LPUPILV="1" REYEX="0.01661" REYEY="-0.01195" REYEZ="0.69873" RPUPILD="0.00443" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.54852" FPOGY="0.18993" FPOGS="1964.70435" FPOGD="0.08728" FPOGID="4248" FPOGV="1" LPOGX="0.66704" LPOGY="0.10293" LPOGV="1" RPOGX="0.45729" RPOGY="0.23258" RPOGV="1" BPOGX="0.56217" BPOGY="0.16775" BPOGV="1" LPCX="0.30330" LPCY="0.48150" LPD="21.16451" LPS="1.16043" LPV="1" RPCX="0.56231" RPCY="0.55004" RPD="22.42540" RPS="1.16043" RPV="1" LEYEX="-0.05296" LEYEY="0.00232" LEYEZ="0.70272" LPUPILD="0.00405" LPUPILV="1" REYEX="0.01661" REYEY="-0.01195" REYEZ="0.69873" RPUPILD="0.00442" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.54944" FPOGY="0.18792" FPOGS="1964.70435" FPOGD="0.09375" FPOGID="4248" FPOGV="1" LPOGX="0.66692" LPOGY="0.09437" LPOGV="1" RPOGX="0.45746" RPOGY="0.22500" RPOGV="1" BPOGX="0.56219" BPOGY="0.15968" BPOGV="1" LPCX="0.30327" LPCY="0.48147" LPD="21.05481" LPS="1.17066" LPV="1" RPCX="0.56238" RPCY="0.55002" RPD="22.39091" RPS="1.17066" RPV="1" LEYEX="-0.05449" LEYEY="0.00239" LEYEZ="0.72380" LPUPILD="0.00407" LPUPILV="1" REYEX="0.01687" REYEY="-0.01219" REYEZ="0.70966" RPUPILD="0.00439" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.55033" FPOGY="0.18512" FPOGS="1964.70435" FPOGD="0.09973" FPOGID="4248" FPOGV="1" LPOGX="0.65889" LPOGY="0.08197" LPOGV="1" RPOGX="0.46857" RPOGY="0.20421" RPOGV="1" BPOGX="0.56373" BPOGY="0.14309" BPOGV="1" LPCX="0.30325" LPCY="0.48149" LPD="21.01956" LPS="1.18090" LPV="1" RPCX="0.56236" RPCY="0.55005" RPD="22.52866" RPS="1.18090" RPV="1" LEYEX="-0.05449" LEYEY="0.00239" LEYEZ="0.72380" LPUPILD="0.00408" LPUPILV="1" REYEX="0.01687" REYEY="-0.01219" REYEZ="0.70966" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
