2025-05-27 15:42:32.128980
EY="-0.01216" LEYEZ="0.63100" LPUPILD="0.00516" LPUPILV="1" REYEX="-0.00188" REYEY="-0.01176" REYEZ="0.67861" RPUPILD="0.00356" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.19452" FPOGY="0.97957" FPOGS="7462.32275" FPOGD="0.17969" FPOGID="17858" FPOGV="0" LPOGX="0.39838" LPOGY="0.75317" LPOGV="0" RPOGX="0.19366" RPOGY="0.97915" RPOGV="0" BPOGX="0.19366" BPOGY="0.97915" BPOGV="0" LPCX="0.25178" LPCY="0.55949" LPD="17.18826" LPS="0.99816" LPV="0" RPCX="0.48915" RPCY="0.55579" RPD="9.09567" RPS="0.99816" RPV="0" LEYEX="-0.05933" LEYEY="-0.01216" LEYEZ="0.63100" LPUPILD="0.00516" LPUPILV="1" REYEX="-0.00188" REYEY="-0.01176" REYEZ="0.67861" RPUPILD="0.00356" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.39420" FPOGY="0.34050" FPOGS="7463.44678" FPOGD="0.02002" FPOGID="17861" FPOGV="1" LPOGX="0.51080" LPOGY="0.31001" LPOGV="1" RPOGX="0.26059" RPOGY="0.33668" RPOGV="1" BPOGX="0.38569" BPOGY="0.32335" BPOGV="1" LPCX="0.25639" LPCY="0.55919" LPD="27.57508" LPS="1.02242" LPV="1" RPCX="0.49381" RPCY="0.55466" RPD="25.92434" RPS="1.02242" RPV="1" LEYEX="-0.05907" LEYEY="-0.01279" LEYEZ="0.63635" LPUPILD="0.00575" LPUPILV="1" REYEX="-0.00115" REYEY="-0.01237" REYEZ="0.66517" RPUPILD="0.00546" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.37159" FPOGY="0.33255" FPOGS="7463.44678" FPOGD="0.02734" FPOGID="17861" FPOGV="1" LPOGX="0.39113" LPOGY="0.29600" LPOGV="1" RPOGX="0.17125" RPOGY="0.30548" RPOGV="1" BPOGX="0.28119" BPOGY="0.30074" BPOGV="1" LPCX="0.25459" LPCY="0.55879" LPD="27.70353" LPS="1.02242" LPV="1" RPCX="0.49158" RPCY="0.55401" RPD="25.19415" RPS="1.01434" RPV="1" LEYEX="-0.05907" LEYEY="-0.01279" LEYEZ="0.63635" LPUPILD="0.00581" LPUPILV="1" REYEX="-0.00115" REYEY="-0.01237" REYEZ="0.66517" RPUPILD="0.00556" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.35581" FPOGY="0.32401" FPOGS="7463.44678" FPOGD="0.03369" FPOGID="17861" FPOGV="1" LPOGX="0.39727" LPOGY="0.27812" LPOGV="1" RPOGX="0.15644" RPOGY="0.28452" RPOGV="1" BPOGX="0.27686" BPOGY="0.28132" BPOGV="1" LPCX="0.25366" LPCY="0.55836" LPD="26.53422" LPS="1.01434" LPV="1" RPCX="0.49075" RPCY="0.55401" RPD="24.90842" RPS="1.00625" RPV="1" LEYEX="-0.05907" LEYEY="-0.01279" LEYEZ="0.63635" LPUPILD="0.00587" LPUPILV="1" REYEX="-0.00115" REYEY="-0.01237" REYEZ="0.66517" RPUPILD="0.00552" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.34521" FPOGY="0.31994" FPOGS="7463.44678" FPOGD="0.04004" FPOGID="17861" FPOGV="1" LPOGX="0.40111" LPOGY="0.28872" LPOGV="1" RPOGX="0.16211" RPOGY="0.30233" RPOGV="1" BPOGX="0.28161" BPOGY="0.29552" BPOGV="1" LPCX="0.25371" LPCY="0.55853" LPD="27.36806" LPS="0.99996" LPV="1" RPCX="0.49041" RPCY="0.55383" RPD="25.02125" RPS="0.98468" RPV="1" LEYEX="-0.05799" LEYEY="-0.01239" LEYEZ="0.62121" LPUPILD="0.00580" LPUPILV="1" REYEX="-0.00151" REYEY="-0.01166" REYEZ="0.62933" RPUPILD="0.00552" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.33493" FPOGY="0.31675" FPOGS="7463.44678" FPOGD="0.04688" FPOGID="17861" FPOGV="1" LPOGX="0.37084" LPOGY="0.27450" LPOGV="1" RPOGX="0.15518" RPOGY="0.31436" RPOGV="1" BPOGX="0.26301" BPOGY="0.29443" BPOGV="1" LPCX="0.25307" LPCY="0.55822" LPD="26.25281" LPS="0.97840" LPV="1" RPCX="0.48997" RPCY="0.55344" RPD="25.08470" RPS="0.97121" RPV="1" LEYEX="-0.05799" LEYEY="-0.01239" LEYEZ="0.62121" LPUPILD="0.00591" LPUPILV="1" REYEX="-0.00151" REYEY="-0.01166" REYEZ="0.62933" RPUPILD="0.00567" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.32797" FPOGY="0.31574" FPOGS="7463.44678" FPOGD="0.05371" FPOGID="17861" FPOGV="1" LPOGX="0.37383" LPOGY="0.28513" LPOGV="1" RPOGX="0.17080" RPOGY="0.33015" RPOGV="1" BPOGX="0.27231" BPOGY="0.30764" BPOGV="1" LPCX="0.25325" LPCY="0.55838" LPD="26.87230" LPS="0.96492" LPV="1" RPCX="0.49021" RPCY="0.55346" RPD="25.28224" RPS="0.95773" RPV="1" LEYEX="-0.05799" LEYEY="-0.01239" LEYEZ="0.62121" LPUPILD="0.00585" LPUPILV="1" REYEX="-0.00151" REYEY="-0.01166" REYEZ="0.62933" RPUPILD="0.00556" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.32252" FPOGY="0.31520" FPOGS="7463.44678" FPOGD="0.06348" FPOGID="17861" FPOGV="1" LPOGX="0.37601" LPOGY="0.29062" LPOGV="1" RPOGX="0.17080" RPOGY="0.33015" RPOGV="1" BPOGX="0.27340" BPOGY="0.31038" BPOGV="1" LPCX="0.25326" LPCY="0.55841" LPD="27.01291" LPS="0.95773" LPV="1" RPCX="0.49020" RPCY="0.55345" RPD="25.25669" RPS="0.95773" RPV="1" LEYEX="-0.05911" LEYEY="-0.01272" LEYEZ="0.63273" LPUPILD="0.00584" LPUPILV="1" REYEX="-0.00162" REYEY="-0.01214" REYEZ="0.65534" RPUPILD="0.00556" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.31726" FPOGY="0.31612" FPOGS="7463.44678" FPOGD="0.06934" FPOGID="17861" FPOGV="1" LPOGX="0.36822" LPOGY="0.30362" LPOGV="1" RPOGX="0.16122" RPOGY="0.34685" RPOGV="1" BPOGX="0.26472" BPOGY="0.32524" BPOGV="1" LPCX="0.25317" LPCY="0.55848" LPD="27.00309" LPS="0.96402" LPV="1" RPCX="0.49028" RPCY="0.55372" RPD="25.91325" RPS="0.97121" RPV="1" LEYEX="-0.05911" LEYEY="-0.01272" LEYEZ="0.63273" LPUPILD="0.00582" LPUPILV="1" REYEX="-0.00162" REYEY="-0.01214" REYEZ="0.65534" RPUPILD="0.00547" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
