2025-05-28 12:30:26.943610
EYEZ="0.64015" RPUPILD="0.00495" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="16" />
<REC FPOGX="0.98426" FPOGY="0.39054" FPOGS="2413.21069" FPOGD="0.10693" FPOGID="6077" FPOGV="1" LPOGX="1.05646" LPOGY="0.27562" LPOGV="1" RPOGX="0.96020" RPOGY="0.50489" RPOGV="1" BPOGX="1.00833" BPOGY="0.39025" BPOGV="1" LPCX="0.38697" LPCY="0.48261" LPD="25.62716" LPS="0.99057" LPV="1" RPCX="0.66718" RPCY="0.53214" RPD="26.51778" RPS="0.99700" RPV="1" LEYEX="-0.02963" LEYEY="0.00217" LEYEZ="0.65758" LPUPILD="0.00477" LPUPILV="1" REYEX="0.03965" REYEY="-0.00739" REYEZ="0.64015" RPUPILD="0.00499" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="16" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="2413.55884" FPOGD="0.37500" FPOGID="6079" FPOGV="0" LPOGX="1.34878" LPOGY="1.21206" LPOGV="0" RPOGX="1.17309" RPOGY="1.25509" RPOGV="0" BPOGX="1.34878" BPOGY="1.21206" BPOGV="0" LPCX="0.40035" LPCY="0.49172" LPD="8.39436" LPS="1.02429" LPV="0" RPCX="0.68066" RPCY="0.54381" RPD="8.13508" RPS="1.02429" RPV="0" LEYEX="-0.02732" LEYEY="0.00159" LEYEZ="0.66125" LPUPILD="0.00185" LPUPILV="1" REYEX="0.03773" REYEY="-0.00729" REYEZ="0.57194" RPUPILD="0.00237" RPUPILV="1" BKID="595" BKDUR="0.00000" BKPMIN="16" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="2413.55884" FPOGD="0.37500" FPOGID="6079" FPOGV="0" LPOGX="1.34878" LPOGY="1.21206" LPOGV="0" RPOGX="1.17309" RPOGY="1.25509" RPOGV="0" BPOGX="1.34878" BPOGY="1.21206" BPOGV="0" LPCX="0.40035" LPCY="0.49172" LPD="8.39436" LPS="1.02429" LPV="0" RPCX="0.68066" RPCY="0.54381" RPD="8.13508" RPS="1.02429" RPV="0" LEYEX="-0.02732" LEYEY="0.00159" LEYEZ="0.66125" LPUPILD="0.00185" LPUPILV="1" REYEX="0.03773" REYEY="-0.00729" REYEZ="0.57194" RPUPILD="0.00237" RPUPILV="1" BKID="595" BKDUR="0.00000" BKPMIN="16" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="2413.55884" FPOGD="0.37500" FPOGID="6079" FPOGV="0" LPOGX="1.34878" LPOGY="1.21206" LPOGV="0" RPOGX="1.17309" RPOGY="1.25509" RPOGV="0" BPOGX="1.34878" BPOGY="1.21206" BPOGV="0" LPCX="0.40035" LPCY="0.49172" LPD="8.39436" LPS="1.02429" LPV="0" RPCX="0.68066" RPCY="0.54381" RPD="8.13508" RPS="1.02429" RPV="0" LEYEX="-0.02732" LEYEY="0.00159" LEYEZ="0.66125" LPUPILD="0.00185" LPUPILV="1" REYEX="0.03773" REYEY="-0.00729" REYEZ="0.57194" RPUPILD="0.00237" RPUPILV="1" BKID="595" BKDUR="0.00000" BKPMIN="16" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="2413.55884" FPOGD="0.37500" FPOGID="6079" FPOGV="0" LPOGX="1.34878" LPOGY="1.21206" LPOGV="0" RPOGX="1.17309" RPOGY="1.25509" RPOGV="0" BPOGX="1.34878" BPOGY="1.21206" BPOGV="0" LPCX="0.40035" LPCY="0.49172" LPD="8.39436" LPS="1.02429" LPV="0" RPCX="0.68066" RPCY="0.54381" RPD="8.13508" RPS="1.02429" RPV="0" LEYEX="-0.02732" LEYEY="0.00159" LEYEZ="0.66125" LPUPILD="0.00185" LPUPILV="1" REYEX="0.03773" REYEY="-0.00729" REYEZ="0.57194" RPUPILD="0.00237" RPUPILV="1" BKID="595" BKDUR="0.00000" BKPMIN="16" />
<REC FPOGX="0.97157" FPOGY="0.59667" FPOGS="2413.55884" FPOGD="0.37500" FPOGID="6079" FPOGV="0" LPOGX="0.97157" LPOGY="0.59667" LPOGV="1" RPOGX="1.17309" RPOGY="1.25509" RPOGV="0" BPOGX="0.97157" BPOGY="0.59667" BPOGV="1" LPCX="0.39233" LPCY="0.48527" LPD="14.78578" LPS="1.02429" LPV="1" RPCX="0.68066" RPCY="0.54381" RPD="8.13508" RPS="1.02429" RPV="0" LEYEX="-0.02732" LEYEY="0.00159" LEYEZ="0.66125" LPUPILD="0.00391" LPUPILV="1" REYEX="0.03773" REYEY="-0.00729" REYEZ="0.57194" RPUPILD="0.00237" RPUPILV="1" BKID="0" BKDUR="0.24203" BKPMIN="17" />
<REC FPOGX="0.97157" FPOGY="0.59667" FPOGS="2413.55884" FPOGD="0.37500" FPOGID="6079" FPOGV="0" LPOGX="0.97157" LPOGY="0.59667" LPOGV="1" RPOGX="1.17309" RPOGY="1.25509" RPOGV="0" BPOGX="0.97157" BPOGY="0.59667" BPOGV="1" LPCX="0.39239" LPCY="0.48518" LPD="15.18993" LPS="1.02429" LPV="1" RPCX="0.68066" RPCY="0.54381" RPD="8.13508" RPS="1.02429" RPV="0" LEYEX="-0.02839" LEYEY="0.00230" LEYEZ="0.66540" LPUPILD="0.00382" LPUPILV="1" REYEX="0.03773" REYEY="-0.00729" REYEZ="0.57194" RPUPILD="0.00237" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.94833" FPOGY="0.66425" FPOGS="2413.55884" FPOGD="0.37500" FPOGID="6079" FPOGV="0" LPOGX="0.96614" LPOGY="0.59007" LPOGV="1" RPOGX="0.83754" RPOGY="1.00877" RPOGV="1" BPOGX="0.90184" BPOGY="0.79942" BPOGV="1" LPCX="0.39279" LPCY="0.48487" LPD="15.58108" LPS="1.02429" LPV="1" RPCX="0.67424" RPCY="0.53893" RPD="14.26205" RPS="1.02429" RPV="1" LEYEX="-0.02839" LEYEY="0.00230" LEYEZ="0.66540" LPUPILD="0.00401" LPUPILV="1" REYEX="0.03773" REYEY="-0.00729" REYEZ="0.57194" RPUPILD="0.00333" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.92819" FPOGY="0.72781" FPOGS="2413.55884" FPOGD="0.37500" FPOGID="6079" FPOGV="0" LPOGX="0.98259" LPOGY="0.55842" LPOGV="1" RPOGX="0.83975" RPOGY="1.01625" RPOGV="1" BPOGX="0.91117" BPOGY="0.78734" BPOGV="1" LPCX="0.39226" LPCY="0.48486" LPD="15.66490" LPS="1.02429" LPV="1" RPCX="0.67453" RPCY="0.53891" RPD="14.37881" RPS="1.02429" RPV="1" LEYEX="-0.02839" LEYEY="0.00230" LEYEZ="0.66540" LPUPILD="0.00425" LPUPILV="1" REYEX="0.03773" REYEY="-0.00729" REYEZ="0.57194" RPUPILD="0.00347" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
