2025-05-29 10:37:43.772169
794" REYEZ="0.58181" RPUPILD="0.00500" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.21204" FPOGY="-0.13145" FPOGS="2014.89941" FPOGD="0.08325" FPOGID="4690" FPOGV="1" LPOGX="0.31994" LPOGY="-0.15423" LPOGV="1" RPOGX="0.08816" RPOGY="-0.09380" RPOGV="1" BPOGX="0.20405" BPOGY="-0.12402" BPOGV="1" LPCX="0.30656" LPCY="0.43398" LPD="25.19692" LPS="0.80620" LPV="1" RPCX="0.56182" RPCY="0.44413" RPD="25.10288" RPS="0.80144" RPV="1" LEYEX="-0.04222" LEYEY="0.00968" LEYEZ="0.58424" LPUPILD="0.00506" LPUPILV="1" REYEX="0.01501" REYEY="0.00794" REYEZ="0.58181" RPUPILD="0.00499" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.84104" FPOGY="-0.12936" FPOGS="2015.58899" FPOGD="0.30176" FPOGID="4693" FPOGV="1" LPOGX="0.96826" LPOGY="-0.06213" LPOGV="1" RPOGX="0.71280" RPOGY="-0.21146" RPOGV="1" BPOGX="0.84053" BPOGY="-0.13680" BPOGV="1" LPCX="0.33024" LPCY="0.43460" LPD="18.32956" LPS="0.82958" LPV="1" RPCX="0.58450" RPCY="0.44295" RPD="24.04303" RPS="0.82958" RPV="1" LEYEX="-0.03951" LEYEY="0.01011" LEYEZ="0.59149" LPUPILD="0.00397" LPUPILV="1" REYEX="0.01847" REYEY="0.00819" REYEZ="0.59654" RPUPILD="0.00486" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.84107" FPOGY="-0.12969" FPOGS="2015.58899" FPOGD="0.30835" FPOGID="4693" FPOGV="1" LPOGX="0.96990" LPOGY="-0.06966" LPOGV="1" RPOGX="0.71435" RPOGY="-0.21929" RPOGV="1" BPOGX="0.84213" BPOGY="-0.14447" BPOGV="1" LPCX="0.32989" LPCY="0.43430" LPD="18.81569" LPS="0.83470" LPV="1" RPCX="0.58453" RPCY="0.44289" RPD="24.07468" RPS="0.83470" RPV="1" LEYEX="-0.17925" LEYEY="0.04681" LEYEZ="2.73756" LPUPILD="0.00420" LPUPILV="0" REYEX="0.01847" REYEY="0.00819" REYEZ="0.59654" RPUPILD="0.00481" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.84116" FPOGY="-0.12976" FPOGS="2015.58899" FPOGD="0.31555" FPOGID="4693" FPOGV="1" LPOGX="0.97849" LPOGY="-0.04183" LPOGV="1" RPOGX="0.71297" RPOGY="-0.22511" RPOGV="1" BPOGX="0.84573" BPOGY="-0.13347" BPOGV="1" LPCX="0.32963" LPCY="0.43469" LPD="17.91376" LPS="0.83982" LPV="1" RPCX="0.58454" RPCY="0.44287" RPD="24.11252" RPS="0.83982" RPV="1" LEYEX="-0.17925" LEYEY="0.04681" LEYEZ="2.73756" LPUPILD="0.00436" LPUPILV="0" REYEX="0.01847" REYEY="0.00819" REYEZ="0.59654" RPUPILD="0.00479" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.84132" FPOGY="-0.13018" FPOGS="2015.58899" FPOGD="0.32214" FPOGID="4693" FPOGV="1" LPOGX="0.97670" LPOGY="-0.05120" LPOGV="1" RPOGX="0.71706" RPOGY="-0.22856" RPOGV="1" BPOGX="0.84688" BPOGY="-0.13988" BPOGV="1" LPCX="0.33004" LPCY="0.43514" LPD="17.75116" LPS="0.84494" LPV="1" RPCX="0.58454" RPCY="0.44292" RPD="23.97771" RPS="0.84494" RPV="1" LEYEX="-0.17925" LEYEY="0.04681" LEYEZ="2.73756" LPUPILD="0.00406" LPUPILV="0" REYEX="0.01847" REYEY="0.00819" REYEZ="0.59654" RPUPILD="0.00482" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.84151" FPOGY="-0.13075" FPOGS="2015.58899" FPOGD="0.32874" FPOGID="4693" FPOGV="1" LPOGX="0.97835" LPOGY="-0.05853" LPOGV="1" RPOGX="0.72017" RPOGY="-0.24429" RPOGV="1" BPOGX="0.84926" BPOGY="-0.15141" BPOGV="1" LPCX="0.33018" LPCY="0.43525" LPD="17.11312" LPS="0.85005" LPV="1" RPCX="0.58456" RPCY="0.44292" RPD="23.93229" RPS="0.85529" RPV="1" LEYEX="-0.17925" LEYEY="0.04681" LEYEZ="2.73756" LPUPILD="0.00420" LPUPILV="0" REYEX="0.01883" REYEY="0.00833" REYEZ="0.60675" RPUPILD="0.00482" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.84165" FPOGY="-0.13177" FPOGS="2015.58899" FPOGD="0.33594" FPOGID="4693" FPOGV="1" LPOGX="0.97905" LPOGY="-0.10258" LPOGV="1" RPOGX="0.71747" RPOGY="-0.26072" RPOGV="1" BPOGX="0.84826" BPOGY="-0.18165" BPOGV="1" LPCX="0.33018" LPCY="0.43464" LPD="18.95823" LPS="0.85529" LPV="1" RPCX="0.58458" RPCY="0.44302" RPD="23.88286" RPS="0.86053" RPV="1" LEYEX="-0.17925" LEYEY="0.04681" LEYEZ="2.73756" LPUPILD="0.00402" LPUPILV="0" REYEX="0.01883" REYEY="0.00833" REYEZ="0.60675" RPUPILD="0.00481" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.84182" FPOGY="-0.13234" FPOGS="2015.58899" FPOGD="0.34290" FPOGID="4693" FPOGV="1" LPOGX="0.98857" LPOGY="-0.06900" LPOGV="1" RPOGX="0.72007" RPOGY="-0.26001" RPOGV="1" BPOGX="0.85432" BPOGY="-0.16450" BPOGV="1" LPCX="0.33012" LPCY="0.43482" LPD="18.47071" LPS="0.86053" LPV="1" RPCX="0.58453" RPCY="0.44285" RPD="23.94855" RPS="0.86577" RPV="1" LEYEX="-0.17925" LEYEY="0.04681" LEYEZ="2.73756" LPUPILD="0.00403" LPUPILV="0" REYEX="0.01883" REYEY="0.00833" REYEZ="0.60675" RPUPILD="0.00474" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.84201" FPOGY="-0.13299" FPOGS="2015.58899" FPOGD="0.34888" FPOGID="4693" FPOGV="1" LPOGX="0.99030" LPOGY="-0.07651" LPOGV="1" RPOGX="0.72007" RPOGY="-0.26001" RPOGV="1" BPOGX="0.85519" BPOGY="-0.16826" BPOGV="1" LPCX="0.33022" LPCY="0.43464" LPD="18.79303" LPS="0.86577" LPV="1" RPCX="0.58452" RPCY="0.44285" RPD="23.97948" RPS="0.86577" RPV="1" LEYEX="-0.17925" LEYEY="0.04681" LEYEZ="2.73756" LPUPILD="0.00402" LPUPILV="0" REYEX="0.01847" REYEY="0.00819" REYEZ="0.59654" RPUPILD="0.00475" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
