2025-06-20 11:34:34.158563
.70427" LPUPILD="0.00502" LPUPILV="1" REYEX="0.06301" REYEY="0.02430" REYEZ="0.65193" RPUPILD="0.00470" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<REC FPOGX="0.98707" FPOGY="0.42190" FPOGS="624.42877" FPOGD="0.48254" FPOGID="2220" FPOGV="0" LPOGX="1.06774" LPOGY="0.49220" LPOGV="0" RPOGX="0.88307" RPOGY="0.46837" RPOGV="1" BPOGX="0.88307" BPOGY="0.46837" BPOGV="1" LPCX="0.52296" LPCY="0.32193" LPD="14.59556" LPS="1.05594" LPV="0" RPCX="0.75087" RPCY="0.37180" RPD="11.49292" RPS="1.05594" RPV="1" LEYEX="0.00503" LEYEY="0.03632" LEYEZ="0.68497" LPUPILD="0.00462" LPUPILV="1" REYEX="0.06271" REYEY="0.02546" REYEZ="0.66430" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="0.88307" FPOGY="0.46837" FPOGS="624.42877" FPOGD="0.48254" FPOGID="2220" FPOGV="0" LPOGX="1.06774" LPOGY="0.49220" LPOGV="0" RPOGX="0.88307" RPOGY="0.46837" RPOGV="0" BPOGX="0.88307" BPOGY="0.46837" BPOGV="0" LPCX="0.52296" LPCY="0.32193" LPD="14.59556" LPS="1.05594" LPV="0" RPCX="0.75087" RPCY="0.37180" RPD="11.49292" RPS="1.05594" RPV="0" LEYEX="0.00503" LEYEY="0.03632" LEYEZ="0.68497" LPUPILD="0.00462" LPUPILV="1" REYEX="0.06271" REYEY="0.02546" REYEZ="0.66430" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="0.88307" FPOGY="0.46837" FPOGS="624.42877" FPOGD="0.48254" FPOGID="2220" FPOGV="0" LPOGX="1.06774" LPOGY="0.49220" LPOGV="0" RPOGX="0.88307" RPOGY="0.46837" RPOGV="0" BPOGX="0.88307" BPOGY="0.46837" BPOGV="0" LPCX="0.52296" LPCY="0.32193" LPD="14.59556" LPS="1.05594" LPV="0" RPCX="0.75087" RPCY="0.37180" RPD="11.49292" RPS="1.05594" RPV="0" LEYEX="0.00503" LEYEY="0.03632" LEYEZ="0.68497" LPUPILD="0.00462" LPUPILV="1" REYEX="0.06271" REYEY="0.02546" REYEZ="0.66430" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="0.88307" FPOGY="0.46837" FPOGS="624.42877" FPOGD="0.48254" FPOGID="2220" FPOGV="0" LPOGX="1.06774" LPOGY="0.49220" LPOGV="0" RPOGX="0.88307" RPOGY="0.46837" RPOGV="0" BPOGX="0.88307" BPOGY="0.46837" BPOGV="0" LPCX="0.52296" LPCY="0.32193" LPD="14.59556" LPS="1.05594" LPV="0" RPCX="0.75087" RPCY="0.37180" RPD="11.49292" RPS="1.05594" RPV="0" LEYEX="0.00503" LEYEY="0.03632" LEYEZ="0.68497" LPUPILD="0.00462" LPUPILV="1" REYEX="0.06271" REYEY="0.02546" REYEZ="0.66430" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="624.42877" FPOGD="0.48254" FPOGID="2220" FPOGV="0" LPOGX="1.06774" LPOGY="0.49220" LPOGV="0" RPOGX="0.88307" RPOGY="0.46837" RPOGV="0" BPOGX="0.88307" BPOGY="0.46837" BPOGV="0" LPCX="0.52296" LPCY="0.32193" LPD="14.59556" LPS="1.05594" LPV="0" RPCX="0.75087" RPCY="0.37180" RPD="11.49292" RPS="1.05594" RPV="0" LEYEX="0.00503" LEYEY="0.03632" LEYEZ="0.68497" LPUPILD="0.00462" LPUPILV="1" REYEX="0.06271" REYEY="0.02546" REYEZ="0.66430" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="624.42877" FPOGD="0.48254" FPOGID="2220" FPOGV="0" LPOGX="1.06774" LPOGY="0.49220" LPOGV="0" RPOGX="0.88307" RPOGY="0.46837" RPOGV="0" BPOGX="0.88307" BPOGY="0.46837" BPOGV="0" LPCX="0.52296" LPCY="0.32193" LPD="14.59556" LPS="1.05594" LPV="0" RPCX="0.75087" RPCY="0.37180" RPD="11.49292" RPS="1.05594" RPV="0" LEYEX="0.00503" LEYEY="0.03632" LEYEZ="0.68497" LPUPILD="0.00462" LPUPILV="1" REYEX="0.06271" REYEY="0.02546" REYEZ="0.66430" RPUPILD="0.00405" RPUPILV="1" BKID="139" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="624.42877" FPOGD="0.48254" FPOGID="2220" FPOGV="0" LPOGX="1.06774" LPOGY="0.49220" LPOGV="0" RPOGX="0.88307" RPOGY="0.46837" RPOGV="0" BPOGX="0.88307" BPOGY="0.46837" BPOGV="0" LPCX="0.52296" LPCY="0.32193" LPD="14.59556" LPS="1.05594" LPV="0" RPCX="0.75087" RPCY="0.37180" RPD="11.49292" RPS="1.05594" RPV="0" LEYEX="0.00503" LEYEY="0.03632" LEYEZ="0.68497" LPUPILD="0.00462" LPUPILV="1" REYEX="0.06271" REYEY="0.02546" REYEZ="0.66430" RPUPILD="0.00405" RPUPILV="1" BKID="139" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="624.42877" FPOGD="0.48254" FPOGID="2220" FPOGV="0" LPOGX="1.06774" LPOGY="0.49220" LPOGV="0" RPOGX="0.88307" RPOGY="0.46837" RPOGV="0" BPOGX="0.88307" BPOGY="0.46837" BPOGV="0" LPCX="0.52296" LPCY="0.32193" LPD="14.59556" LPS="1.05594" LPV="0" RPCX="0.75087" RPCY="0.37180" RPD="11.49292" RPS="1.05594" RPV="0" LEYEX="0.00503" LEYEY="0.03632" LEYEZ="0.68497" LPUPILD="0.00462" LPUPILV="1" REYEX="0.06271" REYEY="0.02546" REYEZ="0.66430" RPUPILD="0.00405" RPUPILV="1" BKID="139" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="624.42877" FPOGD="0.48254" FPOGID="2220" FPOGV="0" LPOGX="1.06774" LPOGY="0.49220" LPOGV="0" RPOGX="0.88307" RPOGY="0.46837" RPOGV="0" BPOGX="0.88307" BPOGY="0.46837" BPOGV="0" LPCX="0.52296" LPCY="0.32193" LPD="14.59556" LPS="1.05594" LPV="0" RPCX="0.75087" RPCY="0.37180" RPD="11.49292" RPS="1.05594" RPV="0" LEYEX="0.00503" LEYEY="0.03632" LEYEZ="0.68497" LPUPILD="0.00462" LPUPILV="1" REYEX="0.06271" REYEY="0.02546" REYEZ="0.66430" RPUPILD="0.00405" RPUPILV="1" BKID="139" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="624.42877" FPOGD="0.48254" FPOGID="2220" FPOGV="0" LPOGX="1.06774" LPOGY="0.49220" LPOGV="0" RPOGX="0.88307" RPOGY="0.46837" RPOGV="0" BPOGX="0.88307" BPOGY="0.46837" BPOGV="0" LPCX="0.52296" LPCY="0.32193" LPD="14.59556" LPS="1.05594" LPV="0" RPCX="0.75087" RPCY="0.37180" RPD="11.49292" RPS="1.05594" RPV="0" LEYEX="0.00503" LEYEY="0.03632" LEYEZ="0.68497" LPUPILD="0.00462" LPUPILV="1" REYEX="0.06271" REYEY="0.02546" REYEZ="0.66430" RPUPILD="0.00405" RPUPILV="1" BKID="139" BKDUR="0.00000" BKPMIN="5" />
