2025-06-20 11:32:41.244658
7" REYEZ="0.65571" RPUPILD="0.00455" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.93383" FPOGY="-0.20264" FPOGS="510.94391" FPOGD="0.03342" FPOGID="1804" FPOGV="1" LPOGX="0.96647" LPOGY="-0.22485" LPOGV="1" RPOGX="0.93153" RPOGY="-0.20169" RPOGV="1" BPOGX="0.94900" BPOGY="-0.21327" BPOGV="1" LPCX="0.47015" LPCY="0.30491" LPD="22.08375" LPS="1.09160" LPV="1" RPCX="0.69762" RPCY="0.33434" RPD="20.05594" RPS="1.09160" RPV="1" LEYEX="-0.00908" LEYEY="0.04033" LEYEZ="0.70845" LPUPILD="0.00494" LPUPILV="1" REYEX="0.04843" REYEY="0.03147" REYEZ="0.65571" RPUPILD="0.00449" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.52290" FPOGY="-0.22333" FPOGS="511.78162" FPOGD="0.10703" FPOGID="1807" FPOGV="1" LPOGX="0.56180" LPOGY="-0.23807" LPOGV="1" RPOGX="0.48420" RPOGY="-0.28125" RPOGV="1" BPOGX="0.52300" BPOGY="-0.25966" BPOGV="1" LPCX="0.43467" LPCY="0.31621" LPD="21.62771" LPS="1.13333" LPV="1" RPCX="0.66055" RPCY="0.32932" RPD="20.78835" RPS="1.12417" RPV="1" LEYEX="-0.01735" LEYEY="0.03778" LEYEZ="0.70748" LPUPILD="0.00515" LPUPILV="1" REYEX="0.04175" REYEY="0.03362" REYEZ="0.67910" RPUPILD="0.00470" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.52292" FPOGY="-0.22475" FPOGS="511.78162" FPOGD="0.11365" FPOGID="1807" FPOGV="1" LPOGX="0.56269" LPOGY="-0.22774" LPOGV="1" RPOGX="0.48384" RPOGY="-0.27009" RPOGV="1" BPOGX="0.52326" BPOGY="-0.24891" BPOGV="1" LPCX="0.43466" LPCY="0.31621" LPD="21.68756" LPS="1.12417" LPV="1" RPCX="0.66052" RPCY="0.32938" RPD="20.93113" RPS="1.11500" RPV="1" LEYEX="-0.01664" LEYEY="0.03613" LEYEZ="0.67662" LPUPILD="0.00515" LPUPILV="1" REYEX="0.04376" REYEY="0.03518" REYEZ="0.71176" RPUPILD="0.00467" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.52281" FPOGY="-0.22282" FPOGS="511.78162" FPOGD="0.12018" FPOGID="1807" FPOGV="1" LPOGX="0.55828" LPOGY="-0.18792" LPOGV="1" RPOGX="0.48361" RPOGY="-0.18798" RPOGV="1" BPOGX="0.52095" BPOGY="-0.18795" BPOGV="1" LPCX="0.43468" LPCY="0.31619" LPD="21.67696" LPS="1.10604" LPV="1" RPCX="0.66050" RPCY="0.32963" RPD="21.01325" RPS="1.10604" RPV="1" LEYEX="-0.01664" LEYEY="0.03613" LEYEZ="0.67662" LPUPILD="0.00512" LPUPILV="1" REYEX="0.04376" REYEY="0.03518" REYEZ="0.71176" RPUPILD="0.00462" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.52266" FPOGY="-0.22015" FPOGS="511.78162" FPOGD="0.12686" FPOGID="1807" FPOGV="1" LPOGX="0.56329" LPOGY="-0.16464" LPOGV="1" RPOGX="0.47610" RPOGY="-0.17423" RPOGV="1" BPOGX="0.51969" BPOGY="-0.16944" BPOGV="1" LPCX="0.43472" LPCY="0.31636" LPD="21.36853" LPS="1.09708" LPV="1" RPCX="0.66049" RPCY="0.32960" RPD="20.97678" RPS="1.09708" RPV="1" LEYEX="-0.01664" LEYEY="0.03613" LEYEZ="0.67662" LPUPILD="0.00515" LPUPILV="1" REYEX="0.04376" REYEY="0.03518" REYEZ="0.71176" RPUPILD="0.00465" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.52252" FPOGY="-0.21773" FPOGS="511.78162" FPOGD="0.13330" FPOGID="1807" FPOGV="1" LPOGX="0.56329" LPOGY="-0.16464" LPOGV="1" RPOGX="0.47610" RPOGY="-0.17423" RPOGV="1" BPOGX="0.51969" BPOGY="-0.16944" BPOGV="1" LPCX="0.43480" LPCY="0.31638" LPD="21.37244" LPS="1.09708" LPV="1" RPCX="0.66048" RPCY="0.32978" RPD="20.79850" RPS="1.09708" RPV="1" LEYEX="-0.01735" LEYEY="0.03778" LEYEZ="0.70748" LPUPILD="0.00518" LPUPILV="1" REYEX="0.04169" REYEY="0.03341" REYEZ="0.67802" RPUPILD="0.00467" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.52184" FPOGY="-0.21764" FPOGS="511.78162" FPOGD="0.13989" FPOGID="1807" FPOGV="1" LPOGX="0.53783" LPOGY="-0.15877" LPOGV="1" RPOGX="0.47767" RPOGY="-0.27258" RPOGV="1" BPOGX="0.50775" BPOGY="-0.21568" BPOGV="1" LPCX="0.43486" LPCY="0.31653" LPD="21.63277" LPS="1.10604" LPV="1" RPCX="0.66052" RPCY="0.32991" RPD="20.99434" RPS="1.10604" RPV="1" LEYEX="-0.01735" LEYEY="0.03778" LEYEZ="0.70748" LPUPILD="0.00519" LPUPILV="1" REYEX="0.04169" REYEY="0.03341" REYEZ="0.67802" RPUPILD="0.00472" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.52183" FPOGY="-0.21759" FPOGS="511.78162" FPOGD="0.14664" FPOGID="1807" FPOGV="1" LPOGX="0.55105" LPOGY="-0.17265" LPOGV="1" RPOGX="0.49198" RPOGY="-0.26024" RPOGV="1" BPOGX="0.52152" BPOGY="-0.21644" BPOGV="1" LPCX="0.43496" LPCY="0.31665" LPD="21.84188" LPS="1.11500" LPV="1" RPCX="0.66059" RPCY="0.33002" RPD="21.08367" RPS="1.11500" RPV="1" LEYEX="-0.01735" LEYEY="0.03778" LEYEZ="0.70748" LPUPILD="0.00517" LPUPILV="1" REYEX="0.04169" REYEY="0.03341" REYEZ="0.67802" RPUPILD="0.00463" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.52182" FPOGY="-0.21754" FPOGS="511.78162" FPOGD="0.15363" FPOGID="1807" FPOGV="1" LPOGX="0.55105" LPOGY="-0.17265" LPOGV="1" RPOGX="0.49198" RPOGY="-0.26024" RPOGV="1" BPOGX="0.52152" BPOGY="-0.21644" BPOGV="1" LPCX="0.43502" LPCY="0.31664" LPD="21.37649" LPS="1.11500" LPV="1" RPCX="0.66055" RPCY="0.33020" RPD="21.07237" RPS="1.11500" RPV="1" LEYEX="-0.01649" LEYEY="0.03592" LEYEZ="0.67464" LPUPILD="0.00517" LPUPILV="1" REYEX="0.04175" REYEY="0.03341" REYEZ="0.67910" RPUPILD="0.00468" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
