2025-05-27 11:28:40.252806
"-0.00115" REYEZ="0.49660" RPUPILD="0.00472" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.69795" FPOGY="-0.03668" FPOGS="4639.29053" FPOGD="0.12695" FPOGID="13157" FPOGV="1" LPOGX="0.71758" LPOGY="-0.01246" LPOGV="1" RPOGX="0.69901" RPOGY="-0.07437" RPOGV="1" BPOGX="0.70829" BPOGY="-0.04341" BPOGV="1" LPCX="0.21757" LPCY="0.50287" LPD="25.61881" LPS="0.58630" LPV="1" RPCX="0.52539" RPCY="0.49236" RPD="26.70073" RPS="0.58883" RPV="1" LEYEX="-0.05411" LEYEY="-0.00266" LEYEZ="0.49956" LPUPILD="0.00449" LPUPILV="1" REYEX="0.00413" REYEY="-0.00098" REYEZ="0.50490" RPUPILD="0.00478" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.55175" FPOGY="0.33151" FPOGS="4640.25488" FPOGD="0.07373" FPOGID="13161" FPOGV="1" LPOGX="0.54841" LPOGY="0.34254" LPOGV="1" RPOGX="0.54769" RPOGY="0.28896" RPOGV="1" BPOGX="0.54805" BPOGY="0.31575" BPOGV="1" LPCX="0.21660" LPCY="0.49741" LPD="24.08919" LPS="0.58932" LPV="1" RPCX="0.52908" RPCY="0.49979" RPD="25.43562" RPS="0.58932" RPV="1" LEYEX="-0.19629" LEYEY="-0.00500" LEYEZ="1.85324" LPUPILD="0.00433" LPUPILV="0" REYEX="0.00523" REYEY="-0.00168" REYEZ="0.50924" RPUPILD="0.00451" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.55212" FPOGY="0.33210" FPOGS="4640.25488" FPOGD="0.08057" FPOGID="13161" FPOGV="1" LPOGX="0.56504" LPOGY="0.35570" LPOGV="1" RPOGX="0.54803" RPOGY="0.32270" RPOGV="1" BPOGX="0.55654" BPOGY="0.33920" BPOGV="1" LPCX="0.21681" LPCY="0.49737" LPD="24.65489" LPS="0.59164" LPV="1" RPCX="0.52928" RPCY="0.49988" RPD="25.53914" RPS="0.59164" RPV="1" LEYEX="-0.19629" LEYEY="-0.00500" LEYEZ="1.85324" LPUPILD="0.00436" LPUPILV="0" REYEX="0.00523" REYEY="-0.00168" REYEZ="0.50924" RPUPILD="0.00454" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.55245" FPOGY="0.33228" FPOGS="4640.25488" FPOGD="0.08740" FPOGID="13161" FPOGV="1" LPOGX="0.56461" LPOGY="0.35296" LPOGV="1" RPOGX="0.54893" RPOGY="0.31624" RPOGV="1" BPOGX="0.55677" BPOGY="0.33460" BPOGV="1" LPCX="0.21726" LPCY="0.49736" LPD="25.51751" LPS="0.59395" LPV="1" RPCX="0.52986" RPCY="0.49967" RPD="25.87064" RPS="0.59666" RPV="1" LEYEX="-0.19562" LEYEY="-0.00445" LEYEZ="1.85217" LPUPILD="0.00435" LPUPILV="0" REYEX="0.00555" REYEY="-0.00158" REYEZ="0.51385" RPUPILD="0.00448" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.55250" FPOGY="0.33171" FPOGS="4640.25488" FPOGD="0.09424" FPOGID="13161" FPOGV="1" LPOGX="0.56978" LPOGY="0.33297" LPOGV="1" RPOGX="0.53664" RPOGY="0.31471" RPOGV="1" BPOGX="0.55321" BPOGY="0.32384" BPOGV="1" LPCX="0.21781" LPCY="0.49670" LPD="24.56544" LPS="0.59666" LPV="1" RPCX="0.53046" RPCY="0.49910" RPD="25.08079" RPS="0.59937" RPV="1" LEYEX="-0.19562" LEYEY="-0.00445" LEYEZ="1.85217" LPUPILD="0.00440" LPUPILV="0" REYEX="0.00555" REYEY="-0.00158" REYEZ="0.51385" RPUPILD="0.00448" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.55191" FPOGY="0.33104" FPOGS="4640.25488" FPOGD="0.10010" FPOGID="13161" FPOGV="1" LPOGX="0.54696" LPOGY="0.33444" LPOGV="1" RPOGX="0.53936" RPOGY="0.30742" RPOGV="1" BPOGX="0.54316" BPOGY="0.32093" BPOGV="1" LPCX="0.21792" LPCY="0.49670" LPD="25.02592" LPS="0.59937" LPV="1" RPCX="0.53076" RPCY="0.49929" RPD="25.71026" RPS="0.60208" RPV="1" LEYEX="-0.19562" LEYEY="-0.00445" LEYEZ="1.85217" LPUPILD="0.00432" LPUPILV="0" REYEX="0.00555" REYEY="-0.00158" REYEZ="0.51385" RPUPILD="0.00453" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.55138" FPOGY="0.33035" FPOGS="4640.25488" FPOGD="0.10742" FPOGID="13161" FPOGV="1" LPOGX="0.54638" LPOGY="0.33118" LPOGV="1" RPOGX="0.53936" RPOGY="0.30742" RPOGV="1" BPOGX="0.54287" BPOGY="0.31930" BPOGV="1" LPCX="0.21868" LPCY="0.49604" LPD="24.93888" LPS="0.60208" LPV="1" RPCX="0.53136" RPCY="0.49911" RPD="25.70622" RPS="0.60208" RPV="1" LEYEX="-0.19380" LEYEY="-0.00388" LEYEZ="1.84556" LPUPILD="0.00426" LPUPILV="0" REYEX="0.00574" REYEY="-0.00152" REYEZ="0.50739" RPUPILD="0.00450" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.55115" FPOGY="0.32968" FPOGS="4640.25488" FPOGD="0.11328" FPOGID="13161" FPOGV="1" LPOGX="0.55591" LPOGY="0.31434" LPOGV="1" RPOGX="0.53830" RPOGY="0.32213" RPOGV="1" BPOGX="0.54711" BPOGY="0.31824" BPOGV="1" LPCX="0.21903" LPCY="0.49546" LPD="24.39529" LPS="0.60208" LPV="1" RPCX="0.53203" RPCY="0.49886" RPD="25.88984" RPS="0.59937" RPV="1" LEYEX="-0.19380" LEYEY="-0.00388" LEYEZ="1.84556" LPUPILD="0.00436" LPUPILV="0" REYEX="0.00574" REYEY="-0.00152" REYEZ="0.50739" RPUPILD="0.00450" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.55134" FPOGY="0.32899" FPOGS="4640.25488" FPOGD="0.12109" FPOGID="13161" FPOGV="1" LPOGX="0.56582" LPOGY="0.32577" LPOGV="1" RPOGX="0.54380" RPOGY="0.30743" RPOGV="1" BPOGX="0.55481" BPOGY="0.31660" BPOGV="1" LPCX="0.21928" LPCY="0.49549" LPD="25.02478" LPS="0.59937" LPV="1" RPCX="0.53236" RPCY="0.49864" RPD="25.60374" RPS="0.59666" RPV="1" LEYEX="-0.19380" LEYEY="-0.00388" LEYEZ="1.84556" LPUPILD="0.00437" LPUPILV="0" REYEX="0.00574" REYEY="-0.00152" REYEZ="0.50739" RPUPILD="0.00450" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
