2025-05-27 11:24:37.713833
-0.05347" LEYEY="-0.02397" LEYEZ="0.63787" LPUPILD="0.00470" LPUPILV="1" REYEX="0.01596" REYEY="-0.02656" REYEZ="0.65087" RPUPILD="0.00474" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.17209" FPOGY="-0.16994" FPOGS="4396.86133" FPOGD="0.01953" FPOGID="12284" FPOGV="1" LPOGX="0.31432" LPOGY="-0.17923" LPOGV="1" RPOGX="0.03774" RPOGY="-0.12965" RPOGV="1" BPOGX="0.17603" BPOGY="-0.15444" BPOGV="1" LPCX="0.27686" LPCY="0.61217" LPD="23.22260" LPS="1.01521" LPV="1" RPCX="0.55909" RPCY="0.62320" RPD="25.41718" RPS="1.00712" RPV="1" LEYEX="-0.05347" LEYEY="-0.02397" LEYEZ="0.63787" LPUPILD="0.00471" LPUPILV="1" REYEX="0.01596" REYEY="-0.02656" REYEZ="0.65087" RPUPILD="0.00471" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.65214" FPOGY="-0.22290" FPOGS="4397.75879" FPOGD="0.03369" FPOGID="12289" FPOGV="1" LPOGX="0.80017" LPOGY="-0.23856" LPOGV="1" RPOGX="0.51250" RPOGY="-0.21192" RPOGV="1" BPOGX="0.65633" BPOGY="-0.22524" BPOGV="1" LPCX="0.29289" LPCY="0.61254" LPD="23.53602" LPS="1.08320" LPV="1" RPCX="0.57521" RPCY="0.62504" RPD="24.64774" RPS="1.07512" RPV="1" LEYEX="-0.05000" LEYEY="-0.02341" LEYEZ="0.61920" LPUPILD="0.00457" LPUPILV="1" REYEX="0.01882" REYEY="-0.02728" REYEZ="0.65885" RPUPILD="0.00476" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.65356" FPOGY="-0.22074" FPOGS="4397.75879" FPOGD="0.04053" FPOGID="12289" FPOGV="1" LPOGX="0.79631" LPOGY="-0.21947" LPOGV="1" RPOGX="0.52780" RPOGY="-0.19611" RPOGV="1" BPOGX="0.66206" BPOGY="-0.20779" BPOGV="1" LPCX="0.29289" LPCY="0.61247" LPD="23.97851" LPS="1.06721" LPV="1" RPCX="0.57519" RPCY="0.62509" RPD="24.90339" RPS="1.05912" RPV="1" LEYEX="-0.05000" LEYEY="-0.02341" LEYEZ="0.61920" LPUPILD="0.00458" LPUPILV="1" REYEX="0.01882" REYEY="-0.02728" REYEZ="0.65885" RPUPILD="0.00476" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.65431" FPOGY="-0.21644" FPOGS="4397.75879" FPOGD="0.04736" FPOGID="12289" FPOGV="1" LPOGX="0.80097" LPOGY="-0.19711" LPOGV="1" RPOGX="0.51825" RPOGY="-0.17553" RPOGV="1" BPOGX="0.65961" BPOGY="-0.18632" BPOGV="1" LPCX="0.29297" LPCY="0.61257" LPD="23.57878" LPS="1.05122" LPV="1" RPCX="0.57519" RPCY="0.62504" RPD="24.70246" RPS="1.04313" RPV="1" LEYEX="-0.05000" LEYEY="-0.02341" LEYEZ="0.61920" LPUPILD="0.00459" LPUPILV="1" REYEX="0.01882" REYEY="-0.02728" REYEZ="0.65885" RPUPILD="0.00475" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.65486" FPOGY="-0.21253" FPOGS="4397.75879" FPOGD="0.05420" FPOGID="12289" FPOGV="1" LPOGX="0.80013" LPOGY="-0.18702" LPOGV="1" RPOGX="0.51825" RPOGY="-0.17553" RPOGV="1" BPOGX="0.65919" BPOGY="-0.18127" BPOGV="1" LPCX="0.29297" LPCY="0.61247" LPD="23.70870" LPS="1.04313" LPV="1" RPCX="0.57521" RPCY="0.62503" RPD="24.65923" RPS="1.04313" RPV="1" LEYEX="-0.05000" LEYEY="-0.02341" LEYEZ="0.61920" LPUPILD="0.00454" LPUPILV="1" REYEX="0.01940" REYEY="-0.02805" REYEZ="0.67743" RPUPILD="0.00476" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.65587" FPOGY="-0.21154" FPOGS="4397.75879" FPOGD="0.06055" FPOGID="12289" FPOGV="1" LPOGX="0.80178" LPOGY="-0.20870" LPOGV="1" RPOGX="0.52829" RPOGY="-0.19661" RPOGV="1" BPOGX="0.66503" BPOGY="-0.20265" BPOGV="1" LPCX="0.29296" LPCY="0.61242" LPD="23.68971" LPS="1.05103" LPV="1" RPCX="0.57520" RPCY="0.62508" RPD="24.88688" RPS="1.05912" RPV="1" LEYEX="-0.05000" LEYEY="-0.02341" LEYEZ="0.61920" LPUPILD="0.00457" LPUPILV="1" REYEX="0.01940" REYEY="-0.02805" REYEZ="0.67743" RPUPILD="0.00475" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.65694" FPOGY="-0.21234" FPOGS="4397.75879" FPOGD="0.06738" FPOGID="12289" FPOGV="1" LPOGX="0.80258" LPOGY="-0.22728" LPOGV="1" RPOGX="0.53252" RPOGY="-0.21339" RPOGV="1" BPOGX="0.66755" BPOGY="-0.22034" BPOGV="1" LPCX="0.29294" LPCY="0.61239" LPD="23.65923" LPS="1.06703" LPV="1" RPCX="0.57523" RPCY="0.62503" RPD="24.76706" RPS="1.07512" RPV="1" LEYEX="-0.05000" LEYEY="-0.02341" LEYEZ="0.61920" LPUPILD="0.00455" LPUPILV="1" REYEX="0.01940" REYEY="-0.02805" REYEZ="0.67743" RPUPILD="0.00474" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.65794" FPOGY="-0.21465" FPOGS="4397.75879" FPOGD="0.07373" FPOGID="12289" FPOGV="1" LPOGX="0.80423" LPOGY="-0.24744" LPOGV="1" RPOGX="0.53382" RPOGY="-0.23264" RPOGV="1" BPOGX="0.66903" BPOGY="-0.24004" BPOGV="1" LPCX="0.29296" LPCY="0.61238" LPD="23.78239" LPS="1.08302" LPV="1" RPCX="0.57524" RPCY="0.62502" RPD="24.72066" RPS="1.09111" RPV="1" LEYEX="-0.05000" LEYEY="-0.02341" LEYEZ="0.61920" LPUPILD="0.00454" LPUPILV="1" REYEX="0.01940" REYEY="-0.02805" REYEZ="0.67743" RPUPILD="0.00475" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.65773" FPOGY="-0.21670" FPOGS="4397.75879" FPOGD="0.08105" FPOGID="12289" FPOGV="1" LPOGX="0.76771" LPOGY="-0.25545" LPOGV="1" RPOGX="0.54265" RPOGY="-0.22719" RPOGV="1" BPOGX="0.65518" BPOGY="-0.24132" BPOGV="1" LPCX="0.29313" LPCY="0.61218" LPD="23.23461" LPS="1.09111" LPV="1" RPCX="0.57528" RPCY="0.62500" RPD="24.91208" RPS="1.09111" RPV="1" LEYEX="-0.05000" LEYEY="-0.02341" LEYEZ="0.61920" LPUPILD="0.00462" LPUPILV="1" REYEX="0.01940" REYEY="-0.02805" REYEZ="0.67743" RPUPILD="0.00472" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
