2025-06-09 09:55:33.105489
" LEYEY="-0.00887" LEYEZ="0.53732" LPUPILD="0.00364" LPUPILV="1" REYEX="0.03630" REYEY="-0.00758" REYEZ="0.59841" RPUPILD="0.00328" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.11275" FPOGY="-0.03172" FPOGS="1566.51294" FPOGD="0.05957" FPOGID="3876" FPOGV="1" LPOGX="0.12734" LPOGY="0.07991" LPOGV="1" RPOGX="0.09767" RPOGY="-0.07843" RPOGV="1" BPOGX="0.11251" BPOGY="0.00074" BPOGV="1" LPCX="0.38952" LPCY="0.54206" LPD="15.35143" LPS="0.76386" LPV="1" RPCX="0.65244" RPCY="0.52916" RPD="15.11376" RPS="0.76386" RPV="1" LEYEX="-0.02090" LEYEY="-0.00883" LEYEZ="0.53731" LPUPILD="0.00364" LPUPILV="1" REYEX="0.03630" REYEY="-0.00758" REYEZ="0.59841" RPUPILD="0.00331" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.52149" FPOGY="0.44135" FPOGS="1567.81409" FPOGD="0.13416" FPOGID="3881" FPOGV="0" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.50184" RPOGY="0.44623" RPOGV="1" BPOGX="0.50184" BPOGY="0.44623" BPOGV="1" LPCX="0.40169" LPCY="0.55004" LPD="13.78246" LPS="0.80830" LPV="1" RPCX="0.66586" RPCY="0.53800" RPD="14.01474" RPS="0.80830" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00299" LPUPILV="1" REYEX="0.03592" REYEY="-0.00780" REYEZ="0.56833" RPUPILD="0.00323" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.51221" FPOGY="0.43814" FPOGS="1567.81409" FPOGD="0.13416" FPOGID="3881" FPOGV="0" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.50293" RPOGY="0.43493" RPOGV="1" BPOGX="0.50293" BPOGY="0.43493" BPOGV="1" LPCX="0.40163" LPCY="0.54971" LPD="13.23540" LPS="0.81342" LPV="1" RPCX="0.66576" RPCY="0.53832" RPD="14.79797" RPS="0.82253" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00296" LPUPILV="1" REYEX="0.03781" REYEY="-0.00823" REYEZ="0.59960" RPUPILD="0.00303" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.50903" FPOGY="0.43547" FPOGS="1567.81409" FPOGD="0.13416" FPOGID="3881" FPOGV="0" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.50267" RPOGY="0.43013" RPOGV="1" BPOGX="0.50267" BPOGY="0.43013" BPOGV="1" LPCX="0.40140" LPCY="0.54986" LPD="13.59866" LPS="0.82253" LPV="1" RPCX="0.66558" RPCY="0.53831" RPD="14.93950" RPS="0.83164" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00304" LPUPILV="1" REYEX="0.03781" REYEY="-0.00823" REYEZ="0.59960" RPUPILD="0.00309" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.50941" FPOGY="0.43200" FPOGS="1567.95276" FPOGD="0.02039" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.51057" RPOGY="0.42160" RPOGV="1" BPOGX="0.51057" BPOGY="0.42160" BPOGV="1" LPCX="0.40138" LPCY="0.54981" LPD="13.49689" LPS="0.83164" LPV="1" RPCX="0.66560" RPCY="0.53823" RPD="14.48951" RPS="0.84075" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00304" LPUPILV="1" REYEX="0.03781" REYEY="-0.00823" REYEZ="0.59960" RPUPILD="0.00316" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.50971" FPOGY="0.42929" FPOGS="1567.95276" FPOGD="0.02710" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.51091" RPOGY="0.41844" RPOGV="1" BPOGX="0.51091" BPOGY="0.41844" BPOGV="1" LPCX="0.40132" LPCY="0.54990" LPD="13.17861" LPS="0.83563" LPV="1" RPCX="0.66554" RPCY="0.53822" RPD="14.49249" RPS="0.84474" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00304" LPUPILV="1" REYEX="0.03781" REYEY="-0.00827" REYEZ="0.59960" RPUPILD="0.00315" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.50895" FPOGY="0.42420" FPOGS="1567.95276" FPOGD="0.03381" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.50511" RPOGY="0.39878" RPOGV="1" BPOGX="0.50511" BPOGY="0.39878" BPOGV="1" LPCX="0.40127" LPCY="0.54986" LPD="13.35976" LPS="0.83962" LPV="1" RPCX="0.66563" RPCY="0.53812" RPD="14.43817" RPS="0.83962" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00303" LPUPILV="1" REYEX="0.03781" REYEY="-0.00827" REYEZ="0.59960" RPUPILD="0.00317" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.51101" FPOGY="0.42538" FPOGS="1567.95276" FPOGD="0.04065" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.52343" RPOGY="0.43242" RPOGV="1" BPOGX="0.52343" BPOGY="0.43242" BPOGV="1" LPCX="0.40119" LPCY="0.55003" LPD="13.92346" LPS="0.83450" LPV="1" RPCX="0.66549" RPCY="0.53818" RPD="14.53317" RPS="0.83450" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00307" LPUPILV="1" REYEX="0.03781" REYEY="-0.00827" REYEZ="0.59960" RPUPILD="0.00319" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.51250" FPOGY="0.42676" FPOGS="1567.95276" FPOGD="0.04724" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.52292" RPOGY="0.43643" RPOGV="1" BPOGX="0.52292" BPOGY="0.43643" BPOGV="1" LPCX="0.40115" LPCY="0.55013" LPD="13.88824" LPS="0.82938" LPV="1" RPCX="0.66534" RPCY="0.53821" RPD="14.42028" RPS="0.82938" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00311" LPUPILV="1" REYEX="0.03781" REYEY="-0.00823" REYEZ="0.59960" RPUPILD="0.00319" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.51437" FPOGY="0.42676" FPOGS="1567.95276" FPOGD="0.05383" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.52932" RPOGY="0.42673" RPOGV="1" BPOGX="0.52932" BPOGY="0.42673" BPOGV="1" LPCX="0.40128" LPCY="0.55000" LPD="13.85102" LPS="0.82938" LPV="1" RPCX="0.66524" RPCY="0.53818" RPD="14.41687" RPS="0.82938" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00302" LPUPILV="1" REYEX="0.03781" REYEY="-0.00823" REYEZ="0.59960" RPUPILD="0.00322" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.51559" FPOGY="0.42763" FPOGS="1567.95276" FPOGD="0.06165" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.52651" RPOGY="0.43544" RPOGV="1" BPOGX="0.52651" BPOGY="0.43544" BPOGV="1" LPCX="0.40119" LPCY="0.55004" LPD="13.94645" LPS="0.82938" LPV="1" RPCX="0.66522" RPCY="0.53821" RPD="14.35708" RPS="0.82938" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00308" LPUPILV="1" REYEX="0.03781" REYEY="-0.00823" REYEZ="0.59960" RPUPILD="0.00328" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.51663" FPOGY="0.42797" FPOGS="1567.95276" FPOGD="0.06714" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.52704" RPOGY="0.43142" RPOGV="1" BPOGX="0.52704" BPOGY="0.43142" BPOGV="1" LPCX="0.40130" LPCY="0.54986" LPD="13.69215" LPS="0.83450" LPV="1" RPCX="0.66547" RPCY="0.53805" RPD="14.39423" RPS="0.83450" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00306" LPUPILV="1" REYEX="0.03781" REYEY="-0.00823" REYEZ="0.59960" RPUPILD="0.00324" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.51702" FPOGY="0.42752" FPOGS="1567.95276" FPOGD="0.07361" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.52130" RPOGY="0.42260" RPOGV="1" BPOGX="0.52130" BPOGY="0.42260" BPOGV="1" LPCX="0.40119" LPCY="0.55007" LPD="14.14764" LPS="0.83962" LPV="1" RPCX="0.66528" RPCY="0.53820" RPD="14.55979" RPS="0.83962" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00305" LPUPILV="1" REYEX="0.03781" REYEY="-0.00823" REYEZ="0.59960" RPUPILD="0.00323" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.51709" FPOGY="0.42764" FPOGS="1567.95276" FPOGD="0.08044" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.51800" RPOGY="0.42910" RPOGV="1" BPOGX="0.51800" BPOGY="0.42910" BPOGV="1" LPCX="0.40112" LPCY="0.55018" LPD="13.76120" LPS="0.84474" LPV="1" RPCX="0.66547" RPCY="0.53807" RPD="14.36252" RPS="0.84474" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00307" LPUPILV="1" REYEX="0.03781" REYEY="-0.00823" REYEZ="0.59960" RPUPILD="0.00316" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.51716" FPOGY="0.42775" FPOGS="1567.95276" FPOGD="0.08728" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.51800" RPOGY="0.42910" RPOGV="1" BPOGX="0.51800" BPOGY="0.42910" BPOGV="1" LPCX="0.40106" LPCY="0.55021" LPD="13.73896" LPS="0.84474" LPV="1" RPCX="0.66558" RPCY="0.53807" RPD="14.29887" RPS="0.84474" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00301" LPUPILV="1" REYEX="0.03781" REYEY="-0.00827" REYEZ="0.59960" RPUPILD="0.00317" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.51830" FPOGY="0.42884" FPOGS="1567.95276" FPOGD="0.09375" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.53424" RPOGY="0.44406" RPOGV="1" BPOGX="0.53424" BPOGY="0.44406" BPOGV="1" LPCX="0.40103" LPCY="0.55015" LPD="13.90338" LPS="0.83962" LPV="1" RPCX="0.66552" RPCY="0.53811" RPD="14.30652" RPS="0.83962" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00298" LPUPILV="1" REYEX="0.03781" REYEY="-0.00827" REYEZ="0.59960" RPUPILD="0.00315" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.51893" FPOGY="0.42547" FPOGS="1567.95276" FPOGD="0.10071" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.52840" RPOGY="0.37497" RPOGV="1" BPOGX="0.52840" BPOGY="0.37497" BPOGV="1" LPCX="0.40106" LPCY="0.55021" LPD="13.73896" LPS="0.83450" LPV="1" RPCX="0.66556" RPCY="0.53821" RPD="14.38227" RPS="0.83450" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00301" LPUPILV="1" REYEX="0.03781" REYEY="-0.00827" REYEZ="0.59960" RPUPILD="0.00312" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.51945" FPOGY="0.42276" FPOGS="1567.95276" FPOGD="0.10754" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.52786" RPOGY="0.37933" RPOGV="1" BPOGX="0.52786" BPOGY="0.37933" BPOGV="1" LPCX="0.40100" LPCY="0.55020" LPD="13.80701" LPS="0.82938" LPV="1" RPCX="0.66559" RPCY="0.53800" RPD="14.28250" RPS="0.82938" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00298" LPUPILV="1" REYEX="0.03781" REYEY="-0.00827" REYEZ="0.59960" RPUPILD="0.00320" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52037" FPOGY="0.42226" FPOGS="1567.95276" FPOGD="0.11426" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.53599" RPOGY="0.41383" RPOGV="1" BPOGX="0.53599" BPOGY="0.41383" BPOGV="1" LPCX="0.40074" LPCY="0.55043" LPD="14.74947" LPS="0.82938" LPV="1" RPCX="0.66560" RPCY="0.53808" RPD="14.23957" RPS="0.82938" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00302" LPUPILV="1" REYEX="0.03781" REYEY="-0.00827" REYEZ="0.59960" RPUPILD="0.00316" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52088" FPOGY="0.42249" FPOGS="1567.95276" FPOGD="0.12085" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.53002" RPOGY="0.42668" RPOGV="1" BPOGX="0.53002" BPOGY="0.42668" BPOGV="1" LPCX="0.40078" LPCY="0.55053" LPD="14.45187" LPS="0.82938" LPV="1" RPCX="0.66569" RPCY="0.53844" RPD="14.24438" RPS="0.82938" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00305" LPUPILV="1" REYEX="0.03781" REYEY="-0.00827" REYEZ="0.59960" RPUPILD="0.00306" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52129" FPOGY="0.42308" FPOGS="1567.95276" FPOGD="0.12708" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.52901" RPOGY="0.43418" RPOGV="1" BPOGX="0.52901" BPOGY="0.43418" BPOGV="1" LPCX="0.40067" LPCY="0.55047" LPD="14.01294" LPS="0.82473" LPV="1" RPCX="0.66542" RPCY="0.53843" RPD="14.47300" RPS="0.81997" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00303" LPUPILV="1" REYEX="0.03446" REYEY="-0.00759" REYEZ="0.54729" RPUPILD="0.00309" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52147" FPOGY="0.42063" FPOGS="1567.95276" FPOGD="0.13354" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.52515" RPOGY="0.37164" RPOGV="1" BPOGX="0.52515" BPOGY="0.37164" BPOGV="1" LPCX="0.40078" LPCY="0.55037" LPD="14.28352" LPS="0.81531" LPV="1" RPCX="0.66546" RPCY="0.53826" RPD="14.42517" RPS="0.81055" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00315" LPUPILV="1" REYEX="0.03446" REYEY="-0.00759" REYEZ="0.54729" RPUPILD="0.00313" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52207" FPOGY="0.41893" FPOGS="1567.95276" FPOGD="0.14026" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.53464" RPOGY="0.38331" RPOGV="1" BPOGX="0.53464" BPOGY="0.38331" BPOGV="1" LPCX="0.40083" LPCY="0.55067" LPD="14.67476" LPS="0.80590" LPV="1" RPCX="0.66555" RPCY="0.53834" RPD="14.43778" RPS="0.80114" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00310" LPUPILV="1" REYEX="0.03446" REYEY="-0.00759" REYEZ="0.54729" RPUPILD="0.00322" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52257" FPOGY="0.41774" FPOGS="1567.95276" FPOGD="0.14722" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.53355" RPOGY="0.39157" RPOGV="1" BPOGX="0.53355" BPOGY="0.39157" BPOGV="1" LPCX="0.40067" LPCY="0.55051" LPD="15.09082" LPS="0.79648" LPV="1" RPCX="0.66544" RPCY="0.53796" RPD="14.07480" RPS="0.79172" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00309" LPUPILV="1" REYEX="0.03446" REYEY="-0.00759" REYEZ="0.54729" RPUPILD="0.00321" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52263" FPOGY="0.41930" FPOGS="1567.95276" FPOGD="0.15479" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.52406" RPOGY="0.45522" RPOGV="1" BPOGX="0.52406" BPOGY="0.45522" BPOGV="1" LPCX="0.40096" LPCY="0.54999" LPD="13.37588" LPS="0.79172" LPV="1" RPCX="0.66552" RPCY="0.53829" RPD="15.14394" RPS="0.79172" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00322" LPUPILV="1" REYEX="0.03446" REYEY="-0.00759" REYEZ="0.54729" RPUPILD="0.00312" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52312" FPOGY="0.41819" FPOGS="1567.95276" FPOGD="0.16040" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.53484" RPOGY="0.39146" RPOGV="1" BPOGX="0.53484" BPOGY="0.39146" BPOGV="1" LPCX="0.40108" LPCY="0.55019" LPD="13.71989" LPS="0.79172" LPV="1" RPCX="0.66540" RPCY="0.53813" RPD="14.45593" RPS="0.79172" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00316" LPUPILV="1" REYEX="0.03446" REYEY="-0.00759" REYEZ="0.54729" RPUPILD="0.00317" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52361" FPOGY="0.41684" FPOGS="1567.95276" FPOGD="0.16699" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.53595" RPOGY="0.38320" RPOGV="1" BPOGX="0.53595" BPOGY="0.38320" BPOGV="1" LPCX="0.40114" LPCY="0.55003" LPD="13.81861" LPS="0.79637" LPV="1" RPCX="0.66529" RPCY="0.53820" RPD="14.10166" RPS="0.80114" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00315" LPUPILV="1" REYEX="0.03781" REYEY="-0.00832" REYEZ="0.59960" RPUPILD="0.00322" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52365" FPOGY="0.41805" FPOGS="1567.95276" FPOGD="0.17407" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.52469" RPOGY="0.44934" RPOGV="1" BPOGX="0.52469" BPOGY="0.44934" BPOGV="1" LPCX="0.40090" LPCY="0.55020" LPD="13.87810" LPS="0.80579" LPV="1" RPCX="0.66555" RPCY="0.53806" RPD="14.39491" RPS="0.81055" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00324" LPUPILV="1" REYEX="0.03781" REYEY="-0.00832" REYEZ="0.59960" RPUPILD="0.00332" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52435" FPOGY="0.41594" FPOGS="1567.95276" FPOGD="0.18042" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.54315" RPOGY="0.35917" RPOGV="1" BPOGX="0.54315" BPOGY="0.35917" BPOGV="1" LPCX="0.40085" LPCY="0.55013" LPD="13.62448" LPS="0.81521" LPV="1" RPCX="0.66548" RPCY="0.53837" RPD="13.81498" RPS="0.81997" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00323" LPUPILV="1" REYEX="0.03781" REYEY="-0.00832" REYEZ="0.59960" RPUPILD="0.00327" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52500" FPOGY="0.41399" FPOGS="1567.95276" FPOGD="0.18738" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.54315" RPOGY="0.35917" RPOGV="1" BPOGX="0.54315" BPOGY="0.35917" BPOGV="1" LPCX="0.40102" LPCY="0.55013" LPD="13.31774" LPS="0.81997" LPV="1" RPCX="0.66561" RPCY="0.53827" RPD="14.61559" RPS="0.81997" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00324" LPUPILV="1" REYEX="0.03446" REYEY="-0.00759" REYEZ="0.54729" RPUPILD="0.00315" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52465" FPOGY="0.41462" FPOGS="1567.95276" FPOGD="0.19446" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.51474" RPOGY="0.43308" RPOGV="1" BPOGX="0.51474" BPOGY="0.43308" BPOGV="1" LPCX="0.40103" LPCY="0.55010" LPD="13.36768" LPS="0.81531" LPV="1" RPCX="0.66546" RPCY="0.53862" RPD="14.97468" RPS="0.81055" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00323" LPUPILV="1" REYEX="0.03446" REYEY="-0.00759" REYEZ="0.54729" RPUPILD="0.00326" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52446" FPOGY="0.41529" FPOGS="1567.95276" FPOGD="0.20142" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.51865" RPOGY="0.43533" RPOGV="1" BPOGX="0.51865" BPOGY="0.43533" BPOGV="1" LPCX="0.40102" LPCY="0.55007" LPD="13.45741" LPS="0.80590" LPV="1" RPCX="0.66546" RPCY="0.53857" RPD="14.99407" RPS="0.80114" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00324" LPUPILV="1" REYEX="0.03446" REYEY="-0.00759" REYEZ="0.54729" RPUPILD="0.00324" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52425" FPOGY="0.41616" FPOGS="1567.95276" FPOGD="0.20764" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.51773" RPOGY="0.44300" RPOGV="1" BPOGX="0.51773" BPOGY="0.44300" BPOGV="1" LPCX="0.40118" LPCY="0.54985" LPD="13.36052" LPS="0.79648" LPV="1" RPCX="0.66590" RPCY="0.53844" RPD="15.02652" RPS="0.79172" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00310" LPUPILV="1" REYEX="0.03446" REYEY="-0.00759" REYEZ="0.54729" RPUPILD="0.00322" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52401" FPOGY="0.41561" FPOGS="1567.95276" FPOGD="0.21533" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.51618" RPOGY="0.39824" RPOGV="1" BPOGX="0.51618" BPOGY="0.39824" BPOGV="1" LPCX="0.40094" LPCY="0.55003" LPD="13.57001" LPS="0.79172" LPV="1" RPCX="0.66594" RPCY="0.53846" RPD="15.09306" RPS="0.79172" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00324" LPUPILV="1" REYEX="0.03446" REYEY="-0.00759" REYEZ="0.54729" RPUPILD="0.00320" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52366" FPOGY="0.41539" FPOGS="1567.95276" FPOGD="0.22571" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.51221" RPOGY="0.40811" RPOGV="1" BPOGX="0.51221" BPOGY="0.40811" BPOGV="1" LPCX="0.40103" LPCY="0.54998" LPD="13.63436" LPS="0.79172" LPV="1" RPCX="0.66572" RPCY="0.53840" RPD="14.07235" RPS="0.79172" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00322" LPUPILV="1" REYEX="0.03446" REYEY="-0.00759" REYEZ="0.54729" RPUPILD="0.00333" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.52336" FPOGY="0.41495" FPOGS="1567.95276" FPOGD="0.23340" FPOGID="3882" FPOGV="1" LPOGX="0.55864" LPOGY="0.33101" LPOGV="0" RPOGX="0.51307" RPOGY="0.40003" RPOGV="1" BPOGX="0.51307" BPOGY="0.40003" BPOGV="1" LPCX="0.40087" LPCY="0.55011" LPD="13.84912" LPS="0.79637" LPV="1" RPCX="0.66551" RPCY="0.53842" RPD="14.62484" RPS="0.80114" RPV="1" LEYEX="-0.02151" LEYEY="-0.01034" LEYEZ="0.59404" LPUPILD="0.00327" LPUPILV="1" REYEX="0.03781" REYEY="-0.00832" REYEZ="0.59960" RPUPILD="0.00331" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
