2025-06-11 11:54:11.444228
="0.64430" LPUPILD="0.00436" LPUPILV="1" REYEX="0.07148" REYEY="0.00317" REYEZ="0.63986" RPUPILD="0.00517" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="43" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.72396" FPOGY="0.27082" FPOGS="470.42950" FPOGD="0.08044" FPOGID="1709" FPOGV="1" LPOGX="0.71645" LPOGY="0.35467" LPOGV="1" RPOGX="0.82690" RPOGY="0.15336" RPOGV="1" BPOGX="0.77167" BPOGY="0.25401" BPOGV="1" LPCX="0.52898" LPCY="0.48621" LPD="20.41676" LPS="1.03995" LPV="1" RPCX="0.79293" RPCY="0.47827" RPD="25.40517" RPS="1.04804" RPV="1" LEYEX="0.00715" LEYEY="0.00150" LEYEZ="0.66693" LPUPILD="0.00408" LPUPILV="1" REYEX="0.07643" REYEY="0.00310" REYEZ="0.68965" RPUPILD="0.00488" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74890" FPOGY="0.29549" FPOGS="470.52319" FPOGD="0.06006" FPOGID="1710" FPOGV="1" LPOGX="0.70110" LPOGY="0.37180" LPOGV="1" RPOGX="0.75873" RPOGY="0.26596" RPOGV="1" BPOGX="0.72991" BPOGY="0.31888" BPOGV="1" LPCX="0.52902" LPCY="0.48615" LPD="20.32567" LPS="0.96691" LPV="1" RPCX="0.79339" RPCY="0.47816" RPD="24.91816" RPS="0.96691" RPV="1" LEYEX="0.00696" LEYEY="0.00145" LEYEZ="0.64459" LPUPILD="0.00400" LPUPILV="1" REYEX="0.07071" REYEY="0.00292" REYEZ="0.63724" RPUPILD="0.00482" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74750" FPOGY="0.29644" FPOGS="470.52319" FPOGD="0.06677" FPOGID="1710" FPOGV="1" LPOGX="0.70246" LPOGY="0.35650" LPOGV="1" RPOGX="0.76454" RPOGY="0.25537" RPOGV="1" BPOGX="0.73350" BPOGY="0.30593" BPOGV="1" LPCX="0.52901" LPCY="0.48614" LPD="20.32106" LPS="0.96691" LPV="1" RPCX="0.79346" RPCY="0.47816" RPD="24.82579" RPS="0.96691" RPV="1" LEYEX="0.00696" LEYEY="0.00145" LEYEZ="0.64459" LPUPILD="0.00400" LPUPILV="1" REYEX="0.07071" REYEY="0.00292" REYEZ="0.63724" RPUPILD="0.00480" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74633" FPOGY="0.29723" FPOGS="470.52319" FPOGD="0.07343" FPOGID="1710" FPOGV="1" LPOGX="0.70246" LPOGY="0.35650" LPOGV="1" RPOGX="0.76454" RPOGY="0.25537" RPOGV="1" BPOGX="0.73350" BPOGY="0.30593" BPOGV="1" LPCX="0.52903" LPCY="0.48613" LPD="20.24422" LPS="0.96691" LPV="1" RPCX="0.79347" RPCY="0.47814" RPD="24.92833" RPS="0.96691" RPV="1" LEYEX="0.00696" LEYEY="0.00145" LEYEZ="0.64459" LPUPILD="0.00400" LPUPILV="1" REYEX="0.07071" REYEY="0.00292" REYEZ="0.63724" RPUPILD="0.00479" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74526" FPOGY="0.29689" FPOGS="470.52319" FPOGD="0.08160" FPOGID="1710" FPOGV="1" LPOGX="0.70436" LPOGY="0.36711" LPOGV="1" RPOGX="0.76038" RPOGY="0.21851" RPOGV="1" BPOGX="0.73237" BPOGY="0.29281" BPOGV="1" LPCX="0.52903" LPCY="0.48613" LPD="20.24422" LPS="0.96691" LPV="1" RPCX="0.79353" RPCY="0.47817" RPD="24.74293" RPS="0.96691" RPV="1" LEYEX="0.00696" LEYEY="0.00145" LEYEZ="0.64459" LPUPILD="0.00400" LPUPILV="1" REYEX="0.07071" REYEY="0.00292" REYEZ="0.63724" RPUPILD="0.00478" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74450" FPOGY="0.29669" FPOGS="470.52319" FPOGD="0.08746" FPOGID="1710" FPOGV="1" LPOGX="0.70358" LPOGY="0.38718" LPOGV="1" RPOGX="0.76586" RPOGY="0.20095" RPOGV="1" BPOGX="0.73472" BPOGY="0.29406" BPOGV="1" LPCX="0.52904" LPCY="0.48612" LPD="20.24983" LPS="0.96691" LPV="1" RPCX="0.79347" RPCY="0.47823" RPD="24.79883" RPS="0.96691" RPV="1" LEYEX="0.00696" LEYEY="0.00145" LEYEZ="0.64459" LPUPILD="0.00400" LPUPILV="1" REYEX="0.07071" REYEY="0.00292" REYEZ="0.63724" RPUPILD="0.00486" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74393" FPOGY="0.29630" FPOGS="470.52319" FPOGD="0.09427" FPOGID="1710" FPOGV="1" LPOGX="0.70358" LPOGY="0.38718" LPOGV="1" RPOGX="0.76816" RPOGY="0.19453" RPOGV="1" BPOGX="0.73587" BPOGY="0.29085" BPOGV="1" LPCX="0.52900" LPCY="0.48619" LPD="20.28718" LPS="0.96691" LPV="1" RPCX="0.79343" RPCY="0.47819" RPD="24.75668" RPS="0.97410" RPV="1" LEYEX="0.00696" LEYEY="0.00145" LEYEZ="0.64459" LPUPILD="0.00398" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00482" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74340" FPOGY="0.29589" FPOGS="470.52319" FPOGD="0.10052" FPOGID="1710" FPOGV="1" LPOGX="0.70292" LPOGY="0.37610" LPOGV="1" RPOGX="0.76809" RPOGY="0.20362" RPOGV="1" BPOGX="0.73551" BPOGY="0.28986" BPOGV="1" LPCX="0.52906" LPCY="0.48617" LPD="20.21959" LPS="0.97410" LPV="1" RPCX="0.79352" RPCY="0.47809" RPD="24.75559" RPS="0.98129" RPV="1" LEYEX="0.00696" LEYEY="0.00145" LEYEZ="0.64459" LPUPILD="0.00399" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00481" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74304" FPOGY="0.29582" FPOGS="470.52319" FPOGD="0.10718" FPOGID="1710" FPOGV="1" LPOGX="0.70705" LPOGY="0.37336" LPOGV="1" RPOGX="0.76752" RPOGY="0.21593" RPOGV="1" BPOGX="0.73729" BPOGY="0.29464" BPOGV="1" LPCX="0.52884" LPCY="0.48600" LPD="20.15032" LPS="0.98129" LPV="1" RPCX="0.79356" RPCY="0.47828" RPD="24.64344" RPS="0.98848" RPV="1" LEYEX="0.00696" LEYEY="0.00145" LEYEZ="0.64459" LPUPILD="0.00390" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00480" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74279" FPOGY="0.29544" FPOGS="470.52319" FPOGD="0.11374" FPOGID="1710" FPOGV="1" LPOGX="0.70723" LPOGY="0.36817" LPOGV="1" RPOGX="0.76978" RPOGY="0.20976" RPOGV="1" BPOGX="0.73851" BPOGY="0.28897" BPOGV="1" LPCX="0.52877" LPCY="0.48594" LPD="20.02994" LPS="0.98848" LPV="1" RPCX="0.79356" RPCY="0.47829" RPD="24.81042" RPS="0.99567" RPV="1" LEYEX="0.00700" LEYEY="0.00141" LEYEZ="0.64810" LPUPILD="0.00387" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00479" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74256" FPOGY="0.29498" FPOGS="470.52319" FPOGD="0.12057" FPOGID="1710" FPOGV="1" LPOGX="0.70121" LPOGY="0.38308" LPOGV="1" RPOGX="0.77556" RPOGY="0.19032" RPOGV="1" BPOGX="0.73839" BPOGY="0.28670" BPOGV="1" LPCX="0.52877" LPCY="0.48601" LPD="20.04726" LPS="0.99567" LPV="1" RPCX="0.79356" RPCY="0.47829" RPD="24.69361" RPS="0.99567" RPV="1" LEYEX="0.00700" LEYEY="0.00141" LEYEZ="0.64810" LPUPILD="0.00387" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00479" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74219" FPOGY="0.29495" FPOGS="470.52319" FPOGD="0.12738" FPOGID="1710" FPOGV="1" LPOGX="0.70382" LPOGY="0.38186" LPOGV="1" RPOGX="0.76642" RPOGY="0.20693" RPOGV="1" BPOGX="0.73512" BPOGY="0.29439" BPOGV="1" LPCX="0.52879" LPCY="0.48588" LPD="19.86867" LPS="0.99567" LPV="1" RPCX="0.79355" RPCY="0.47831" RPD="24.76431" RPS="0.99567" RPV="1" LEYEX="0.00700" LEYEY="0.00141" LEYEZ="0.64810" LPUPILD="0.00389" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00479" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74185" FPOGY="0.29492" FPOGS="470.52319" FPOGD="0.13348" FPOGID="1710" FPOGV="1" LPOGX="0.70382" LPOGY="0.38186" LPOGV="1" RPOGX="0.76642" RPOGY="0.20693" RPOGV="1" BPOGX="0.73512" BPOGY="0.29439" BPOGV="1" LPCX="0.52879" LPCY="0.48600" LPD="19.84133" LPS="0.99567" LPV="1" RPCX="0.79356" RPCY="0.47836" RPD="24.63209" RPS="0.99567" RPV="1" LEYEX="0.00700" LEYEY="0.00141" LEYEZ="0.64810" LPUPILD="0.00390" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00480" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74191" FPOGY="0.29471" FPOGS="470.52319" FPOGD="0.14047" FPOGID="1710" FPOGV="1" LPOGX="0.70999" LPOGY="0.37401" LPOGV="1" RPOGX="0.77623" RPOGY="0.20639" RPOGV="1" BPOGX="0.74311" BPOGY="0.29020" BPOGV="1" LPCX="0.52883" LPCY="0.48600" LPD="19.74233" LPS="0.99567" LPV="1" RPCX="0.79356" RPCY="0.47836" RPD="24.63209" RPS="0.99567" RPV="1" LEYEX="0.00700" LEYEY="0.00141" LEYEZ="0.64810" LPUPILD="0.00390" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00480" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74186" FPOGY="0.29448" FPOGS="470.52319" FPOGD="0.14734" FPOGID="1710" FPOGV="1" LPOGX="0.70846" LPOGY="0.36663" LPOGV="1" RPOGX="0.77319" RPOGY="0.21212" RPOGV="1" BPOGX="0.74082" BPOGY="0.28938" BPOGV="1" LPCX="0.52879" LPCY="0.48601" LPD="19.72234" LPS="0.99567" LPV="1" RPCX="0.79355" RPCY="0.47836" RPD="24.60465" RPS="0.99567" RPV="1" LEYEX="0.00700" LEYEY="0.00141" LEYEZ="0.64810" LPUPILD="0.00391" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00479" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74182" FPOGY="0.29427" FPOGS="470.52319" FPOGD="0.15393" FPOGID="1710" FPOGV="1" LPOGX="0.70846" LPOGY="0.36663" LPOGV="1" RPOGX="0.77319" RPOGY="0.21212" RPOGV="1" BPOGX="0.74082" BPOGY="0.28938" BPOGV="1" LPCX="0.52883" LPCY="0.48604" LPD="19.81743" LPS="0.99567" LPV="1" RPCX="0.79358" RPCY="0.47840" RPD="24.56724" RPS="0.99567" RPV="1" LEYEX="0.00700" LEYEY="0.00141" LEYEZ="0.64810" LPUPILD="0.00389" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00482" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74197" FPOGY="0.29423" FPOGS="470.52319" FPOGD="0.16089" FPOGID="1710" FPOGV="1" LPOGX="0.71182" LPOGY="0.37087" LPOGV="1" RPOGX="0.77929" RPOGY="0.21580" RPOGV="1" BPOGX="0.74556" BPOGY="0.29334" BPOGV="1" LPCX="0.52909" LPCY="0.48639" LPD="20.10732" LPS="0.99567" LPV="1" RPCX="0.79334" RPCY="0.47849" RPD="24.96584" RPS="0.99567" RPV="1" LEYEX="0.00700" LEYEY="0.00141" LEYEZ="0.64810" LPUPILD="0.00399" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00485" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74233" FPOGY="0.29464" FPOGS="470.52319" FPOGD="0.16742" FPOGID="1710" FPOGV="1" LPOGX="0.71451" LPOGY="0.38159" LPOGV="1" RPOGX="0.78836" RPOGY="0.22813" RPOGV="1" BPOGX="0.75144" BPOGY="0.30486" BPOGV="1" LPCX="0.52883" LPCY="0.48606" LPD="20.10422" LPS="0.99567" LPV="1" RPCX="0.79340" RPCY="0.47849" RPD="24.91442" RPS="0.99567" RPV="1" LEYEX="0.00700" LEYEY="0.00141" LEYEZ="0.64810" LPUPILD="0.00385" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00481" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74272" FPOGY="0.29482" FPOGS="470.52319" FPOGD="0.17636" FPOGID="1710" FPOGV="1" LPOGX="0.71473" LPOGY="0.37665" LPOGV="1" RPOGX="0.79069" RPOGY="0.22224" RPOGV="1" BPOGX="0.75271" BPOGY="0.29944" BPOGV="1" LPCX="0.52891" LPCY="0.48606" LPD="20.04287" LPS="1.00270" LPV="1" RPCX="0.79341" RPCY="0.47858" RPD="25.03333" RPS="1.00270" RPV="1" LEYEX="0.00722" LEYEY="0.00139" LEYEZ="0.66384" LPUPILD="0.00390" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00480" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74318" FPOGY="0.29481" FPOGS="470.52319" FPOGD="0.18320" FPOGID="1710" FPOGV="1" LPOGX="0.71662" LPOGY="0.36903" LPOGV="1" RPOGX="0.79463" RPOGY="0.22028" RPOGV="1" BPOGX="0.75562" BPOGY="0.29466" BPOGV="1" LPCX="0.52899" LPCY="0.48610" LPD="19.98696" LPS="1.00972" LPV="1" RPCX="0.79362" RPCY="0.47848" RPD="24.66532" RPS="1.00972" RPV="1" LEYEX="0.00722" LEYEY="0.00139" LEYEZ="0.66384" LPUPILD="0.00387" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00479" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74391" FPOGY="0.29510" FPOGS="470.52319" FPOGD="0.18768" FPOGID="1710" FPOGV="1" LPOGX="0.72878" LPOGY="0.39076" LPOGV="1" RPOGX="0.80043" RPOGY="0.21559" RPOGV="1" BPOGX="0.76460" BPOGY="0.30318" BPOGV="1" LPCX="0.52905" LPCY="0.48612" LPD="20.01404" LPS="1.01675" LPV="1" RPCX="0.79346" RPCY="0.47853" RPD="24.97921" RPS="1.01675" RPV="1" LEYEX="0.00722" LEYEY="0.00139" LEYEZ="0.66384" LPUPILD="0.00385" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00481" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74465" FPOGY="0.29519" FPOGS="470.52319" FPOGD="0.19397" FPOGID="1710" FPOGV="1" LPOGX="0.72909" LPOGY="0.38597" LPOGV="1" RPOGX="0.80279" RPOGY="0.20975" RPOGV="1" BPOGX="0.76594" BPOGY="0.29786" BPOGV="1" LPCX="0.52924" LPCY="0.48644" LPD="20.17715" LPS="1.02378" LPV="1" RPCX="0.79364" RPCY="0.47846" RPD="24.62670" RPS="1.02378" RPV="1" LEYEX="0.00722" LEYEY="0.00144" LEYEZ="0.66384" LPUPILD="0.00396" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00478" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74529" FPOGY="0.29468" FPOGS="470.52319" FPOGD="0.20093" FPOGID="1710" FPOGV="1" LPOGX="0.73238" LPOGY="0.34323" LPOGV="1" RPOGX="0.79669" RPOGY="0.21538" RPOGV="1" BPOGX="0.76454" BPOGY="0.27930" BPOGV="1" LPCX="0.52917" LPCY="0.48605" LPD="20.25366" LPS="1.02378" LPV="1" RPCX="0.79358" RPCY="0.47853" RPD="24.71175" RPS="1.02378" RPV="1" LEYEX="0.00722" LEYEY="0.00144" LEYEZ="0.66384" LPUPILD="0.00382" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00480" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74593" FPOGY="0.29393" FPOGS="470.52319" FPOGD="0.20749" FPOGID="1710" FPOGV="1" LPOGX="0.72750" LPOGY="0.34664" LPOGV="1" RPOGX="0.80408" RPOGY="0.19516" RPOGV="1" BPOGX="0.76579" BPOGY="0.27090" BPOGV="1" LPCX="0.52919" LPCY="0.48611" LPD="20.11236" LPS="1.02378" LPV="1" RPCX="0.79366" RPCY="0.47849" RPD="24.60155" RPS="1.02378" RPV="1" LEYEX="0.00722" LEYEY="0.00144" LEYEZ="0.66384" LPUPILD="0.00384" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00476" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
<REC FPOGX="0.74653" FPOGY="0.29324" FPOGS="470.52319" FPOGD="0.21436" FPOGID="1710" FPOGV="1" LPOGX="0.72750" LPOGY="0.34664" LPOGV="1" RPOGX="0.80408" RPOGY="0.19516" RPOGV="1" BPOGX="0.76579" BPOGY="0.27090" BPOGV="1" LPCX="0.52917" LPCY="0.48603" LPD="20.12395" LPS="1.02378" LPV="1" RPCX="0.79359" RPCY="0.47849" RPD="24.83534" RPS="1.02378" RPV="1" LEYEX="0.00722" LEYEY="0.00149" LEYEZ="0.66384" LPUPILD="0.00384" LPUPILV="1" REYEX="0.07362" REYEY="0.00298" REYEZ="0.66293" RPUPILD="0.00478" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="44" />
