2025-05-28 14:29:35.920075
62" REYEZ="0.64679" RPUPILD="0.00381" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.45916" FPOGY="-0.18849" FPOGS="1835.63892" FPOGD="0.02588" FPOGID="3431" FPOGV="1" LPOGX="0.49123" LPOGY="-0.12533" LPOGV="1" RPOGX="0.42862" RPOGY="-0.23405" RPOGV="1" BPOGX="0.45992" BPOGY="-0.17969" BPOGV="1" LPCX="0.28933" LPCY="0.45494" LPD="15.18055" LPS="0.96676" LPV="1" RPCX="0.53760" RPCY="0.45181" RPD="13.21005" RPS="0.96676" RPV="1" LEYEX="-0.05108" LEYEY="0.00689" LEYEZ="0.63785" LPUPILD="0.00384" LPUPILV="1" REYEX="0.00941" REYEY="0.00762" REYEZ="0.64679" RPUPILD="0.00366" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.23510" FPOGY="-0.28120" FPOGS="1836.40845" FPOGD="0.15344" FPOGID="3434" FPOGV="0" LPOGX="0.21242" LPOGY="-0.21170" LPOGV="1" RPOGX="0.16949" RPOGY="-0.37063" RPOGV="1" BPOGX="0.19096" BPOGY="-0.29116" BPOGV="1" LPCX="0.28346" LPCY="0.45269" LPD="14.22057" LPS="0.98800" LPV="1" RPCX="0.53217" RPCY="0.44892" RPD="13.11626" RPS="0.99519" RPV="1" LEYEX="-0.05211" LEYEY="0.00714" LEYEZ="0.64345" LPUPILD="0.00301" LPUPILV="1" REYEX="0.00901" REYEY="0.00808" REYEZ="0.65663" RPUPILD="0.00271" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.22001" FPOGY="-0.27914" FPOGS="1836.40845" FPOGD="0.15344" FPOGID="3434" FPOGV="0" LPOGX="0.22180" LPOGY="-0.17157" LPOGV="1" RPOGX="0.15786" RPOGY="-0.37852" RPOGV="1" BPOGX="0.18983" BPOGY="-0.27504" BPOGV="1" LPCX="0.28352" LPCY="0.45271" LPD="13.84233" LPS="0.98816" LPV="1" RPCX="0.53211" RPCY="0.44893" RPD="13.02614" RPS="0.99535" RPV="1" LEYEX="-0.05211" LEYEY="0.00714" LEYEZ="0.64345" LPUPILD="0.00300" LPUPILV="1" REYEX="0.00901" REYEY="0.00808" REYEZ="0.65663" RPUPILD="0.00274" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.21268" FPOGY="-0.27681" FPOGS="1836.56873" FPOGD="0.02026" FPOGID="3435" FPOGV="1" LPOGX="0.22173" LPOGY="-0.17175" LPOGV="1" RPOGX="0.15961" RPOGY="-0.36783" RPOGV="1" BPOGX="0.19067" BPOGY="-0.26979" BPOGV="1" LPCX="0.28340" LPCY="0.45268" LPD="13.93216" LPS="0.98833" LPV="1" RPCX="0.53190" RPCY="0.44881" RPD="12.86279" RPS="0.98833" RPV="1" LEYEX="-0.05211" LEYEY="0.00714" LEYEZ="0.64345" LPUPILD="0.00299" LPUPILV="1" REYEX="0.00888" REYEY="0.00795" REYEZ="0.65058" RPUPILD="0.00278" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.21057" FPOGY="-0.27948" FPOGS="1836.56873" FPOGD="0.02661" FPOGID="3435" FPOGV="1" LPOGX="0.22730" LPOGY="-0.21195" LPOGV="1" RPOGX="0.17699" RPOGY="-0.36835" RPOGV="1" BPOGX="0.20214" BPOGY="-0.29015" BPOGV="1" LPCX="0.28341" LPCY="0.45266" LPD="14.01166" LPS="0.98833" LPV="1" RPCX="0.53204" RPCY="0.44889" RPD="13.10085" RPS="0.98114" RPV="1" LEYEX="-0.05211" LEYEY="0.00714" LEYEZ="0.64345" LPUPILD="0.00300" LPUPILV="1" REYEX="0.00888" REYEY="0.00795" REYEZ="0.65058" RPUPILD="0.00275" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.20853" FPOGY="-0.27631" FPOGS="1836.56873" FPOGD="0.03345" FPOGID="3435" FPOGV="1" LPOGX="0.21597" LPOGY="-0.17091" LPOGV="1" RPOGX="0.18071" RPOGY="-0.35002" RPOGV="1" BPOGX="0.19834" BPOGY="-0.26047" BPOGV="1" LPCX="0.28339" LPCY="0.45272" LPD="13.93118" LPS="0.98114" LPV="1" RPCX="0.53205" RPCY="0.44876" RPD="12.99851" RPS="0.97395" RPV="1" LEYEX="-0.05211" LEYEY="0.00714" LEYEZ="0.64345" LPUPILD="0.00297" LPUPILV="1" REYEX="0.00888" REYEY="0.00795" REYEZ="0.65058" RPUPILD="0.00274" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.20742" FPOGY="-0.27268" FPOGS="1836.56873" FPOGD="0.04004" FPOGID="3435" FPOGV="1" LPOGX="0.21911" LPOGY="-0.16280" LPOGV="1" RPOGX="0.18239" RPOGY="-0.33908" RPOGV="1" BPOGX="0.20075" BPOGY="-0.25094" BPOGV="1" LPCX="0.28334" LPCY="0.45272" LPD="13.90943" LPS="0.97395" LPV="1" RPCX="0.53200" RPCY="0.44875" RPD="13.01200" RPS="0.96676" RPV="1" LEYEX="-0.05211" LEYEY="0.00714" LEYEZ="0.64345" LPUPILD="0.00295" LPUPILV="1" REYEX="0.00888" REYEY="0.00795" REYEZ="0.65058" RPUPILD="0.00271" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.20797" FPOGY="-0.26861" FPOGS="1836.56873" FPOGD="0.04688" FPOGID="3435" FPOGV="1" LPOGX="0.24279" LPOGY="-0.14919" LPOGV="1" RPOGX="0.18081" RPOGY="-0.33094" RPOGV="1" BPOGX="0.21180" BPOGY="-0.24007" BPOGV="1" LPCX="0.28333" LPCY="0.45270" LPD="13.94648" LPS="0.96676" LPV="1" RPCX="0.53204" RPCY="0.44882" RPD="12.90378" RPS="0.96676" RPV="1" LEYEX="-0.05211" LEYEY="0.00714" LEYEZ="0.64345" LPUPILD="0.00296" LPUPILV="1" REYEX="0.00888" REYEY="0.00795" REYEZ="0.65058" RPUPILD="0.00274" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
<REC FPOGX="0.20747" FPOGY="-0.26593" FPOGS="1836.56873" FPOGD="0.05444" FPOGID="3435" FPOGV="1" LPOGX="0.22245" LPOGY="-0.15401" LPOGV="1" RPOGX="0.18446" RPOGY="-0.33495" RPOGV="1" BPOGX="0.20346" BPOGY="-0.24448" BPOGV="1" LPCX="0.28339" LPCY="0.45275" LPD="13.94112" LPS="0.96676" LPV="1" RPCX="0.53213" RPCY="0.44886" RPD="12.85443" RPS="0.96676" RPV="1" LEYEX="-0.05211" LEYEY="0.00714" LEYEZ="0.64345" LPUPILD="0.00298" LPUPILV="1" REYEX="0.00888" REYEY="0.00795" REYEZ="0.65058" RPUPILD="0.00273" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="3" />
