2025-06-04 15:30:50.428703
01549" REYEZ="0.67065" RPUPILD="0.00245" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.15698" FPOGY="-0.42998" FPOGS="5071.40039" FPOGD="0.21436" FPOGID="11227" FPOGV="1" LPOGX="0.27251" LPOGY="-0.36924" LPOGV="1" RPOGX="0.02844" RPOGY="-0.45835" RPOGV="1" BPOGX="0.15048" BPOGY="-0.41379" BPOGV="1" LPCX="0.25685" LPCY="0.37899" LPD="13.44337" LPS="0.94802" LPV="1" RPCX="0.55688" RPCY="0.41194" RPD="12.89409" RPS="0.94802" RPV="1" LEYEX="-0.05593" LEYEY="0.02032" LEYEZ="0.61295" LPUPILD="0.00257" LPUPILV="1" REYEX="0.01609" REYEY="0.01549" REYEZ="0.67065" RPUPILD="0.00247" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.63220" FPOGY="-0.48584" FPOGS="5072.30518" FPOGD="0.22070" FPOGID="11230" FPOGV="1" LPOGX="0.76890" LPOGY="-0.39318" LPOGV="1" RPOGX="0.51366" RPOGY="-0.58937" RPOGV="1" BPOGX="0.64128" BPOGY="-0.49127" BPOGV="1" LPCX="0.27343" LPCY="0.37926" LPD="15.17162" LPS="1.02374" LPV="1" RPCX="0.57385" RPCY="0.41274" RPD="14.90197" RPS="1.02374" RPV="1" LEYEX="-0.05762" LEYEY="0.02193" LEYEZ="0.65854" LPUPILD="0.00284" LPUPILV="1" REYEX="0.01851" REYEY="0.01514" REYEZ="0.66192" RPUPILD="0.00272" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.63248" FPOGY="-0.48585" FPOGS="5072.30518" FPOGD="0.22754" FPOGID="11230" FPOGV="1" LPOGX="0.76698" LPOGY="-0.39093" LPOGV="1" RPOGX="0.51754" RPOGY="-0.58207" RPOGV="1" BPOGX="0.64226" BPOGY="-0.48650" BPOGV="1" LPCX="0.27339" LPCY="0.37917" LPD="15.29062" LPS="1.02374" LPV="1" RPCX="0.57388" RPCY="0.41269" RPD="15.03288" RPS="1.02374" RPV="1" LEYEX="-0.05762" LEYEY="0.02193" LEYEZ="0.65854" LPUPILD="0.00281" LPUPILV="1" REYEX="0.01851" REYEY="0.01514" REYEZ="0.66192" RPUPILD="0.00272" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.63282" FPOGY="-0.48616" FPOGS="5072.30518" FPOGD="0.23438" FPOGID="11230" FPOGV="1" LPOGX="0.76753" LPOGY="-0.39313" LPOGV="1" RPOGX="0.52137" RPOGY="-0.60029" RPOGV="1" BPOGX="0.64445" BPOGY="-0.49671" BPOGV="1" LPCX="0.27337" LPCY="0.37912" LPD="15.43067" LPS="1.02374" LPV="1" RPCX="0.57391" RPCY="0.41269" RPD="15.06172" RPS="1.02374" RPV="1" LEYEX="-0.05762" LEYEY="0.02193" LEYEZ="0.65854" LPUPILD="0.00281" LPUPILV="1" REYEX="0.01851" REYEY="0.01514" REYEZ="0.66192" RPUPILD="0.00270" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.63312" FPOGY="-0.48628" FPOGS="5072.30518" FPOGD="0.24072" FPOGID="11230" FPOGV="1" LPOGX="0.76753" LPOGY="-0.39313" LPOGV="1" RPOGX="0.52083" RPOGY="-0.58849" RPOGV="1" BPOGX="0.64418" BPOGY="-0.49081" BPOGV="1" LPCX="0.27342" LPCY="0.37917" LPD="15.27450" LPS="1.02374" LPV="1" RPCX="0.57391" RPCY="0.41269" RPD="15.06172" RPS="1.01655" RPV="1" LEYEX="-0.05762" LEYEY="0.02193" LEYEZ="0.65854" LPUPILD="0.00282" LPUPILV="1" REYEX="0.01754" REYEY="0.01431" REYEZ="0.62536" RPUPILD="0.00270" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.63344" FPOGY="-0.48630" FPOGS="5072.30518" FPOGD="0.24756" FPOGID="11230" FPOGV="1" LPOGX="0.76963" LPOGY="-0.38615" LPOGV="1" RPOGX="0.52067" RPOGY="-0.58762" RPOGV="1" BPOGX="0.64515" BPOGY="-0.48689" BPOGV="1" LPCX="0.27353" LPCY="0.37921" LPD="15.25080" LPS="1.01655" LPV="1" RPCX="0.57402" RPCY="0.41261" RPD="15.11521" RPS="1.00936" RPV="1" LEYEX="-0.05762" LEYEY="0.02193" LEYEZ="0.65854" LPUPILD="0.00288" LPUPILV="1" REYEX="0.01754" REYEY="0.01431" REYEZ="0.62536" RPUPILD="0.00265" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.63375" FPOGY="-0.48577" FPOGS="5072.30518" FPOGD="0.25391" FPOGID="11230" FPOGV="1" LPOGX="0.78530" LPOGY="-0.36030" LPOGV="1" RPOGX="0.50594" RPOGY="-0.57128" RPOGV="1" BPOGX="0.64562" BPOGY="-0.46579" BPOGV="1" LPCX="0.27344" LPCY="0.37906" LPD="15.18631" LPS="1.00936" LPV="1" RPCX="0.57405" RPCY="0.41257" RPD="14.97299" RPS="1.00217" RPV="1" LEYEX="-0.05762" LEYEY="0.02193" LEYEZ="0.65854" LPUPILD="0.00287" LPUPILV="1" REYEX="0.01754" REYEY="0.01431" REYEZ="0.62536" RPUPILD="0.00265" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.63404" FPOGY="-0.48514" FPOGS="5072.30518" FPOGD="0.26074" FPOGID="11230" FPOGV="1" LPOGX="0.78464" LPOGY="-0.34979" LPOGV="1" RPOGX="0.50594" RPOGY="-0.57128" RPOGV="1" BPOGX="0.64529" BPOGY="-0.46054" BPOGV="1" LPCX="0.27344" LPCY="0.37902" LPD="15.36064" LPS="1.00217" LPV="1" RPCX="0.57419" RPCY="0.41253" RPD="14.86107" RPS="1.00217" RPV="1" LEYEX="-0.05760" LEYEY="0.02196" LEYEZ="0.65943" LPUPILD="0.00285" LPUPILV="1" REYEX="0.01869" REYEY="0.01520" REYEZ="0.66454" RPUPILD="0.00272" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.63451" FPOGY="-0.48580" FPOGS="5072.30518" FPOGD="0.26758" FPOGID="11230" FPOGV="1" LPOGX="0.78486" LPOGY="-0.41510" LPOGV="1" RPOGX="0.52151" RPOGY="-0.60899" RPOGV="1" BPOGX="0.65318" BPOGY="-0.51204" BPOGV="1" LPCX="0.27361" LPCY="0.37906" LPD="15.46798" LPS="1.00217" LPV="1" RPCX="0.57419" RPCY="0.41256" RPD="14.88873" RPS="1.00936" RPV="1" LEYEX="-0.05760" LEYEY="0.02196" LEYEZ="0.65943" LPUPILD="0.00284" LPUPILV="1" REYEX="0.01869" REYEY="0.01520" REYEZ="0.66454" RPUPILD="0.00274" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
