2025-05-27 15:44:48.515830
88" REYEZ="0.66826" RPUPILD="0.00481" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.41455" FPOGY="0.28043" FPOGS="7598.74854" FPOGD="0.16748" FPOGID="18376" FPOGV="0" LPOGX="0.63221" LPOGY="0.31186" LPOGV="1" RPOGX="0.37450" RPOGY="0.29749" RPOGV="1" BPOGX="0.50336" BPOGY="0.30468" BPOGV="1" LPCX="0.24546" LPCY="0.56985" LPD="23.86022" LPS="1.03672" LPV="1" RPCX="0.47885" RPCY="0.56116" RPD="21.88347" RPS="1.02863" RPV="1" LEYEX="-0.06233" LEYEY="-0.01494" LEYEZ="0.63853" LPUPILD="0.00510" LPUPILV="1" REYEX="-0.00536" REYEY="-0.01388" REYEZ="0.66826" RPUPILD="0.00469" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.52163" FPOGY="0.26792" FPOGS="7599.27051" FPOGD="0.58252" FPOGID="18378" FPOGV="1" LPOGX="0.64987" LPOGY="0.27431" LPOGV="1" RPOGX="0.40849" RPOGY="0.30216" RPOGV="1" BPOGX="0.52918" BPOGY="0.28824" BPOGV="1" LPCX="0.25314" LPCY="0.56970" LPD="25.23104" LPS="1.03075" LPV="1" RPCX="0.48705" RPCY="0.56217" RPD="23.13763" RPS="1.03075" RPV="1" LEYEX="-0.06096" LEYEY="-0.01508" LEYEZ="0.64424" LPUPILD="0.00536" LPUPILV="1" REYEX="-0.00329" REYEY="-0.01452" REYEZ="0.68649" RPUPILD="0.00496" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.53073" FPOGY="0.29369" FPOGS="7599.27051" FPOGD="0.58252" FPOGID="18378" FPOGV="0" LPOGX="0.64560" LPOGY="0.29599" LPOGV="1" RPOGX="0.41013" RPOGY="0.32145" RPOGV="1" BPOGX="0.52787" BPOGY="0.30872" BPOGV="1" LPCX="0.25319" LPCY="0.56973" LPD="25.17913" LPS="1.03075" LPV="1" RPCX="0.48707" RPCY="0.56235" RPD="23.33674" RPS="1.03075" RPV="1" LEYEX="-0.06096" LEYEY="-0.01508" LEYEZ="0.64424" LPUPILD="0.00540" LPUPILV="1" REYEX="-0.00329" REYEY="-0.01452" REYEZ="0.68649" RPUPILD="0.00494" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.53096" FPOGY="0.29848" FPOGS="7599.27051" FPOGD="0.58252" FPOGID="18378" FPOGV="0" LPOGX="0.64826" LPOGY="0.29041" LPOGV="1" RPOGX="0.41411" RPOGY="0.31612" RPOGV="1" BPOGX="0.53119" BPOGY="0.30327" BPOGV="1" LPCX="0.25315" LPCY="0.56970" LPD="25.19916" LPS="1.03075" LPV="1" RPCX="0.48705" RPCY="0.56232" RPD="23.21316" RPS="1.03075" RPV="1" LEYEX="-0.06096" LEYEY="-0.01508" LEYEZ="0.64424" LPUPILD="0.00537" LPUPILV="1" REYEX="-0.00329" REYEY="-0.01452" REYEZ="0.68649" RPUPILD="0.00495" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.53104" FPOGY="0.30008" FPOGS="7599.27051" FPOGD="0.58252" FPOGID="18378" FPOGV="0" LPOGX="0.64826" LPOGY="0.29041" LPOGV="1" RPOGX="0.41411" RPOGY="0.31612" RPOGV="1" BPOGX="0.53119" BPOGY="0.30327" BPOGV="1" LPCX="0.25316" LPCY="0.56971" LPD="25.18231" LPS="1.03075" LPV="1" RPCX="0.48706" RPCY="0.56233" RPD="23.38771" RPS="1.03075" RPV="1" LEYEX="-0.06096" LEYEY="-0.01508" LEYEZ="0.64424" LPUPILD="0.00538" LPUPILV="1" REYEX="-0.00329" REYEY="-0.01452" REYEZ="0.68649" RPUPILD="0.00493" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.53059" FPOGY="0.30378" FPOGS="7599.85986" FPOGD="0.02002" FPOGID="18379" FPOGV="1" LPOGX="0.64738" LPOGY="0.30587" LPOGV="1" RPOGX="0.41110" RPOGY="0.32389" RPOGV="1" BPOGX="0.52924" BPOGY="0.31488" BPOGV="1" LPCX="0.25320" LPCY="0.56988" LPD="25.17722" LPS="1.03075" LPV="1" RPCX="0.48704" RPCY="0.56241" RPD="23.21667" RPS="1.03075" RPV="1" LEYEX="-0.06096" LEYEY="-0.01508" LEYEZ="0.64424" LPUPILD="0.00534" LPUPILV="1" REYEX="-0.00329" REYEY="-0.01452" REYEZ="0.68649" RPUPILD="0.00494" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.53091" FPOGY="0.30700" FPOGS="7599.85986" FPOGD="0.02686" FPOGID="18379" FPOGV="1" LPOGX="0.66070" LPOGY="0.30786" LPOGV="1" RPOGX="0.40368" RPOGY="0.33189" RPOGV="1" BPOGX="0.53219" BPOGY="0.31988" BPOGV="1" LPCX="0.25320" LPCY="0.56985" LPD="25.13888" LPS="1.03075" LPV="1" RPCX="0.48706" RPCY="0.56238" RPD="23.13161" RPS="1.03075" RPV="1" LEYEX="-0.06096" LEYEY="-0.01508" LEYEZ="0.64424" LPUPILD="0.00536" LPUPILV="1" REYEX="-0.00329" REYEY="-0.01452" REYEZ="0.68649" RPUPILD="0.00494" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.53114" FPOGY="0.30964" FPOGS="7599.85986" FPOGD="0.03320" FPOGID="18379" FPOGV="1" LPOGX="0.66070" LPOGY="0.30786" LPOGV="1" RPOGX="0.40392" RPOGY="0.33789" RPOGV="1" BPOGX="0.53231" BPOGY="0.32287" BPOGV="1" LPCX="0.25323" LPCY="0.56987" LPD="25.15049" LPS="1.03075" LPV="1" RPCX="0.48703" RPCY="0.56243" RPD="23.29858" RPS="1.02267" RPV="1" LEYEX="-0.06096" LEYEY="-0.01508" LEYEZ="0.64424" LPUPILD="0.00533" LPUPILV="1" REYEX="-0.00324" REYEY="-0.01406" REYEZ="0.66477" RPUPILD="0.00493" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.52893" FPOGY="0.31142" FPOGS="7599.85986" FPOGD="0.04004" FPOGID="18379" FPOGV="1" LPOGX="0.62490" LPOGY="0.30910" LPOGV="1" RPOGX="0.40643" RPOGY="0.33511" RPOGV="1" BPOGX="0.51567" BPOGY="0.32210" BPOGV="1" LPCX="0.25330" LPCY="0.56992" LPD="25.10838" LPS="1.02267" LPV="1" RPCX="0.48701" RPCY="0.56239" RPD="23.28049" RPS="1.01458" RPV="1" LEYEX="-0.06096" LEYEY="-0.01508" LEYEZ="0.64424" LPUPILD="0.00532" LPUPILV="1" REYEX="-0.00324" REYEY="-0.01406" REYEZ="0.66477" RPUPILD="0.00492" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
