2025-06-05 11:45:16.491221
.58775" RPUPILD="0.00416" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="0.99174" FPOGY="0.37810" FPOGS="708.39368" FPOGD="0.10736" FPOGID="2191" FPOGV="1" LPOGX="1.05102" LPOGY="0.36467" LPOGV="1" RPOGX="0.89181" RPOGY="0.42035" RPOGV="1" BPOGX="0.97141" BPOGY="0.39251" BPOGV="1" LPCX="0.53526" LPCY="0.39619" LPD="21.57092" LPS="0.86049" LPV="1" RPCX="0.82626" RPCY="0.46114" RPD="24.48836" RPS="0.85525" RPV="1" LEYEX="0.00713" LEYEY="0.01826" LEYEZ="0.62115" LPUPILD="0.00383" LPUPILV="1" REYEX="0.07222" REYEY="0.00577" REYEZ="0.58775" RPUPILD="0.00419" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="1.13284" FPOGY="0.36237" FPOGS="709.15771" FPOGD="0.25427" FPOGID="2195" FPOGV="0" LPOGX="1.19885" LPOGY="0.35640" LPOGV="1" RPOGX="1.07464" RPOGY="0.34862" RPOGV="1" BPOGX="1.13675" BPOGY="0.35251" BPOGV="1" LPCX="0.54014" LPCY="0.39636" LPD="20.74392" LPS="0.85512" LPV="1" RPCX="0.83178" RPCY="0.46186" RPD="23.48786" RPS="0.85947" RPV="1" LEYEX="0.00836" LEYEY="0.01915" LEYEZ="0.64814" LPUPILD="0.00397" LPUPILV="1" REYEX="0.07138" REYEY="0.00552" REYEZ="0.57496" RPUPILD="0.00430" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="1.13591" FPOGY="0.35389" FPOGS="709.15771" FPOGD="0.25427" FPOGID="2195" FPOGV="0" LPOGX="1.19942" LPOGY="0.30599" LPOGV="1" RPOGX="1.08468" RPOGY="0.36784" RPOGV="1" BPOGX="1.14205" BPOGY="0.33692" BPOGV="1" LPCX="0.54060" LPCY="0.39642" LPD="21.28660" LPS="0.86575" LPV="1" RPCX="0.83181" RPCY="0.46191" RPD="23.60011" RPS="0.86575" RPV="1" LEYEX="0.00836" LEYEY="0.01915" LEYEZ="0.64814" LPUPILD="0.00379" LPUPILV="1" REYEX="0.07138" REYEY="0.00552" REYEZ="0.57496" RPUPILD="0.00432" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="1.13992" FPOGY="0.34427" FPOGS="709.41876" FPOGD="0.02069" FPOGID="2196" FPOGV="1" LPOGX="1.21597" LPOGY="0.31778" LPOGV="1" RPOGX="1.08795" RPOGY="0.31309" RPOGV="1" BPOGX="1.15196" BPOGY="0.31544" BPOGV="1" LPCX="0.54062" LPCY="0.39646" LPD="21.30949" LPS="0.87204" LPV="1" RPCX="0.83183" RPCY="0.46183" RPD="23.48925" RPS="0.87204" RPV="1" LEYEX="0.00836" LEYEY="0.01915" LEYEZ="0.64814" LPUPILD="0.00379" LPUPILV="1" REYEX="0.07138" REYEY="0.00552" REYEZ="0.57496" RPUPILD="0.00436" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="1.14314" FPOGY="0.33736" FPOGS="709.41876" FPOGD="0.02686" FPOGID="2196" FPOGV="1" LPOGX="1.21962" LPOGY="0.31156" LPOGV="1" RPOGX="1.09240" RPOGY="0.30783" RPOGV="1" BPOGX="1.15601" BPOGY="0.30969" BPOGV="1" LPCX="0.54065" LPCY="0.39644" LPD="21.33964" LPS="0.87833" LPV="1" RPCX="0.83179" RPCY="0.46177" RPD="23.56052" RPS="0.87833" RPV="1" LEYEX="0.00819" LEYEY="0.01868" LEYEZ="0.63525" LPUPILD="0.00378" LPUPILV="1" REYEX="0.07138" REYEY="0.00552" REYEZ="0.57496" RPUPILD="0.00437" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="1.14470" FPOGY="0.33485" FPOGS="709.41876" FPOGD="0.03357" FPOGID="2196" FPOGV="1" LPOGX="1.21897" LPOGY="0.31715" LPOGV="1" RPOGX="1.08601" RPOGY="0.32747" RPOGV="1" BPOGX="1.15249" BPOGY="0.32231" BPOGV="1" LPCX="0.54066" LPCY="0.39652" LPD="21.15069" LPS="0.87833" LPV="1" RPCX="0.83174" RPCY="0.46215" RPD="23.53574" RPS="0.87833" RPV="1" LEYEX="0.00819" LEYEY="0.01868" LEYEZ="0.63525" LPUPILD="0.00379" LPUPILV="1" REYEX="0.07138" REYEY="0.00552" REYEZ="0.57496" RPUPILD="0.00445" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="1.14674" FPOGY="0.33419" FPOGS="709.41876" FPOGD="0.04010" FPOGID="2196" FPOGV="1" LPOGX="1.22123" LPOGY="0.31996" LPOGV="1" RPOGX="1.09672" RPOGY="0.34051" RPOGV="1" BPOGX="1.15898" BPOGY="0.33023" BPOGV="1" LPCX="0.54063" LPCY="0.39673" LPD="21.26350" LPS="0.87833" LPV="1" RPCX="0.83178" RPCY="0.46218" RPD="23.56435" RPS="0.87833" RPV="1" LEYEX="0.00819" LEYEY="0.01868" LEYEZ="0.63525" LPUPILD="0.00385" LPUPILV="1" REYEX="0.07138" REYEY="0.00552" REYEZ="0.57496" RPUPILD="0.00445" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="1.14776" FPOGY="0.33440" FPOGS="709.41876" FPOGD="0.04681" FPOGID="2196" FPOGV="1" LPOGX="1.21757" LPOGY="0.32612" LPOGV="1" RPOGX="1.09223" RPOGY="0.34555" RPOGV="1" BPOGX="1.15490" BPOGY="0.33583" BPOGV="1" LPCX="0.54067" LPCY="0.39672" LPD="21.18441" LPS="0.87204" LPV="1" RPCX="0.83184" RPCY="0.46213" RPD="23.55715" RPS="0.87204" RPV="1" LEYEX="0.00807" LEYEY="0.01830" LEYEZ="0.62251" LPUPILD="0.00384" LPUPILV="1" REYEX="0.07138" REYEY="0.00552" REYEZ="0.57496" RPUPILD="0.00442" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
<REC FPOGX="1.14810" FPOGY="0.33527" FPOGS="709.41876" FPOGD="0.05383" FPOGID="2196" FPOGV="1" LPOGX="1.21274" LPOGY="0.34454" LPOGV="1" RPOGX="1.08892" RPOGY="0.34000" RPOGV="1" BPOGX="1.15083" BPOGY="0.34227" BPOGV="1" LPCX="0.54069" LPCY="0.39685" LPD="21.11910" LPS="0.86575" LPV="1" RPCX="0.83184" RPCY="0.46214" RPD="23.59477" RPS="0.86575" RPV="1" LEYEX="0.00807" LEYEY="0.01830" LEYEZ="0.62251" LPUPILD="0.00386" LPUPILV="1" REYEX="0.07138" REYEY="0.00552" REYEZ="0.57496" RPUPILD="0.00442" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="5" />
