2025-05-26 11:20:26.099318
0.03684" REYEZ="0.63540" RPUPILD="0.00484" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="16" />
<REC FPOGX="0.51428" FPOGY="-0.19733" FPOGS="3653.60938" FPOGD="0.30835" FPOGID="7532" FPOGV="1" LPOGX="0.56193" LPOGY="-0.10152" LPOGV="1" RPOGX="0.48563" RPOGY="-0.19700" RPOGV="1" BPOGX="0.52378" BPOGY="-0.14926" BPOGV="1" LPCX="0.34779" LPCY="0.64955" LPD="25.06744" LPS="0.97496" LPV="1" RPCX="0.63488" RPCY="0.67783" RPD="23.53506" RPS="0.97496" RPV="1" LEYEX="-0.03837" LEYEY="-0.03266" LEYEZ="0.66381" LPUPILD="0.00509" LPUPILV="1" REYEX="0.03292" REYEY="-0.03684" REYEZ="0.63627" RPUPILD="0.00482" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="16" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.66707" FPOGY="0.98045" FPOGS="3656.24146" FPOGD="0.57031" FPOGID="7538" FPOGV="0" LPOGX="0.79583" LPOGY="0.97361" LPOGV="1" RPOGX="0.74697" RPOGY="0.94390" RPOGV="1" BPOGX="0.77140" BPOGY="0.95876" BPOGV="1" LPCX="0.34909" LPCY="0.68205" LPD="32.67286" LPS="1.00372" LPV="1" RPCX="0.63265" RPCY="0.70736" RPD="30.26978" RPS="1.00372" RPV="1" LEYEX="-0.03759" LEYEY="-0.03588" LEYEZ="0.63792" LPUPILD="0.00596" LPUPILV="1" REYEX="0.03289" REYEY="-0.04286" REYEZ="0.66766" RPUPILD="0.00556" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.70148" FPOGY="0.97339" FPOGS="3656.24146" FPOGD="0.57031" FPOGID="7538" FPOGV="0" LPOGX="0.79583" LPOGY="0.97361" LPOGV="1" RPOGX="0.74477" RPOGY="0.94494" RPOGV="1" BPOGX="0.77030" BPOGY="0.95928" BPOGV="1" LPCX="0.34951" LPCY="0.68210" LPD="32.86673" LPS="1.00372" LPV="1" RPCX="0.63296" RPCY="0.70730" RPD="30.30015" RPS="0.99653" RPV="1" LEYEX="-0.03793" LEYEY="-0.03663" LEYEZ="0.65111" LPUPILD="0.00594" LPUPILV="1" REYEX="0.03184" REYEY="-0.04099" REYEZ="0.64140" RPUPILD="0.00551" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.79409" FPOGY="0.96878" FPOGS="3656.24146" FPOGD="0.57031" FPOGID="7538" FPOGV="0" LPOGX="0.87558" LPOGY="0.99793" LPOGV="1" RPOGX="0.80555" RPOGY="0.97869" RPOGV="1" BPOGX="0.84057" BPOGY="0.98831" BPOGV="1" LPCX="0.35030" LPCY="0.68205" LPD="33.02910" LPS="1.00356" LPV="1" RPCX="0.63346" RPCY="0.70715" RPD="30.48631" RPS="0.99637" RPV="1" LEYEX="-0.03793" LEYEY="-0.03663" LEYEZ="0.65111" LPUPILD="0.00593" LPUPILV="1" REYEX="0.03184" REYEY="-0.04099" REYEZ="0.64140" RPUPILD="0.00553" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.81242" FPOGY="0.96767" FPOGS="3656.24146" FPOGD="0.57031" FPOGID="7538" FPOGV="0" LPOGX="0.86151" LPOGY="0.98917" LPOGV="1" RPOGX="0.79998" RPOGY="0.94393" RPOGV="1" BPOGX="0.83075" BPOGY="0.96655" BPOGV="1" LPCX="0.35016" LPCY="0.68192" LPD="32.78883" LPS="1.00340" LPV="1" RPCX="0.63342" RPCY="0.70702" RPD="30.34882" RPS="0.99621" RPV="1" LEYEX="-0.03793" LEYEY="-0.03663" LEYEZ="0.65111" LPUPILD="0.00594" LPUPILV="1" REYEX="0.03184" REYEY="-0.04099" REYEZ="0.64140" RPUPILD="0.00554" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.81851" FPOGY="0.96730" FPOGS="3656.24146" FPOGD="0.57031" FPOGID="7538" FPOGV="0" LPOGX="0.86148" LPOGY="0.98919" LPOGV="1" RPOGX="0.79992" RPOGY="0.94395" RPOGV="1" BPOGX="0.83070" BPOGY="0.96657" BPOGV="1" LPCX="0.35014" LPCY="0.68184" LPD="32.93047" LPS="1.00323" LPV="1" RPCX="0.63345" RPCY="0.70694" RPD="30.30999" RPS="0.99604" RPV="1" LEYEX="-0.03790" LEYEY="-0.03654" LEYEZ="0.65049" LPUPILD="0.00593" LPUPILV="1" REYEX="0.03184" REYEY="-0.04099" REYEZ="0.64140" RPUPILD="0.00554" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.82014" FPOGY="0.96501" FPOGS="3656.83765" FPOGD="0.02075" FPOGID="7539" FPOGV="1" LPOGX="0.87189" LPOGY="0.97591" LPOGV="1" RPOGX="0.77820" RPOGY="0.94032" RPOGV="1" BPOGX="0.82504" BPOGY="0.95812" BPOGV="1" LPCX="0.35021" LPCY="0.68181" LPD="32.88646" LPS="0.99604" LPV="1" RPCX="0.63362" RPCY="0.70686" RPD="30.27310" RPS="0.99604" RPV="1" LEYEX="-0.03790" LEYEY="-0.03654" LEYEZ="0.65049" LPUPILD="0.00589" LPUPILV="1" REYEX="0.03184" REYEY="-0.04099" REYEZ="0.64140" RPUPILD="0.00552" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.82033" FPOGY="0.96681" FPOGS="3656.83765" FPOGD="0.02808" FPOGID="7539" FPOGV="1" LPOGX="0.84398" LPOGY="1.02304" LPOGV="1" RPOGX="0.79815" RPOGY="0.92502" RPOGV="1" BPOGX="0.82106" BPOGY="0.97403" BPOGV="1" LPCX="0.35029" LPCY="0.68171" LPD="33.09966" LPS="0.99604" LPV="1" RPCX="0.63376" RPCY="0.70681" RPD="30.34196" RPS="0.99604" RPV="1" LEYEX="-0.03790" LEYEY="-0.03654" LEYEZ="0.65049" LPUPILD="0.00585" LPUPILV="1" REYEX="0.03184" REYEY="-0.04099" REYEZ="0.64140" RPUPILD="0.00549" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
<REC FPOGX="0.82045" FPOGY="0.96801" FPOGS="3656.83765" FPOGD="0.03369" FPOGID="7539" FPOGV="1" LPOGX="0.84398" LPOGY="1.02304" LPOGV="1" RPOGX="0.79815" RPOGY="0.92502" RPOGV="1" BPOGX="0.82106" BPOGY="0.97403" BPOGV="1" LPCX="0.35034" LPCY="0.68170" LPD="33.09649" LPS="0.99604" LPV="1" RPCX="0.63384" RPCY="0.70678" RPD="30.18319" RPS="0.99604" RPV="1" LEYEX="-0.03793" LEYEY="-0.03648" LEYEZ="0.65111" LPUPILD="0.00587" LPUPILV="1" REYEX="0.03198" REYEY="-0.04092" REYEZ="0.64033" RPUPILD="0.00551" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="18" />
