2025-06-26 13:21:30.050599
="0.51259" RPUPILD="0.00397" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<REC FPOGX="0.85643" FPOGY="0.29809" FPOGS="481.46991" FPOGD="0.22052" FPOGID="660" FPOGV="1" LPOGX="0.90861" LPOGY="0.28919" LPOGV="1" RPOGX="0.77096" RPOGY="0.33032" RPOGV="1" BPOGX="0.83979" BPOGY="0.30975" BPOGV="1" LPCX="0.36524" LPCY="0.45910" LPD="28.07698" LPS="0.56366" LPV="1" RPCX="0.73039" RPCY="0.51095" RPD="26.59808" RPS="0.56129" RPV="1" LEYEX="-0.02610" LEYEY="0.00433" LEYEZ="0.48561" LPUPILD="0.00396" LPUPILV="1" REYEX="0.04196" REYEY="-0.00354" REYEZ="0.51259" RPUPILD="0.00397" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="19" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="1.12077" FPOGY="0.34514" FPOGS="482.46786" FPOGD="0.13403" FPOGID="663" FPOGV="0" LPOGX="1.04020" LPOGY="0.44778" LPOGV="1" RPOGX="0.90160" RPOGY="0.45762" RPOGV="1" BPOGX="0.97090" BPOGY="0.45270" BPOGV="1" LPCX="0.53734" LPCY="0.46857" LPD="26.50603" LPS="0.59286" LPV="1" RPCX="0.86523" RPCY="0.58795" RPD="27.95563" RPS="0.59775" RPV="1" LEYEX="0.00574" LEYEY="0.00331" LEYEZ="0.50738" LPUPILD="0.00402" LPUPILV="1" REYEX="0.04203" REYEY="-0.00369" REYEZ="0.48724" RPUPILD="0.00453" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="1.04529" FPOGY="0.39968" FPOGS="482.46786" FPOGD="0.13403" FPOGID="663" FPOGV="0" LPOGX="1.04007" LPOGY="0.44804" LPOGV="1" RPOGX="0.89955" RPOGY="0.46041" RPOGV="1" BPOGX="0.96981" BPOGY="0.45423" BPOGV="1" LPCX="0.53723" LPCY="0.46915" LPD="27.21249" LPS="0.59263" LPV="1" RPCX="0.86474" RPCY="0.58804" RPD="28.37853" RPS="0.59500" RPV="1" LEYEX="0.00573" LEYEY="0.00323" LEYEZ="0.48975" LPUPILD="0.00404" LPUPILV="1" REYEX="0.04203" REYEY="-0.00369" REYEZ="0.48724" RPUPILD="0.00452" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="1.02287" FPOGY="0.42013" FPOGS="482.46786" FPOGD="0.13403" FPOGID="663" FPOGV="0" LPOGX="1.05768" LPOGY="0.43370" LPOGV="1" RPOGX="0.89838" RPOGY="0.48832" RPOGV="1" BPOGX="0.97803" BPOGY="0.46101" BPOGV="1" LPCX="0.53877" LPCY="0.46806" LPD="26.03868" LPS="0.59253" LPV="1" RPCX="0.86565" RPCY="0.58726" RPD="27.60085" RPS="0.59000" RPV="1" LEYEX="0.00573" LEYEY="0.00323" LEYEZ="0.48975" LPUPILD="0.00415" LPUPILV="1" REYEX="0.04203" REYEY="-0.00369" REYEZ="0.48724" RPUPILD="0.00441" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.97324" FPOGY="0.45652" FPOGS="482.46786" FPOGD="0.13403" FPOGID="663" FPOGV="0" LPOGX="1.06542" LPOGY="0.44363" LPOGV="1" RPOGX="0.87831" RPOGY="0.46502" RPOGV="1" BPOGX="0.97187" BPOGY="0.45433" BPOGV="1" LPCX="0.53883" LPCY="0.46784" LPD="27.04492" LPS="0.58753" LPV="1" RPCX="0.86568" RPCY="0.58699" RPD="27.21879" RPS="0.58500" RPV="1" LEYEX="0.00573" LEYEY="0.00323" LEYEZ="0.48975" LPUPILD="0.00408" LPUPILV="1" REYEX="0.04203" REYEY="-0.00369" REYEZ="0.48724" RPUPILD="0.00453" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.97087" FPOGY="0.45819" FPOGS="482.46786" FPOGD="0.13403" FPOGID="663" FPOGV="0" LPOGX="1.06229" LPOGY="0.44954" LPOGV="1" RPOGX="0.87470" RPOGY="0.47016" RPOGV="1" BPOGX="0.96850" BPOGY="0.45985" BPOGV="1" LPCX="0.53888" LPCY="0.46764" LPD="26.90044" LPS="0.58253" LPV="1" RPCX="0.86562" RPCY="0.58697" RPD="26.25191" RPS="0.58000" RPV="1" LEYEX="0.00573" LEYEY="0.00323" LEYEZ="0.48975" LPUPILD="0.00420" LPUPILV="1" REYEX="0.04203" REYEY="-0.00369" REYEZ="0.48724" RPUPILD="0.00476" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.96255" FPOGY="0.46590" FPOGS="482.46786" FPOGD="0.13403" FPOGID="663" FPOGV="0" LPOGX="1.03473" LPOGY="0.45613" LPOGV="1" RPOGX="0.85709" RPOGY="0.50650" RPOGV="1" BPOGX="0.94591" BPOGY="0.48132" BPOGV="1" LPCX="0.53891" LPCY="0.46734" LPD="27.20190" LPS="0.58000" LPV="1" RPCX="0.86571" RPCY="0.58674" RPD="28.76677" RPS="0.58000" RPV="1" LEYEX="0.00573" LEYEY="0.00323" LEYEZ="0.48975" LPUPILD="0.00426" LPUPILV="1" REYEX="0.04203" REYEY="-0.00369" REYEZ="0.48724" RPUPILD="0.00456" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.95758" FPOGY="0.46427" FPOGS="482.62924" FPOGD="0.01926" FPOGID="664" FPOGV="1" LPOGX="1.03882" LPOGY="0.43815" LPOGV="1" RPOGX="0.84655" RPOGY="0.48060" RPOGV="1" BPOGX="0.94268" BPOGY="0.45938" BPOGV="1" LPCX="0.53868" LPCY="0.46697" LPD="27.18734" LPS="0.58000" LPV="1" RPCX="0.86545" RPCY="0.58639" RPD="28.31708" RPS="0.58000" RPV="1" LEYEX="0.00573" LEYEY="0.00323" LEYEZ="0.48975" LPUPILD="0.00428" LPUPILV="1" REYEX="0.04203" REYEY="-0.00369" REYEZ="0.48724" RPUPILD="0.00461" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.95460" FPOGY="0.46329" FPOGS="482.62924" FPOGD="0.02594" FPOGID="664" FPOGV="1" LPOGX="1.03882" LPOGY="0.43815" LPOGV="1" RPOGX="0.84655" RPOGY="0.48060" RPOGV="1" BPOGX="0.94268" BPOGY="0.45938" BPOGV="1" LPCX="0.53851" LPCY="0.46733" LPD="28.00316" LPS="0.58000" LPV="1" RPCX="0.86572" RPCY="0.58617" RPD="28.30497" RPS="0.58000" RPV="1" LEYEX="0.00583" LEYEY="0.00350" LEYEZ="0.49190" LPUPILD="0.00430" LPUPILV="1" REYEX="0.04203" REYEY="-0.00369" REYEZ="0.48724" RPUPILD="0.00452" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
