2025-05-27 11:22:05.635251
1256" REYEZ="0.50604" RPUPILD="0.00449" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.50168" FPOGY="-0.04386" FPOGS="4244.71387" FPOGD="0.08643" FPOGID="11740" FPOGV="1" LPOGX="0.50693" LPOGY="-0.02984" LPOGV="1" RPOGX="0.50145" RPOGY="-0.06779" RPOGV="1" BPOGX="0.50419" BPOGY="-0.04881" BPOGV="1" LPCX="0.27946" LPCY="0.41667" LPD="21.43312" LPS="0.60084" LPV="1" RPCX="0.58563" RPCY="0.40408" RPD="24.86939" RPS="0.60084" RPV="1" LEYEX="-0.04195" LEYEY="0.01048" LEYEZ="0.50460" LPUPILD="0.00397" LPUPILV="1" REYEX="0.01650" REYEY="0.01256" REYEZ="0.50604" RPUPILD="0.00428" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.52841" FPOGY="0.29892" FPOGS="4245.52393" FPOGD="0.18799" FPOGID="11744" FPOGV="1" LPOGX="0.52166" LPOGY="0.32414" LPOGV="1" RPOGX="0.53249" RPOGY="0.32243" RPOGV="1" BPOGX="0.52708" BPOGY="0.32328" BPOGV="1" LPCX="0.17402" LPCY="0.43271" LPD="23.44316" LPS="0.58920" LPV="1" RPCX="0.48475" RPCY="0.40867" RPD="23.50389" RPS="0.58649" RPV="1" LEYEX="-0.06143" LEYEY="0.00869" LEYEZ="0.49492" LPUPILD="0.00388" LPUPILV="1" REYEX="-0.00320" REYEY="0.01241" REYEZ="0.50282" RPUPILD="0.00410" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.52841" FPOGY="0.29871" FPOGS="4245.52393" FPOGD="0.19482" FPOGID="11744" FPOGV="1" LPOGX="0.53988" LPOGY="0.33398" LPOGV="1" RPOGX="0.51703" RPOGY="0.25132" RPOGV="1" BPOGX="0.52846" BPOGY="0.29265" BPOGV="1" LPCX="0.17382" LPCY="0.43268" LPD="23.02765" LPS="0.58880" LPV="1" RPCX="0.48455" RPCY="0.40870" RPD="23.81941" RPS="0.58880" RPV="1" LEYEX="-0.06143" LEYEY="0.00869" LEYEZ="0.49492" LPUPILD="0.00399" LPUPILV="1" REYEX="-0.00320" REYEY="0.01241" REYEZ="0.50282" RPUPILD="0.00399" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.52844" FPOGY="0.29872" FPOGS="4245.52393" FPOGD="0.20166" FPOGID="11744" FPOGV="1" LPOGX="0.53038" LPOGY="0.33719" LPOGV="1" RPOGX="0.52876" RPOGY="0.26076" RPOGV="1" BPOGX="0.52957" BPOGY="0.29898" BPOGV="1" LPCX="0.17359" LPCY="0.43265" LPD="23.28638" LPS="0.59112" LPV="1" RPCX="0.48456" RPCY="0.40871" RPD="23.63580" RPS="0.59112" RPV="1" LEYEX="-0.06143" LEYEY="0.00869" LEYEZ="0.49492" LPUPILD="0.00390" LPUPILV="1" REYEX="-0.00320" REYEY="0.01241" REYEZ="0.50282" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.52848" FPOGY="0.29873" FPOGS="4245.52393" FPOGD="0.20801" FPOGID="11744" FPOGV="1" LPOGX="0.53038" LPOGY="0.33719" LPOGV="1" RPOGX="0.52876" RPOGY="0.26076" RPOGV="1" BPOGX="0.52957" BPOGY="0.29898" BPOGV="1" LPCX="0.17344" LPCY="0.43262" LPD="23.69568" LPS="0.59112" LPV="1" RPCX="0.48456" RPCY="0.40872" RPD="23.50998" RPS="0.59112" RPV="1" LEYEX="-0.05819" LEYEY="0.00822" LEYEZ="0.46857" LPUPILD="0.00387" LPUPILV="1" REYEX="-0.00329" REYEY="0.01240" REYEZ="0.50423" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.52910" FPOGY="0.29814" FPOGS="4245.52393" FPOGD="0.21484" FPOGID="11744" FPOGV="1" LPOGX="0.54298" LPOGY="0.29612" LPOGV="1" RPOGX="0.55515" RPOGY="0.26241" RPOGV="1" BPOGX="0.54906" BPOGY="0.27926" BPOGV="1" LPCX="0.17409" LPCY="0.43228" LPD="22.87249" LPS="0.58880" LPV="1" RPCX="0.48518" RPCY="0.40904" RPD="23.60329" RPS="0.58880" RPV="1" LEYEX="-0.05819" LEYEY="0.00822" LEYEZ="0.46857" LPUPILD="0.00396" LPUPILV="1" REYEX="-0.00329" REYEY="0.01240" REYEZ="0.50423" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.53082" FPOGY="0.29731" FPOGS="4245.52393" FPOGD="0.22266" FPOGID="11744" FPOGV="1" LPOGX="0.58223" LPOGY="0.28392" LPOGV="1" RPOGX="0.59250" RPOGY="0.25603" RPOGV="1" BPOGX="0.58737" BPOGY="0.26997" BPOGV="1" LPCX="0.17493" LPCY="0.43248" LPD="23.46791" LPS="0.58649" LPV="1" RPCX="0.48609" RPCY="0.40894" RPD="23.69431" RPS="0.58649" RPV="1" LEYEX="-0.05819" LEYEY="0.00822" LEYEZ="0.46857" LPUPILD="0.00393" LPUPILV="1" REYEX="-0.00329" REYEY="0.01240" REYEZ="0.50423" RPUPILD="0.00402" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.53243" FPOGY="0.29653" FPOGS="4245.52393" FPOGD="0.22949" FPOGID="11744" FPOGV="1" LPOGX="0.58223" LPOGY="0.28392" LPOGV="1" RPOGX="0.59250" RPOGY="0.25603" RPOGV="1" BPOGX="0.58737" BPOGY="0.26997" BPOGV="1" LPCX="0.17654" LPCY="0.43161" LPD="22.73048" LPS="0.58649" LPV="1" RPCX="0.48776" RPCY="0.40895" RPD="24.11275" RPS="0.58649" RPV="1" LEYEX="-0.06082" LEYEY="0.00871" LEYEZ="0.49235" LPUPILD="0.00395" LPUPILV="1" REYEX="-0.00289" REYEY="0.01227" REYEZ="0.50041" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.53563" FPOGY="0.29591" FPOGS="4245.52393" FPOGD="0.23486" FPOGID="11744" FPOGV="1" LPOGX="0.65186" LPOGY="0.30962" LPOGV="1" RPOGX="0.64336" RPOGY="0.23926" RPOGV="1" BPOGX="0.64761" BPOGY="0.27444" BPOGV="1" LPCX="0.17836" LPCY="0.43111" LPD="23.34965" LPS="0.58880" LPV="1" RPCX="0.48930" RPCY="0.40896" RPD="24.42028" RPS="0.58880" RPV="1" LEYEX="-0.06082" LEYEY="0.00871" LEYEZ="0.49235" LPUPILD="0.00395" LPUPILV="1" REYEX="-0.00289" REYEY="0.01227" REYEZ="0.50041" RPUPILD="0.00407" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
