2025-05-28 10:44:57.938255
0.02469" REYEZ="0.62476" RPUPILD="0.00541" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.75827" FPOGY="-0.27017" FPOGS="1897.50854" FPOGD="0.18726" FPOGID="4522" FPOGV="1" LPOGX="0.77409" LPOGY="-0.22218" LPOGV="1" RPOGX="0.73004" RPOGY="-0.27263" RPOGV="1" BPOGX="0.75206" BPOGY="-0.24741" BPOGV="1" LPCX="0.40361" LPCY="0.62050" LPD="26.00657" LPS="0.88208" LPV="1" RPCX="0.64191" RPCY="0.61698" RPD="25.02983" RPS="0.88787" RPV="1" LEYEX="-0.02289" LEYEY="-0.02485" LEYEZ="0.60806" LPUPILD="0.00546" LPUPILV="1" REYEX="0.03312" REYEY="-0.02469" REYEZ="0.62476" RPUPILD="0.00539" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.75810" FPOGY="-0.26970" FPOGS="1897.50854" FPOGD="0.19409" FPOGID="4522" FPOGV="1" LPOGX="0.77464" LPOGY="-0.23091" LPOGV="1" RPOGX="0.73176" RPOGY="-0.28127" RPOGV="1" BPOGX="0.75320" BPOGY="-0.25609" BPOGV="1" LPCX="0.40360" LPCY="0.62058" LPD="25.72985" LPS="0.88787" LPV="1" RPCX="0.64190" RPCY="0.61718" RPD="25.19712" RPS="0.89366" RPV="1" LEYEX="-0.02278" LEYEY="-0.02479" LEYEZ="0.60531" LPUPILD="0.00547" LPUPILV="1" REYEX="0.03318" REYEY="-0.02488" REYEZ="0.62591" RPUPILD="0.00542" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.85462" FPOGY="-0.12988" FPOGS="1898.53247" FPOGD="0.08838" FPOGID="4527" FPOGV="1" LPOGX="0.87257" LPOGY="-0.16944" LPOGV="1" RPOGX="0.85057" RPOGY="-0.14469" RPOGV="1" BPOGX="0.86157" BPOGY="-0.15706" BPOGV="1" LPCX="0.39007" LPCY="0.62331" LPD="24.32903" LPS="0.92349" LPV="1" RPCX="0.62809" RPCY="0.61756" RPD="24.96307" RPS="0.92993" RPV="1" LEYEX="-0.02682" LEYEY="-0.02553" LEYEZ="0.61773" LPUPILD="0.00548" LPUPILV="1" REYEX="0.03007" REYEY="-0.02507" REYEZ="0.63663" RPUPILD="0.00526" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.85520" FPOGY="-0.13234" FPOGS="1898.53247" FPOGD="0.09521" FPOGID="4527" FPOGV="1" LPOGX="0.87486" LPOGY="-0.18654" LPOGV="1" RPOGX="0.85287" RPOGY="-0.15190" RPOGV="1" BPOGX="0.86386" BPOGY="-0.16922" BPOGV="1" LPCX="0.39001" LPCY="0.62332" LPD="24.37457" LPS="0.93559" LPV="1" RPCX="0.62806" RPCY="0.61755" RPD="25.11175" RPS="0.93559" RPV="1" LEYEX="-0.02689" LEYEY="-0.02565" LEYEZ="0.61950" LPUPILD="0.00547" LPUPILV="1" REYEX="0.02938" REYEY="-0.02453" REYEZ="0.62293" RPUPILD="0.00525" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.85567" FPOGY="-0.13366" FPOGS="1898.53247" FPOGD="0.10242" FPOGID="4527" FPOGV="1" LPOGX="0.87984" LPOGY="-0.17259" LPOGV="1" RPOGX="0.84667" RPOGY="-0.13715" RPOGV="1" BPOGX="0.86325" BPOGY="-0.15487" BPOGV="1" LPCX="0.39005" LPCY="0.62337" LPD="24.25337" LPS="0.93559" LPV="1" RPCX="0.62800" RPCY="0.61740" RPD="24.78450" RPS="0.92915" RPV="1" LEYEX="-0.02689" LEYEY="-0.02565" LEYEZ="0.61950" LPUPILD="0.00550" LPUPILV="1" REYEX="0.02938" REYEY="-0.02453" REYEZ="0.62293" RPUPILD="0.00533" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.85520" FPOGY="-0.13450" FPOGS="1898.53247" FPOGD="0.10876" FPOGID="4527" FPOGV="1" LPOGX="0.88061" LPOGY="-0.15981" LPOGV="1" RPOGX="0.81393" RPOGY="-0.13765" RPOGV="1" BPOGX="0.84727" BPOGY="-0.14873" BPOGV="1" LPCX="0.39013" LPCY="0.62343" LPD="24.23338" LPS="0.92915" LPV="1" RPCX="0.62806" RPCY="0.61754" RPD="25.01773" RPS="0.92272" RPV="1" LEYEX="-0.02689" LEYEY="-0.02565" LEYEZ="0.61950" LPUPILD="0.00544" LPUPILV="1" REYEX="0.02938" REYEY="-0.02453" REYEZ="0.62293" RPUPILD="0.00530" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.85475" FPOGY="-0.13501" FPOGS="1898.53247" FPOGD="0.11511" FPOGID="4527" FPOGV="1" LPOGX="0.87934" LPOGY="-0.15083" LPOGV="1" RPOGX="0.81393" RPOGY="-0.13765" RPOGV="1" BPOGX="0.84664" BPOGY="-0.14424" BPOGV="1" LPCX="0.39006" LPCY="0.62350" LPD="24.39980" LPS="0.92272" LPV="1" RPCX="0.62806" RPCY="0.61754" RPD="25.01773" RPS="0.92272" RPV="1" LEYEX="-0.02689" LEYEY="-0.02565" LEYEZ="0.61950" LPUPILD="0.00542" LPUPILV="1" REYEX="0.03007" REYEY="-0.02507" REYEZ="0.63663" RPUPILD="0.00530" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.85491" FPOGY="-0.13505" FPOGS="1898.53247" FPOGD="0.12183" FPOGID="4527" FPOGV="1" LPOGX="0.88516" LPOGY="-0.13082" LPOGV="1" RPOGX="0.83060" RPOGY="-0.14068" RPOGV="1" BPOGX="0.85788" BPOGY="-0.13575" BPOGV="1" LPCX="0.39009" LPCY="0.62352" LPD="24.65412" LPS="0.92272" LPV="1" RPCX="0.62825" RPCY="0.61762" RPD="25.12480" RPS="0.92915" RPV="1" LEYEX="-0.02689" LEYEY="-0.02565" LEYEZ="0.61950" LPUPILD="0.00540" LPUPILV="1" REYEX="0.03007" REYEY="-0.02507" REYEZ="0.63663" RPUPILD="0.00530" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.85534" FPOGY="-0.13554" FPOGS="1898.53247" FPOGD="0.12854" FPOGID="4527" FPOGV="1" LPOGX="0.88921" LPOGY="-0.13235" LPOGV="1" RPOGX="0.83889" RPOGY="-0.15839" RPOGV="1" BPOGX="0.86405" BPOGY="-0.14537" BPOGV="1" LPCX="0.39011" LPCY="0.62358" LPD="24.67756" LPS="0.92915" LPV="1" RPCX="0.62831" RPCY="0.61756" RPD="25.23863" RPS="0.93559" RPV="1" LEYEX="-0.02689" LEYEY="-0.02565" LEYEZ="0.61950" LPUPILD="0.00539" LPUPILV="1" REYEX="0.03007" REYEY="-0.02507" REYEZ="0.63663" RPUPILD="0.00525" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.85577" FPOGY="-0.13619" FPOGS="1898.53247" FPOGD="0.13525" FPOGID="4527" FPOGV="1" LPOGX="0.89054" LPOGY="-0.14115" LPOGV="1" RPOGX="0.83889" RPOGY="-0.15839" RPOGV="1" BPOGX="0.86472" BPOGY="-0.14977" BPOGV="1" LPCX="0.39020" LPCY="0.62359" LPD="24.69862" LPS="0.93559" LPV="1" RPCX="0.62832" RPCY="0.61750" RPD="25.20076" RPS="0.93559" RPV="1" LEYEX="-0.02673" LEYEY="-0.02567" LEYEZ="0.61786" LPUPILD="0.00541" LPUPILV="1" REYEX="0.02929" REYEY="-0.02433" REYEZ="0.61920" RPUPILD="0.00523" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
