2025-06-20 10:15:49.273790
EYEZ="0.58029" LPUPILD="0.00261" LPUPILV="1" REYEX="0.03169" REYEY="-0.04992" REYEZ="0.56506" RPUPILD="0.00307" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="1.09661" FPOGY="0.59804" FPOGS="657.88232" FPOGD="0.05365" FPOGID="2355" FPOGV="1" LPOGX="1.10090" LPOGY="0.63083" LPOGV="1" RPOGX="1.08569" RPOGY="0.55055" RPOGV="1" BPOGX="1.09329" BPOGY="0.59069" BPOGV="1" LPCX="0.41462" LPCY="0.78987" LPD="11.13236" LPS="0.66921" LPV="1" RPCX="0.65879" RPCY="0.78186" RPD="14.42236" RPS="0.66921" RPV="1" LEYEX="0.03237" LEYEY="-0.05127" LEYEZ="0.58029" LPUPILD="0.00263" LPUPILV="1" REYEX="0.03169" REYEY="-0.04992" REYEZ="0.56506" RPUPILD="0.00311" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="1.06893" FPOGY="0.51291" FPOGS="658.49243" FPOGD="0.34943" FPOGID="2356" FPOGV="1" LPOGX="0.95621" LPOGY="0.52457" LPOGV="1" RPOGX="1.09648" RPOGY="0.28451" RPOGV="1" BPOGX="1.02635" BPOGY="0.40454" BPOGV="1" LPCX="0.40784" LPCY="0.79006" LPD="12.30925" LPS="0.90381" LPV="1" RPCX="0.65413" RPCY="0.78072" RPD="12.76990" RPS="1.02816" RPV="1" LEYEX="0.03237" LEYEY="-0.05127" LEYEZ="0.58029" LPUPILD="0.00335" LPUPILV="1" REYEX="0.04816" REYEY="-0.07487" REYEZ="0.84957" RPUPILD="0.00304" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="1.04723" FPOGY="0.48662" FPOGS="658.49243" FPOGD="0.34943" FPOGID="2356" FPOGV="0" LPOGX="0.94439" LPOGY="0.34972" LPOGV="1" RPOGX="1.10948" RPOGY="0.14165" RPOGV="1" BPOGX="1.02694" BPOGY="0.24568" BPOGV="1" LPCX="0.40635" LPCY="0.78956" LPD="11.70299" LPS="1.14543" LPV="1" RPCX="0.65317" RPCY="0.78037" RPD="11.60701" RPS="1.26543" RPV="1" LEYEX="0.03237" LEYEY="-0.05127" LEYEZ="0.58029" LPUPILD="0.00346" LPUPILV="1" REYEX="0.04816" REYEY="-0.07487" REYEZ="0.84957" RPUPILD="0.00296" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="1.05383" FPOGY="0.28014" FPOGS="658.49243" FPOGD="0.34943" FPOGID="2356" FPOGV="0" LPOGX="0.97375" LPOGY="0.15591" LPOGV="1" RPOGX="1.14708" RPOGY="-0.00860" RPOGV="1" BPOGX="1.06042" BPOGY="0.07366" BPOGV="1" LPCX="0.40554" LPCY="0.78965" LPD="11.69203" LPS="1.38270" LPV="1" RPCX="0.65074" RPCY="0.78189" RPD="13.29337" RPS="1.50270" RPV="1" LEYEX="0.03237" LEYEY="-0.05127" LEYEZ="0.58029" LPUPILD="0.00313" LPUPILV="1" REYEX="0.04816" REYEY="-0.07487" REYEZ="0.84957" RPUPILD="0.00374" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="1.06653" FPOGY="0.18415" FPOGS="658.49243" FPOGD="0.34943" FPOGID="2356" FPOGV="0" LPOGX="1.00462" LPOGY="0.04321" LPOGV="1" RPOGX="1.17928" RPOGY="-0.05885" RPOGV="1" BPOGX="1.09195" BPOGY="-0.00782" BPOGV="1" LPCX="0.40448" LPCY="0.78949" LPD="12.38445" LPS="1.53935" LPV="1" RPCX="0.64989" RPCY="0.78152" RPD="13.22904" RPS="1.57685" RPV="1" LEYEX="0.03237" LEYEY="-0.05127" LEYEZ="0.58029" LPUPILD="0.00293" LPUPILV="1" REYEX="0.03778" REYEY="-0.06027" REYEZ="0.68453" RPUPILD="0.00393" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="1.02601" FPOGY="0.02240" FPOGS="658.49243" FPOGD="0.34943" FPOGID="2356" FPOGV="0" LPOGX="0.84538" LPOGY="0.06302" LPOGV="1" RPOGX="1.00596" RPOGY="-0.06028" RPOGV="1" BPOGX="0.92567" BPOGY="0.00137" BPOGV="1" LPCX="0.40327" LPCY="0.78970" LPD="10.54706" LPS="1.49622" LPV="1" RPCX="0.64888" RPCY="0.78127" RPD="13.53192" RPS="1.41372" RPV="1" LEYEX="0.03237" LEYEY="-0.05127" LEYEZ="0.58029" LPUPILD="0.00277" LPUPILV="1" REYEX="0.03778" REYEY="-0.06027" REYEZ="0.68453" RPUPILD="0.00357" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.93201" FPOGY="0.07289" FPOGS="658.49243" FPOGD="0.34943" FPOGID="2356" FPOGV="0" LPOGX="0.84108" LPOGY="0.16146" LPOGV="1" RPOGX="0.83494" RPOGY="0.08529" RPOGV="1" BPOGX="0.83801" BPOGY="0.12338" BPOGV="1" LPCX="0.40270" LPCY="0.78987" LPD="10.48000" LPS="1.33310" LPV="1" RPCX="0.64806" RPCY="0.78125" RPD="13.34188" RPS="1.25060" RPV="1" LEYEX="0.03237" LEYEY="-0.05127" LEYEZ="0.58029" LPUPILD="0.00294" LPUPILV="1" REYEX="0.03778" REYEY="-0.06027" REYEZ="0.68453" RPUPILD="0.00351" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.88851" FPOGY="0.13319" FPOGS="658.49243" FPOGD="0.34943" FPOGID="2356" FPOGV="0" LPOGX="0.82169" LPOGY="0.28289" LPOGV="1" RPOGX="0.78132" RPOGY="0.22468" RPOGV="1" BPOGX="0.80150" BPOGY="0.25378" BPOGV="1" LPCX="0.40161" LPCY="0.78972" LPD="11.56951" LPS="1.16207" LPV="1" RPCX="0.64662" RPCY="0.78087" RPD="13.16032" RPS="1.07148" RPV="1" LEYEX="0.03237" LEYEY="-0.05127" LEYEZ="0.58029" LPUPILD="0.00266" LPUPILV="1" REYEX="0.03548" REYEY="-0.05701" REYEZ="0.64742" RPUPILD="0.00369" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.76568" FPOGY="0.24311" FPOGS="658.49243" FPOGD="0.34943" FPOGID="2356" FPOGV="0" LPOGX="0.65112" LPOGY="0.38981" LPOGV="1" RPOGX="0.66395" RPOGY="0.31453" RPOGV="1" BPOGX="0.65753" BPOGY="0.35217" BPOGV="1" LPCX="0.40025" LPCY="0.78952" LPD="11.99666" LPS="1.06358" LPV="1" RPCX="0.64558" RPCY="0.78067" RPD="14.20422" RPS="1.05549" RPV="1" LEYEX="0.03237" LEYEY="-0.05127" LEYEZ="0.58029" LPUPILD="0.00259" LPUPILV="1" REYEX="0.03548" REYEY="-0.05701" REYEZ="0.64742" RPUPILD="0.00341" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
