2025-05-27 11:34:25.568261
179" LEYEY="0.00307" LEYEZ="0.51219" LPUPILD="0.00420" LPUPILV="1" REYEX="0.02536" REYEY="0.00517" REYEZ="0.52620" RPUPILD="0.00385" RPUPILV="1" BKID="972" BKDUR="0.00000" BKPMIN="21" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="4984.30615" FPOGD="0.37305" FPOGID="14364" FPOGV="0" LPOGX="0.63393" LPOGY="0.00353" LPOGV="0" RPOGX="0.62795" RPOGY="-0.17038" RPOGV="0" BPOGX="0.62795" BPOGY="-0.17038" BPOGV="0" LPCX="0.17452" LPCY="0.92205" LPD="16.84113" LPS="0.63703" LPV="1" RPCX="0.62933" RPCY="0.45380" RPD="12.21589" RPS="0.63703" RPV="0" LEYEX="-0.03179" LEYEY="0.00307" LEYEZ="0.51219" LPUPILD="0.00482" LPUPILV="1" REYEX="0.02536" REYEY="0.00517" REYEZ="0.52620" RPUPILD="0.00385" RPUPILV="1" BKID="0" BKDUR="0.02844" BKPMIN="22" />
<REC FPOGX="0.68503" FPOGY="-0.08907" FPOGS="4985.59863" FPOGD="0.26123" FPOGID="14368" FPOGV="1" LPOGX="0.69875" LPOGY="-0.00778" LPOGV="1" RPOGX="0.68441" RPOGY="-0.11594" RPOGV="1" BPOGX="0.69158" BPOGY="-0.06186" BPOGV="1" LPCX="0.40434" LPCY="0.47771" LPD="23.55586" LPS="0.63968" LPV="1" RPCX="0.70020" RPCY="0.47212" RPD="25.22057" RPS="0.63677" RPV="1" LEYEX="-0.01918" LEYEY="0.00141" LEYEZ="0.52324" LPUPILD="0.00440" LPUPILV="1" REYEX="0.03913" REYEY="0.00214" REYEZ="0.51989" RPUPILD="0.00484" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.68490" FPOGY="-0.08884" FPOGS="4985.59863" FPOGD="0.26758" FPOGID="14368" FPOGV="1" LPOGX="0.69135" LPOGY="-0.01462" LPOGV="1" RPOGX="0.66819" RPOGY="-0.14490" RPOGV="1" BPOGX="0.67977" BPOGY="-0.07976" BPOGV="1" LPCX="0.40468" LPCY="0.47779" LPD="23.56257" LPS="0.63677" LPV="1" RPCX="0.70111" RPCY="0.47141" RPD="23.27317" RPS="0.63677" RPV="1" LEYEX="-0.01918" LEYEY="0.00141" LEYEZ="0.52324" LPUPILD="0.00431" LPUPILV="1" REYEX="0.03913" REYEY="0.00214" REYEZ="0.51989" RPUPILD="0.00442" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.68483" FPOGY="-0.08817" FPOGS="4985.59863" FPOGD="0.27441" FPOGID="14368" FPOGV="1" LPOGX="0.66836" LPOGY="0.00113" LPOGV="1" RPOGX="0.69528" RPOGY="-0.12215" RPOGV="1" BPOGX="0.68182" BPOGY="-0.06051" BPOGV="1" LPCX="0.40514" LPCY="0.47859" LPD="23.99521" LPS="0.63677" LPV="1" RPCX="0.70132" RPCY="0.47153" RPD="23.12959" RPS="0.63677" RPV="1" LEYEX="-0.01918" LEYEY="0.00141" LEYEZ="0.52324" LPUPILD="0.00444" LPUPILV="1" REYEX="0.03913" REYEY="0.00214" REYEZ="0.51989" RPUPILD="0.00443" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.68477" FPOGY="-0.08754" FPOGS="4985.59863" FPOGD="0.28076" FPOGID="14368" FPOGV="1" LPOGX="0.66841" LPOGY="0.00592" LPOGV="1" RPOGX="0.69647" RPOGY="-0.12809" RPOGV="1" BPOGX="0.68244" BPOGY="-0.06109" BPOGV="1" LPCX="0.40512" LPCY="0.47872" LPD="23.24428" LPS="0.63392" LPV="1" RPCX="0.70172" RPCY="0.47180" RPD="23.18959" RPS="0.63997" RPV="1" LEYEX="-0.01864" LEYEY="0.00123" LEYEZ="0.51368" LPUPILD="0.00443" LPUPILV="1" REYEX="0.03992" REYEY="0.00202" REYEZ="0.52727" RPUPILD="0.00437" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.68448" FPOGY="-0.08672" FPOGS="4985.59863" FPOGD="0.28760" FPOGID="14368" FPOGV="1" LPOGX="0.66311" LPOGY="0.02111" LPOGV="1" RPOGX="0.68116" RPOGY="-0.12441" RPOGV="1" BPOGX="0.67214" BPOGY="-0.05165" BPOGV="1" LPCX="0.40568" LPCY="0.47921" LPD="23.79139" LPS="0.63712" LPV="1" RPCX="0.70179" RPCY="0.47249" RPD="23.20952" RPS="0.64317" RPV="1" LEYEX="-0.01864" LEYEY="0.00123" LEYEZ="0.51368" LPUPILD="0.00420" LPUPILV="1" REYEX="0.03992" REYEY="0.00202" REYEZ="0.52727" RPUPILD="0.00438" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.67947" FPOGY="-0.05857" FPOGS="4985.59863" FPOGD="0.28760" FPOGID="14368" FPOGV="0" LPOGX="0.62826" LPOGY="0.07637" LPOGV="1" RPOGX="0.65653" RPOGY="-0.06950" RPOGV="1" BPOGX="0.64239" BPOGY="0.00344" BPOGV="1" LPCX="0.40515" LPCY="0.48046" LPD="23.12148" LPS="0.64032" LPV="1" RPCX="0.70042" RPCY="0.47469" RPD="24.81162" RPS="0.64637" RPV="1" LEYEX="-0.01864" LEYEY="0.00123" LEYEZ="0.51368" LPUPILD="0.00421" LPUPILV="1" REYEX="0.03992" REYEY="0.00202" REYEZ="0.52727" RPUPILD="0.00478" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.66128" FPOGY="-0.03256" FPOGS="4985.59863" FPOGD="0.28760" FPOGID="14368" FPOGV="0" LPOGX="0.62779" LPOGY="0.06704" LPOGV="1" RPOGX="0.65842" RPOGY="-0.08013" RPOGV="1" BPOGX="0.64310" BPOGY="-0.00654" BPOGV="1" LPCX="0.40480" LPCY="0.48204" LPD="23.29847" LPS="0.64637" LPV="1" RPCX="0.70028" RPCY="0.47588" RPD="25.42937" RPS="0.65241" RPV="1" LEYEX="-0.01886" LEYEY="0.00078" LEYEZ="0.52104" LPUPILD="0.00425" LPUPILV="1" REYEX="0.04000" REYEY="0.00179" REYEZ="0.53037" RPUPILD="0.00452" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.63269" FPOGY="0.04045" FPOGS="4985.59863" FPOGD="0.28760" FPOGID="14368" FPOGV="0" LPOGX="0.57843" LPOGY="0.23233" LPOGV="1" RPOGX="0.57257" RPOGY="0.14057" RPOGV="1" BPOGX="0.57550" BPOGY="0.18645" BPOGV="1" LPCX="0.40411" LPCY="0.48428" LPD="23.12409" LPS="0.65525" LPV="1" RPCX="0.69840" RPCY="0.47778" RPD="24.39133" RPS="0.65525" RPV="1" LEYEX="-0.01886" LEYEY="0.00078" LEYEZ="0.52104" LPUPILD="0.00404" LPUPILV="1" REYEX="0.04000" REYEY="0.00179" REYEZ="0.53037" RPUPILD="0.00456" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.59371" FPOGY="0.14429" FPOGS="4985.59863" FPOGD="0.28760" FPOGID="14368" FPOGV="0" LPOGX="0.56214" LPOGY="0.27761" LPOGV="1" RPOGX="0.56292" RPOGY="0.22834" RPOGV="1" BPOGX="0.56253" BPOGY="0.25298" BPOGV="1" LPCX="0.40401" LPCY="0.48505" LPD="22.73233" LPS="0.65810" LPV="1" RPCX="0.69839" RPCY="0.47857" RPD="24.51530" RPS="0.65810" RPV="1" LEYEX="-0.01886" LEYEY="0.00078" LEYEZ="0.52104" LPUPILD="0.00398" LPUPILV="1" REYEX="0.04000" REYEY="0.00179" REYEZ="0.53037" RPUPILD="0.00435" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57813" FPOGY="0.19687" FPOGS="4985.59863" FPOGD="0.28760" FPOGID="14368" FPOGV="0" LPOGX="0.56165" LPOGY="0.27425" LPOGV="1" RPOGX="0.56344" RPOGY="0.22465" RPOGV="1" BPOGX="0.56254" BPOGY="0.24945" BPOGV="1" LPCX="0.40400" LPCY="0.48581" LPD="22.59184" LPS="0.66094" LPV="1" RPCX="0.69824" RPCY="0.47929" RPD="24.16252" RPS="0.66094" RPV="1" LEYEX="-0.01875" LEYEY="0.00062" LEYEZ="0.52010" LPUPILD="0.00402" LPUPILV="1" REYEX="0.04006" REYEY="0.00160" REYEZ="0.53232" RPUPILD="0.00444" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57687" FPOGY="0.19619" FPOGS="4985.59863" FPOGD="0.28760" FPOGID="14368" FPOGV="0" LPOGX="0.56341" LPOGY="0.25547" LPOGV="1" RPOGX="0.58532" RPOGY="0.13417" RPOGV="1" BPOGX="0.57437" BPOGY="0.19482" BPOGV="1" LPCX="0.40417" LPCY="0.48608" LPD="22.31744" LPS="0.66094" LPV="1" RPCX="0.69911" RPCY="0.47912" RPD="23.90855" RPS="0.66094" RPV="1" LEYEX="-0.01875" LEYEY="0.00062" LEYEZ="0.52010" LPUPILD="0.00409" LPUPILV="1" REYEX="0.04006" REYEY="0.00160" REYEZ="0.53232" RPUPILD="0.00449" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58027" FPOGY="0.20181" FPOGS="4985.91309" FPOGD="0.02051" FPOGID="14369" FPOGV="1" LPOGX="0.57306" LPOGY="0.27682" LPOGV="1" RPOGX="0.60782" RPOGY="0.16049" RPOGV="1" BPOGX="0.59044" BPOGY="0.21865" BPOGV="1" LPCX="0.40412" LPCY="0.48651" LPD="22.77659" LPS="0.66094" LPV="1" RPCX="0.69934" RPCY="0.47937" RPD="23.99776" RPS="0.66094" RPV="1" LEYEX="-0.01875" LEYEY="0.00062" LEYEZ="0.52010" LPUPILD="0.00396" LPUPILV="1" REYEX="0.04006" REYEY="0.00160" REYEZ="0.53232" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58225" FPOGY="0.20482" FPOGS="4985.91309" FPOGD="0.02734" FPOGID="14369" FPOGV="1" LPOGX="0.57259" LPOGY="0.27320" LPOGV="1" RPOGX="0.60781" RPOGY="0.16059" RPOGV="1" BPOGX="0.59020" BPOGY="0.21690" BPOGV="1" LPCX="0.40470" LPCY="0.48688" LPD="22.56681" LPS="0.66400" LPV="1" RPCX="0.69962" RPCY="0.47942" RPD="23.59023" RPS="0.66087" RPV="1" LEYEX="-0.01919" LEYEY="0.00052" LEYEZ="0.53542" LPUPILD="0.00406" LPUPILV="1" REYEX="0.03953" REYEY="0.00149" REYEZ="0.52161" RPUPILD="0.00448" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57921" FPOGY="0.20993" FPOGS="4985.91309" FPOGD="0.03369" FPOGID="14369" FPOGV="1" LPOGX="0.54442" LPOGY="0.29492" LPOGV="1" RPOGX="0.58355" RPOGY="0.17605" RPOGV="1" BPOGX="0.56398" BPOGY="0.23549" BPOGV="1" LPCX="0.40478" LPCY="0.48691" LPD="22.53007" LPS="0.66393" LPV="1" RPCX="0.69995" RPCY="0.47957" RPD="23.46339" RPS="0.66080" RPV="1" LEYEX="-0.01919" LEYEY="0.00052" LEYEZ="0.53542" LPUPILD="0.00401" LPUPILV="1" REYEX="0.03953" REYEY="0.00149" REYEZ="0.52161" RPUPILD="0.00436" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57967" FPOGY="0.21374" FPOGS="4985.91309" FPOGD="0.04053" FPOGID="14369" FPOGV="1" LPOGX="0.56295" LPOGY="0.29822" LPOGV="1" RPOGX="0.60192" RPOGY="0.17489" RPOGV="1" BPOGX="0.58243" BPOGY="0.23656" BPOGV="1" LPCX="0.40503" LPCY="0.48684" LPD="22.34736" LPS="0.66386" LPV="1" RPCX="0.70014" RPCY="0.47956" RPD="23.77133" RPS="0.66073" RPV="1" LEYEX="-0.01919" LEYEY="0.00052" LEYEZ="0.53542" LPUPILD="0.00400" LPUPILV="1" REYEX="0.03953" REYEY="0.00149" REYEZ="0.52161" RPUPILD="0.00439" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58006" FPOGY="0.21633" FPOGS="4985.91309" FPOGD="0.04736" FPOGID="14369" FPOGV="1" LPOGX="0.56296" LPOGY="0.29830" LPOGV="1" RPOGX="0.60264" RPOGY="0.17071" RPOGV="1" BPOGX="0.58280" BPOGY="0.23451" BPOGV="1" LPCX="0.40540" LPCY="0.48677" LPD="21.68478" LPS="0.66379" LPV="1" RPCX="0.70033" RPCY="0.47963" RPD="23.53783" RPS="0.66379" RPV="1" LEYEX="-0.01890" LEYEY="0.00048" LEYEZ="0.53182" LPUPILD="0.00412" LPUPILV="1" REYEX="0.03989" REYEY="0.00150" REYEZ="0.52477" RPUPILD="0.00442" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57947" FPOGY="0.21778" FPOGS="4985.91309" FPOGD="0.05420" FPOGID="14369" FPOGV="1" LPOGX="0.56640" LPOGY="0.28678" LPOGV="1" RPOGX="0.58308" RPOGY="0.17200" RPOGV="1" BPOGX="0.57474" BPOGY="0.22939" BPOGV="1" LPCX="0.40562" LPCY="0.48688" LPD="21.84879" LPS="0.66379" LPV="1" RPCX="0.70063" RPCY="0.47973" RPD="23.62140" RPS="0.66692" RPV="1" LEYEX="-0.01890" LEYEY="0.00048" LEYEZ="0.53182" LPUPILD="0.00405" LPUPILV="1" REYEX="0.03989" REYEY="0.00150" REYEZ="0.52477" RPUPILD="0.00443" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57925" FPOGY="0.21683" FPOGS="4985.91309" FPOGD="0.06055" FPOGID="14369" FPOGV="1" LPOGX="0.55792" LPOGY="0.24424" LPOGV="1" RPOGX="0.59670" RPOGY="0.17230" RPOGV="1" BPOGX="0.57731" BPOGY="0.20827" BPOGV="1" LPCX="0.40569" LPCY="0.48699" LPD="21.94796" LPS="0.66692" LPV="1" RPCX="0.70089" RPCY="0.47966" RPD="23.85057" RPS="0.67006" RPV="1" LEYEX="-0.01890" LEYEY="0.00048" LEYEZ="0.53182" LPUPILD="0.00401" LPUPILV="1" REYEX="0.03989" REYEY="0.00150" REYEZ="0.52477" RPUPILD="0.00439" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57907" FPOGY="0.21638" FPOGS="4985.91309" FPOGD="0.06738" FPOGID="14369" FPOGV="1" LPOGX="0.55841" LPOGY="0.24760" LPOGV="1" RPOGX="0.59607" RPOGY="0.17604" RPOGV="1" BPOGX="0.57724" BPOGY="0.21182" BPOGV="1" LPCX="0.40581" LPCY="0.48716" LPD="22.05477" LPS="0.66415" LPV="1" RPCX="0.70100" RPCY="0.47965" RPD="23.37813" RPS="0.66729" RPV="1" LEYEX="-0.01798" LEYEY="0.00046" LEYEZ="0.50810" LPUPILD="0.00407" LPUPILV="1" REYEX="0.04073" REYEY="0.00152" REYEZ="0.53372" RPUPILD="0.00447" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57911" FPOGY="0.21692" FPOGS="4985.91309" FPOGD="0.07373" FPOGID="14369" FPOGV="1" LPOGX="0.57952" LPOGY="0.27177" LPOGV="1" RPOGX="0.57955" RPOGY="0.17396" RPOGV="1" BPOGX="0.57953" BPOGY="0.22287" BPOGV="1" LPCX="0.40613" LPCY="0.48728" LPD="22.10395" LPS="0.66138" LPV="1" RPCX="0.70133" RPCY="0.47975" RPD="23.66312" RPS="0.66138" RPV="1" LEYEX="-0.01798" LEYEY="0.00046" LEYEZ="0.50810" LPUPILD="0.00406" LPUPILV="1" REYEX="0.04073" REYEY="0.00152" REYEZ="0.53372" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57828" FPOGY="0.21788" FPOGS="4985.91309" FPOGD="0.08057" FPOGID="14369" FPOGV="1" LPOGX="0.54896" LPOGY="0.27717" LPOGV="1" RPOGX="0.58772" RPOGY="0.18180" RPOGV="1" BPOGX="0.56834" BPOGY="0.22948" BPOGV="1" LPCX="0.40623" LPCY="0.48728" LPD="21.91582" LPS="0.65547" LPV="1" RPCX="0.70138" RPCY="0.47973" RPD="23.70407" RPS="0.65547" RPV="1" LEYEX="-0.01798" LEYEY="0.00046" LEYEZ="0.50810" LPUPILD="0.00402" LPUPILV="1" REYEX="0.04073" REYEY="0.00152" REYEZ="0.53372" RPUPILD="0.00437" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57757" FPOGY="0.21899" FPOGS="4985.91309" FPOGD="0.08740" FPOGID="14369" FPOGV="1" LPOGX="0.54955" LPOGY="0.28079" LPOGV="1" RPOGX="0.58706" RPOGY="0.18599" RPOGV="1" BPOGX="0.56830" BPOGY="0.23339" BPOGV="1" LPCX="0.40645" LPCY="0.48717" LPD="21.34178" LPS="0.65241" LPV="1" RPCX="0.70146" RPCY="0.47967" RPD="23.72396" RPS="0.65241" RPV="1" LEYEX="-0.01815" LEYEY="0.00039" LEYEZ="0.51623" LPUPILD="0.00407" LPUPILV="1" REYEX="0.04044" REYEY="0.00151" REYEZ="0.52889" RPUPILD="0.00436" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57808" FPOGY="0.22000" FPOGS="4985.91309" FPOGD="0.09424" FPOGID="14369" FPOGV="1" LPOGX="0.57109" LPOGY="0.28635" LPOGV="1" RPOGX="0.59947" RPOGY="0.18184" RPOGV="1" BPOGX="0.58528" BPOGY="0.23409" BPOGV="1" LPCX="0.40663" LPCY="0.48729" LPD="21.62550" LPS="0.65525" LPV="1" RPCX="0.70182" RPCY="0.47958" RPD="23.70646" RPS="0.65525" RPV="1" LEYEX="-0.01815" LEYEY="0.00039" LEYEZ="0.51623" LPUPILD="0.00406" LPUPILV="1" REYEX="0.04044" REYEY="0.00151" REYEZ="0.52889" RPUPILD="0.00444" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57842" FPOGY="0.22068" FPOGS="4985.91309" FPOGD="0.10205" FPOGID="14369" FPOGV="1" LPOGX="0.57282" LPOGY="0.29531" LPOGV="1" RPOGX="0.59424" RPOGY="0.16653" RPOGV="1" BPOGX="0.58353" BPOGY="0.23092" BPOGV="1" LPCX="0.40671" LPCY="0.48776" LPD="22.65098" LPS="0.65810" LPV="1" RPCX="0.70194" RPCY="0.47953" RPD="23.75081" RPS="0.65810" RPV="1" LEYEX="-0.01815" LEYEY="0.00039" LEYEZ="0.51623" LPUPILD="0.00399" LPUPILV="1" REYEX="0.04044" REYEY="0.00151" REYEZ="0.52889" RPUPILD="0.00443" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57873" FPOGY="0.22084" FPOGS="4985.91309" FPOGD="0.10742" FPOGID="14369" FPOGV="1" LPOGX="0.57189" LPOGY="0.28848" LPOGV="1" RPOGX="0.59556" RPOGY="0.15834" RPOGV="1" BPOGX="0.58373" BPOGY="0.22341" BPOGV="1" LPCX="0.40708" LPCY="0.48786" LPD="22.60581" LPS="0.66400" LPV="1" RPCX="0.70202" RPCY="0.47956" RPD="23.81121" RPS="0.66400" RPV="1" LEYEX="-0.01849" LEYEY="0.00036" LEYEZ="0.52939" LPUPILD="0.00403" LPUPILV="1" REYEX="0.04060" REYEY="0.00155" REYEZ="0.52893" RPUPILD="0.00444" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57894" FPOGY="0.22180" FPOGS="4985.91309" FPOGD="0.11426" FPOGID="14369" FPOGV="1" LPOGX="0.57470" LPOGY="0.29287" LPOGV="1" RPOGX="0.59021" RPOGY="0.18329" RPOGV="1" BPOGX="0.58246" BPOGY="0.23808" BPOGV="1" LPCX="0.40709" LPCY="0.48762" LPD="22.49501" LPS="0.66707" LPV="1" RPCX="0.70230" RPCY="0.47941" RPD="23.50389" RPS="0.66707" RPV="1" LEYEX="-0.01849" LEYEY="0.00036" LEYEZ="0.52939" LPUPILD="0.00398" LPUPILV="1" REYEX="0.04060" REYEY="0.00155" REYEZ="0.52893" RPUPILD="0.00436" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57884" FPOGY="0.22359" FPOGS="4985.91309" FPOGD="0.12061" FPOGID="14369" FPOGV="1" LPOGX="0.55566" LPOGY="0.29344" LPOGV="1" RPOGX="0.59832" RPOGY="0.21802" RPOGV="1" BPOGX="0.57699" BPOGY="0.25573" BPOGV="1" LPCX="0.40729" LPCY="0.48777" LPD="22.51167" LPS="0.67013" LPV="1" RPCX="0.70242" RPCY="0.47942" RPD="23.45057" RPS="0.67013" RPV="1" LEYEX="-0.01849" LEYEY="0.00036" LEYEZ="0.52939" LPUPILD="0.00402" LPUPILV="1" REYEX="0.04060" REYEY="0.00155" REYEZ="0.52893" RPUPILD="0.00442" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57873" FPOGY="0.22547" FPOGS="4985.91309" FPOGD="0.12793" FPOGID="14369" FPOGV="1" LPOGX="0.55617" LPOGY="0.29667" LPOGV="1" RPOGX="0.59696" RPOGY="0.22570" RPOGV="1" BPOGX="0.57657" BPOGY="0.26118" BPOGV="1" LPCX="0.40738" LPCY="0.48787" LPD="22.45967" LPS="0.66729" LPV="1" RPCX="0.70260" RPCY="0.47949" RPD="23.83761" RPS="0.66415" RPV="1" LEYEX="-0.01788" LEYEY="0.00031" LEYEZ="0.51411" LPUPILD="0.00398" LPUPILV="1" REYEX="0.04030" REYEY="0.00157" REYEZ="0.52449" RPUPILD="0.00446" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57852" FPOGY="0.22847" FPOGS="4985.91309" FPOGD="0.13330" FPOGID="14369" FPOGV="1" LPOGX="0.55431" LPOGY="0.32229" LPOGV="1" RPOGX="0.59451" RPOGY="0.25471" RPOGV="1" BPOGX="0.57441" BPOGY="0.28850" BPOGV="1" LPCX="0.40778" LPCY="0.48800" LPD="22.68202" LPS="0.65825" LPV="1" RPCX="0.70288" RPCY="0.47926" RPD="23.58420" RPS="0.65511" RPV="1" LEYEX="-0.01788" LEYEY="0.00031" LEYEZ="0.51411" LPUPILD="0.00395" LPUPILV="1" REYEX="0.04030" REYEY="0.00157" REYEZ="0.52449" RPUPILD="0.00445" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57773" FPOGY="0.23078" FPOGS="4985.91309" FPOGD="0.14062" FPOGID="14369" FPOGV="1" LPOGX="0.54530" LPOGY="0.30884" LPOGV="1" RPOGX="0.57721" RPOGY="0.24984" RPOGV="1" BPOGX="0.56125" BPOGY="0.27934" BPOGV="1" LPCX="0.40777" LPCY="0.48800" LPD="22.57680" LPS="0.64921" LPV="1" RPCX="0.70293" RPCY="0.47925" RPD="23.59837" RPS="0.64607" RPV="1" LEYEX="-0.01788" LEYEY="0.00031" LEYEZ="0.51411" LPUPILD="0.00398" LPUPILV="1" REYEX="0.04030" REYEY="0.00157" REYEZ="0.52449" RPUPILD="0.00444" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57703" FPOGY="0.23297" FPOGS="4985.91309" FPOGD="0.14893" FPOGID="14369" FPOGV="1" LPOGX="0.54593" LPOGY="0.31243" LPOGV="1" RPOGX="0.57721" RPOGY="0.24984" RPOGV="1" BPOGX="0.56157" BPOGY="0.28114" BPOGV="1" LPCX="0.40803" LPCY="0.48812" LPD="21.91488" LPS="0.64607" LPV="1" RPCX="0.70309" RPCY="0.47945" RPD="23.88117" RPS="0.64607" RPV="1" LEYEX="-0.01850" LEYEY="0.00032" LEYEZ="0.53412" LPUPILD="0.00408" LPUPILV="1" REYEX="0.04062" REYEY="0.00158" REYEZ="0.52710" RPUPILD="0.00436" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57711" FPOGY="0.23424" FPOGS="4985.91309" FPOGD="0.15381" FPOGID="14369" FPOGV="1" LPOGX="0.56400" LPOGY="0.28918" LPOGV="1" RPOGX="0.59387" RPOGY="0.23760" RPOGV="1" BPOGX="0.57893" BPOGY="0.26339" BPOGV="1" LPCX="0.40813" LPCY="0.48829" LPD="21.78390" LPS="0.65198" LPV="1" RPCX="0.70326" RPCY="0.47945" RPD="23.82164" RPS="0.65511" RPV="1" LEYEX="-0.01850" LEYEY="0.00032" LEYEZ="0.53412" LPUPILD="0.00411" LPUPILV="1" REYEX="0.04062" REYEY="0.00158" REYEZ="0.52710" RPUPILD="0.00441" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57750" FPOGY="0.23517" FPOGS="4985.91309" FPOGD="0.16113" FPOGID="14369" FPOGV="1" LPOGX="0.56817" LPOGY="0.28062" LPOGV="1" RPOGX="0.60532" RPOGY="0.23476" RPOGV="1" BPOGX="0.58675" BPOGY="0.25769" BPOGV="1" LPCX="0.40821" LPCY="0.48860" LPD="22.71912" LPS="0.66102" LPV="1" RPCX="0.70332" RPCY="0.47949" RPD="23.93360" RPS="0.66415" RPV="1" LEYEX="-0.01850" LEYEY="0.00032" LEYEZ="0.53412" LPUPILD="0.00401" LPUPILV="1" REYEX="0.04062" REYEY="0.00158" REYEZ="0.52710" RPUPILD="0.00447" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57786" FPOGY="0.23576" FPOGS="4985.91309" FPOGD="0.16797" FPOGID="14369" FPOGV="1" LPOGX="0.56720" LPOGY="0.27361" LPOGV="1" RPOGX="0.60675" RPOGY="0.22716" RPOGV="1" BPOGX="0.58697" BPOGY="0.25039" BPOGV="1" LPCX="0.40847" LPCY="0.48885" LPD="22.54285" LPS="0.66700" LPV="1" RPCX="0.70349" RPCY="0.47946" RPD="23.88697" RPS="0.67013" RPV="1" LEYEX="-0.01785" LEYEY="0.00019" LEYEZ="0.51887" LPUPILD="0.00409" LPUPILV="1" REYEX="0.04097" REYEY="0.00159" REYEZ="0.53058" RPUPILD="0.00443" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57799" FPOGY="0.23575" FPOGS="4985.91309" FPOGD="0.17432" FPOGID="14369" FPOGV="1" LPOGX="0.56511" LPOGY="0.26776" LPOGV="1" RPOGX="0.59744" RPOGY="0.20325" RPOGV="1" BPOGX="0.58127" BPOGY="0.23551" BPOGV="1" LPCX="0.40865" LPCY="0.48878" LPD="22.62433" LPS="0.66707" LPV="1" RPCX="0.70372" RPCY="0.47935" RPD="23.55822" RPS="0.66707" RPV="1" LEYEX="-0.01785" LEYEY="0.00019" LEYEZ="0.51887" LPUPILD="0.00398" LPUPILV="1" REYEX="0.04097" REYEY="0.00159" REYEZ="0.53058" RPUPILD="0.00442" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
