2025-05-27 12:39:58.055566
" REYEZ="0.68199" RPUPILD="0.00519" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55530" FPOGY="0.33288" FPOGS="1186.76196" FPOGD="0.18738" FPOGID="3663" FPOGV="1" LPOGX="0.55937" LPOGY="0.40425" LPOGV="1" RPOGX="0.53453" RPOGY="0.27119" RPOGV="1" BPOGX="0.54695" BPOGY="0.33772" BPOGV="1" LPCX="0.21038" LPCY="0.89823" LPD="19.45378" LPS="1.06379" LPV="1" RPCX="0.44788" RPCY="0.87281" RPD="22.60088" RPS="1.05571" RPV="1" LEYEX="-0.07447" LEYEY="-0.08358" LEYEZ="0.67291" LPUPILD="0.00445" LPUPILV="1" REYEX="-0.01367" REYEY="-0.07726" REYEZ="0.66289" RPUPILD="0.00526" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.56759" FPOGY="0.31254" FPOGS="1187.35767" FPOGD="0.50269" FPOGID="3664" FPOGV="1" LPOGX="0.57045" LPOGY="0.36590" LPOGV="1" RPOGX="0.56123" RPOGY="0.25807" RPOGV="1" BPOGX="0.56584" BPOGY="0.31198" BPOGV="1" LPCX="0.20288" LPCY="0.90380" LPD="19.40838" LPS="1.05515" LPV="1" RPCX="0.44081" RPCY="0.87570" RPD="22.75119" RPS="1.05515" RPV="1" LEYEX="-0.07636" LEYEY="-0.08465" LEYEZ="0.67266" LPUPILD="0.00446" LPUPILV="1" REYEX="-0.01531" REYEY="-0.07710" REYEZ="0.65648" RPUPILD="0.00516" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56768" FPOGY="0.31237" FPOGS="1187.35767" FPOGD="0.50916" FPOGID="3664" FPOGV="1" LPOGX="0.57227" LPOGY="0.36227" LPOGV="1" RPOGX="0.56213" RPOGY="0.26451" RPOGV="1" BPOGX="0.56720" BPOGY="0.31339" BPOGV="1" LPCX="0.20291" LPCY="0.90378" LPD="19.41654" LPS="1.05515" LPV="1" RPCX="0.44074" RPCY="0.87576" RPD="22.58984" RPS="1.05515" RPV="1" LEYEX="-0.07636" LEYEY="-0.08465" LEYEZ="0.67266" LPUPILD="0.00445" LPUPILV="1" REYEX="-0.01531" REYEY="-0.07710" REYEZ="0.65648" RPUPILD="0.00520" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56777" FPOGY="0.31243" FPOGS="1187.35767" FPOGD="0.51587" FPOGID="3664" FPOGV="1" LPOGX="0.57227" LPOGY="0.36227" LPOGV="1" RPOGX="0.56213" RPOGY="0.26451" RPOGV="1" BPOGX="0.56720" BPOGY="0.31339" BPOGV="1" LPCX="0.20291" LPCY="0.90383" LPD="19.53729" LPS="1.05515" LPV="1" RPCX="0.44071" RPCY="0.87572" RPD="22.61162" RPS="1.05515" RPV="1" LEYEX="-0.07636" LEYEY="-0.08465" LEYEZ="0.67266" LPUPILD="0.00445" LPUPILV="1" REYEX="-0.01531" REYEY="-0.07710" REYEZ="0.65648" RPUPILD="0.00515" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56787" FPOGY="0.31279" FPOGS="1187.35767" FPOGD="0.52283" FPOGID="3664" FPOGV="1" LPOGX="0.57795" LPOGY="0.36901" LPOGV="1" RPOGX="0.56264" RPOGY="0.25543" RPOGV="1" BPOGX="0.57030" BPOGY="0.31222" BPOGV="1" LPCX="0.20293" LPCY="0.90377" LPD="19.34767" LPS="1.05515" LPV="1" RPCX="0.44068" RPCY="0.87572" RPD="22.62934" RPS="1.05515" RPV="1" LEYEX="-0.07636" LEYEY="-0.08465" LEYEZ="0.67266" LPUPILD="0.00450" LPUPILV="1" REYEX="-0.01531" REYEY="-0.07710" REYEZ="0.65648" RPUPILD="0.00515" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56750" FPOGY="0.31309" FPOGS="1187.35767" FPOGD="0.52905" FPOGID="3664" FPOGV="1" LPOGX="0.58086" LPOGY="0.37362" LPOGV="1" RPOGX="0.52414" RPOGY="0.25992" RPOGV="1" BPOGX="0.55250" BPOGY="0.31677" BPOGV="1" LPCX="0.20290" LPCY="0.90379" LPD="19.39256" LPS="1.05515" LPV="1" RPCX="0.44072" RPCY="0.87578" RPD="22.82177" RPS="1.05515" RPV="1" LEYEX="-0.07636" LEYEY="-0.08465" LEYEZ="0.67266" LPUPILD="0.00446" LPUPILV="1" REYEX="-0.01531" REYEY="-0.07710" REYEZ="0.65648" RPUPILD="0.00509" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56713" FPOGY="0.31351" FPOGS="1187.35767" FPOGD="0.53625" FPOGID="3664" FPOGV="1" LPOGX="0.58086" LPOGY="0.37362" LPOGV="1" RPOGX="0.52414" RPOGY="0.25992" RPOGV="1" BPOGX="0.55250" BPOGY="0.31677" BPOGV="1" LPCX="0.20285" LPCY="0.90380" LPD="19.47044" LPS="1.05515" LPV="1" RPCX="0.44045" RPCY="0.87599" RPD="23.44165" RPS="1.05515" RPV="1" LEYEX="-0.07636" LEYEY="-0.08465" LEYEZ="0.67266" LPUPILD="0.00447" LPUPILV="1" REYEX="-0.01531" REYEY="-0.07710" REYEZ="0.65648" RPUPILD="0.00511" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56700" FPOGY="0.31377" FPOGS="1187.35767" FPOGD="0.54297" FPOGID="3664" FPOGV="1" LPOGX="0.58331" LPOGY="0.37951" LPOGV="1" RPOGX="0.53356" RPOGY="0.25559" RPOGV="1" BPOGX="0.55844" BPOGY="0.31755" BPOGV="1" LPCX="0.20288" LPCY="0.90378" LPD="19.44006" LPS="1.05515" LPV="1" RPCX="0.44044" RPCY="0.87600" RPD="23.52744" RPS="1.05515" RPV="1" LEYEX="-0.07636" LEYEY="-0.08465" LEYEZ="0.67266" LPUPILD="0.00447" LPUPILV="1" REYEX="-0.01531" REYEY="-0.07710" REYEZ="0.65648" RPUPILD="0.00514" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56726" FPOGY="0.31438" FPOGS="1187.35767" FPOGD="0.54956" FPOGID="3664" FPOGV="1" LPOGX="0.57923" LPOGY="0.37219" LPOGV="1" RPOGX="0.56073" RPOGY="0.26389" RPOGV="1" BPOGX="0.56998" BPOGY="0.31804" BPOGV="1" LPCX="0.20287" LPCY="0.90382" LPD="19.35930" LPS="1.05515" LPV="1" RPCX="0.44071" RPCY="0.87572" RPD="22.65171" RPS="1.05515" RPV="1" LEYEX="-0.07636" LEYEY="-0.08465" LEYEZ="0.67266" LPUPILD="0.00448" LPUPILV="1" REYEX="-0.01531" REYEY="-0.07710" REYEZ="0.65648" RPUPILD="0.00513" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
