2025-05-27 12:40:16.875389
" REYEZ="0.65698" RPUPILD="0.00493" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.55412" FPOGY="0.32560" FPOGS="1205.49060" FPOGD="0.28125" FPOGID="3728" FPOGV="1" LPOGX="0.58623" LPOGY="0.35357" LPOGV="1" RPOGX="0.54093" RPOGY="0.25525" RPOGV="1" BPOGX="0.56358" BPOGY="0.30441" BPOGV="1" LPCX="0.19227" LPCY="0.90748" LPD="18.31641" LPS="1.02355" LPV="1" RPCX="0.42983" RPCY="0.87671" RPD="20.98810" RPS="1.02355" RPV="1" LEYEX="-0.07751" LEYEY="-0.08366" LEYEZ="0.65888" LPUPILD="0.00413" LPUPILV="1" REYEX="-0.01798" REYEY="-0.07736" REYEZ="0.65698" RPUPILD="0.00493" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.53978" FPOGY="0.30796" FPOGS="1206.28101" FPOGD="0.40125" FPOGID="3731" FPOGV="1" LPOGX="0.52329" LPOGY="0.38576" LPOGV="1" RPOGX="0.52383" RPOGY="0.26559" RPOGV="1" BPOGX="0.52356" BPOGY="0.32567" BPOGV="1" LPCX="0.19363" LPCY="0.90567" LPD="17.97277" LPS="1.01971" LPV="1" RPCX="0.43118" RPCY="0.87576" RPD="20.83192" RPS="1.01971" RPV="1" LEYEX="-0.07479" LEYEY="-0.08085" LEYEZ="0.63938" LPUPILD="0.00419" LPUPILV="1" REYEX="-0.01761" REYEY="-0.07728" REYEZ="0.65797" RPUPILD="0.00485" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.53977" FPOGY="0.30857" FPOGS="1206.28101" FPOGD="0.40771" FPOGID="3731" FPOGV="1" LPOGX="0.55098" LPOGY="0.38935" LPOGV="1" RPOGX="0.52309" RPOGY="0.26184" RPOGV="1" BPOGX="0.53703" BPOGY="0.32560" BPOGV="1" LPCX="0.19362" LPCY="0.90567" LPD="18.09045" LPS="1.01971" LPV="1" RPCX="0.43120" RPCY="0.87579" RPD="20.80642" RPS="1.01162" RPV="1" LEYEX="-0.07479" LEYEY="-0.08085" LEYEZ="0.63938" LPUPILD="0.00423" LPUPILV="1" REYEX="-0.01761" REYEY="-0.07728" REYEZ="0.65797" RPUPILD="0.00485" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.53961" FPOGY="0.30943" FPOGS="1206.28101" FPOGD="0.41492" FPOGID="3731" FPOGV="1" LPOGX="0.55196" LPOGY="0.40490" LPOGV="1" RPOGX="0.51630" RPOGY="0.26565" RPOGV="1" BPOGX="0.53413" BPOGY="0.33527" BPOGV="1" LPCX="0.19362" LPCY="0.90574" LPD="18.05117" LPS="1.01162" LPV="1" RPCX="0.43119" RPCY="0.87571" RPD="20.72328" RPS="1.00353" RPV="1" LEYEX="-0.07479" LEYEY="-0.08085" LEYEZ="0.63938" LPUPILD="0.00419" LPUPILV="1" REYEX="-0.01761" REYEY="-0.07728" REYEZ="0.65797" RPUPILD="0.00485" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.53945" FPOGY="0.31048" FPOGS="1206.28101" FPOGD="0.42175" FPOGID="3731" FPOGV="1" LPOGX="0.55295" LPOGY="0.41011" LPOGV="1" RPOGX="0.51569" RPOGY="0.27226" RPOGV="1" BPOGX="0.53432" BPOGY="0.34119" BPOGV="1" LPCX="0.19368" LPCY="0.90565" LPD="18.06664" LPS="1.00353" LPV="1" RPCX="0.43125" RPCY="0.87568" RPD="20.55802" RPS="0.99545" RPV="1" LEYEX="-0.07479" LEYEY="-0.08085" LEYEZ="0.63938" LPUPILD="0.00418" LPUPILV="1" REYEX="-0.01761" REYEY="-0.07728" REYEZ="0.65797" RPUPILD="0.00486" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.53922" FPOGY="0.31135" FPOGS="1206.28101" FPOGD="0.42822" FPOGID="3731" FPOGV="1" LPOGX="0.54210" LPOGY="0.38269" LPOGV="1" RPOGX="0.54178" RPOGY="0.26483" RPOGV="1" BPOGX="0.54194" BPOGY="0.32376" BPOGV="1" LPCX="0.19375" LPCY="0.90556" LPD="18.11416" LPS="0.99545" LPV="1" RPCX="0.43131" RPCY="0.87559" RPD="20.83613" RPS="0.99545" RPV="1" LEYEX="-0.07479" LEYEY="-0.08085" LEYEZ="0.63938" LPUPILD="0.00416" LPUPILV="1" REYEX="-0.01761" REYEY="-0.07728" REYEZ="0.65797" RPUPILD="0.00480" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.53958" FPOGY="0.31193" FPOGS="1206.28101" FPOGD="0.43506" FPOGID="3731" FPOGV="1" LPOGX="0.55957" LPOGY="0.38062" LPOGV="1" RPOGX="0.55307" RPOGY="0.26450" RPOGV="1" BPOGX="0.55632" BPOGY="0.32256" BPOGV="1" LPCX="0.19390" LPCY="0.90564" LPD="18.03114" LPS="0.99545" LPV="1" RPCX="0.43171" RPCY="0.87564" RPD="20.68330" RPS="0.99545" RPV="1" LEYEX="-0.07479" LEYEY="-0.08085" LEYEZ="0.63938" LPUPILD="0.00418" LPUPILV="1" REYEX="-0.01761" REYEY="-0.07728" REYEZ="0.65797" RPUPILD="0.00475" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.53994" FPOGY="0.31234" FPOGS="1206.28101" FPOGD="0.44128" FPOGID="3731" FPOGV="1" LPOGX="0.55782" LPOGY="0.37048" LPOGV="1" RPOGX="0.55471" RPOGY="0.25222" RPOGV="1" BPOGX="0.55627" BPOGY="0.31135" BPOGV="1" LPCX="0.19399" LPCY="0.90562" LPD="17.86659" LPS="1.01038" LPV="1" RPCX="0.43173" RPCY="0.87563" RPD="20.75447" RPS="1.01038" RPV="1" LEYEX="-0.08086" LEYEY="-0.08735" LEYEZ="0.69123" LPUPILD="0.00421" LPUPILV="1" REYEX="-0.01761" REYEY="-0.07728" REYEZ="0.65797" RPUPILD="0.00476" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.53956" FPOGY="0.31228" FPOGS="1206.28101" FPOGD="0.44788" FPOGID="3731" FPOGV="1" LPOGX="0.54440" LPOGY="0.35943" LPOGV="1" RPOGX="0.54284" RPOGY="0.23894" RPOGV="1" BPOGX="0.54362" BPOGY="0.29919" BPOGV="1" LPCX="0.19397" LPCY="0.90561" LPD="17.98463" LPS="1.02531" LPV="1" RPCX="0.43152" RPCY="0.87556" RPD="21.00457" RPS="1.02531" RPV="1" LEYEX="-0.08086" LEYEY="-0.08735" LEYEZ="0.69123" LPUPILD="0.00420" LPUPILV="1" REYEX="-0.01761" REYEY="-0.07728" REYEZ="0.65797" RPUPILD="0.00471" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
