2025-05-28 15:17:26.071924
0447" LEYEZ="0.62706" LPUPILD="0.00429" LPUPILV="1" REYEX="-0.01432" REYEY="0.00821" REYEZ="0.62227" RPUPILD="0.00595" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.42707" FPOGY="0.31099" FPOGS="4705.59082" FPOGD="0.22705" FPOGID="9400" FPOGV="1" LPOGX="0.47589" LPOGY="0.26835" LPOGV="1" RPOGX="0.40484" RPOGY="0.32903" RPOGV="1" BPOGX="0.44037" BPOGY="0.29869" BPOGV="1" LPCX="0.20359" LPCY="0.46899" LPD="19.17270" LPS="0.91606" LPV="1" RPCX="0.43940" RPCY="0.45040" RPD="27.63225" RPS="0.91606" RPV="1" LEYEX="-0.07066" LEYEY="0.00447" LEYEZ="0.62706" LPUPILD="0.00434" LPUPILV="1" REYEX="-0.01432" REYEY="0.00821" REYEZ="0.62227" RPUPILD="0.00597" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.84586" FPOGY="0.32965" FPOGS="4706.42773" FPOGD="0.30176" FPOGID="9403" FPOGV="1" LPOGX="0.84872" LPOGY="0.38210" LPOGV="1" RPOGX="0.81558" RPOGY="0.30400" RPOGV="1" BPOGX="0.83215" BPOGY="0.34305" BPOGV="1" LPCX="0.21252" LPCY="0.46625" LPD="19.45322" LPS="0.90448" LPV="1" RPCX="0.44880" RPCY="0.44930" RPD="27.49669" RPS="0.89869" RPV="1" LEYEX="-0.07058" LEYEY="0.00513" LEYEZ="0.63394" LPUPILD="0.00426" LPUPILV="1" REYEX="-0.01304" REYEY="0.00815" REYEZ="0.60400" RPUPILD="0.00607" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.84560" FPOGY="0.32988" FPOGS="4706.42773" FPOGD="0.30811" FPOGID="9403" FPOGV="1" LPOGX="0.84880" LPOGY="0.38170" LPOGV="1" RPOGX="0.81809" RPOGY="0.29869" RPOGV="1" BPOGX="0.83345" BPOGY="0.34019" BPOGV="1" LPCX="0.21271" LPCY="0.46593" LPD="18.80268" LPS="0.90498" LPV="1" RPCX="0.44888" RPCY="0.44933" RPD="27.27021" RPS="0.90498" RPV="1" LEYEX="-0.07198" LEYEY="0.00524" LEYEZ="0.64690" LPUPILD="0.00435" LPUPILV="1" REYEX="-0.01349" REYEY="0.00846" REYEZ="0.62672" RPUPILD="0.00608" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.84561" FPOGY="0.32964" FPOGS="4706.42773" FPOGD="0.31494" FPOGID="9403" FPOGV="1" LPOGX="0.87880" LPOGY="0.32591" LPOGV="1" RPOGX="0.81339" RPOGY="0.31106" RPOGV="1" BPOGX="0.84609" BPOGY="0.31848" BPOGV="1" LPCX="0.21275" LPCY="0.46592" LPD="18.96349" LPS="0.91126" LPV="1" RPCX="0.44897" RPCY="0.44937" RPD="27.19860" RPS="0.91705" RPV="1" LEYEX="-0.07198" LEYEY="0.00524" LEYEZ="0.64690" LPUPILD="0.00433" LPUPILV="1" REYEX="-0.01349" REYEY="0.00846" REYEZ="0.62672" RPUPILD="0.00608" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.84555" FPOGY="0.32946" FPOGS="4706.42773" FPOGD="0.32227" FPOGID="9403" FPOGV="1" LPOGX="0.84862" LPOGY="0.33409" LPOGV="1" RPOGX="0.81671" RPOGY="0.30385" RPOGV="1" BPOGX="0.83267" BPOGY="0.31897" BPOGV="1" LPCX="0.21280" LPCY="0.46586" LPD="18.79920" LPS="0.92334" LPV="1" RPCX="0.44910" RPCY="0.44948" RPD="27.18009" RPS="0.92913" RPV="1" LEYEX="-0.07198" LEYEY="0.00524" LEYEZ="0.64690" LPUPILD="0.00428" LPUPILV="1" REYEX="-0.01349" REYEY="0.00846" REYEZ="0.62672" RPUPILD="0.00612" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.84530" FPOGY="0.32945" FPOGS="4706.42773" FPOGD="0.32861" FPOGID="9403" FPOGV="1" LPOGX="0.85070" LPOGY="0.32398" LPOGV="1" RPOGX="0.82138" RPOGY="0.29398" RPOGV="1" BPOGX="0.83604" BPOGY="0.30898" BPOGV="1" LPCX="0.21291" LPCY="0.46615" LPD="19.05083" LPS="0.93542" LPV="1" RPCX="0.44916" RPCY="0.44948" RPD="27.22647" RPS="0.94121" RPV="1" LEYEX="-0.07198" LEYEY="0.00519" LEYEZ="0.64690" LPUPILD="0.00430" LPUPILV="1" REYEX="-0.01324" REYEY="0.00837" REYEZ="0.61965" RPUPILD="0.00609" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.84455" FPOGY="0.32947" FPOGS="4706.42773" FPOGD="0.33496" FPOGID="9403" FPOGV="1" LPOGX="0.86841" LPOGY="0.31976" LPOGV="1" RPOGX="0.80614" RPOGY="0.33064" RPOGV="1" BPOGX="0.83727" BPOGY="0.32520" BPOGV="1" LPCX="0.21300" LPCY="0.46626" LPD="19.20202" LPS="0.94121" LPV="1" RPCX="0.44922" RPCY="0.44962" RPD="27.42567" RPS="0.94121" RPV="1" LEYEX="-0.07198" LEYEY="0.00519" LEYEZ="0.64690" LPUPILD="0.00432" LPUPILV="1" REYEX="-0.01324" REYEY="0.00837" REYEZ="0.61965" RPUPILD="0.00607" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.84419" FPOGY="0.32984" FPOGS="4706.42773" FPOGD="0.34180" FPOGID="9403" FPOGV="1" LPOGX="0.87746" LPOGY="0.32242" LPOGV="1" RPOGX="0.81970" RPOGY="0.33179" RPOGV="1" BPOGX="0.84858" BPOGY="0.32710" BPOGV="1" LPCX="0.21296" LPCY="0.46619" LPD="18.96276" LPS="0.94121" LPV="1" RPCX="0.44937" RPCY="0.44970" RPD="27.39029" RPS="0.94121" RPV="1" LEYEX="-0.07198" LEYEY="0.00519" LEYEZ="0.64690" LPUPILD="0.00427" LPUPILV="1" REYEX="-0.01324" REYEY="0.00837" REYEZ="0.61965" RPUPILD="0.00611" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.84386" FPOGY="0.33016" FPOGS="4706.42773" FPOGD="0.34863" FPOGID="9403" FPOGV="1" LPOGX="0.87621" LPOGY="0.32769" LPOGV="1" RPOGX="0.81504" RPOGY="0.34119" RPOGV="1" BPOGX="0.84563" BPOGY="0.33444" BPOGV="1" LPCX="0.21322" LPCY="0.46626" LPD="18.99435" LPS="0.93492" LPV="1" RPCX="0.44944" RPCY="0.44970" RPD="27.11523" RPS="0.92913" RPV="1" LEYEX="-0.06899" LEYEY="0.00503" LEYEZ="0.62134" LPUPILD="0.00430" LPUPILV="1" REYEX="-0.01296" REYEY="0.00821" REYEZ="0.60849" RPUPILD="0.00613" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
