2025-05-27 11:44:49.541484
"-0.05626" REYEZ="0.68382" RPUPILD="0.00498" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="21" />
<REC FPOGX="0.52034" FPOGY="-0.28058" FPOGS="5608.63770" FPOGD="0.06689" FPOGID="15976" FPOGV="1" LPOGX="0.62265" LPOGY="-0.30936" LPOGV="1" RPOGX="0.41360" RPOGY="-0.40277" RPOGV="1" BPOGX="0.51812" BPOGY="-0.35606" BPOGV="1" LPCX="0.28460" LPCY="0.75382" LPD="24.03974" LPS="1.09452" LPV="1" RPCX="0.54620" RPCY="0.75665" RPD="23.25579" RPS="1.10260" RPV="1" LEYEX="-0.05710" LEYEY="-0.05628" LEYEZ="0.69161" LPUPILD="0.00471" LPUPILV="1" REYEX="0.01220" REYEY="-0.05626" REYEZ="0.68382" RPUPILD="0.00498" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="21" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.63318" FPOGY="-0.29926" FPOGS="5609.16016" FPOGD="0.44922" FPOGID="15979" FPOGV="1" LPOGX="0.74345" LPOGY="-0.19284" LPOGV="1" RPOGX="0.50759" RPOGY="-0.29604" RPOGV="1" BPOGX="0.62552" BPOGY="-0.24444" BPOGV="1" LPCX="0.28990" LPCY="0.75191" LPD="22.79025" LPS="1.04393" LPV="1" RPCX="0.55103" RPCY="0.75580" RPD="23.57898" RPS="1.03584" RPV="1" LEYEX="-0.05351" LEYEY="-0.05337" LEYEZ="0.66016" LPUPILD="0.00481" LPUPILV="1" REYEX="0.01257" REYEY="-0.05394" REYEZ="0.65740" RPUPILD="0.00502" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.63301" FPOGY="-0.29794" FPOGS="5609.16016" FPOGD="0.45557" FPOGID="15979" FPOGV="1" LPOGX="0.74344" LPOGY="-0.19261" LPOGV="1" RPOGX="0.50809" RPOGY="-0.30657" RPOGV="1" BPOGX="0.62576" BPOGY="-0.24959" BPOGV="1" LPCX="0.28993" LPCY="0.75193" LPD="23.06093" LPS="1.04374" LPV="1" RPCX="0.55107" RPCY="0.75573" RPD="23.53718" RPS="1.04374" RPV="1" LEYEX="-0.05490" LEYEY="-0.05471" LEYEZ="0.67797" LPUPILD="0.00476" LPUPILV="1" REYEX="0.01307" REYEY="-0.05575" REYEZ="0.68073" RPUPILD="0.00503" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.63314" FPOGY="-0.29736" FPOGS="5609.16016" FPOGD="0.46240" FPOGID="15979" FPOGV="1" LPOGX="0.74697" LPOGY="-0.21666" LPOGV="1" RPOGX="0.51026" RPOGY="-0.34870" RPOGV="1" BPOGX="0.62862" BPOGY="-0.28268" BPOGV="1" LPCX="0.28998" LPCY="0.75178" LPD="23.10845" LPS="1.05165" LPV="1" RPCX="0.55116" RPCY="0.75561" RPD="23.60562" RPS="1.05974" RPV="1" LEYEX="-0.05490" LEYEY="-0.05471" LEYEZ="0.67797" LPUPILD="0.00471" LPUPILV="1" REYEX="0.01307" REYEY="-0.05575" REYEZ="0.68073" RPUPILD="0.00503" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.63343" FPOGY="-0.29749" FPOGS="5609.16016" FPOGD="0.46924" FPOGID="15979" FPOGV="1" LPOGX="0.75520" LPOGY="-0.27095" LPOGV="1" RPOGX="0.52031" RPOGY="-0.38849" RPOGV="1" BPOGX="0.63776" BPOGY="-0.32972" BPOGV="1" LPCX="0.28992" LPCY="0.75171" LPD="23.00701" LPS="1.06764" LPV="1" RPCX="0.55117" RPCY="0.75561" RPD="23.88372" RPS="1.07573" RPV="1" LEYEX="-0.05490" LEYEY="-0.05471" LEYEZ="0.67797" LPUPILD="0.00469" LPUPILV="1" REYEX="0.01307" REYEY="-0.05575" REYEZ="0.68073" RPUPILD="0.00503" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.63374" FPOGY="-0.29806" FPOGS="5609.16016" FPOGD="0.47559" FPOGID="15979" FPOGV="1" LPOGX="0.75620" LPOGY="-0.29153" LPOGV="1" RPOGX="0.52087" RPOGY="-0.39929" RPOGV="1" BPOGX="0.63853" BPOGY="-0.34541" BPOGV="1" LPCX="0.28990" LPCY="0.75165" LPD="23.10640" LPS="1.08363" LPV="1" RPCX="0.55118" RPCY="0.75537" RPD="23.74373" RPS="1.08363" RPV="1" LEYEX="-0.05490" LEYEY="-0.05471" LEYEZ="0.67797" LPUPILD="0.00469" LPUPILV="1" REYEX="0.01266" REYEY="-0.05380" REYEZ="0.65690" RPUPILD="0.00502" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.63393" FPOGY="-0.29914" FPOGS="5609.16016" FPOGD="0.48291" FPOGID="15979" FPOGV="1" LPOGX="0.75341" LPOGY="-0.32336" LPOGV="1" RPOGX="0.52429" RPOGY="-0.37424" RPOGV="1" BPOGX="0.63885" BPOGY="-0.34880" BPOGV="1" LPCX="0.28989" LPCY="0.75142" LPD="22.86901" LPS="1.08363" LPV="1" RPCX="0.55123" RPCY="0.75496" RPD="23.55468" RPS="1.07555" RPV="1" LEYEX="-0.05490" LEYEY="-0.05471" LEYEZ="0.67797" LPUPILD="0.00469" LPUPILV="1" REYEX="0.01266" REYEY="-0.05380" REYEZ="0.65690" RPUPILD="0.00501" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.63400" FPOGY="-0.29978" FPOGS="5609.16016" FPOGD="0.48877" FPOGID="15979" FPOGV="1" LPOGX="0.74690" LPOGY="-0.27395" LPOGV="1" RPOGX="0.52044" RPOGY="-0.33030" RPOGV="1" BPOGX="0.63367" BPOGY="-0.30212" BPOGV="1" LPCX="0.28990" LPCY="0.75132" LPD="23.01978" LPS="1.07555" LPV="1" RPCX="0.55122" RPCY="0.75484" RPD="23.46222" RPS="1.06746" RPV="1" LEYEX="-0.05490" LEYEY="-0.05471" LEYEZ="0.67797" LPUPILD="0.00475" LPUPILV="1" REYEX="0.01266" REYEY="-0.05380" REYEZ="0.65690" RPUPILD="0.00501" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.63407" FPOGY="-0.30032" FPOGS="5609.16016" FPOGD="0.49561" FPOGID="15979" FPOGV="1" LPOGX="0.74645" LPOGY="-0.26362" LPOGV="1" RPOGX="0.51935" RPOGY="-0.31009" RPOGV="1" BPOGX="0.63290" BPOGY="-0.28685" BPOGV="1" LPCX="0.28994" LPCY="0.75126" LPD="22.21485" LPS="1.06746" LPV="1" RPCX="0.55119" RPCY="0.75474" RPD="23.41521" RPS="1.05218" RPV="1" LEYEX="-0.05490" LEYEY="-0.05451" LEYEZ="0.67797" LPUPILD="0.00478" LPUPILV="1" REYEX="0.01229" REYEY="-0.05185" REYEZ="0.63547" RPUPILD="0.00504" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
