2025-07-14 11:12:08.556360
-0.03120" LEYEZ="0.63117" LPUPILD="0.00285" LPUPILV="1" REYEX="0.02228" REYEY="-0.03413" REYEZ="0.61659" RPUPILD="0.00346" RPUPILV="1" BKID="23" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="138.97086" FPOGD="0.18036" FPOGID="415" FPOGV="0" LPOGX="0.74406" LPOGY="0.03120" LPOGV="0" RPOGX="0.73155" RPOGY="-0.21600" RPOGV="0" BPOGX="0.73780" BPOGY="-0.09240" BPOGV="0" LPCX="0.34069" LPCY="0.65586" LPD="12.04279" LPS="0.91776" LPV="0" RPCX="0.59802" RPCY="0.66967" RPD="10.33745" RPS="0.91776" RPV="0" LEYEX="-0.03890" LEYEY="-0.03120" LEYEZ="0.63117" LPUPILD="0.00285" LPUPILV="1" REYEX="0.02228" REYEY="-0.03413" REYEZ="0.61659" RPUPILD="0.00346" RPUPILV="1" BKID="23" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.13951" FPOGY="-0.07414" FPOGS="140.12283" FPOGD="0.10725" FPOGID="419" FPOGV="1" LPOGX="0.17412" LPOGY="-0.03532" LPOGV="1" RPOGX="0.13230" RPOGY="-0.04860" RPOGV="1" BPOGX="0.15321" BPOGY="-0.04196" BPOGV="1" LPCX="0.31848" LPCY="0.65610" LPD="23.76456" LPS="0.85450" LPV="1" RPCX="0.57738" RPCY="0.67057" RPD="21.49202" RPS="0.84927" RPV="1" LEYEX="-0.17835" LEYEY="-0.13862" LEYEZ="2.71805" LPUPILD="0.00486" LPUPILV="0" REYEX="0.01867" REYEY="-0.03316" REYEZ="0.59421" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.14043" FPOGY="-0.07159" FPOGS="140.12283" FPOGD="0.11389" FPOGID="419" FPOGV="1" LPOGX="0.17717" LPOGY="-0.02844" LPOGV="1" RPOGX="0.13524" RPOGY="-0.02803" RPOGV="1" BPOGX="0.15621" BPOGY="-0.02824" BPOGV="1" LPCX="0.31835" LPCY="0.65618" LPD="23.80829" LPS="0.84415" LPV="1" RPCX="0.57732" RPCY="0.67062" RPD="21.60152" RPS="0.83891" RPV="1" LEYEX="-0.17835" LEYEY="-0.13862" LEYEZ="2.71805" LPUPILD="0.00485" LPUPILV="0" REYEX="0.01867" REYEY="-0.03316" REYEZ="0.59421" RPUPILD="0.00424" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.14129" FPOGY="-0.06936" FPOGS="140.12283" FPOGD="0.12047" FPOGID="419" FPOGV="1" LPOGX="0.18008" LPOGY="-0.02240" LPOGV="1" RPOGX="0.13333" RPOGY="-0.03601" RPOGV="1" BPOGX="0.15671" BPOGY="-0.02920" BPOGV="1" LPCX="0.31831" LPCY="0.65626" LPD="23.86774" LPS="0.83891" LPV="1" RPCX="0.57725" RPCY="0.67063" RPD="21.68410" RPS="0.84470" RPV="1" LEYEX="-0.17788" LEYEY="-0.13836" LEYEZ="2.70493" LPUPILD="0.00488" LPUPILV="0" REYEX="0.01962" REYEY="-0.03502" REYEZ="0.62755" RPUPILD="0.00426" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.14156" FPOGY="-0.06839" FPOGS="140.12283" FPOGD="0.12718" FPOGID="419" FPOGV="1" LPOGX="0.16702" LPOGY="-0.02692" LPOGV="1" RPOGX="0.12634" RPOGY="-0.07299" RPOGV="1" BPOGX="0.14668" BPOGY="-0.04996" BPOGV="1" LPCX="0.31826" LPCY="0.65633" LPD="23.82235" LPS="0.84982" LPV="1" RPCX="0.57721" RPCY="0.67062" RPD="21.65499" RPS="0.86084" RPV="1" LEYEX="-0.17788" LEYEY="-0.13836" LEYEZ="2.70493" LPUPILD="0.00490" LPUPILV="0" REYEX="0.01962" REYEY="-0.03502" REYEZ="0.62755" RPUPILD="0.00428" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.14111" FPOGY="-0.06828" FPOGS="140.12283" FPOGD="0.13377" FPOGID="419" FPOGV="1" LPOGX="0.15081" LPOGY="-0.05444" LPOGV="1" RPOGX="0.11332" RPOGY="-0.07747" RPOGV="1" BPOGX="0.13206" BPOGY="-0.06595" BPOGV="1" LPCX="0.31826" LPCY="0.65633" LPD="23.82235" LPS="0.86596" LPV="1" RPCX="0.57720" RPCY="0.67074" RPD="21.56223" RPS="0.87699" RPV="1" LEYEX="-0.17788" LEYEY="-0.13836" LEYEZ="2.70493" LPUPILD="0.00490" LPUPILV="0" REYEX="0.01962" REYEY="-0.03502" REYEZ="0.62755" RPUPILD="0.00432" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.14029" FPOGY="-0.06924" FPOGS="140.12283" FPOGD="0.14052" FPOGID="419" FPOGV="1" LPOGX="0.13843" LPOGY="-0.07923" LPOGV="1" RPOGX="0.10793" RPOGY="-0.09958" RPOGV="1" BPOGX="0.12318" BPOGY="-0.08940" BPOGV="1" LPCX="0.31831" LPCY="0.65637" LPD="24.10606" LPS="0.88777" LPV="1" RPCX="0.57713" RPCY="0.67082" RPD="21.68613" RPS="0.89301" RPV="1" LEYEX="-0.04252" LEYEY="-0.03234" LEYEZ="0.63224" LPUPILD="0.00489" LPUPILV="1" REYEX="0.01907" REYEY="-0.03395" REYEZ="0.60837" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13909" FPOGY="-0.07047" FPOGS="140.12283" FPOGD="0.14796" FPOGID="419" FPOGV="1" LPOGX="0.12255" LPOGY="-0.08501" LPOGV="1" RPOGX="0.10261" RPOGY="-0.11036" RPOGV="1" BPOGX="0.11258" BPOGY="-0.09769" BPOGV="1" LPCX="0.31820" LPCY="0.65634" LPD="23.69872" LPS="0.89866" LPV="1" RPCX="0.57713" RPCY="0.67078" RPD="21.61545" RPS="0.89287" RPV="1" LEYEX="-0.04252" LEYEY="-0.03234" LEYEZ="0.63224" LPUPILD="0.00493" LPUPILV="1" REYEX="0.01907" REYEY="-0.03395" REYEZ="0.60837" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13809" FPOGY="-0.07130" FPOGS="140.12283" FPOGD="0.16199" FPOGID="419" FPOGV="1" LPOGX="0.12589" LPOGY="-0.07852" LPOGV="1" RPOGX="0.10458" RPOGY="-0.10229" RPOGV="1" BPOGX="0.11524" BPOGY="-0.09041" BPOGV="1" LPCX="0.31823" LPCY="0.65619" LPD="23.88456" LPS="0.89287" LPV="1" RPCX="0.57703" RPCY="0.67075" RPD="21.53846" RPS="0.88708" RPV="1" LEYEX="-0.17811" LEYEY="-0.13802" LEYEZ="2.70235" LPUPILD="0.00479" LPUPILV="0" REYEX="0.01911" REYEY="-0.03413" REYEZ="0.61254" RPUPILD="0.00439" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13852" FPOGY="-0.07189" FPOGS="140.12283" FPOGD="0.16806" FPOGID="419" FPOGV="1" LPOGX="0.17867" LPOGY="-0.07600" LPOGV="1" RPOGX="0.11872" RPOGY="-0.09595" RPOGV="1" BPOGX="0.14869" BPOGY="-0.08598" BPOGV="1" LPCX="0.31812" LPCY="0.65629" LPD="24.23059" LPS="0.88708" LPV="1" RPCX="0.57685" RPCY="0.67066" RPD="21.46673" RPS="0.88130" RPV="1" LEYEX="-0.17811" LEYEY="-0.13802" LEYEZ="2.70235" LPUPILD="0.00478" LPUPILV="0" REYEX="0.01911" REYEY="-0.03413" REYEZ="0.61254" RPUPILD="0.00441" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13872" FPOGY="-0.07231" FPOGS="140.12283" FPOGD="0.17441" FPOGID="419" FPOGV="1" LPOGX="0.16747" LPOGY="-0.06208" LPOGV="1" RPOGX="0.11995" RPOGY="-0.10331" RPOGV="1" BPOGX="0.14371" BPOGY="-0.08270" BPOGV="1" LPCX="0.31801" LPCY="0.65595" LPD="24.09309" LPS="0.87564" LPV="1" RPCX="0.57684" RPCY="0.67064" RPD="21.55371" RPS="0.87564" RPV="1" LEYEX="-0.17811" LEYEY="-0.13802" LEYEZ="2.70235" LPUPILD="0.00465" LPUPILV="0" REYEX="0.01911" REYEY="-0.03413" REYEZ="0.61254" RPUPILD="0.00442" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13899" FPOGY="-0.07242" FPOGS="140.12283" FPOGD="0.18117" FPOGID="419" FPOGV="1" LPOGX="0.17055" LPOGY="-0.05562" LPOGV="1" RPOGX="0.12181" RPOGY="-0.09533" RPOGV="1" BPOGX="0.14618" BPOGY="-0.07547" BPOGV="1" LPCX="0.31798" LPCY="0.65625" LPD="24.24154" LPS="0.86998" LPV="1" RPCX="0.57685" RPCY="0.67077" RPD="21.74380" RPS="0.86998" RPV="1" LEYEX="-0.17811" LEYEY="-0.13802" LEYEZ="2.70235" LPUPILD="0.00473" LPUPILV="0" REYEX="0.01911" REYEY="-0.03413" REYEZ="0.61254" RPUPILD="0.00439" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13957" FPOGY="-0.07245" FPOGS="140.12283" FPOGD="0.18925" FPOGID="419" FPOGV="1" LPOGX="0.17174" LPOGY="-0.06137" LPOGV="1" RPOGX="0.13841" RPOGY="-0.08502" RPOGV="1" BPOGX="0.15508" BPOGY="-0.07319" BPOGV="1" LPCX="0.31781" LPCY="0.65632" LPD="23.74681" LPS="0.86998" LPV="1" RPCX="0.57677" RPCY="0.67067" RPD="21.87296" RPS="0.86998" RPV="1" LEYEX="-0.17811" LEYEY="-0.13802" LEYEZ="2.70235" LPUPILD="0.00483" LPUPILV="0" REYEX="0.01911" REYEY="-0.03413" REYEZ="0.61254" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13986" FPOGY="-0.07250" FPOGS="140.12283" FPOGD="0.19444" FPOGID="419" FPOGV="1" LPOGX="0.16509" LPOGY="-0.05689" LPOGV="1" RPOGX="0.13100" RPOGY="-0.09110" RPOGV="1" BPOGX="0.14805" BPOGY="-0.07399" BPOGV="1" LPCX="0.31763" LPCY="0.65623" LPD="23.96592" LPS="0.86998" LPV="1" RPCX="0.57677" RPCY="0.67067" RPD="21.87296" RPS="0.86998" RPV="1" LEYEX="-0.17811" LEYEY="-0.13802" LEYEZ="2.70235" LPUPILD="0.00488" LPUPILV="0" REYEX="0.01911" REYEY="-0.03413" REYEZ="0.61254" RPUPILD="0.00433" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.14008" FPOGY="-0.07267" FPOGS="140.12283" FPOGD="0.20119" FPOGID="419" FPOGV="1" LPOGX="0.16198" LPOGY="-0.06335" LPOGV="1" RPOGX="0.13086" RPOGY="-0.09169" RPOGV="1" BPOGX="0.14642" BPOGY="-0.07752" BPOGV="1" LPCX="0.31753" LPCY="0.65625" LPD="23.95780" LPS="0.87564" LPV="1" RPCX="0.57661" RPCY="0.67048" RPD="21.91676" RPS="0.87040" RPV="1" LEYEX="-0.04127" LEYEY="-0.03127" LEYEZ="0.61223" LPUPILD="0.00485" LPUPILV="1" REYEX="0.01867" REYEY="-0.03340" REYEZ="0.60010" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.14007" FPOGY="-0.07308" FPOGS="140.12283" FPOGD="0.20795" FPOGID="419" FPOGV="1" LPOGX="0.15434" LPOGY="-0.06572" LPOGV="1" RPOGX="0.12517" RPOGY="-0.10510" RPOGV="1" BPOGX="0.13976" BPOGY="-0.08541" BPOGV="1" LPCX="0.31749" LPCY="0.65629" LPD="24.07875" LPS="0.87606" LPV="1" RPCX="0.57655" RPCY="0.67040" RPD="21.53732" RPS="0.87082" RPV="1" LEYEX="-0.04127" LEYEY="-0.03127" LEYEZ="0.61223" LPUPILD="0.00485" LPUPILV="1" REYEX="0.01867" REYEY="-0.03340" REYEZ="0.60010" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13982" FPOGY="-0.07357" FPOGS="140.12283" FPOGD="0.21454" FPOGID="419" FPOGV="1" LPOGX="0.14333" LPOGY="-0.07266" LPOGV="1" RPOGX="0.12083" RPOGY="-0.10502" RPOGV="1" BPOGX="0.13208" BPOGY="-0.08884" BPOGV="1" LPCX="0.31749" LPCY="0.65634" LPD="24.02013" LPS="0.87648" LPV="1" RPCX="0.57654" RPCY="0.67043" RPD="21.61902" RPS="0.87124" RPV="1" LEYEX="-0.04127" LEYEY="-0.03127" LEYEZ="0.61223" LPUPILD="0.00489" LPUPILV="1" REYEX="0.01867" REYEY="-0.03340" REYEZ="0.60010" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13955" FPOGY="-0.07417" FPOGS="140.12283" FPOGD="0.22125" FPOGID="419" FPOGV="1" LPOGX="0.14309" LPOGY="-0.07314" LPOGV="1" RPOGX="0.11896" RPOGY="-0.11305" RPOGV="1" BPOGX="0.13102" BPOGY="-0.09310" BPOGV="1" LPCX="0.31746" LPCY="0.65609" LPD="24.23913" LPS="0.87690" LPV="1" RPCX="0.57654" RPCY="0.67043" RPD="21.61902" RPS="0.87690" RPV="1" LEYEX="-0.04247" LEYEY="-0.03216" LEYEZ="0.62868" LPUPILD="0.00474" LPUPILV="1" REYEX="0.01883" REYEY="-0.03371" REYEZ="0.60649" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13956" FPOGY="-0.07519" FPOGS="140.12283" FPOGD="0.22826" FPOGID="419" FPOGV="1" LPOGX="0.16621" LPOGY="-0.08199" LPOGV="1" RPOGX="0.11345" RPOGY="-0.13622" RPOGV="1" BPOGX="0.13983" BPOGY="-0.10910" BPOGV="1" LPCX="0.31760" LPCY="0.65618" LPD="24.18103" LPS="0.87690" LPV="1" RPCX="0.57652" RPCY="0.67041" RPD="21.65118" RPS="0.88213" RPV="1" LEYEX="-0.04247" LEYEY="-0.03216" LEYEZ="0.62868" LPUPILD="0.00485" LPUPILV="1" REYEX="0.01883" REYEY="-0.03371" REYEZ="0.60649" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13938" FPOGY="-0.07644" FPOGS="140.12283" FPOGD="0.23468" FPOGID="419" FPOGV="1" LPOGX="0.15932" LPOGY="-0.09001" LPOGV="1" RPOGX="0.10729" RPOGY="-0.14773" RPOGV="1" BPOGX="0.13331" BPOGY="-0.11887" BPOGV="1" LPCX="0.31746" LPCY="0.65615" LPD="23.94579" LPS="0.88213" LPV="1" RPCX="0.57656" RPCY="0.67039" RPD="21.47330" RPS="0.88737" RPV="1" LEYEX="-0.04247" LEYEY="-0.03216" LEYEZ="0.62868" LPUPILD="0.00490" LPUPILV="1" REYEX="0.01883" REYEY="-0.03371" REYEZ="0.60649" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13912" FPOGY="-0.07793" FPOGS="140.12283" FPOGD="0.24138" FPOGID="419" FPOGV="1" LPOGX="0.15645" LPOGY="-0.09606" LPOGV="1" RPOGX="0.10358" RPOGY="-0.16368" RPOGV="1" BPOGX="0.13001" BPOGY="-0.12987" BPOGV="1" LPCX="0.31746" LPCY="0.65615" LPD="23.95277" LPS="0.88737" LPV="1" RPCX="0.57643" RPCY="0.67039" RPD="21.48363" RPS="0.89840" RPV="1" LEYEX="-0.04247" LEYEY="-0.03216" LEYEZ="0.62868" LPUPILD="0.00490" LPUPILV="1" REYEX="0.01922" REYEY="-0.03449" REYEZ="0.62064" RPUPILD="0.00442" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13878" FPOGY="-0.07993" FPOGS="140.12283" FPOGD="0.24792" FPOGID="419" FPOGV="1" LPOGX="0.15078" LPOGY="-0.11477" LPOGV="1" RPOGX="0.10199" RPOGY="-0.18969" RPOGV="1" BPOGX="0.12638" BPOGY="-0.15223" BPOGV="1" LPCX="0.31738" LPCY="0.65607" LPD="24.14114" LPS="0.89840" LPV="1" RPCX="0.57632" RPCY="0.67042" RPD="21.64552" RPS="0.90419" RPV="1" LEYEX="-0.04247" LEYEY="-0.03216" LEYEZ="0.62868" LPUPILD="0.00487" LPUPILV="1" REYEX="0.01922" REYEY="-0.03449" REYEZ="0.62064" RPUPILD="0.00444" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13871" FPOGY="-0.08211" FPOGS="140.12283" FPOGD="0.25433" FPOGID="419" FPOGV="1" LPOGX="0.17695" LPOGY="-0.12462" LPOGV="1" RPOGX="0.09566" RPOGY="-0.20053" RPOGV="1" BPOGX="0.13630" BPOGY="-0.16257" BPOGV="1" LPCX="0.31738" LPCY="0.65605" LPD="24.16047" LPS="0.90419" LPV="1" RPCX="0.57626" RPCY="0.67038" RPD="21.76867" RPS="0.90998" RPV="1" LEYEX="-0.04247" LEYEY="-0.03216" LEYEZ="0.62868" LPUPILD="0.00488" LPUPILV="1" REYEX="0.01922" REYEY="-0.03449" REYEZ="0.62064" RPUPILD="0.00446" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13787" FPOGY="-0.11062" FPOGS="140.12283" FPOGD="0.25433" FPOGID="419" FPOGV="0" LPOGX="0.17688" LPOGY="-0.12477" LPOGV="1" RPOGX="0.09561" RPOGY="-0.20072" RPOGV="1" BPOGX="0.13625" BPOGY="-0.16275" BPOGV="1" LPCX="0.31734" LPCY="0.65616" LPD="24.01550" LPS="0.90432" LPV="1" RPCX="0.57626" RPCY="0.67040" RPD="21.76840" RPS="0.91011" RPV="1" LEYEX="-0.18097" LEYEY="-0.13958" LEYEZ="2.73276" LPUPILD="0.00493" LPUPILV="0" REYEX="0.01922" REYEY="-0.03449" REYEZ="0.62064" RPUPILD="0.00447" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13643" FPOGY="-0.13750" FPOGS="140.12283" FPOGD="0.25433" FPOGID="419" FPOGV="0" LPOGX="0.17241" LPOGY="-0.13056" LPOGV="1" RPOGX="0.09755" RPOGY="-0.19818" RPOGV="1" BPOGX="0.13498" BPOGY="-0.16437" BPOGV="1" LPCX="0.31728" LPCY="0.65606" LPD="24.06092" LPS="0.90445" LPV="1" RPCX="0.57631" RPCY="0.67031" RPD="21.58312" RPS="0.90445" RPV="1" LEYEX="-0.18097" LEYEY="-0.13958" LEYEZ="2.73276" LPUPILD="0.00485" LPUPILV="0" REYEX="0.01922" REYEY="-0.03449" REYEZ="0.62064" RPUPILD="0.00448" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.13573" FPOGY="-0.13737" FPOGS="140.12283" FPOGD="0.25433" FPOGID="419" FPOGV="0" LPOGX="0.17475" LPOGY="-0.12813" LPOGV="1" RPOGX="0.09394" RPOGY="-0.14611" RPOGV="1" BPOGX="0.13434" BPOGY="-0.13712" BPOGV="1" LPCX="0.31728" LPCY="0.65601" LPD="24.01602" LPS="0.89879" LPV="1" RPCX="0.57630" RPCY="0.67032" RPD="21.67507" RPS="0.89879" RPV="1" LEYEX="-0.18097" LEYEY="-0.13958" LEYEZ="2.73276" LPUPILD="0.00485" LPUPILV="0" REYEX="0.01922" REYEY="-0.03449" REYEZ="0.62064" RPUPILD="0.00448" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
