2025-05-29 10:12:57.726179
LEYEY="-0.02258" LEYEZ="0.67489" LPUPILD="0.00351" LPUPILV="1" REYEX="0.00044" REYEY="-0.02035" REYEZ="0.73319" RPUPILD="0.00423" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.52121" FPOGY="-0.02713" FPOGS="528.97546" FPOGD="0.10657" FPOGID="1772" FPOGV="1" LPOGX="0.64873" LPOGY="0.02029" LPOGV="1" RPOGX="0.33100" RPOGY="-0.07635" RPOGV="1" BPOGX="0.48986" BPOGY="-0.02803" BPOGV="1" LPCX="0.25524" LPCY="0.60078" LPD="17.02834" LPS="1.16700" LPV="1" RPCX="0.50066" RPCY="0.58177" RPD="18.12185" RPS="1.16700" RPV="1" LEYEX="-0.06346" LEYEY="-0.02258" LEYEZ="0.67489" LPUPILD="0.00351" LPUPILV="1" REYEX="0.00044" REYEY="-0.02035" REYEZ="0.73319" RPUPILD="0.00423" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.64899" FPOGY="0.21974" FPOGS="530.10748" FPOGD="0.10724" FPOGID="1776" FPOGV="1" LPOGX="0.80416" LPOGY="0.24976" LPOGV="1" RPOGX="0.48090" RPOGY="0.21037" RPOGV="1" BPOGX="0.64253" BPOGY="0.23007" BPOGV="1" LPCX="0.26128" LPCY="0.60459" LPD="16.75644" LPS="1.08844" LPV="1" RPCX="0.50722" RPCY="0.58662" RPD="19.05935" RPS="1.08844" RPV="1" LEYEX="-0.06294" LEYEY="-0.02339" LEYEZ="0.68244" LPUPILD="0.00369" LPUPILV="1" REYEX="0.00174" REYEY="-0.01951" REYEZ="0.68095" RPUPILD="0.00433" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64885" FPOGY="0.22194" FPOGS="530.10748" FPOGD="0.11389" FPOGID="1776" FPOGV="1" LPOGX="0.79637" LPOGY="0.28093" LPOGV="1" RPOGX="0.49655" RPOGY="0.23755" RPOGV="1" BPOGX="0.64646" BPOGY="0.25924" BPOGV="1" LPCX="0.26121" LPCY="0.60463" LPD="16.67512" LPS="1.08844" LPV="1" RPCX="0.50711" RPCY="0.58675" RPD="19.06154" RPS="1.08844" RPV="1" LEYEX="-0.06294" LEYEY="-0.02339" LEYEZ="0.68244" LPUPILD="0.00370" LPUPILV="1" REYEX="0.00174" REYEY="-0.01951" REYEZ="0.68095" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64876" FPOGY="0.22354" FPOGS="530.10748" FPOGD="0.12073" FPOGID="1776" FPOGV="1" LPOGX="0.79726" LPOGY="0.27419" LPOGV="1" RPOGX="0.49702" RPOGY="0.23055" RPOGV="1" BPOGX="0.64714" BPOGY="0.25237" BPOGV="1" LPCX="0.26113" LPCY="0.60493" LPD="16.88264" LPS="1.09739" LPV="1" RPCX="0.50689" RPCY="0.58686" RPD="18.76981" RPS="1.09739" RPV="1" LEYEX="-0.06526" LEYEY="-0.02439" LEYEZ="0.70705" LPUPILD="0.00360" LPUPILV="1" REYEX="0.00152" REYEY="-0.01961" REYEZ="0.67746" RPUPILD="0.00428" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64544" FPOGY="0.23013" FPOGS="530.10748" FPOGD="0.12726" FPOGID="1776" FPOGV="1" LPOGX="0.73872" LPOGY="0.36311" LPOGV="1" RPOGX="0.42580" RPOGY="0.34773" RPOGV="1" BPOGX="0.58226" BPOGY="0.35542" BPOGV="1" LPCX="0.25994" LPCY="0.60576" LPD="16.76442" LPS="1.10635" LPV="1" RPCX="0.50521" RPCY="0.58846" RPD="20.19084" RPS="1.10635" RPV="1" LEYEX="-0.06526" LEYEY="-0.02439" LEYEZ="0.70705" LPUPILD="0.00364" LPUPILV="1" REYEX="0.00152" REYEY="-0.01961" REYEZ="0.67746" RPUPILD="0.00430" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64061" FPOGY="0.23483" FPOGS="530.10748" FPOGD="0.13403" FPOGID="1776" FPOGV="1" LPOGX="0.67414" LPOGY="0.35770" LPOGV="1" RPOGX="0.41389" RPOGY="0.29988" RPOGV="1" BPOGX="0.54401" BPOGY="0.32879" BPOGV="1" LPCX="0.25940" LPCY="0.60649" LPD="17.19355" LPS="1.11531" LPV="1" RPCX="0.50447" RPCY="0.58905" RPD="20.17962" RPS="1.11531" RPV="1" LEYEX="-0.06526" LEYEY="-0.02439" LEYEZ="0.70705" LPUPILD="0.00368" LPUPILV="1" REYEX="0.00152" REYEY="-0.01961" REYEZ="0.67746" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.62627" FPOGY="0.26357" FPOGS="530.10748" FPOGD="0.13403" FPOGID="1776" FPOGV="0" LPOGX="0.67402" LPOGY="0.34534" LPOGV="1" RPOGX="0.41352" RPOGY="0.28620" RPOGV="1" BPOGX="0.54377" BPOGY="0.31577" BPOGV="1" LPCX="0.25909" LPCY="0.60696" LPD="16.96090" LPS="1.13451" LPV="1" RPCX="0.50378" RPCY="0.58974" RPD="20.36085" RPS="1.13451" RPV="1" LEYEX="-0.06743" LEYEY="-0.02526" LEYEZ="0.72754" LPUPILD="0.00366" LPUPILV="1" REYEX="0.00115" REYEY="-0.02038" REYEZ="0.69677" RPUPILD="0.00432" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.58747" FPOGY="0.31184" FPOGS="530.10748" FPOGD="0.13403" FPOGID="1776" FPOGV="0" LPOGX="0.71070" LPOGY="0.37097" LPOGV="1" RPOGX="0.38664" RPOGY="0.34922" RPOGV="1" BPOGX="0.54867" BPOGY="0.36010" BPOGV="1" LPCX="0.25903" LPCY="0.60708" LPD="16.56985" LPS="1.14474" LPV="1" RPCX="0.50358" RPCY="0.59000" RPD="20.39984" RPS="1.14474" RPV="1" LEYEX="-0.06743" LEYEY="-0.02526" LEYEZ="0.72754" LPUPILD="0.00368" LPUPILV="1" REYEX="0.00115" REYEY="-0.02038" REYEZ="0.69677" RPUPILD="0.00436" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.57958" FPOGY="0.31437" FPOGS="530.10748" FPOGD="0.13403" FPOGID="1776" FPOGV="0" LPOGX="0.73317" LPOGY="0.32782" LPOGV="1" RPOGX="0.39443" RPOGY="0.31107" RPOGV="1" BPOGX="0.56380" BPOGY="0.31944" BPOGV="1" LPCX="0.25891" LPCY="0.60699" LPD="16.53114" LPS="1.15498" LPV="1" RPCX="0.50371" RPCY="0.58999" RPD="20.37749" RPS="1.15498" RPV="1" LEYEX="-0.06743" LEYEY="-0.02526" LEYEZ="0.72754" LPUPILD="0.00368" LPUPILV="1" REYEX="0.00115" REYEY="-0.02038" REYEZ="0.69677" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.57563" FPOGY="0.31564" FPOGS="530.24817" FPOGD="0.02008" FPOGID="1777" FPOGV="1" LPOGX="0.73317" LPOGY="0.32782" LPOGV="1" RPOGX="0.39443" RPOGY="0.31107" RPOGV="1" BPOGX="0.56380" BPOGY="0.31944" BPOGV="1" LPCX="0.25891" LPCY="0.60705" LPD="16.62710" LPS="1.15498" LPV="1" RPCX="0.50387" RPCY="0.58990" RPD="20.29964" RPS="1.15498" RPV="1" LEYEX="-0.06542" LEYEY="-0.02444" LEYEZ="0.70534" LPUPILD="0.00371" LPUPILV="1" REYEX="0.00115" REYEY="-0.02038" REYEZ="0.69677" RPUPILD="0.00432" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.57614" FPOGY="0.32871" FPOGS="530.24817" FPOGD="0.02710" FPOGID="1777" FPOGV="1" LPOGX="0.73926" LPOGY="0.42358" LPOGV="1" RPOGX="0.41703" RPOGY="0.33842" RPOGV="1" BPOGX="0.57814" BPOGY="0.38100" BPOGV="1" LPCX="0.25887" LPCY="0.60698" LPD="16.61635" LPS="1.14474" LPV="1" RPCX="0.50403" RPCY="0.58992" RPD="20.26046" RPS="1.14474" RPV="1" LEYEX="-0.06542" LEYEY="-0.02444" LEYEZ="0.70534" LPUPILD="0.00358" LPUPILV="1" REYEX="0.00115" REYEY="-0.02038" REYEZ="0.69677" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.57582" FPOGY="0.33573" FPOGS="530.24817" FPOGD="0.03290" FPOGID="1777" FPOGV="1" LPOGX="0.73277" LPOGY="0.40791" LPOGV="1" RPOGX="0.41577" RPOGY="0.33375" RPOGV="1" BPOGX="0.57427" BPOGY="0.37083" BPOGV="1" LPCX="0.25892" LPCY="0.60697" LPD="16.67264" LPS="1.13451" LPV="1" RPCX="0.50397" RPCY="0.58990" RPD="20.24422" RPS="1.13451" RPV="1" LEYEX="-0.06542" LEYEY="-0.02444" LEYEZ="0.70534" LPUPILD="0.00363" LPUPILV="1" REYEX="0.00115" REYEY="-0.02038" REYEZ="0.69677" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.57557" FPOGY="0.34123" FPOGS="530.24817" FPOGD="0.04053" FPOGID="1777" FPOGV="1" LPOGX="0.73233" LPOGY="0.41402" LPOGV="1" RPOGX="0.41578" RPOGY="0.33447" RPOGV="1" BPOGX="0.57406" BPOGY="0.37424" BPOGV="1" LPCX="0.25870" LPCY="0.60691" LPD="16.55836" LPS="1.12427" LPV="1" RPCX="0.50399" RPCY="0.58990" RPD="20.27368" RPS="1.13344" RPV="1" LEYEX="-0.06542" LEYEY="-0.02444" LEYEZ="0.70534" LPUPILD="0.00361" LPUPILV="1" REYEX="0.00121" REYEY="-0.02041" REYEZ="0.69941" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.57639" FPOGY="0.34631" FPOGS="530.24817" FPOGD="0.04651" FPOGID="1777" FPOGV="1" LPOGX="0.73104" LPOGY="0.41687" LPOGV="1" RPOGX="0.43318" RPOGY="0.34683" RPOGV="1" BPOGX="0.58211" BPOGY="0.38185" BPOGV="1" LPCX="0.25874" LPCY="0.60703" LPD="16.85062" LPS="1.13344" LPV="1" RPCX="0.50407" RPCY="0.58987" RPD="20.39557" RPS="1.14260" RPV="1" LEYEX="-0.06542" LEYEY="-0.02444" LEYEZ="0.70534" LPUPILD="0.00363" LPUPILV="1" REYEX="0.00121" REYEY="-0.02041" REYEZ="0.69941" RPUPILD="0.00433" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.57743" FPOGY="0.34781" FPOGS="530.24817" FPOGD="0.05334" FPOGID="1777" FPOGV="1" LPOGX="0.74187" LPOGY="0.40958" LPOGV="1" RPOGX="0.42956" RPOGY="0.31010" RPOGV="1" BPOGX="0.58572" BPOGY="0.35984" BPOGV="1" LPCX="0.25877" LPCY="0.60685" LPD="16.97285" LPS="1.14260" LPV="1" RPCX="0.50408" RPCY="0.58986" RPD="20.42410" RPS="1.15177" RPV="1" LEYEX="-0.06542" LEYEY="-0.02444" LEYEZ="0.70534" LPUPILD="0.00357" LPUPILV="1" REYEX="0.00121" REYEY="-0.02041" REYEZ="0.69941" RPUPILD="0.00433" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.57828" FPOGY="0.34843" FPOGS="530.24817" FPOGD="0.05969" FPOGID="1777" FPOGV="1" LPOGX="0.74233" LPOGY="0.40415" LPOGV="1" RPOGX="0.42951" RPOGY="0.30386" RPOGV="1" BPOGX="0.58592" BPOGY="0.35401" BPOGV="1" LPCX="0.25880" LPCY="0.60692" LPD="16.70358" LPS="1.15177" LPV="1" RPCX="0.50408" RPCY="0.58986" RPD="20.42410" RPS="1.16094" RPV="1" LEYEX="-0.06512" LEYEY="-0.02438" LEYEZ="0.70202" LPUPILD="0.00361" LPUPILV="1" REYEX="0.00122" REYEY="-0.02072" REYEZ="0.70831" RPUPILD="0.00433" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.57419" FPOGY="0.34816" FPOGS="530.24817" FPOGD="0.06622" FPOGID="1777" FPOGV="1" LPOGX="0.70002" LPOGY="0.38552" LPOGV="1" RPOGX="0.36670" RPOGY="0.30537" RPOGV="1" BPOGX="0.53336" BPOGY="0.34544" BPOGV="1" LPCX="0.25891" LPCY="0.60690" LPD="16.70431" LPS="1.16094" LPV="1" RPCX="0.50432" RPCY="0.58979" RPD="20.02094" RPS="1.16094" RPV="1" LEYEX="-0.06512" LEYEY="-0.02438" LEYEZ="0.70202" LPUPILD="0.00364" LPUPILV="1" REYEX="0.00122" REYEY="-0.02072" REYEZ="0.70831" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56937" FPOGY="0.34734" FPOGS="530.24817" FPOGD="0.07379" FPOGID="1777" FPOGV="1" LPOGX="0.66045" LPOGY="0.38638" LPOGV="1" RPOGX="0.37227" RPOGY="0.29024" RPOGV="1" BPOGX="0.51636" BPOGY="0.33831" BPOGV="1" LPCX="0.25893" LPCY="0.60681" LPD="16.92578" LPS="1.16094" LPV="1" RPCX="0.50435" RPCY="0.58981" RPD="20.07286" RPS="1.16094" RPV="1" LEYEX="-0.06512" LEYEY="-0.02438" LEYEZ="0.70202" LPUPILD="0.00365" LPUPILV="1" REYEX="0.00122" REYEY="-0.02072" REYEZ="0.70831" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56530" FPOGY="0.34681" FPOGS="530.24817" FPOGD="0.07959" FPOGID="1777" FPOGV="1" LPOGX="0.66061" LPOGY="0.39168" LPOGV="1" RPOGX="0.37219" RPOGY="0.28918" RPOGV="1" BPOGX="0.51640" BPOGY="0.34043" BPOGV="1" LPCX="0.25899" LPCY="0.60686" LPD="17.09411" LPS="1.15198" LPV="1" RPCX="0.50435" RPCY="0.58981" RPD="20.07286" RPS="1.16245" RPV="1" LEYEX="-0.06323" LEYEY="-0.02364" LEYEZ="0.68224" LPUPILD="0.00368" LPUPILV="1" REYEX="0.00128" REYEY="-0.02074" REYEZ="0.71280" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56242" FPOGY="0.34774" FPOGS="530.24817" FPOGD="0.08649" FPOGID="1777" FPOGV="1" LPOGX="0.67847" LPOGY="0.36516" LPOGV="1" RPOGX="0.37149" RPOGY="0.35445" RPOGV="1" BPOGX="0.52498" BPOGY="0.35981" BPOGV="1" LPCX="0.25901" LPCY="0.60684" LPD="16.90364" LPS="1.15349" LPV="1" RPCX="0.50439" RPCY="0.58972" RPD="20.17800" RPS="1.16397" RPV="1" LEYEX="-0.06323" LEYEY="-0.02364" LEYEZ="0.68224" LPUPILD="0.00371" LPUPILV="1" REYEX="0.00128" REYEY="-0.02074" REYEZ="0.71280" RPUPILD="0.00430" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56040" FPOGY="0.34934" FPOGS="530.24817" FPOGD="0.09381" FPOGID="1777" FPOGV="1" LPOGX="0.68447" LPOGY="0.36461" LPOGV="1" RPOGX="0.37987" RPOGY="0.37906" RPOGV="1" BPOGX="0.53217" BPOGY="0.37184" BPOGV="1" LPCX="0.25901" LPCY="0.60690" LPD="17.08416" LPS="1.15501" LPV="1" RPCX="0.50436" RPCY="0.58979" RPD="20.01764" RPS="1.16549" RPV="1" LEYEX="-0.06323" LEYEY="-0.02364" LEYEZ="0.68224" LPUPILD="0.00370" LPUPILV="1" REYEX="0.00128" REYEY="-0.02074" REYEZ="0.71280" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55866" FPOGY="0.35107" FPOGS="530.24817" FPOGD="0.10046" FPOGID="1777" FPOGV="1" LPOGX="0.68447" LPOGY="0.36367" LPOGV="1" RPOGX="0.38071" RPOGY="0.39022" RPOGV="1" BPOGX="0.53259" BPOGY="0.37695" BPOGV="1" LPCX="0.25905" LPCY="0.60679" LPD="16.88525" LPS="1.15653" LPV="1" RPCX="0.50438" RPCY="0.58977" RPD="20.25936" RPS="1.14736" RPV="1" LEYEX="-0.06323" LEYEY="-0.02364" LEYEZ="0.68224" LPUPILD="0.00372" LPUPILV="1" REYEX="0.00132" REYEY="-0.01967" REYEZ="0.67584" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55748" FPOGY="0.35227" FPOGS="530.24817" FPOGD="0.10718" FPOGID="1777" FPOGV="1" LPOGX="0.68806" LPOGY="0.35584" LPOGV="1" RPOGX="0.38907" RPOGY="0.38724" RPOGV="1" BPOGX="0.53856" BPOGY="0.37154" BPOGV="1" LPCX="0.25908" LPCY="0.60681" LPD="17.00885" LPS="1.14736" LPV="1" RPCX="0.50451" RPCY="0.58975" RPD="20.35843" RPS="1.12772" RPV="1" LEYEX="-0.06323" LEYEY="-0.02364" LEYEZ="0.68224" LPUPILD="0.00368" LPUPILV="1" REYEX="0.00132" REYEY="-0.01967" REYEZ="0.67584" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55650" FPOGY="0.35612" FPOGS="530.24817" FPOGD="0.11383" FPOGID="1777" FPOGV="1" LPOGX="0.69840" LPOGY="0.44409" LPOGV="1" RPOGX="0.38108" RPOGY="0.39895" RPOGV="1" BPOGX="0.53974" BPOGY="0.42152" BPOGV="1" LPCX="0.25906" LPCY="0.60677" LPD="17.11020" LPS="1.12772" LPV="1" RPCX="0.50457" RPCY="0.58977" RPD="20.26188" RPS="1.10808" RPV="1" LEYEX="-0.06323" LEYEY="-0.02364" LEYEZ="0.68224" LPUPILD="0.00368" LPUPILV="1" REYEX="0.00132" REYEY="-0.01967" REYEZ="0.67584" RPUPILD="0.00432" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55562" FPOGY="0.35990" FPOGS="530.24817" FPOGD="0.12048" FPOGID="1777" FPOGV="1" LPOGX="0.69824" LPOGY="0.45011" LPOGV="1" RPOGX="0.38159" RPOGY="0.40568" RPOGV="1" BPOGX="0.53992" BPOGY="0.42789" BPOGV="1" LPCX="0.25925" LPCY="0.60667" LPD="16.90533" LPS="1.11704" LPV="1" RPCX="0.50464" RPCY="0.58970" RPD="20.24215" RPS="1.09739" RPV="1" LEYEX="-0.06596" LEYEY="-0.02468" LEYEZ="0.71225" LPUPILD="0.00363" LPUPILV="1" REYEX="0.00132" REYEY="-0.01972" REYEZ="0.67584" RPUPILD="0.00432" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55546" FPOGY="0.36250" FPOGS="530.24817" FPOGD="0.12732" FPOGID="1777" FPOGV="1" LPOGX="0.69499" LPOGY="0.43567" LPOGV="1" RPOGX="0.40965" RPOGY="0.38830" RPOGV="1" BPOGX="0.55232" BPOGY="0.41199" BPOGV="1" LPCX="0.25914" LPCY="0.60657" LPD="17.08578" LPS="1.10635" LPV="1" RPCX="0.50467" RPCY="0.58968" RPD="20.30542" RPS="1.10635" RPV="1" LEYEX="-0.06596" LEYEY="-0.02468" LEYEZ="0.71225" LPUPILD="0.00367" LPUPILV="1" REYEX="0.00132" REYEY="-0.01972" REYEZ="0.67584" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55539" FPOGY="0.36464" FPOGS="530.24817" FPOGD="0.13409" FPOGID="1777" FPOGV="1" LPOGX="0.69598" LPOGY="0.41714" LPOGV="1" RPOGX="0.41217" RPOGY="0.39784" RPOGV="1" BPOGX="0.55407" BPOGY="0.40749" BPOGV="1" LPCX="0.25921" LPCY="0.60673" LPD="17.26712" LPS="1.11531" LPV="1" RPCX="0.50467" RPCY="0.58968" RPD="20.30542" RPS="1.11531" RPV="1" LEYEX="-0.06596" LEYEY="-0.02468" LEYEZ="0.71225" LPUPILD="0.00365" LPUPILV="1" REYEX="0.00132" REYEY="-0.01972" REYEZ="0.67584" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55533" FPOGY="0.36606" FPOGS="530.24817" FPOGD="0.14062" FPOGID="1777" FPOGV="1" LPOGX="0.69622" LPOGY="0.40575" LPOGV="1" RPOGX="0.41177" RPOGY="0.38585" RPOGV="1" BPOGX="0.55399" BPOGY="0.39580" BPOGV="1" LPCX="0.25929" LPCY="0.60659" LPD="17.17971" LPS="1.13451" LPV="1" RPCX="0.50468" RPCY="0.58968" RPD="20.31516" RPS="1.13451" RPV="1" LEYEX="-0.06671" LEYEY="-0.02498" LEYEZ="0.72099" LPUPILD="0.00362" LPUPILV="1" REYEX="0.00132" REYEY="-0.01967" REYEZ="0.67584" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55587" FPOGY="0.36691" FPOGS="530.24817" FPOGD="0.14709" FPOGID="1777" FPOGV="1" LPOGX="0.72174" LPOGY="0.39784" LPOGV="1" RPOGX="0.41385" RPOGY="0.37317" RPOGV="1" BPOGX="0.56780" BPOGY="0.38551" BPOGV="1" LPCX="0.25936" LPCY="0.60657" LPD="17.26665" LPS="1.14475" LPV="1" RPCX="0.50473" RPCY="0.58971" RPD="20.35470" RPS="1.14475" RPV="1" LEYEX="-0.06671" LEYEY="-0.02498" LEYEZ="0.72099" LPUPILD="0.00356" LPUPILV="1" REYEX="0.00132" REYEY="-0.01967" REYEZ="0.67584" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55598" FPOGY="0.36792" FPOGS="530.24817" FPOGD="0.15375" FPOGID="1777" FPOGV="1" LPOGX="0.69701" LPOGY="0.41349" LPOGV="1" RPOGX="0.41982" RPOGY="0.36920" RPOGV="1" BPOGX="0.55841" BPOGY="0.39134" BPOGV="1" LPCX="0.25931" LPCY="0.60661" LPD="17.12984" LPS="1.15498" LPV="1" RPCX="0.50475" RPCY="0.58976" RPD="20.44247" RPS="1.15498" RPV="1" LEYEX="-0.06671" LEYEY="-0.02498" LEYEZ="0.72099" LPUPILD="0.00367" LPUPILV="1" REYEX="0.00132" REYEY="-0.01967" REYEZ="0.67584" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.54608" FPOGY="0.39251" FPOGS="530.24817" FPOGD="0.15375" FPOGID="1777" FPOGV="0" LPOGX="0.69701" LPOGY="0.41349" LPOGV="1" RPOGX="0.41969" RPOGY="0.36345" RPOGV="1" BPOGX="0.55835" BPOGY="0.38847" BPOGV="1" LPCX="0.25933" LPCY="0.60660" LPD="17.32352" LPS="1.15498" LPV="1" RPCX="0.50475" RPCY="0.58976" RPD="20.44247" RPS="1.16415" RPV="1" LEYEX="-0.06596" LEYEY="-0.02468" LEYEZ="0.71225" LPUPILD="0.00357" LPUPILV="1" REYEX="0.00142" REYEY="-0.02035" REYEZ="0.69935" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55196" FPOGY="0.36592" FPOGS="530.24817" FPOGD="0.15375" FPOGID="1777" FPOGV="0" LPOGX="0.70561" LPOGY="0.38517" LPOGV="1" RPOGX="0.41009" RPOGY="0.29348" RPOGV="1" BPOGX="0.55785" BPOGY="0.33932" BPOGV="1" LPCX="0.25946" LPCY="0.60665" LPD="17.35442" LPS="1.15391" LPV="1" RPCX="0.50475" RPCY="0.58976" RPD="20.44247" RPS="1.16308" RPV="1" LEYEX="-0.06596" LEYEY="-0.02468" LEYEZ="0.71225" LPUPILD="0.00359" LPUPILV="1" REYEX="0.00142" REYEY="-0.02035" REYEZ="0.69935" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55678" FPOGY="0.36910" FPOGS="530.24817" FPOGD="0.15375" FPOGID="1777" FPOGV="0" LPOGX="0.70183" LPOGY="0.42632" LPOGV="1" RPOGX="0.43100" RPOGY="0.32463" RPOGV="1" BPOGX="0.56642" BPOGY="0.37547" BPOGV="1" LPCX="0.25941" LPCY="0.60664" LPD="17.20864" LPS="1.15284" LPV="1" RPCX="0.50475" RPCY="0.58976" RPD="20.44247" RPS="1.16201" RPV="1" LEYEX="-0.06596" LEYEY="-0.02468" LEYEZ="0.71225" LPUPILD="0.00365" LPUPILV="1" REYEX="0.00142" REYEY="-0.02035" REYEZ="0.69935" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.55918" FPOGY="0.37224" FPOGS="530.40863" FPOGD="0.02045" FPOGID="1778" FPOGV="1" LPOGX="0.70167" LPOGY="0.43201" LPOGV="1" RPOGX="0.43105" RPOGY="0.33126" RPOGV="1" BPOGX="0.56636" BPOGY="0.38163" BPOGV="1" LPCX="0.25953" LPCY="0.60664" LPD="17.22504" LPS="1.14281" LPV="1" RPCX="0.50483" RPCY="0.58983" RPD="20.42092" RPS="1.15198" RPV="1" LEYEX="-0.06431" LEYEY="-0.02403" LEYEZ="0.69503" LPUPILD="0.00364" LPUPILV="1" REYEX="0.00142" REYEY="-0.02046" REYEZ="0.69935" RPUPILD="0.00435" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56485" FPOGY="0.37869" FPOGS="530.40863" FPOGD="0.02710" FPOGID="1778" FPOGV="1" LPOGX="0.73692" LPOGY="0.45357" LPOGV="1" RPOGX="0.43815" RPOGY="0.35539" RPOGV="1" BPOGX="0.58754" BPOGY="0.40448" BPOGV="1" LPCX="0.25980" LPCY="0.60719" LPD="17.65154" LPS="1.14302" LPV="1" RPCX="0.50492" RPCY="0.59002" RPD="20.27885" RPS="1.14302" RPV="1" LEYEX="-0.06431" LEYEY="-0.02403" LEYEZ="0.69503" LPUPILD="0.00371" LPUPILV="1" REYEX="0.00142" REYEY="-0.02046" REYEZ="0.69935" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.56809" FPOGY="0.38105" FPOGS="530.40863" FPOGD="0.03430" FPOGID="1778" FPOGV="1" LPOGX="0.73717" LPOGY="0.41312" LPOGV="1" RPOGX="0.43140" RPOGY="0.37259" RPOGV="1" BPOGX="0.58428" BPOGY="0.39285" BPOGV="1" LPCX="0.25975" LPCY="0.60725" LPD="17.52465" LPS="1.13406" LPV="1" RPCX="0.50495" RPCY="0.59010" RPD="20.22691" RPS="1.13406" RPV="1" LEYEX="-0.06431" LEYEY="-0.02403" LEYEZ="0.69503" LPUPILD="0.00370" LPUPILV="1" REYEX="0.00142" REYEY="-0.02046" REYEZ="0.69935" RPUPILD="0.00436" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
