2025-05-28 10:45:19.667246
 REYEZ="0.64440" RPUPILD="0.00592" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.95765" FPOGY="-0.10001" FPOGS="1920.28418" FPOGD="0.05969" FPOGID="4610" FPOGV="1" LPOGX="0.96474" LPOGY="-0.07736" LPOGV="1" RPOGX="0.95740" RPOGY="-0.21727" RPOGV="1" BPOGX="0.96107" BPOGY="-0.14732" BPOGV="1" LPCX="0.33314" LPCY="0.64942" LPD="28.12807" LPS="0.90150" LPV="1" RPCX="0.56666" RPCY="0.59657" RPD="27.65166" RPS="0.90674" RPV="1" LEYEX="-0.04207" LEYEY="-0.03151" LEYEZ="0.64045" LPUPILD="0.00623" LPUPILV="1" REYEX="0.01381" REYEY="-0.01999" REYEZ="0.60575" RPUPILD="0.00597" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.95829" FPOGY="-0.10532" FPOGS="1920.28418" FPOGD="0.06897" FPOGID="4610" FPOGV="1" LPOGX="0.96626" LPOGY="-0.08454" LPOGV="1" RPOGX="0.96313" RPOGY="-0.23235" RPOGV="1" BPOGX="0.96469" BPOGY="-0.15844" BPOGV="1" LPCX="0.33317" LPCY="0.64937" LPD="28.26339" LPS="0.90674" LPV="1" RPCX="0.56676" RPCY="0.59662" RPD="27.58002" RPS="0.91777" RPV="1" LEYEX="-0.04137" LEYEY="-0.03112" LEYEZ="0.63064" LPUPILD="0.00623" LPUPILV="1" REYEX="0.01427" REYEY="-0.02060" REYEZ="0.61998" RPUPILD="0.00599" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.95936" FPOGY="-0.10900" FPOGS="1920.28418" FPOGD="0.07520" FPOGID="4610" FPOGV="1" LPOGX="0.98389" LPOGY="-0.09462" LPOGV="1" RPOGX="0.95829" RPOGY="-0.20432" RPOGV="1" BPOGX="0.97109" BPOGY="-0.14947" BPOGV="1" LPCX="0.33341" LPCY="0.64941" LPD="28.20634" LPS="0.91148" LPV="1" RPCX="0.56723" RPCY="0.59664" RPD="26.84928" RPS="0.91727" RPV="1" LEYEX="-0.04137" LEYEY="-0.03112" LEYEZ="0.63064" LPUPILD="0.00623" LPUPILV="1" REYEX="0.01427" REYEY="-0.02060" REYEZ="0.61998" RPUPILD="0.00604" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.96100" FPOGY="-0.11053" FPOGS="1920.28418" FPOGD="0.08179" FPOGID="4610" FPOGV="1" LPOGX="0.99891" LPOGY="-0.06034" LPOGV="1" RPOGX="0.96246" RPOGY="-0.19752" RPOGV="1" BPOGX="0.98068" BPOGY="-0.12893" BPOGV="1" LPCX="0.33352" LPCY="0.64948" LPD="28.21850" LPS="0.91099" LPV="1" RPCX="0.56729" RPCY="0.59672" RPD="26.95159" RPS="0.91678" RPV="1" LEYEX="-0.04137" LEYEY="-0.03112" LEYEZ="0.63064" LPUPILD="0.00621" LPUPILV="1" REYEX="0.01427" REYEY="-0.02060" REYEZ="0.61998" RPUPILD="0.00604" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.96228" FPOGY="-0.11152" FPOGS="1920.28418" FPOGD="0.08899" FPOGID="4610" FPOGV="1" LPOGX="0.99875" LPOGY="-0.05967" LPOGV="1" RPOGX="0.95919" RPOGY="-0.18915" RPOGV="1" BPOGX="0.97897" BPOGY="-0.12441" BPOGV="1" LPCX="0.33356" LPCY="0.64951" LPD="28.32275" LPS="0.91049" LPV="1" RPCX="0.56740" RPCY="0.59670" RPD="26.92753" RPS="0.91049" RPV="1" LEYEX="-0.04027" LEYEY="-0.03036" LEYEZ="0.61523" LPUPILD="0.00624" LPUPILV="1" REYEX="0.01426" REYEY="-0.02039" REYEZ="0.61375" RPUPILD="0.00598" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.96173" FPOGY="-0.11431" FPOGS="1920.28418" FPOGD="0.09485" FPOGID="4610" FPOGV="1" LPOGX="0.95247" LPOGY="-0.07728" LPOGV="1" RPOGX="0.95559" RPOGY="-0.22950" RPOGV="1" BPOGX="0.95403" BPOGY="-0.15339" BPOGV="1" LPCX="0.33377" LPCY="0.64950" LPD="28.27554" LPS="0.91049" LPV="1" RPCX="0.56767" RPCY="0.59678" RPD="27.30609" RPS="0.90470" RPV="1" LEYEX="-0.04027" LEYEY="-0.03036" LEYEZ="0.61523" LPUPILD="0.00624" LPUPILV="1" REYEX="0.01426" REYEY="-0.02039" REYEZ="0.61375" RPUPILD="0.00601" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.96182" FPOGY="-0.11626" FPOGS="1920.28418" FPOGD="0.10132" FPOGID="4610" FPOGV="1" LPOGX="0.96453" LPOGY="-0.07018" LPOGV="1" RPOGX="0.96184" RPOGY="-0.22089" RPOGV="1" BPOGX="0.96319" BPOGY="-0.14554" BPOGV="1" LPCX="0.33391" LPCY="0.64943" LPD="28.07545" LPS="0.90470" LPV="1" RPCX="0.56771" RPCY="0.59689" RPD="27.41753" RPS="0.89891" RPV="1" LEYEX="-0.04027" LEYEY="-0.03036" LEYEZ="0.61523" LPUPILD="0.00622" LPUPILV="1" REYEX="0.01426" REYEY="-0.02039" REYEZ="0.61375" RPUPILD="0.00599" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.96176" FPOGY="-0.11752" FPOGS="1920.28418" FPOGD="0.10828" FPOGID="4610" FPOGV="1" LPOGX="0.96286" LPOGY="-0.06233" LPOGV="1" RPOGX="0.95878" RPOGY="-0.21288" RPOGV="1" BPOGX="0.96082" BPOGY="-0.13761" BPOGV="1" LPCX="0.33391" LPCY="0.64942" LPD="28.14918" LPS="0.89891" LPV="1" RPCX="0.56789" RPCY="0.59677" RPD="26.81821" RPS="0.89312" RPV="1" LEYEX="-0.04063" LEYEY="-0.03066" LEYEZ="0.62214" LPUPILD="0.00622" LPUPILV="1" REYEX="0.01416" REYEY="-0.02012" REYEZ="0.60543" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.96203" FPOGY="-0.11721" FPOGS="1920.28418" FPOGD="0.11560" FPOGID="4610" FPOGV="1" LPOGX="0.97649" LPOGY="-0.02539" LPOGV="1" RPOGX="0.95679" RPOGY="-0.19834" RPOGV="1" BPOGX="0.96664" BPOGY="-0.11187" BPOGV="1" LPCX="0.33417" LPCY="0.64932" LPD="28.01410" LPS="0.89312" LPV="1" RPCX="0.56813" RPCY="0.59685" RPD="26.98001" RPS="0.89312" RPV="1" LEYEX="-0.04063" LEYEY="-0.03066" LEYEZ="0.62214" LPUPILD="0.00625" LPUPILV="1" REYEX="0.01416" REYEY="-0.02012" REYEZ="0.60543" RPUPILD="0.00599" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.96182" FPOGY="-0.11696" FPOGS="1920.28418" FPOGD="0.12122" FPOGID="4610" FPOGV="1" LPOGX="0.98136" LPOGY="-0.02547" LPOGV="1" RPOGX="0.93454" RPOGY="-0.19944" RPOGV="1" BPOGX="0.95795" BPOGY="-0.11246" BPOGV="1" LPCX="0.33418" LPCY="0.64915" LPD="28.16391" LPS="0.89312" LPV="1" RPCX="0.56820" RPCY="0.59682" RPD="27.02152" RPS="0.89312" RPV="1" LEYEX="-0.04063" LEYEY="-0.03066" LEYEZ="0.62214" LPUPILD="0.00619" LPUPILV="1" REYEX="0.01416" REYEY="-0.02012" REYEZ="0.60543" RPUPILD="0.00601" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.96183" FPOGY="-0.11735" FPOGS="1920.28418" FPOGD="0.12720" FPOGID="4610" FPOGV="1" LPOGX="0.98332" LPOGY="-0.03380" LPOGV="1" RPOGX="0.94064" RPOGY="-0.21602" RPOGV="1" BPOGX="0.96198" BPOGY="-0.12491" BPOGV="1" LPCX="0.33434" LPCY="0.64912" LPD="27.81589" LPS="0.89941" LPV="1" RPCX="0.56824" RPCY="0.59688" RPD="26.97834" RPS="0.90520" RPV="1" LEYEX="-0.04236" LEYEY="-0.03190" LEYEZ="0.64942" LPUPILD="0.00626" LPUPILV="1" REYEX="0.01472" REYEY="-0.02071" REYEZ="0.62323" RPUPILD="0.00603" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
