2025-06-12 10:35:29.625733
EYEY="0.07707" LEYEZ="1.72993" LPUPILD="0.00362" LPUPILV="0" REYEX="0.00011" REYEY="0.02458" REYEZ="0.48548" RPUPILD="0.00332" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.61880" FPOGY="-0.08841" FPOGS="1847.42676" FPOGD="0.06677" FPOGID="4044" FPOGV="1" LPOGX="0.73356" LPOGY="-0.03051" LPOGV="1" RPOGX="0.69590" RPOGY="-0.16874" RPOGV="1" BPOGX="0.71473" BPOGY="-0.09963" BPOGV="1" LPCX="0.20037" LPCY="0.33765" LPD="18.97781" LPS="0.57088" LPV="1" RPCX="0.51283" RPCY="0.31827" RPD="18.06194" RPS="0.56629" RPV="1" LEYEX="-0.05657" LEYEY="0.02182" LEYEZ="0.48816" LPUPILD="0.00360" LPUPILV="1" REYEX="0.00123" REYEY="0.02435" REYEZ="0.48322" RPUPILD="0.00339" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.62669" FPOGY="-0.08836" FPOGS="1847.42676" FPOGD="0.07312" FPOGID="4044" FPOGV="1" LPOGX="0.73298" LPOGY="-0.01696" LPOGV="1" RPOGX="0.69394" RPOGY="-0.15859" RPOGV="1" BPOGX="0.71346" BPOGY="-0.08778" BPOGV="1" LPCX="0.20077" LPCY="0.33758" LPD="19.14804" LPS="0.56398" LPV="1" RPCX="0.51323" RPCY="0.31832" RPD="18.24036" RPS="0.56162" RPV="1" LEYEX="-0.20382" LEYEY="0.08080" LEYEZ="1.80165" LPUPILD="0.00353" LPUPILV="0" REYEX="0.00148" REYEY="0.02422" REYEZ="0.48056" RPUPILD="0.00337" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.63244" FPOGY="-0.08749" FPOGS="1847.42676" FPOGD="0.08020" FPOGID="4044" FPOGV="1" LPOGX="0.72691" LPOGY="-0.01460" LPOGV="1" RPOGX="0.67593" RPOGY="-0.13969" RPOGV="1" BPOGX="0.70142" BPOGY="-0.07714" BPOGV="1" LPCX="0.20101" LPCY="0.33749" LPD="19.06158" LPS="0.55930" LPV="1" RPCX="0.51360" RPCY="0.31847" RPD="18.28790" RPS="0.56152" RPV="1" LEYEX="-0.20382" LEYEY="0.08080" LEYEZ="1.80165" LPUPILD="0.00361" LPUPILV="0" REYEX="0.00148" REYEY="0.02422" REYEZ="0.48056" RPUPILD="0.00336" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.63706" FPOGY="-0.08647" FPOGS="1847.42676" FPOGD="0.08667" FPOGID="4044" FPOGV="1" LPOGX="0.71728" LPOGY="-0.00815" LPOGV="1" RPOGX="0.67702" RPOGY="-0.13816" RPOGV="1" BPOGX="0.69715" BPOGY="-0.07315" BPOGV="1" LPCX="0.20078" LPCY="0.33753" LPD="19.10856" LPS="0.55921" LPV="1" RPCX="0.51358" RPCY="0.31856" RPD="18.35455" RPS="0.56143" RPV="1" LEYEX="-0.20382" LEYEY="0.08080" LEYEZ="1.80165" LPUPILD="0.00353" LPUPILV="0" REYEX="0.00148" REYEY="0.02422" REYEZ="0.48056" RPUPILD="0.00336" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.64113" FPOGY="-0.08605" FPOGS="1847.42676" FPOGD="0.09314" FPOGID="4044" FPOGV="1" LPOGX="0.71741" LPOGY="-0.01249" LPOGV="1" RPOGX="0.67881" RPOGY="-0.14796" RPOGV="1" BPOGX="0.69811" BPOGY="-0.08023" BPOGV="1" LPCX="0.20077" LPCY="0.33762" LPD="19.15867" LPS="0.56143" LPV="1" RPCX="0.51364" RPCY="0.31859" RPD="18.28103" RPS="0.56601" RPV="1" LEYEX="-0.05720" LEYEY="0.02225" LEYEZ="0.49616" LPUPILD="0.00352" LPUPILV="1" REYEX="0.00148" REYEY="0.02422" REYEZ="0.48056" RPUPILD="0.00337" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.64502" FPOGY="-0.08659" FPOGS="1847.42676" FPOGD="0.10059" FPOGID="4044" FPOGV="1" LPOGX="0.71892" LPOGY="-0.02704" LPOGV="1" RPOGX="0.68788" RPOGY="-0.16226" RPOGV="1" BPOGX="0.70340" BPOGY="-0.09465" BPOGV="1" LPCX="0.20090" LPCY="0.33777" LPD="19.06134" LPS="0.56832" LPV="1" RPCX="0.51369" RPCY="0.31849" RPD="18.21713" RPS="0.57069" RPV="1" LEYEX="-0.05720" LEYEY="0.02225" LEYEZ="0.49616" LPUPILD="0.00354" LPUPILV="1" REYEX="0.00148" REYEY="0.02422" REYEZ="0.48056" RPUPILD="0.00338" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.64877" FPOGY="-0.08755" FPOGS="1847.42676" FPOGD="0.10754" FPOGID="4044" FPOGV="1" LPOGX="0.72240" LPOGY="-0.03393" LPOGV="1" RPOGX="0.69509" RPOGY="-0.17183" RPOGV="1" BPOGX="0.70875" BPOGY="-0.10288" BPOGV="1" LPCX="0.20091" LPCY="0.33774" LPD="19.06256" LPS="0.57300" LPV="1" RPCX="0.51387" RPCY="0.31849" RPD="18.09487" RPS="0.57537" RPV="1" LEYEX="-0.05720" LEYEY="0.02225" LEYEZ="0.49616" LPUPILD="0.00351" LPUPILV="1" REYEX="0.00148" REYEY="0.02422" REYEZ="0.48056" RPUPILD="0.00337" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.68083" FPOGY="-0.08906" FPOGS="1847.42676" FPOGD="0.10754" FPOGID="4044" FPOGV="0" LPOGX="0.72256" LPOGY="-0.03856" LPOGV="1" RPOGX="0.69509" RPOGY="-0.17183" RPOGV="1" BPOGX="0.70883" BPOGY="-0.10519" BPOGV="1" LPCX="0.20096" LPCY="0.33773" LPD="19.15652" LPS="0.57537" LPV="1" RPCX="0.51391" RPCY="0.31851" RPD="18.02163" RPS="0.57537" RPV="1" LEYEX="-0.20382" LEYEY="0.08080" LEYEZ="1.80165" LPUPILD="0.00352" LPUPILV="0" REYEX="0.00148" REYEY="0.02422" REYEZ="0.48056" RPUPILD="0.00337" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.69763" FPOGY="-0.09180" FPOGS="1847.42676" FPOGD="0.10754" FPOGID="4044" FPOGV="0" LPOGX="0.73101" LPOGY="-0.03517" LPOGV="1" RPOGX="0.69784" RPOGY="-0.15389" RPOGV="1" BPOGX="0.71442" BPOGY="-0.09453" BPOGV="1" LPCX="0.20111" LPCY="0.33766" LPD="18.97871" LPS="0.57305" LPV="1" RPCX="0.51393" RPCY="0.31851" RPD="18.08014" RPS="0.57069" RPV="1" LEYEX="-0.20382" LEYEY="0.08080" LEYEZ="1.80165" LPUPILD="0.00355" LPUPILV="0" REYEX="0.00148" REYEY="0.02422" REYEZ="0.48056" RPUPILD="0.00337" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.70195" FPOGY="-0.08899" FPOGS="1847.42676" FPOGD="0.10754" FPOGID="4044" FPOGV="0" LPOGX="0.72474" LPOGY="-0.02240" LPOGV="1" RPOGX="0.69647" RPOGY="-0.14438" RPOGV="1" BPOGX="0.71060" BPOGY="-0.08339" BPOGV="1" LPCX="0.20109" LPCY="0.33771" LPD="19.09886" LPS="0.56838" LPV="1" RPCX="0.51395" RPCY="0.31857" RPD="17.94889" RPS="0.56601" RPV="1" LEYEX="-0.20382" LEYEY="0.08080" LEYEZ="1.80165" LPUPILD="0.00355" LPUPILV="0" REYEX="0.00148" REYEY="0.02422" REYEZ="0.48056" RPUPILD="0.00336" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
<REC FPOGX="0.70383" FPOGY="-0.08521" FPOGS="1847.54004" FPOGD="0.02075" FPOGID="4045" FPOGV="1" LPOGX="0.72441" LPOGY="-0.01326" LPOGV="1" RPOGX="0.69450" RPOGY="-0.13442" RPOGV="1" BPOGX="0.70946" BPOGY="-0.07384" BPOGV="1" LPCX="0.20110" LPCY="0.33771" LPD="19.12937" LPS="0.56370" LPV="1" RPCX="0.51396" RPCY="0.31857" RPD="17.96442" RPS="0.56133" RPV="1" LEYEX="-0.20382" LEYEY="0.08080" LEYEZ="1.80165" LPUPILD="0.00353" LPUPILV="0" REYEX="0.00148" REYEY="0.02422" REYEZ="0.48056" RPUPILD="0.00336" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="4" />
