2025-07-10 12:32:34.411051
="0.63572" RPUPILD="0.00308" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="25" />
<REC FPOGX="0.42840" FPOGY="0.14441" FPOGS="125.37886" FPOGD="0.33414" FPOGID="396" FPOGV="0" LPOGX="0.66023" LPOGY="0.22844" LPOGV="0" RPOGX="0.43757" RPOGY="0.10524" RPOGV="1" BPOGX="0.43757" BPOGY="0.10524" BPOGV="1" LPCX="0.28256" LPCY="0.45332" LPD="17.37514" LPS="0.96042" LPV="1" RPCX="0.58763" RPCY="0.49307" RPD="17.37171" RPS="0.96042" RPV="1" LEYEX="-0.05258" LEYEY="0.00777" LEYEZ="0.63986" LPUPILD="0.00314" LPUPILV="1" REYEX="0.02154" REYEY="-0.00024" REYEZ="0.63572" RPUPILD="0.00309" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="25" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="126.37670" FPOGD="0.18072" FPOGID="400" FPOGV="0" LPOGX="0.64286" LPOGY="0.48664" LPOGV="0" RPOGX="0.35487" RPOGY="0.46089" RPOGV="0" BPOGX="0.49886" BPOGY="0.47377" BPOGV="0" LPCX="0.28617" LPCY="0.45499" LPD="14.11899" LPS="0.94156" LPV="0" RPCX="0.58828" RPCY="0.49470" RPD="14.76370" RPS="0.94156" RPV="0" LEYEX="-0.05118" LEYEY="0.00748" LEYEZ="0.62334" LPUPILD="0.00291" LPUPILV="1" REYEX="0.02214" REYEY="-0.00029" REYEZ="0.64200" RPUPILD="0.00297" RPUPILV="1" BKID="42" BKDUR="0.00000" BKPMIN="25" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="126.37670" FPOGD="0.18072" FPOGID="400" FPOGV="0" LPOGX="0.64286" LPOGY="0.48664" LPOGV="0" RPOGX="0.35487" RPOGY="0.46089" RPOGV="0" BPOGX="0.49886" BPOGY="0.47377" BPOGV="0" LPCX="0.28617" LPCY="0.45499" LPD="14.11899" LPS="0.94156" LPV="0" RPCX="0.58828" RPCY="0.49470" RPD="14.76370" RPS="0.94156" RPV="0" LEYEX="-0.05118" LEYEY="0.00748" LEYEZ="0.62334" LPUPILD="0.00291" LPUPILV="1" REYEX="0.02214" REYEY="-0.00029" REYEZ="0.64200" RPUPILD="0.00297" RPUPILV="1" BKID="42" BKDUR="0.00000" BKPMIN="25" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="126.37670" FPOGD="0.18072" FPOGID="400" FPOGV="0" LPOGX="0.64286" LPOGY="0.48664" LPOGV="0" RPOGX="0.35487" RPOGY="0.46089" RPOGV="0" BPOGX="0.49886" BPOGY="0.47377" BPOGV="0" LPCX="0.28617" LPCY="0.45499" LPD="14.11899" LPS="0.94156" LPV="0" RPCX="0.58828" RPCY="0.49470" RPD="14.76370" RPS="0.94156" RPV="0" LEYEX="-0.05118" LEYEY="0.00748" LEYEZ="0.62334" LPUPILD="0.00291" LPUPILV="1" REYEX="0.02214" REYEY="-0.00029" REYEZ="0.64200" RPUPILD="0.00297" RPUPILV="1" BKID="42" BKDUR="0.00000" BKPMIN="25" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="126.37670" FPOGD="0.18072" FPOGID="400" FPOGV="0" LPOGX="0.64286" LPOGY="0.48664" LPOGV="0" RPOGX="0.35487" RPOGY="0.46089" RPOGV="0" BPOGX="0.49886" BPOGY="0.47377" BPOGV="0" LPCX="0.28617" LPCY="0.45499" LPD="14.11899" LPS="0.94156" LPV="0" RPCX="0.58828" RPCY="0.49470" RPD="14.76370" RPS="0.94156" RPV="0" LEYEX="-0.05118" LEYEY="0.00748" LEYEZ="0.62334" LPUPILD="0.00291" LPUPILV="1" REYEX="0.02214" REYEY="-0.00029" REYEZ="0.64200" RPUPILD="0.00297" RPUPILV="1" BKID="42" BKDUR="0.00000" BKPMIN="25" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="126.37670" FPOGD="0.18072" FPOGID="400" FPOGV="0" LPOGX="0.64286" LPOGY="0.48664" LPOGV="0" RPOGX="0.35487" RPOGY="0.46089" RPOGV="0" BPOGX="0.49886" BPOGY="0.47377" BPOGV="0" LPCX="0.28617" LPCY="0.45499" LPD="14.11899" LPS="0.94156" LPV="0" RPCX="0.58828" RPCY="0.49470" RPD="14.76370" RPS="0.94156" RPV="0" LEYEX="-0.05118" LEYEY="0.00748" LEYEZ="0.62334" LPUPILD="0.00291" LPUPILV="1" REYEX="0.02214" REYEY="-0.00029" REYEZ="0.64200" RPUPILD="0.00297" RPUPILV="1" BKID="42" BKDUR="0.00000" BKPMIN="25" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="126.37670" FPOGD="0.18072" FPOGID="400" FPOGV="0" LPOGX="0.64286" LPOGY="0.48664" LPOGV="0" RPOGX="0.35487" RPOGY="0.46089" RPOGV="0" BPOGX="0.49886" BPOGY="0.47377" BPOGV="0" LPCX="0.28617" LPCY="0.45499" LPD="14.11899" LPS="0.94156" LPV="0" RPCX="0.58828" RPCY="0.49470" RPD="14.76370" RPS="0.94156" RPV="0" LEYEX="-0.05118" LEYEY="0.00748" LEYEZ="0.62334" LPUPILD="0.00291" LPUPILV="1" REYEX="0.02214" REYEY="-0.00029" REYEZ="0.64200" RPUPILD="0.00297" RPUPILV="1" BKID="42" BKDUR="0.00000" BKPMIN="25" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="126.37670" FPOGD="0.18072" FPOGID="400" FPOGV="0" LPOGX="0.64286" LPOGY="0.48664" LPOGV="0" RPOGX="0.35487" RPOGY="0.46089" RPOGV="0" BPOGX="0.49886" BPOGY="0.47377" BPOGV="0" LPCX="0.28617" LPCY="0.45499" LPD="14.11899" LPS="0.94156" LPV="0" RPCX="0.58828" RPCY="0.49470" RPD="14.76370" RPS="0.94156" RPV="0" LEYEX="-0.05118" LEYEY="0.00748" LEYEZ="0.62334" LPUPILD="0.00291" LPUPILV="1" REYEX="0.02214" REYEY="-0.00029" REYEZ="0.64200" RPUPILD="0.00297" RPUPILV="1" BKID="42" BKDUR="0.00000" BKPMIN="25" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="126.37670" FPOGD="0.18072" FPOGID="400" FPOGV="0" LPOGX="0.64286" LPOGY="0.48664" LPOGV="0" RPOGX="0.35487" RPOGY="0.46089" RPOGV="0" BPOGX="0.49886" BPOGY="0.47377" BPOGV="0" LPCX="0.28617" LPCY="0.45499" LPD="14.11899" LPS="0.94156" LPV="0" RPCX="0.58828" RPCY="0.49470" RPD="14.76370" RPS="0.94156" RPV="0" LEYEX="-0.05118" LEYEY="0.00748" LEYEZ="0.62334" LPUPILD="0.00291" LPUPILV="1" REYEX="0.02214" REYEY="-0.00029" REYEZ="0.64200" RPUPILD="0.00297" RPUPILV="1" BKID="42" BKDUR="0.00000" BKPMIN="25" />
