2025-07-15 11:38:46.246894
EYEZ="0.61937" RPUPILD="0.00448" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.55796" FPOGY="0.24916" FPOGS="134.81499" FPOGD="0.83032" FPOGID="412" FPOGV="0" LPOGX="0.57130" LPOGY="0.34185" LPOGV="1" RPOGX="0.53074" RPOGY="0.14949" RPOGV="1" BPOGX="0.55102" BPOGY="0.24567" BPOGV="1" LPCX="0.19745" LPCY="0.67143" LPD="19.61870" LPS="0.91778" LPV="1" RPCX="0.45792" RPCY="0.64793" RPD="21.52739" RPS="0.91778" RPV="1" LEYEX="-0.07382" LEYEY="-0.03501" LEYEZ="0.63762" LPUPILD="0.00393" LPUPILV="1" REYEX="-0.01031" REYEY="-0.02964" REYEZ="0.61937" RPUPILD="0.00451" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.56066" FPOGY="0.30367" FPOGS="136.50278" FPOGD="0.06006" FPOGID="414" FPOGV="1" LPOGX="0.62902" LPOGY="0.35323" LPOGV="1" RPOGX="0.54232" RPOGY="0.21272" RPOGV="1" BPOGX="0.58567" BPOGY="0.28297" BPOGV="1" LPCX="0.18878" LPCY="0.67420" LPD="20.09644" LPS="0.90421" LPV="1" RPCX="0.44931" RPCY="0.64820" RPD="22.65112" RPS="0.91000" RPV="1" LEYEX="-0.07471" LEYEY="-0.03499" LEYEZ="0.62708" LPUPILD="0.00416" LPUPILV="1" REYEX="-0.01256" REYEY="-0.03016" REYEZ="0.62735" RPUPILD="0.00455" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.56291" FPOGY="0.30203" FPOGS="136.50278" FPOGD="0.06686" FPOGID="414" FPOGV="1" LPOGX="0.62902" LPOGY="0.35312" LPOGV="1" RPOGX="0.54171" RPOGY="0.21813" RPOGV="1" BPOGX="0.58536" BPOGY="0.28563" BPOGV="1" LPCX="0.18870" LPCY="0.67432" LPD="20.49147" LPS="0.90434" LPV="1" RPCX="0.44928" RPCY="0.64811" RPD="22.45611" RPS="0.90434" RPV="1" LEYEX="-0.07288" LEYEY="-0.03416" LEYEZ="0.61133" LPUPILD="0.00414" LPUPILV="1" REYEX="-0.01219" REYEY="-0.02912" REYEZ="0.60661" RPUPILD="0.00460" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.56379" FPOGY="0.30151" FPOGS="136.50278" FPOGD="0.07346" FPOGID="414" FPOGV="1" LPOGX="0.61916" LPOGY="0.37379" LPOGV="1" RPOGX="0.52781" RPOGY="0.21768" RPOGV="1" BPOGX="0.57349" BPOGY="0.29573" BPOGV="1" LPCX="0.18848" LPCY="0.67419" LPD="20.31975" LPS="0.89868" LPV="1" RPCX="0.44913" RPCY="0.64812" RPD="22.56795" RPS="0.89289" RPV="1" LEYEX="-0.07288" LEYEY="-0.03416" LEYEZ="0.61133" LPUPILD="0.00412" LPUPILV="1" REYEX="-0.01219" REYEY="-0.02912" REYEZ="0.60661" RPUPILD="0.00459" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.56413" FPOGY="0.29914" FPOGS="136.50278" FPOGD="0.07980" FPOGID="414" FPOGV="1" LPOGX="0.60848" LPOGY="0.31938" LPOGV="1" RPOGX="0.52797" RPOGY="0.22194" RPOGV="1" BPOGX="0.56823" BPOGY="0.27066" BPOGV="1" LPCX="0.18840" LPCY="0.67434" LPD="20.26145" LPS="0.88723" LPV="1" RPCX="0.44906" RPCY="0.64813" RPD="22.42502" RPS="0.88145" RPV="1" LEYEX="-0.07288" LEYEY="-0.03416" LEYEZ="0.61133" LPUPILD="0.00417" LPUPILV="1" REYEX="-0.01219" REYEY="-0.02912" REYEZ="0.60661" RPUPILD="0.00463" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.56440" FPOGY="0.29803" FPOGS="136.50278" FPOGD="0.08691" FPOGID="414" FPOGV="1" LPOGX="0.60938" LPOGY="0.32899" LPOGV="1" RPOGX="0.52634" RPOGY="0.23828" RPOGV="1" BPOGX="0.56786" BPOGY="0.28364" BPOGV="1" LPCX="0.18838" LPCY="0.67433" LPD="20.38734" LPS="0.87579" LPV="1" RPCX="0.44896" RPCY="0.64828" RPD="22.91274" RPS="0.86476" RPV="1" LEYEX="-0.07228" LEYEY="-0.03388" LEYEZ="0.60636" LPUPILD="0.00417" LPUPILV="1" REYEX="-0.01198" REYEY="-0.02851" REYEZ="0.59388" RPUPILD="0.00459" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.56418" FPOGY="0.29930" FPOGS="136.50278" FPOGD="0.09433" FPOGID="414" FPOGV="1" LPOGX="0.60645" LPOGY="0.39714" LPOGV="1" RPOGX="0.51585" RPOGY="0.23716" RPOGV="1" BPOGX="0.56115" BPOGY="0.31715" BPOGV="1" LPCX="0.18833" LPCY="0.67430" LPD="20.49652" LPS="0.86476" LPV="1" RPCX="0.44901" RPCY="0.64812" RPD="22.86619" RPS="0.85952" RPV="1" LEYEX="-0.07228" LEYEY="-0.03388" LEYEZ="0.60636" LPUPILD="0.00415" LPUPILV="1" REYEX="-0.01198" REYEY="-0.02851" REYEZ="0.59388" RPUPILD="0.00457" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.56351" FPOGY="0.29898" FPOGS="136.50278" FPOGD="0.10059" FPOGID="414" FPOGV="1" LPOGX="0.59542" LPOGY="0.34229" LPOGV="1" RPOGX="0.51163" RPOGY="0.24596" RPOGV="1" BPOGX="0.55352" BPOGY="0.29412" BPOGV="1" LPCX="0.18843" LPCY="0.67434" LPD="20.52911" LPS="0.85952" LPV="1" RPCX="0.44881" RPCY="0.64823" RPD="22.88826" RPS="0.85428" RPV="1" LEYEX="-0.07228" LEYEY="-0.03388" LEYEZ="0.60636" LPUPILD="0.00416" LPUPILV="1" REYEX="-0.01198" REYEY="-0.02851" REYEZ="0.59388" RPUPILD="0.00456" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.56293" FPOGY="0.29867" FPOGS="136.50278" FPOGD="0.10706" FPOGID="414" FPOGV="1" LPOGX="0.59538" LPOGY="0.34194" LPOGV="1" RPOGX="0.51167" RPOGY="0.24554" RPOGV="1" BPOGX="0.55352" BPOGY="0.29374" BPOGV="1" LPCX="0.18836" LPCY="0.67422" LPD="20.41436" LPS="0.85994" LPV="1" RPCX="0.44876" RPCY="0.64824" RPD="22.96028" RPS="0.85470" RPV="1" LEYEX="-0.07445" LEYEY="-0.03482" LEYEZ="0.62410" LPUPILD="0.00415" LPUPILV="1" REYEX="-0.01198" REYEY="-0.02851" REYEZ="0.59388" RPUPILD="0.00458" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
