2025-05-27 15:08:32.078621
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.55023" FPOGY="0.40569" FPOGS="5423.24414" FPOGD="0.16699" FPOGID="12648" FPOGV="1" LPOGX="0.57301" LPOGY="0.41226" LPOGV="1" RPOGX="0.50581" RPOGY="0.33900" RPOGV="1" BPOGX="0.53941" BPOGY="0.37563" BPOGV="1" LPCX="0.22734" LPCY="0.48705" LPD="28.57723" LPS="1.04234" LPV="1" RPCX="0.47387" RPCY="0.45445" RPD="29.20484" RPS="1.04953" RPV="1" LEYEX="-0.06991" LEYEY="0.00136" LEYEZ="0.67080" LPUPILD="0.00604" LPUPILV="1" REYEX="-0.00668" REYEY="0.00792" REYEZ="0.66006" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54983" FPOGY="0.40477" FPOGS="5423.24414" FPOGD="0.17383" FPOGID="12648" FPOGV="1" LPOGX="0.57379" LPOGY="0.41707" LPOGV="1" RPOGX="0.50532" RPOGY="0.34452" RPOGV="1" BPOGX="0.53955" BPOGY="0.38079" BPOGV="1" LPCX="0.22732" LPCY="0.48688" LPD="28.75198" LPS="1.03460" LPV="1" RPCX="0.47382" RPCY="0.45432" RPD="29.13617" RPS="1.04179" RPV="1" LEYEX="-0.06641" LEYEY="0.00162" LEYEZ="0.63627" LPUPILD="0.00601" LPUPILV="1" REYEX="-0.00691" REYEY="0.00825" REYEZ="0.66303" RPUPILD="0.00604" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54995" FPOGY="0.40377" FPOGS="5423.24414" FPOGD="0.18066" FPOGID="12648" FPOGV="1" LPOGX="0.60805" LPOGY="0.39419" LPOGV="1" RPOGX="0.49821" RPOGY="0.35949" RPOGV="1" BPOGX="0.55313" BPOGY="0.37684" BPOGV="1" LPCX="0.22697" LPCY="0.48581" LPD="28.50080" LPS="1.02686" LPV="1" RPCX="0.47340" RPCY="0.45331" RPD="29.22551" RPS="1.02686" RPV="1" LEYEX="-0.06641" LEYEY="0.00162" LEYEZ="0.63627" LPUPILD="0.00605" LPUPILV="1" REYEX="-0.00691" REYEY="0.00825" REYEZ="0.66303" RPUPILD="0.00598" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54952" FPOGY="0.40507" FPOGS="5423.24414" FPOGD="0.18750" FPOGID="12648" FPOGV="1" LPOGX="0.59884" LPOGY="0.45528" LPOGV="1" RPOGX="0.47615" RPOGY="0.42739" RPOGV="1" BPOGX="0.53750" BPOGY="0.44133" BPOGV="1" LPCX="0.22674" LPCY="0.48531" LPD="28.80591" LPS="1.01193" LPV="1" RPCX="0.47314" RPCY="0.45290" RPD="29.18881" RPS="1.01193" RPV="1" LEYEX="-0.06641" LEYEY="0.00162" LEYEZ="0.63627" LPUPILD="0.00602" LPUPILV="1" REYEX="-0.00691" REYEY="0.00825" REYEZ="0.66303" RPUPILD="0.00601" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54913" FPOGY="0.40659" FPOGS="5423.24414" FPOGD="0.19385" FPOGID="12648" FPOGV="1" LPOGX="0.60002" LPOGY="0.46427" LPOGV="1" RPOGX="0.47559" RPOGY="0.43717" RPOGV="1" BPOGX="0.53780" BPOGY="0.45072" BPOGV="1" LPCX="0.22676" LPCY="0.48507" LPD="28.66933" LPS="0.99700" LPV="1" RPCX="0.47314" RPCY="0.45278" RPD="29.20930" RPS="0.99700" RPV="1" LEYEX="-0.06891" LEYEY="0.00207" LEYEZ="0.65836" LPUPILD="0.00605" LPUPILV="1" REYEX="-0.00710" REYEY="0.00854" REYEZ="0.66186" RPUPILD="0.00601" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54967" FPOGY="0.40734" FPOGS="5423.24414" FPOGD="0.20068" FPOGID="12648" FPOGV="1" LPOGX="0.62354" LPOGY="0.43920" LPOGV="1" RPOGX="0.50834" RPOGY="0.42069" RPOGV="1" BPOGX="0.56594" BPOGY="0.42995" BPOGV="1" LPCX="0.22628" LPCY="0.48396" LPD="28.65613" LPS="0.99700" LPV="1" RPCX="0.47271" RPCY="0.45178" RPD="29.29251" RPS="0.99700" RPV="1" LEYEX="-0.06891" LEYEY="0.00207" LEYEZ="0.65836" LPUPILD="0.00606" LPUPILV="1" REYEX="-0.00710" REYEY="0.00854" REYEZ="0.66186" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54962" FPOGY="0.40852" FPOGS="5423.24414" FPOGD="0.20752" FPOGID="12648" FPOGV="1" LPOGX="0.60622" LPOGY="0.48260" LPOGV="1" RPOGX="0.48969" RPOGY="0.40710" RPOGV="1" BPOGX="0.54795" BPOGY="0.44485" BPOGV="1" LPCX="0.22601" LPCY="0.48344" LPD="28.65249" LPS="0.99700" LPV="1" RPCX="0.47252" RPCY="0.45126" RPD="29.19987" RPS="0.99700" RPV="1" LEYEX="-0.06891" LEYEY="0.00207" LEYEZ="0.65836" LPUPILD="0.00604" LPUPILV="1" REYEX="-0.00710" REYEY="0.00854" REYEZ="0.66186" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54957" FPOGY="0.40953" FPOGS="5423.24414" FPOGD="0.21436" FPOGID="12648" FPOGV="1" LPOGX="0.60622" LPOGY="0.48260" LPOGV="1" RPOGX="0.49010" RPOGY="0.40157" RPOGV="1" BPOGX="0.54816" BPOGY="0.44208" BPOGV="1" LPCX="0.22602" LPCY="0.48319" LPD="28.79981" LPS="0.99700" LPV="1" RPCX="0.47244" RPCY="0.45109" RPD="29.37767" RPS="1.00509" RPV="1" LEYEX="-0.06677" LEYEY="0.00234" LEYEZ="0.63609" LPUPILD="0.00605" LPUPILV="1" REYEX="-0.00744" REYEY="0.00917" REYEZ="0.67929" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54969" FPOGY="0.40925" FPOGS="5423.24414" FPOGD="0.22119" FPOGID="12648" FPOGV="1" LPOGX="0.59163" LPOGY="0.42698" LPOGV="1" RPOGX="0.51530" RPOGY="0.37246" RPOGV="1" BPOGX="0.55347" BPOGY="0.39972" BPOGV="1" LPCX="0.22549" LPCY="0.48211" LPD="28.82672" LPS="1.00509" LPV="1" RPCX="0.47201" RPCY="0.45007" RPD="29.39838" RPS="1.01318" RPV="1" LEYEX="-0.06677" LEYEY="0.00234" LEYEZ="0.63609" LPUPILD="0.00609" LPUPILV="1" REYEX="-0.00744" REYEY="0.00917" REYEZ="0.67929" RPUPILD="0.00598" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54958" FPOGY="0.41004" FPOGS="5423.24414" FPOGD="0.22754" FPOGID="12648" FPOGV="1" LPOGX="0.59789" LPOGY="0.46014" LPOGV="1" RPOGX="0.49412" RPOGY="0.41430" RPOGV="1" BPOGX="0.54600" BPOGY="0.43722" BPOGV="1" LPCX="0.22520" LPCY="0.48143" LPD="28.87821" LPS="1.01318" LPV="1" RPCX="0.47174" RPCY="0.44939" RPD="29.24587" RPS="1.02127" RPV="1" LEYEX="-0.06677" LEYEY="0.00234" LEYEZ="0.63609" LPUPILD="0.00604" LPUPILV="1" REYEX="-0.00744" REYEY="0.00917" REYEZ="0.67929" RPUPILD="0.00600" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54948" FPOGY="0.41066" FPOGS="5423.24414" FPOGD="0.23438" FPOGID="12648" FPOGV="1" LPOGX="0.59725" LPOGY="0.45531" LPOGV="1" RPOGX="0.49455" RPOGY="0.40895" RPOGV="1" BPOGX="0.54590" BPOGY="0.43213" BPOGV="1" LPCX="0.22522" LPCY="0.48114" LPD="28.76297" LPS="1.02127" LPV="1" RPCX="0.47169" RPCY="0.44928" RPD="29.29615" RPS="1.02935" RPV="1" LEYEX="-0.06684" LEYEY="0.00281" LEYEZ="0.63496" LPUPILD="0.00606" LPUPILV="1" REYEX="-0.00764" REYEY="0.00958" REYEZ="0.67929" RPUPILD="0.00596" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
