2025-05-27 15:07:54.462391
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.54442" FPOGY="0.43571" FPOGS="5384.42676" FPOGD="1.36621" FPOGID="12531" FPOGV="1" LPOGX="0.58516" LPOGY="0.41091" LPOGV="1" RPOGX="0.50181" RPOGY="0.37307" RPOGV="1" BPOGX="0.54348" BPOGY="0.39199" BPOGV="1" LPCX="0.19544" LPCY="0.48797" LPD="30.51510" LPS="1.07283" LPV="1" RPCX="0.44132" RPCY="0.46632" RPD="31.07861" RPS="1.08092" RPV="1" LEYEX="-0.07738" LEYEY="0.00185" LEYEZ="0.66580" LPUPILD="0.00649" LPUPILV="1" REYEX="-0.01553" REYEY="0.00607" REYEZ="0.68586" RPUPILD="0.00634" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54442" FPOGY="0.43483" FPOGS="5384.42676" FPOGD="1.37354" FPOGID="12531" FPOGV="1" LPOGX="0.58446" LPOGY="0.40600" LPOGV="1" RPOGX="0.50227" RPOGY="0.36771" RPOGV="1" BPOGX="0.54337" BPOGY="0.38686" BPOGV="1" LPCX="0.19542" LPCY="0.48805" LPD="30.47034" LPS="1.08092" LPV="1" RPCX="0.44131" RPCY="0.46637" RPD="31.06909" RPS="1.08901" RPV="1" LEYEX="-0.07873" LEYEY="0.00137" LEYEZ="0.67564" LPUPILD="0.00646" LPUPILV="1" REYEX="-0.01580" REYEY="0.00594" REYEZ="0.68880" RPUPILD="0.00633" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54414" FPOGY="0.43464" FPOGS="5384.42676" FPOGD="1.37988" FPOGID="12531" FPOGV="1" LPOGX="0.55523" LPOGY="0.43802" LPOGV="1" RPOGX="0.50969" RPOGY="0.36331" RPOGV="1" BPOGX="0.53246" BPOGY="0.40066" BPOGV="1" LPCX="0.19525" LPCY="0.48879" LPD="30.31608" LPS="1.08901" LPV="1" RPCX="0.44094" RPCY="0.46698" RPD="30.96182" RPS="1.08901" RPV="1" LEYEX="-0.07873" LEYEY="0.00137" LEYEZ="0.67564" LPUPILD="0.00653" LPUPILV="1" REYEX="-0.01580" REYEY="0.00594" REYEZ="0.68880" RPUPILD="0.00634" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54409" FPOGY="0.43418" FPOGS="5384.42676" FPOGD="1.38623" FPOGID="12531" FPOGV="1" LPOGX="0.58193" LPOGY="0.42148" LPOGV="1" RPOGX="0.49061" RPOGY="0.41417" RPOGV="1" BPOGX="0.53627" BPOGY="0.41783" BPOGV="1" LPCX="0.19509" LPCY="0.48917" LPD="30.59596" LPS="1.08901" LPV="1" RPCX="0.44081" RPCY="0.46723" RPD="30.91380" RPS="1.08901" RPV="1" LEYEX="-0.07873" LEYEY="0.00137" LEYEZ="0.67564" LPUPILD="0.00651" LPUPILV="1" REYEX="-0.01580" REYEY="0.00594" REYEZ="0.68880" RPUPILD="0.00634" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54402" FPOGY="0.43376" FPOGS="5384.42676" FPOGD="1.39307" FPOGID="12531" FPOGV="1" LPOGX="0.58324" LPOGY="0.43026" LPOGV="1" RPOGX="0.48918" RPOGY="0.43290" RPOGV="1" BPOGX="0.53621" BPOGY="0.43158" BPOGV="1" LPCX="0.19509" LPCY="0.48921" LPD="30.50962" LPS="1.07408" LPV="1" RPCX="0.44077" RPCY="0.46728" RPD="30.93821" RPS="1.05880" RPV="1" LEYEX="-0.07377" LEYEY="0.00109" LEYEZ="0.63231" LPUPILD="0.00651" LPUPILV="1" REYEX="-0.01489" REYEY="0.00537" REYEZ="0.64490" RPUPILD="0.00632" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54447" FPOGY="0.43284" FPOGS="5384.42676" FPOGD="1.39990" FPOGID="12531" FPOGV="1" LPOGX="0.61113" LPOGY="0.43039" LPOGV="1" RPOGX="0.50254" RPOGY="0.39942" RPOGV="1" BPOGX="0.55684" BPOGY="0.41491" BPOGV="1" LPCX="0.19488" LPCY="0.48997" LPD="30.36526" LPS="1.04387" LPV="1" RPCX="0.44051" RPCY="0.46788" RPD="31.07247" RPS="1.02859" RPV="1" LEYEX="-0.07377" LEYEY="0.00109" LEYEZ="0.63231" LPUPILD="0.00652" LPUPILV="1" REYEX="-0.01489" REYEY="0.00537" REYEZ="0.64490" RPUPILD="0.00634" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54499" FPOGY="0.43362" FPOGS="5384.42676" FPOGD="1.40674" FPOGID="12531" FPOGV="1" LPOGX="0.60085" LPOGY="0.50289" LPOGV="1" RPOGX="0.51998" RPOGY="0.46719" RPOGV="1" BPOGX="0.56042" BPOGY="0.48504" BPOGV="1" LPCX="0.19477" LPCY="0.49035" LPD="30.64979" LPS="1.01366" LPV="1" RPCX="0.44032" RPCY="0.46810" RPD="30.87019" RPS="0.99838" RPV="1" LEYEX="-0.07377" LEYEY="0.00109" LEYEZ="0.63231" LPUPILD="0.00651" LPUPILV="1" REYEX="-0.01489" REYEY="0.00537" REYEZ="0.64490" RPUPILD="0.00630" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54554" FPOGY="0.43459" FPOGS="5384.42676" FPOGD="1.41309" FPOGID="12531" FPOGV="1" LPOGX="0.60203" LPOGY="0.51138" LPOGV="1" RPOGX="0.51998" RPOGY="0.46719" RPOGV="1" BPOGX="0.56100" BPOGY="0.48928" BPOGV="1" LPCX="0.19474" LPCY="0.49043" LPD="30.63447" LPS="0.99838" LPV="1" RPCX="0.44033" RPCY="0.46826" RPD="31.10188" RPS="0.99838" RPV="1" LEYEX="-0.07883" LEYEY="0.00091" LEYEZ="0.67477" LPUPILD="0.00650" LPUPILV="1" REYEX="-0.01579" REYEY="0.00550" REYEZ="0.67936" RPUPILD="0.00629" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54563" FPOGY="0.43511" FPOGS="5384.42676" FPOGD="1.41992" FPOGID="12531" FPOGV="1" LPOGX="0.58709" LPOGY="0.47607" LPOGV="1" RPOGX="0.50262" RPOGY="0.41242" RPOGV="1" BPOGX="0.54485" BPOGY="0.44425" BPOGV="1" LPCX="0.19467" LPCY="0.49117" LPD="30.40041" LPS="1.01331" LPV="1" RPCX="0.44014" RPCY="0.46891" RPD="30.93773" RPS="1.02859" RPV="1" LEYEX="-0.07883" LEYEY="0.00091" LEYEZ="0.67477" LPUPILD="0.00652" LPUPILV="1" REYEX="-0.01579" REYEY="0.00550" REYEZ="0.67936" RPUPILD="0.00633" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54540" FPOGY="0.43535" FPOGS="5384.42676" FPOGD="1.42676" FPOGID="12531" FPOGV="1" LPOGX="0.57497" LPOGY="0.44344" LPOGV="1" RPOGX="0.49310" RPOGY="0.44093" RPOGV="1" BPOGX="0.53404" BPOGY="0.44219" BPOGV="1" LPCX="0.19450" LPCY="0.49156" LPD="30.59575" LPS="1.04352" LPV="1" RPCX="0.44000" RPCY="0.46918" RPD="30.91148" RPS="1.05880" RPV="1" LEYEX="-0.07883" LEYEY="0.00091" LEYEZ="0.67477" LPUPILD="0.00650" LPUPILV="1" REYEX="-0.01579" REYEY="0.00550" REYEZ="0.67936" RPUPILD="0.00632" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
<REC FPOGX="0.54516" FPOGY="0.43564" FPOGS="5384.42676" FPOGD="1.43359" FPOGID="12531" FPOGV="1" LPOGX="0.57347" LPOGY="0.43440" LPOGV="1" RPOGX="0.49347" RPOGY="0.43653" RPOGV="1" BPOGX="0.53347" BPOGY="0.43546" BPOGV="1" LPCX="0.19452" LPCY="0.49165" LPD="30.42107" LPS="1.05880" LPV="1" RPCX="0.44000" RPCY="0.46925" RPD="30.98374" RPS="1.06599" RPV="1" LEYEX="-0.07602" LEYEY="0.00063" LEYEZ="0.64989" LPUPILD="0.00651" LPUPILV="1" REYEX="-0.01562" REYEY="0.00509" REYEZ="0.66574" RPUPILD="0.00632" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="9" />
