2025-05-27 15:01:01.465699
="-0.06821" LEYEY="-0.01524" LEYEZ="0.63703" LPUPILD="0.00413" LPUPILV="1" REYEX="-0.01073" REYEY="-0.01953" REYEZ="0.65918" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83470" FPOGY="0.12647" FPOGS="4972.69580" FPOGD="0.30176" FPOGID="11908" FPOGV="1" LPOGX="0.91572" LPOGY="0.23921" LPOGV="1" RPOGX="0.74118" RPOGY="0.07501" RPOGV="1" BPOGX="0.82845" BPOGY="0.15711" BPOGV="1" LPCX="0.22384" LPCY="0.57248" LPD="17.96301" LPS="0.91711" LPV="1" RPCX="0.46142" RPCY="0.59192" RPD="18.54110" RPS="0.91711" RPV="1" LEYEX="-0.06605" LEYEY="-0.01524" LEYEZ="0.62343" LPUPILD="0.00411" LPUPILV="1" REYEX="-0.01011" REYEY="-0.02043" REYEZ="0.66433" RPUPILD="0.00439" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83456" FPOGY="0.12714" FPOGS="4972.69580" FPOGD="0.30859" FPOGID="11908" FPOGV="1" LPOGX="0.91572" LPOGY="0.23921" LPOGV="1" RPOGX="0.74118" RPOGY="0.07501" RPOGV="1" BPOGX="0.82845" BPOGY="0.15711" BPOGV="1" LPCX="0.22385" LPCY="0.57254" LPD="17.99615" LPS="0.91711" LPV="1" RPCX="0.46133" RPCY="0.59183" RPD="18.44090" RPS="0.91711" RPV="1" LEYEX="-0.06605" LEYEY="-0.01524" LEYEZ="0.62343" LPUPILD="0.00411" LPUPILV="1" REYEX="-0.01011" REYEY="-0.02043" REYEZ="0.66433" RPUPILD="0.00439" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83468" FPOGY="0.12740" FPOGS="4972.69580" FPOGD="0.31543" FPOGID="11908" FPOGV="1" LPOGX="0.91600" LPOGY="0.23829" LPOGV="1" RPOGX="0.76437" RPOGY="0.04102" RPOGV="1" BPOGX="0.84018" BPOGY="0.13965" BPOGV="1" LPCX="0.22370" LPCY="0.57262" LPD="18.13581" LPS="0.91711" LPV="1" RPCX="0.46127" RPCY="0.59182" RPD="18.39528" RPS="0.91711" RPV="1" LEYEX="-0.06605" LEYEY="-0.01524" LEYEZ="0.62343" LPUPILD="0.00416" LPUPILV="1" REYEX="-0.01011" REYEY="-0.02043" REYEZ="0.66433" RPUPILD="0.00437" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83460" FPOGY="0.12743" FPOGS="4972.69580" FPOGD="0.32178" FPOGID="11908" FPOGV="1" LPOGX="0.90819" LPOGY="0.20722" LPOGV="1" RPOGX="0.75323" RPOGY="0.05030" RPOGV="1" BPOGX="0.83071" BPOGY="0.12876" BPOGV="1" LPCX="0.22373" LPCY="0.57271" LPD="18.26027" LPS="0.91711" LPV="1" RPCX="0.46127" RPCY="0.59164" RPD="18.35883" RPS="0.91711" RPV="1" LEYEX="-0.06605" LEYEY="-0.01524" LEYEZ="0.62343" LPUPILD="0.00415" LPUPILV="1" REYEX="-0.01011" REYEY="-0.02043" REYEZ="0.66433" RPUPILD="0.00441" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83586" FPOGY="0.12839" FPOGS="4972.69580" FPOGD="0.32861" FPOGID="11908" FPOGV="1" LPOGX="0.90819" LPOGY="0.20722" LPOGV="1" RPOGX="0.75323" RPOGY="0.05030" RPOGV="1" BPOGX="0.83071" BPOGY="0.12876" BPOGV="1" LPCX="0.22370" LPCY="0.57280" LPD="18.24714" LPS="0.91711" LPV="1" RPCX="0.46128" RPCY="0.59172" RPD="18.48811" RPS="0.91711" RPV="1" LEYEX="-0.06605" LEYEY="-0.01524" LEYEZ="0.62343" LPUPILD="0.00415" LPUPILV="1" REYEX="-0.01011" REYEY="-0.02043" REYEZ="0.66433" RPUPILD="0.00439" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83594" FPOGY="0.12816" FPOGS="4972.69580" FPOGD="0.33545" FPOGID="11908" FPOGV="1" LPOGX="0.90309" LPOGY="0.20931" LPOGV="1" RPOGX="0.75601" RPOGY="0.00116" RPOGV="1" BPOGX="0.82955" BPOGY="0.10524" BPOGV="1" LPCX="0.22361" LPCY="0.57278" LPD="18.45111" LPS="0.91711" LPV="1" RPCX="0.46115" RPCY="0.59192" RPD="18.63878" RPS="0.91711" RPV="1" LEYEX="-0.06605" LEYEY="-0.01524" LEYEZ="0.62343" LPUPILD="0.00405" LPUPILV="1" REYEX="-0.01011" REYEY="-0.02043" REYEZ="0.66433" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83577" FPOGY="0.12802" FPOGS="4972.69580" FPOGD="0.34229" FPOGID="11908" FPOGV="1" LPOGX="0.90865" LPOGY="0.22411" LPOGV="1" RPOGX="0.74824" RPOGY="0.06636" RPOGV="1" BPOGX="0.82845" BPOGY="0.14524" BPOGV="1" LPCX="0.22363" LPCY="0.57291" LPD="18.86196" LPS="0.91711" LPV="1" RPCX="0.46118" RPCY="0.59197" RPD="18.86745" RPS="0.91711" RPV="1" LEYEX="-0.06605" LEYEY="-0.01524" LEYEZ="0.62343" LPUPILD="0.00404" LPUPILV="1" REYEX="-0.01011" REYEY="-0.02043" REYEZ="0.66433" RPUPILD="0.00428" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83589" FPOGY="0.12764" FPOGS="4972.69580" FPOGD="0.34863" FPOGID="11908" FPOGV="1" LPOGX="0.90865" LPOGY="0.22411" LPOGV="1" RPOGX="0.74824" RPOGY="0.06636" RPOGV="1" BPOGX="0.82845" BPOGY="0.14524" BPOGV="1" LPCX="0.22355" LPCY="0.57300" LPD="18.61903" LPS="0.91711" LPV="1" RPCX="0.46114" RPCY="0.59202" RPD="18.81220" RPS="0.91711" RPV="1" LEYEX="-0.06605" LEYEY="-0.01524" LEYEZ="0.62343" LPUPILD="0.00404" LPUPILV="1" REYEX="-0.01011" REYEY="-0.02043" REYEZ="0.66433" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83578" FPOGY="0.12714" FPOGS="4972.69580" FPOGD="0.35547" FPOGID="11908" FPOGV="1" LPOGX="0.89558" LPOGY="0.22806" LPOGV="1" RPOGX="0.74364" RPOGY="0.03460" RPOGV="1" BPOGX="0.81961" BPOGY="0.13133" BPOGV="1" LPCX="0.22354" LPCY="0.57303" LPD="18.70314" LPS="0.91711" LPV="1" RPCX="0.46109" RPCY="0.59203" RPD="18.86777" RPS="0.91711" RPV="1" LEYEX="-0.06605" LEYEY="-0.01524" LEYEZ="0.62343" LPUPILD="0.00404" LPUPILV="1" REYEX="-0.01011" REYEY="-0.02043" REYEZ="0.66433" RPUPILD="0.00412" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83547" FPOGY="0.12693" FPOGS="4972.69580" FPOGD="0.36182" FPOGID="11908" FPOGV="1" LPOGX="0.89272" LPOGY="0.22453" LPOGV="1" RPOGX="0.74979" RPOGY="0.02722" RPOGV="1" BPOGX="0.82126" BPOGY="0.12588" BPOGV="1" LPCX="0.22353" LPCY="0.57305" LPD="18.80235" LPS="0.91711" LPV="1" RPCX="0.46113" RPCY="0.59205" RPD="18.89428" RPS="0.91711" RPV="1" LEYEX="-0.06605" LEYEY="-0.01524" LEYEZ="0.62343" LPUPILD="0.00403" LPUPILV="1" REYEX="-0.01011" REYEY="-0.02043" REYEZ="0.66433" RPUPILD="0.00412" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83486" FPOGY="0.12696" FPOGS="4972.69580" FPOGD="0.36914" FPOGID="11908" FPOGV="1" LPOGX="0.89561" LPOGY="0.21151" LPOGV="1" RPOGX="0.75829" RPOGY="-0.00307" RPOGV="1" BPOGX="0.82695" BPOGY="0.10422" BPOGV="1" LPCX="0.22347" LPCY="0.57304" LPD="18.77148" LPS="0.93042" LPV="1" RPCX="0.46104" RPCY="0.59220" RPD="19.01763" RPS="0.94404" RPV="1" LEYEX="-0.07076" LEYEY="-0.01635" LEYEZ="0.65854" LPUPILD="0.00406" LPUPILV="1" REYEX="-0.01089" REYEY="-0.02040" REYEZ="0.65696" RPUPILD="0.00421" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83317" FPOGY="0.12721" FPOGS="4972.69580" FPOGD="0.37549" FPOGID="11908" FPOGV="1" LPOGX="0.86311" LPOGY="0.17390" LPOGV="1" RPOGX="0.70066" RPOGY="0.00965" RPOGV="1" BPOGX="0.78188" BPOGY="0.09178" BPOGV="1" LPCX="0.22234" LPCY="0.57368" LPD="18.46199" LPS="0.95735" LPV="1" RPCX="0.46010" RPCY="0.59266" RPD="19.04937" RPS="0.97098" RPV="1" LEYEX="-0.07076" LEYEY="-0.01635" LEYEZ="0.65854" LPUPILD="0.00417" LPUPILV="1" REYEX="-0.01089" REYEY="-0.02040" REYEZ="0.65696" RPUPILD="0.00416" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.83001" FPOGY="0.12877" FPOGS="4972.69580" FPOGD="0.38232" FPOGID="11908" FPOGV="1" LPOGX="0.79098" LPOGY="0.28905" LPOGV="1" RPOGX="0.63343" RPOGY="0.09695" RPOGV="1" BPOGX="0.71221" BPOGY="0.19300" BPOGV="1" LPCX="0.22150" LPCY="0.57413" LPD="18.06864" LPS="0.98429" LPV="1" RPCX="0.45906" RPCY="0.59317" RPD="18.55621" RPS="0.99791" RPV="1" LEYEX="-0.07076" LEYEY="-0.01635" LEYEZ="0.65854" LPUPILD="0.00404" LPUPILV="1" REYEX="-0.01089" REYEY="-0.02040" REYEZ="0.65696" RPUPILD="0.00400" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.82709" FPOGY="0.12968" FPOGS="4972.69580" FPOGD="0.38818" FPOGID="11908" FPOGV="1" LPOGX="0.79381" LPOGY="0.26690" LPOGV="1" RPOGX="0.63837" RPOGY="0.07060" RPOGV="1" BPOGX="0.71609" BPOGY="0.16875" BPOGV="1" LPCX="0.22067" LPCY="0.57504" LPD="18.29083" LPS="1.01122" LPV="1" RPCX="0.45761" RPCY="0.59409" RPD="18.48907" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00407" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00419" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.78465" FPOGY="0.13864" FPOGS="4972.69580" FPOGD="0.38818" FPOGID="11908" FPOGV="0" LPOGX="0.64239" LPOGY="0.30452" LPOGV="1" RPOGX="0.53754" RPOGY="0.08651" RPOGV="1" BPOGX="0.58997" BPOGY="0.19552" BPOGV="1" LPCX="0.21869" LPCY="0.57586" LPD="17.91296" LPS="1.02485" LPV="1" RPCX="0.45537" RPCY="0.59500" RPD="18.58863" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00406" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00422" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.68429" FPOGY="0.17342" FPOGS="4972.69580" FPOGD="0.38818" FPOGID="11908" FPOGV="0" LPOGX="0.66251" LPOGY="0.29727" LPOGV="1" RPOGX="0.50536" RPOGY="0.11913" RPOGV="1" BPOGX="0.58394" BPOGY="0.20820" BPOGV="1" LPCX="0.21825" LPCY="0.57633" LPD="18.30524" LPS="1.02485" LPV="1" RPCX="0.45470" RPCY="0.59542" RPD="18.95370" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00395" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00422" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.65084" FPOGY="0.18502" FPOGS="4972.69580" FPOGD="0.38818" FPOGID="11908" FPOGV="0" LPOGX="0.66251" LPOGY="0.29727" LPOGV="1" RPOGX="0.50536" RPOGY="0.11913" RPOGV="1" BPOGX="0.58394" BPOGY="0.20820" BPOGV="1" LPCX="0.21796" LPCY="0.57660" LPD="18.78352" LPS="1.02485" LPV="1" RPCX="0.45432" RPCY="0.59583" RPD="19.21749" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00400" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00415" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.59390" FPOGY="0.19400" FPOGS="4972.69580" FPOGD="0.38818" FPOGID="11908" FPOGV="0" LPOGX="0.67594" LPOGY="0.24723" LPOGV="1" RPOGX="0.55174" RPOGY="0.08399" RPOGV="1" BPOGX="0.61384" BPOGY="0.16561" BPOGV="1" LPCX="0.21795" LPCY="0.57663" LPD="18.90261" LPS="1.02485" LPV="1" RPCX="0.45430" RPCY="0.59601" RPD="19.01652" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00398" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00423" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.59976" FPOGY="0.20745" FPOGS="4972.69580" FPOGD="0.38818" FPOGID="11908" FPOGV="0" LPOGX="0.66027" LPOGY="0.31005" LPOGV="1" RPOGX="0.55097" RPOGY="0.13173" RPOGV="1" BPOGX="0.60562" BPOGY="0.22089" BPOGV="1" LPCX="0.21784" LPCY="0.57667" LPD="18.17181" LPS="1.02485" LPV="1" RPCX="0.45432" RPCY="0.59610" RPD="18.88881" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00399" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00419" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60171" FPOGY="0.21193" FPOGS="4972.69580" FPOGD="0.38818" FPOGID="11908" FPOGV="0" LPOGX="0.66027" LPOGY="0.31005" LPOGV="1" RPOGX="0.55097" RPOGY="0.13173" RPOGV="1" BPOGX="0.60562" BPOGY="0.22089" BPOGV="1" LPCX="0.21752" LPCY="0.57662" LPD="18.41615" LPS="1.02485" LPV="1" RPCX="0.45423" RPCY="0.59622" RPD="18.76949" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00388" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00424" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60215" FPOGY="0.20133" FPOGS="4973.11133" FPOGD="0.02100" FPOGID="11909" FPOGV="1" LPOGX="0.66775" LPOGY="0.26657" LPOGV="1" RPOGX="0.53915" RPOGY="0.07250" RPOGV="1" BPOGX="0.60345" BPOGY="0.16953" BPOGV="1" LPCX="0.21747" LPCY="0.57665" LPD="18.16268" LPS="1.02485" LPV="1" RPCX="0.45404" RPCY="0.59661" RPD="19.35431" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00388" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00417" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60366" FPOGY="0.19393" FPOGS="4973.11133" FPOGD="0.02686" FPOGID="11909" FPOGV="1" LPOGX="0.67548" LPOGY="0.28914" LPOGV="1" RPOGX="0.54394" RPOGY="0.03956" RPOGV="1" BPOGX="0.60971" BPOGY="0.16435" BPOGV="1" LPCX="0.21738" LPCY="0.57686" LPD="18.28768" LPS="1.02485" LPV="1" RPCX="0.45422" RPCY="0.59666" RPD="19.40850" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00391" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00421" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60467" FPOGY="0.18900" FPOGS="4973.11133" FPOGD="0.03418" FPOGID="11909" FPOGV="1" LPOGX="0.67548" LPOGY="0.28914" LPOGV="1" RPOGX="0.54394" RPOGY="0.03956" RPOGV="1" BPOGX="0.60971" BPOGY="0.16435" BPOGV="1" LPCX="0.21743" LPCY="0.57688" LPD="18.21866" LPS="1.02485" LPV="1" RPCX="0.45422" RPCY="0.59672" RPD="19.11643" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00395" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00413" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60554" FPOGY="0.18990" FPOGS="4973.11133" FPOGD="0.04053" FPOGID="11909" FPOGV="1" LPOGX="0.67042" LPOGY="0.30065" LPOGV="1" RPOGX="0.55115" RPOGY="0.08992" RPOGV="1" BPOGX="0.61079" BPOGY="0.19529" BPOGV="1" LPCX="0.21739" LPCY="0.57682" LPD="17.92440" LPS="1.02485" LPV="1" RPCX="0.45430" RPCY="0.59689" RPD="19.33464" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00396" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00417" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60420" FPOGY="0.18915" FPOGS="4973.11133" FPOGD="0.04688" FPOGID="11909" FPOGV="1" LPOGX="0.66920" LPOGY="0.30361" LPOGV="1" RPOGX="0.52035" RPOGY="0.06411" RPOGV="1" BPOGX="0.59478" BPOGY="0.18386" BPOGV="1" LPCX="0.21736" LPCY="0.57696" LPD="18.09187" LPS="1.02485" LPV="1" RPCX="0.45430" RPCY="0.59689" RPD="19.33464" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00395" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00417" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60315" FPOGY="0.18856" FPOGS="4973.11133" FPOGD="0.05371" FPOGID="11909" FPOGV="1" LPOGX="0.66920" LPOGY="0.30361" LPOGV="1" RPOGX="0.52035" RPOGY="0.06411" RPOGV="1" BPOGX="0.59478" BPOGY="0.18386" BPOGV="1" LPCX="0.21742" LPCY="0.57705" LPD="18.12929" LPS="1.02485" LPV="1" RPCX="0.45431" RPCY="0.59702" RPD="19.32761" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00396" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00417" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60362" FPOGY="0.19072" FPOGS="4973.11133" FPOGD="0.06055" FPOGID="11909" FPOGV="1" LPOGX="0.69120" LPOGY="0.34008" LPOGV="1" RPOGX="0.52448" RPOGY="0.08034" RPOGV="1" BPOGX="0.60784" BPOGY="0.21021" BPOGV="1" LPCX="0.21734" LPCY="0.57695" LPD="18.22802" LPS="1.02485" LPV="1" RPCX="0.45439" RPCY="0.59700" RPD="19.23149" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00390" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00414" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60388" FPOGY="0.19290" FPOGS="4973.11133" FPOGD="0.06738" FPOGID="11909" FPOGV="1" LPOGX="0.68603" LPOGY="0.34551" LPOGV="1" RPOGX="0.52700" RPOGY="0.08374" RPOGV="1" BPOGX="0.60651" BPOGY="0.21462" BPOGV="1" LPCX="0.21732" LPCY="0.57695" LPD="18.22461" LPS="1.02485" LPV="1" RPCX="0.45440" RPCY="0.59701" RPD="19.22016" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00387" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00416" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60410" FPOGY="0.19471" FPOGS="4973.11133" FPOGD="0.07373" FPOGID="11909" FPOGV="1" LPOGX="0.68603" LPOGY="0.34551" LPOGV="1" RPOGX="0.52700" RPOGY="0.08374" RPOGV="1" BPOGX="0.60651" BPOGY="0.21462" BPOGV="1" LPCX="0.21727" LPCY="0.57700" LPD="18.00140" LPS="1.02485" LPV="1" RPCX="0.45440" RPCY="0.59697" RPD="19.05576" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00390" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00414" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60420" FPOGY="0.19815" FPOGS="4973.11133" FPOGD="0.08057" FPOGID="11909" FPOGV="1" LPOGX="0.67682" LPOGY="0.35303" LPOGV="1" RPOGX="0.53393" RPOGY="0.12583" RPOGV="1" BPOGX="0.60537" BPOGY="0.23943" BPOGV="1" LPCX="0.21707" LPCY="0.57697" LPD="18.22449" LPS="1.02485" LPV="1" RPCX="0.45441" RPCY="0.59700" RPD="18.86393" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00395" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00418" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60354" FPOGY="0.19915" FPOGS="4973.11133" FPOGD="0.08789" FPOGID="11909" FPOGV="1" LPOGX="0.66297" LPOGY="0.34204" LPOGV="1" RPOGX="0.52684" RPOGY="0.08220" RPOGV="1" BPOGX="0.59491" BPOGY="0.21212" BPOGV="1" LPCX="0.21696" LPCY="0.57682" LPD="17.67898" LPS="1.02485" LPV="1" RPCX="0.45451" RPCY="0.59692" RPD="18.90931" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00394" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00413" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60296" FPOGY="0.20001" FPOGS="4973.11133" FPOGD="0.09326" FPOGID="11909" FPOGV="1" LPOGX="0.66297" LPOGY="0.34204" LPOGV="1" RPOGX="0.52684" RPOGY="0.08220" RPOGV="1" BPOGX="0.59491" BPOGY="0.21212" BPOGV="1" LPCX="0.21684" LPCY="0.57681" LPD="18.05275" LPS="1.02485" LPV="1" RPCX="0.45456" RPCY="0.59701" RPD="19.53048" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00388" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00411" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60212" FPOGY="0.20100" FPOGS="4973.11133" FPOGD="0.10010" FPOGID="11909" FPOGV="1" LPOGX="0.63966" LPOGY="0.31740" LPOGV="1" RPOGX="0.53949" RPOGY="0.11432" RPOGV="1" BPOGX="0.58957" BPOGY="0.21586" BPOGV="1" LPCX="0.21668" LPCY="0.57686" LPD="18.20117" LPS="1.02485" LPV="1" RPCX="0.45457" RPCY="0.59732" RPD="19.10549" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00396" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00412" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.60056" FPOGY="0.20704" FPOGS="4973.11133" FPOGD="0.10693" FPOGID="11909" FPOGV="1" LPOGX="0.64701" LPOGY="0.34130" LPOGV="1" RPOGX="0.50405" RPOGY="0.26599" RPOGV="1" BPOGX="0.57553" BPOGY="0.30364" BPOGV="1" LPCX="0.21650" LPCY="0.57722" LPD="17.57009" LPS="1.02485" LPV="1" RPCX="0.45433" RPCY="0.59773" RPD="17.40337" RPS="1.02485" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00389" LPUPILV="1" REYEX="-0.01163" REYEY="-0.02113" REYEZ="0.66594" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.59919" FPOGY="0.21189" FPOGS="4973.11133" FPOGD="0.11328" FPOGID="11909" FPOGV="1" LPOGX="0.64676" LPOGY="0.33567" LPOGV="1" RPOGX="0.50504" RPOGY="0.25317" RPOGV="1" BPOGX="0.57590" BPOGY="0.29442" BPOGV="1" LPCX="0.21584" LPCY="0.57643" LPD="16.68960" LPS="1.03275" LPV="1" RPCX="0.45406" RPCY="0.59718" RPD="16.61938" RPS="1.04084" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00381" LPUPILV="1" REYEX="-0.01209" REYEY="-0.02175" REYEZ="0.67756" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
<REC FPOGX="0.59431" FPOGY="0.23062" FPOGS="4973.11133" FPOGD="0.12061" FPOGID="11909" FPOGV="1" LPOGX="0.54818" LPOGY="0.71965" LPOGV="1" RPOGX="0.46486" RPOGY="0.41579" RPOGV="1" BPOGX="0.50652" BPOGY="0.56772" BPOGV="1" LPCX="0.21431" LPCY="0.57965" LPD="8.82483" LPS="1.04874" LPV="1" RPCX="0.45348" RPCY="0.59945" RPD="13.32404" RPS="1.05683" RPV="1" LEYEX="-0.07080" LEYEY="-0.01673" LEYEZ="0.65622" LPUPILD="0.00286" LPUPILV="1" REYEX="-0.01209" REYEY="-0.02175" REYEZ="0.67756" RPUPILD="0.00351" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="23" />
