2025-05-30 10:03:13.994124
YEZ="0.60687" RPUPILD="0.00603" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.55483" FPOGY="0.41200" FPOGS="442.57474" FPOGD="0.87045" FPOGID="533" FPOGV="1" LPOGX="0.63850" LPOGY="0.43857" LPOGV="1" RPOGX="0.51551" RPOGY="0.43229" RPOGV="1" BPOGX="0.57701" BPOGY="0.43543" BPOGV="1" LPCX="0.20131" LPCY="0.53087" LPD="32.58892" LPS="0.84489" LPV="1" RPCX="0.47595" RPCY="0.50363" RPD="32.71414" RPS="0.84489" RPV="1" LEYEX="-0.06753" LEYEY="-0.00682" LEYEZ="0.59063" LPUPILD="0.00617" LPUPILV="1" REYEX="-0.00582" REYEY="-0.00200" REYEZ="0.60687" RPUPILD="0.00602" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.55750" FPOGY="0.41525" FPOGS="442.57474" FPOGD="1.78165" FPOGID="533" FPOGV="1" LPOGX="0.59946" LPOGY="0.44045" LPOGV="1" RPOGX="0.50571" RPOGY="0.39690" RPOGV="1" BPOGX="0.55258" BPOGY="0.41868" BPOGV="1" LPCX="0.19924" LPCY="0.53770" LPD="33.51288" LPS="0.83383" LPV="1" RPCX="0.47514" RPCY="0.50806" RPD="33.63893" RPS="0.83383" RPV="1" LEYEX="-0.06777" LEYEY="-0.00794" LEYEZ="0.58809" LPUPILD="0.00627" LPUPILV="1" REYEX="-0.00605" REYEY="-0.00275" REYEZ="0.61085" RPUPILD="0.00620" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.55782" FPOGY="0.41598" FPOGS="442.57474" FPOGD="1.78827" FPOGID="533" FPOGV="1" LPOGX="0.60320" LPOGY="0.48530" LPOGV="1" RPOGX="0.51467" RPOGY="0.42578" RPOGV="1" BPOGX="0.55894" BPOGY="0.45554" BPOGV="1" LPCX="0.19933" LPCY="0.53802" LPD="33.49093" LPS="0.83383" LPV="1" RPCX="0.47521" RPCY="0.50834" RPD="33.65322" RPS="0.83907" RPV="1" LEYEX="-0.06777" LEYEY="-0.00794" LEYEZ="0.58809" LPUPILD="0.00628" LPUPILV="1" REYEX="-0.00605" REYEY="-0.00275" REYEZ="0.61085" RPUPILD="0.00621" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.55771" FPOGY="0.41550" FPOGS="442.57474" FPOGD="1.79498" FPOGID="533" FPOGV="1" LPOGX="0.60325" LPOGY="0.40212" LPOGV="1" RPOGX="0.48897" RPOGY="0.38402" RPOGV="1" BPOGX="0.54611" BPOGY="0.39307" BPOGV="1" LPCX="0.19933" LPCY="0.53827" LPD="33.51030" LPS="0.83907" LPV="1" RPCX="0.47525" RPCY="0.50843" RPD="33.70247" RPS="0.84431" RPV="1" LEYEX="-0.06777" LEYEY="-0.00794" LEYEZ="0.58809" LPUPILD="0.00631" LPUPILV="1" REYEX="-0.00605" REYEY="-0.00275" REYEZ="0.61085" RPUPILD="0.00617" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.55761" FPOGY="0.41510" FPOGS="442.57474" FPOGD="1.80121" FPOGID="533" FPOGV="1" LPOGX="0.60320" LPOGY="0.40165" LPOGV="1" RPOGX="0.48870" RPOGY="0.38791" RPOGV="1" BPOGX="0.54595" BPOGY="0.39478" BPOGV="1" LPCX="0.19936" LPCY="0.53838" LPD="33.51651" LPS="0.83966" LPV="1" RPCX="0.47529" RPCY="0.50846" RPD="33.65506" RPS="0.83966" RPV="1" LEYEX="-0.06717" LEYEY="-0.00801" LEYEZ="0.58329" LPUPILD="0.00629" LPUPILV="1" REYEX="-0.00586" REYEY="-0.00277" REYEZ="0.59668" RPUPILD="0.00620" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.55746" FPOGY="0.41507" FPOGS="442.57474" FPOGD="1.80811" FPOGID="533" FPOGV="1" LPOGX="0.60297" LPOGY="0.43402" LPOGV="1" RPOGX="0.48622" RPOGY="0.40901" RPOGV="1" BPOGX="0.54460" BPOGY="0.42152" BPOGV="1" LPCX="0.19931" LPCY="0.53854" LPD="33.57546" LPS="0.83500" LPV="1" RPCX="0.47533" RPCY="0.50868" RPD="33.76851" RPS="0.82976" RPV="1" LEYEX="-0.06717" LEYEY="-0.00801" LEYEZ="0.58329" LPUPILD="0.00627" LPUPILV="1" REYEX="-0.00586" REYEY="-0.00277" REYEZ="0.59668" RPUPILD="0.00620" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.55744" FPOGY="0.41546" FPOGS="442.57474" FPOGD="1.81473" FPOGID="533" FPOGV="1" LPOGX="0.60614" LPOGY="0.45760" LPOGV="1" RPOGX="0.49063" RPOGY="0.43722" RPOGV="1" BPOGX="0.54839" BPOGY="0.44741" BPOGV="1" LPCX="0.19927" LPCY="0.53874" LPD="33.76903" LPS="0.82511" LPV="1" RPCX="0.47529" RPCY="0.50875" RPD="33.78032" RPS="0.81987" RPV="1" LEYEX="-0.06717" LEYEY="-0.00801" LEYEZ="0.58329" LPUPILD="0.00628" LPUPILV="1" REYEX="-0.00586" REYEY="-0.00277" REYEZ="0.59668" RPUPILD="0.00621" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.55742" FPOGY="0.41586" FPOGS="442.57474" FPOGD="1.82129" FPOGID="533" FPOGV="1" LPOGX="0.60660" LPOGY="0.46147" LPOGV="1" RPOGX="0.49030" RPOGY="0.44138" RPOGV="1" BPOGX="0.54845" BPOGY="0.45142" BPOGV="1" LPCX="0.19934" LPCY="0.53883" LPD="33.58302" LPS="0.81987" LPV="1" RPCX="0.47527" RPCY="0.50877" RPD="33.79627" RPS="0.81464" RPV="1" LEYEX="-0.06777" LEYEY="-0.00812" LEYEZ="0.58809" LPUPILD="0.00627" LPUPILV="1" REYEX="-0.00586" REYEY="-0.00286" REYEZ="0.59668" RPUPILD="0.00622" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.55727" FPOGY="0.41567" FPOGS="442.57474" FPOGD="1.82779" FPOGID="533" FPOGV="1" LPOGX="0.60012" LPOGY="0.48325" LPOGV="1" RPOGX="0.49030" RPOGY="0.39825" RPOGV="1" BPOGX="0.54521" BPOGY="0.44075" BPOGV="1" LPCX="0.19927" LPCY="0.53897" LPD="33.60434" LPS="0.81929" LPV="1" RPCX="0.47522" RPCY="0.50889" RPD="33.72747" RPS="0.81929" RPV="1" LEYEX="-0.06777" LEYEY="-0.00812" LEYEZ="0.58809" LPUPILD="0.00625" LPUPILV="1" REYEX="-0.00586" REYEY="-0.00286" REYEZ="0.59668" RPUPILD="0.00622" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
