2025-06-09 10:03:26.377444
9" LEYEZ="0.59321" LPUPILD="0.00265" LPUPILV="1" REYEX="0.05145" REYEY="-0.02155" REYEZ="0.58510" RPUPILD="0.00265" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.37600" FPOGY="0.69314" FPOGS="2039.81189" FPOGD="0.02576" FPOGID="5998" FPOGV="1" LPOGX="0.37997" LPOGY="0.68621" LPOGV="1" RPOGX="0.46519" RPOGY="0.80656" RPOGV="0" BPOGX="0.37997" BPOGY="0.68621" BPOGV="1" LPCX="0.71987" LPCY="0.61676" LPD="12.50689" LPS="0.83452" LPV="1" RPCX="0.72800" RPCY="0.61678" RPD="8.11297" RPS="0.83452" RPV="0" LEYEX="0.05218" LEYEY="-0.02245" LEYEZ="0.60835" LPUPILD="0.00264" LPUPILV="1" REYEX="0.05145" REYEY="-0.02155" REYEZ="0.58510" RPUPILD="0.00265" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.42916" FPOGY="0.72832" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72378" LPOGY="0.88012" LPOGV="0" RPOGX="0.41656" RPOGY="0.67489" RPOGV="1" BPOGX="0.41656" BPOGY="0.67489" BPOGV="1" LPCX="0.46907" LPCY="0.62342" LPD="9.61309" LPS="0.84511" LPV="0" RPCX="0.71939" RPCY="0.61535" RPD="8.09668" RPS="0.84987" RPV="1" LEYEX="-0.00723" LEYEY="-0.02370" LEYEZ="0.61006" LPUPILD="0.00232" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00254" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.40137" FPOGY="0.77770" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72378" LPOGY="0.88012" LPOGV="0" RPOGX="0.37358" RPOGY="0.82707" RPOGV="1" BPOGX="0.37358" BPOGY="0.82707" BPOGV="1" LPCX="0.46907" LPCY="0.62342" LPD="9.61309" LPS="0.84987" LPV="0" RPCX="0.71816" RPCY="0.61563" RPD="8.47969" RPS="0.84987" RPV="1" LEYEX="-0.00723" LEYEY="-0.02370" LEYEZ="0.61006" LPUPILD="0.00232" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00249" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.40137" FPOGY="0.77770" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72378" LPOGY="0.88012" LPOGV="0" RPOGX="0.37358" RPOGY="0.82707" RPOGV="0" BPOGX="0.37358" BPOGY="0.82707" BPOGV="0" LPCX="0.46907" LPCY="0.62342" LPD="9.61309" LPS="0.84987" LPV="0" RPCX="0.71816" RPCY="0.61563" RPD="8.47969" RPS="0.84987" RPV="0" LEYEX="-0.00723" LEYEY="-0.02370" LEYEZ="0.61006" LPUPILD="0.00232" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00249" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.37358" FPOGY="0.82707" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72378" LPOGY="0.88012" LPOGV="0" RPOGX="0.37358" RPOGY="0.82707" RPOGV="0" BPOGX="0.37358" BPOGY="0.82707" BPOGV="0" LPCX="0.46907" LPCY="0.62342" LPD="9.61309" LPS="0.84987" LPV="0" RPCX="0.71816" RPCY="0.61563" RPD="8.47969" RPS="0.84987" RPV="0" LEYEX="-0.00723" LEYEY="-0.02370" LEYEZ="0.61006" LPUPILD="0.00232" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00249" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.37358" FPOGY="0.82707" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72378" LPOGY="0.88012" LPOGV="0" RPOGX="0.37358" RPOGY="0.82707" RPOGV="0" BPOGX="0.37358" BPOGY="0.82707" BPOGV="0" LPCX="0.46907" LPCY="0.62342" LPD="9.61309" LPS="0.84987" LPV="0" RPCX="0.71816" RPCY="0.61563" RPD="8.47969" RPS="0.84987" RPV="0" LEYEX="-0.00723" LEYEY="-0.02370" LEYEZ="0.61006" LPUPILD="0.00232" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00249" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.37358" FPOGY="0.82707" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72378" LPOGY="0.88012" LPOGV="0" RPOGX="0.37358" RPOGY="0.82707" RPOGV="0" BPOGX="0.37358" BPOGY="0.82707" BPOGV="0" LPCX="0.46907" LPCY="0.62342" LPD="9.61309" LPS="0.84987" LPV="0" RPCX="0.71816" RPCY="0.61563" RPD="8.47969" RPS="0.84987" RPV="0" LEYEX="-0.00723" LEYEY="-0.02370" LEYEZ="0.61006" LPUPILD="0.00232" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00249" RPUPILV="1" BKID="722" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72378" LPOGY="0.88012" LPOGV="0" RPOGX="0.37358" RPOGY="0.82707" RPOGV="0" BPOGX="0.37358" BPOGY="0.82707" BPOGV="0" LPCX="0.46907" LPCY="0.62342" LPD="9.61309" LPS="0.84987" LPV="0" RPCX="0.71816" RPCY="0.61563" RPD="8.47969" RPS="0.84987" RPV="0" LEYEX="-0.00723" LEYEY="-0.02370" LEYEZ="0.61006" LPUPILD="0.00232" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00249" RPUPILV="1" BKID="722" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72378" LPOGY="0.88012" LPOGV="0" RPOGX="0.37358" RPOGY="0.82707" RPOGV="0" BPOGX="0.37358" BPOGY="0.82707" BPOGV="0" LPCX="0.46907" LPCY="0.62342" LPD="9.61309" LPS="0.84987" LPV="0" RPCX="0.71816" RPCY="0.61563" RPD="8.47969" RPS="0.84987" RPV="0" LEYEX="-0.00723" LEYEY="-0.02370" LEYEZ="0.61006" LPUPILD="0.00232" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00249" RPUPILV="1" BKID="722" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72378" LPOGY="0.88012" LPOGV="0" RPOGX="0.37358" RPOGY="0.82707" RPOGV="0" BPOGX="0.37358" BPOGY="0.82707" BPOGV="0" LPCX="0.46907" LPCY="0.62342" LPD="9.61309" LPS="0.84987" LPV="0" RPCX="0.71816" RPCY="0.61563" RPD="8.47969" RPS="0.84987" RPV="0" LEYEX="-0.00723" LEYEY="-0.02370" LEYEZ="0.61006" LPUPILD="0.00232" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00249" RPUPILV="1" BKID="722" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72378" LPOGY="0.88012" LPOGV="0" RPOGX="0.37358" RPOGY="0.82707" RPOGV="0" BPOGX="0.37358" BPOGY="0.82707" BPOGV="0" LPCX="0.46907" LPCY="0.62342" LPD="9.61309" LPS="0.84987" LPV="0" RPCX="0.71816" RPCY="0.61563" RPD="8.47969" RPS="0.84987" RPV="0" LEYEX="-0.00723" LEYEY="-0.02370" LEYEZ="0.61006" LPUPILD="0.00232" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00249" RPUPILV="1" BKID="722" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72378" LPOGY="0.88012" LPOGV="0" RPOGX="0.37358" RPOGY="0.82707" RPOGV="0" BPOGX="0.37358" BPOGY="0.82707" BPOGV="0" LPCX="0.46907" LPCY="0.62342" LPD="9.61309" LPS="0.84987" LPV="0" RPCX="0.71816" RPCY="0.61563" RPD="8.47969" RPS="0.84987" RPV="0" LEYEX="-0.00723" LEYEY="-0.02370" LEYEZ="0.61006" LPUPILD="0.00232" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00249" RPUPILV="1" BKID="722" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72378" LPOGY="0.88012" LPOGV="0" RPOGX="0.37358" RPOGY="0.82707" RPOGV="0" BPOGX="0.37358" BPOGY="0.82707" BPOGV="0" LPCX="0.46907" LPCY="0.62342" LPD="9.61309" LPS="0.84987" LPV="0" RPCX="0.71816" RPCY="0.61563" RPD="8.47969" RPS="0.84987" RPV="0" LEYEX="-0.00723" LEYEY="-0.02370" LEYEZ="0.61006" LPUPILD="0.00232" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00249" RPUPILV="1" BKID="722" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.72542" FPOGY="0.87234" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.72542" LPOGY="0.87234" LPOGV="1" RPOGX="0.37358" RPOGY="0.82707" RPOGV="0" BPOGX="0.72542" BPOGY="0.87234" BPOGV="1" LPCX="0.71594" LPCY="0.61659" LPD="10.93826" LPS="0.84987" LPV="1" RPCX="0.71816" RPCY="0.61563" RPD="8.47969" RPS="0.84987" RPV="0" LEYEX="0.05041" LEYEY="-0.02205" LEYEZ="0.60250" LPUPILD="0.00253" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00249" RPUPILV="1" BKID="0" BKDUR="0.04781" BKPMIN="13" />
<REC FPOGX="0.52219" FPOGY="0.87277" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.35492" LPOGY="0.86401" LPOGV="1" RPOGX="0.28302" RPOGY="0.88238" RPOGV="1" BPOGX="0.31897" BPOGY="0.87319" BPOGV="1" LPCX="0.45733" LPCY="0.62644" LPD="11.43611" LPS="0.84987" LPV="1" RPCX="0.71632" RPCY="0.61652" RPD="10.68865" RPS="0.84987" RPV="1" LEYEX="0.05041" LEYEY="-0.02205" LEYEZ="0.60250" LPUPILD="0.00298" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00257" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.45055" FPOGY="0.86599" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.32195" LPOGY="0.84599" LPOGV="1" RPOGX="0.29259" RPOGY="0.85888" RPOGV="1" BPOGX="0.30727" BPOGY="0.85244" BPOGV="1" LPCX="0.45742" LPCY="0.62659" LPD="11.33878" LPS="0.84987" LPV="1" RPCX="0.71657" RPCY="0.61613" RPD="10.06207" RPS="0.84987" RPV="1" LEYEX="0.05041" LEYEY="-0.02205" LEYEZ="0.60250" LPUPILD="0.00296" LPUPILV="1" REYEX="0.04963" REYEY="-0.02149" REYEZ="0.58952" RPUPILD="0.00260" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.31103" FPOGY="0.85911" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.32195" LPOGY="0.84599" LPOGV="1" RPOGX="0.29172" RPOGY="0.85742" RPOGV="1" BPOGX="0.30684" BPOGY="0.85171" BPOGV="1" LPCX="0.45750" LPCY="0.62668" LPD="10.94484" LPS="0.84987" LPV="1" RPCX="0.71647" RPCY="0.61621" RPD="9.83179" RPS="0.85511" RPV="1" LEYEX="-0.00884" LEYEY="-0.02409" LEYEZ="0.61416" LPUPILD="0.00301" LPUPILV="1" REYEX="0.05085" REYEY="-0.02229" REYEZ="0.60774" RPUPILD="0.00253" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.30263" FPOGY="0.84705" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.27933" LPOGY="0.82510" LPOGV="1" RPOGX="0.30914" RPOGY="0.84487" RPOGV="1" BPOGX="0.29423" BPOGY="0.83498" BPOGV="1" LPCX="0.45766" LPCY="0.62656" LPD="10.85526" LPS="0.85511" LPV="1" RPCX="0.71671" RPCY="0.61619" RPD="9.62028" RPS="0.86035" RPV="1" LEYEX="-0.00884" LEYEY="-0.02409" LEYEZ="0.61416" LPUPILD="0.00304" LPUPILV="1" REYEX="0.05085" REYEY="-0.02229" REYEZ="0.60774" RPUPILD="0.00253" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.30108" FPOGY="0.85486" FPOGS="2040.65491" FPOGD="0.12024" FPOGID="6004" FPOGV="0" LPOGX="0.30461" LPOGY="0.86398" LPOGV="1" RPOGX="0.29135" RPOGY="0.87699" RPOGV="1" BPOGX="0.29798" BPOGY="0.87048" BPOGV="1" LPCX="0.45725" LPCY="0.62656" LPD="11.25806" LPS="0.86035" LPV="1" RPCX="0.71656" RPCY="0.61632" RPD="10.16191" RPS="0.86559" RPV="1" LEYEX="-0.00884" LEYEY="-0.02409" LEYEZ="0.61416" LPUPILD="0.00325" LPUPILV="1" REYEX="0.05085" REYEY="-0.02229" REYEZ="0.60774" RPUPILD="0.00246" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.29991" FPOGY="0.85845" FPOGS="2040.92273" FPOGD="0.02002" FPOGID="6005" FPOGV="1" LPOGX="0.30234" LPOGY="0.86275" LPOGV="1" RPOGX="0.29048" RPOGY="0.87567" RPOGV="1" BPOGX="0.29641" BPOGY="0.86921" BPOGV="1" LPCX="0.45789" LPCY="0.62664" LPD="11.14578" LPS="0.86559" LPV="1" RPCX="0.71658" RPCY="0.61640" RPD="10.17762" RPS="0.87082" RPV="1" LEYEX="-0.00884" LEYEY="-0.02409" LEYEZ="0.61416" LPUPILD="0.00287" LPUPILV="1" REYEX="0.05075" REYEY="-0.02216" REYEZ="0.60542" RPUPILD="0.00244" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.30081" FPOGY="0.85776" FPOGS="2040.92273" FPOGD="0.02686" FPOGID="6005" FPOGV="1" LPOGX="0.29875" LPOGY="0.88759" LPOGV="1" RPOGX="0.31005" RPOGY="0.82248" RPOGV="1" BPOGX="0.30440" BPOGY="0.85503" BPOGV="1" LPCX="0.45746" LPCY="0.62665" LPD="11.41471" LPS="0.87082" LPV="1" RPCX="0.71673" RPCY="0.61642" RPD="10.59341" RPS="0.87082" RPV="1" LEYEX="-0.00884" LEYEY="-0.02409" LEYEZ="0.61416" LPUPILD="0.00318" LPUPILV="1" REYEX="0.05075" REYEY="-0.02216" REYEZ="0.60542" RPUPILD="0.00247" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.30155" FPOGY="0.85565" FPOGS="2040.92273" FPOGD="0.03320" FPOGID="6005" FPOGV="1" LPOGX="0.31777" LPOGY="0.86267" LPOGV="1" RPOGX="0.29275" RPOGY="0.82750" RPOGV="1" BPOGX="0.30526" BPOGY="0.84509" BPOGV="1" LPCX="0.45755" LPCY="0.62657" LPD="11.67511" LPS="0.87082" LPV="1" RPCX="0.71684" RPCY="0.61671" RPD="10.06110" RPS="0.87082" RPV="1" LEYEX="-0.00884" LEYEY="-0.02409" LEYEZ="0.61416" LPUPILD="0.00316" LPUPILV="1" REYEX="0.05075" REYEY="-0.02216" REYEZ="0.60542" RPUPILD="0.00243" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.30214" FPOGY="0.85426" FPOGS="2040.92273" FPOGD="0.03979" FPOGID="6005" FPOGV="1" LPOGX="0.31777" LPOGY="0.86267" LPOGV="1" RPOGX="0.29360" RPOGY="0.82912" RPOGV="1" BPOGX="0.30569" BPOGY="0.84590" BPOGV="1" LPCX="0.45819" LPCY="0.62668" LPD="10.63559" LPS="0.87082" LPV="1" RPCX="0.71662" RPCY="0.61654" RPD="10.18491" RPS="0.86559" RPV="1" LEYEX="-0.00884" LEYEY="-0.02409" LEYEZ="0.61416" LPUPILD="0.00300" LPUPILV="1" REYEX="0.04942" REYEY="-0.02165" REYEZ="0.58903" RPUPILD="0.00262" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.29963" FPOGY="0.85571" FPOGS="2040.92273" FPOGD="0.04688" FPOGID="6005" FPOGV="1" LPOGX="0.27229" LPOGY="0.86686" LPOGV="1" RPOGX="0.29184" RPOGY="0.86491" RPOGV="1" BPOGX="0.28206" BPOGY="0.86589" BPOGV="1" LPCX="0.45798" LPCY="0.62659" LPD="10.95501" LPS="0.86559" LPV="1" RPCX="0.71663" RPCY="0.61658" RPD="9.74648" RPS="0.86035" RPV="1" LEYEX="-0.00884" LEYEY="-0.02409" LEYEZ="0.61416" LPUPILD="0.00303" LPUPILV="1" REYEX="0.04942" REYEY="-0.02165" REYEZ="0.58903" RPUPILD="0.00277" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.30136" FPOGY="0.85754" FPOGS="2040.92273" FPOGD="0.05359" FPOGID="6005" FPOGV="1" LPOGX="0.32710" LPOGY="0.87998" LPOGV="1" RPOGX="0.30334" RPOGY="0.86436" RPOGV="1" BPOGX="0.31522" BPOGY="0.87217" BPOGV="1" LPCX="0.45823" LPCY="0.62670" LPD="11.04627" LPS="0.86035" LPV="1" RPCX="0.71671" RPCY="0.61651" RPD="9.80773" RPS="0.85511" RPV="1" LEYEX="-0.00884" LEYEY="-0.02409" LEYEZ="0.61416" LPUPILD="0.00303" LPUPILV="1" REYEX="0.04942" REYEY="-0.02165" REYEZ="0.58903" RPUPILD="0.00280" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.30286" FPOGY="0.85906" FPOGS="2040.92273" FPOGD="0.05994" FPOGID="6005" FPOGV="1" LPOGX="0.32924" LPOGY="0.88112" LPOGV="1" RPOGX="0.30334" RPOGY="0.86436" RPOGV="1" BPOGX="0.31629" BPOGY="0.87274" BPOGV="1" LPCX="0.45812" LPCY="0.62704" LPD="10.94349" LPS="0.85511" LPV="1" RPCX="0.71659" RPCY="0.61696" RPD="11.30225" RPS="0.85511" RPV="1" LEYEX="-0.00843" LEYEY="-0.02327" LEYEZ="0.59202" LPUPILD="0.00311" LPUPILV="1" REYEX="0.05029" REYEY="-0.02205" REYEZ="0.59890" RPUPILD="0.00260" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
