2025-05-29 11:42:27.897056
X="-0.02938" LEYEY="-0.04784" LEYEZ="0.67783" LPUPILD="0.00368" LPUPILV="1" REYEX="0.03047" REYEY="-0.04706" REYEZ="0.67395" RPUPILD="0.00348" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.57704" FPOGY="0.31732" FPOGS="5908.76514" FPOGD="0.08057" FPOGID="14537" FPOGV="1" LPOGX="0.57505" LPOGY="0.30438" LPOGV="1" RPOGX="0.59615" RPOGY="0.33170" RPOGV="1" BPOGX="0.58560" BPOGY="0.31804" BPOGV="1" LPCX="0.36471" LPCY="0.73357" LPD="19.57796" LPS="1.21479" LPV="1" RPCX="0.61125" RPCY="0.72972" RPD="19.67746" RPS="1.22526" RPV="1" LEYEX="-0.03703" LEYEY="-0.05301" LEYEZ="0.72199" LPUPILD="0.00434" LPUPILV="1" REYEX="0.03104" REYEY="-0.05318" REYEZ="0.73399" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57762" FPOGY="0.31714" FPOGS="5908.76514" FPOGD="0.08740" FPOGID="14537" FPOGV="1" LPOGX="0.57418" LPOGY="0.29789" LPOGV="1" RPOGX="0.59615" RPOGY="0.33170" RPOGV="1" BPOGX="0.58517" BPOGY="0.31479" BPOGV="1" LPCX="0.36458" LPCY="0.73359" LPD="19.52736" LPS="1.22526" LPV="1" RPCX="0.61137" RPCY="0.72957" RPD="19.18500" RPS="1.22526" RPV="1" LEYEX="-0.03567" LEYEY="-0.05094" LEYEZ="0.69452" LPUPILD="0.00442" LPUPILV="1" REYEX="0.02909" REYEY="-0.04983" REYEZ="0.68920" RPUPILD="0.00410" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57730" FPOGY="0.31682" FPOGS="5908.76514" FPOGD="0.09375" FPOGID="14537" FPOGV="1" LPOGX="0.55509" LPOGY="0.30901" LPOGV="1" RPOGX="0.59057" RPOGY="0.31577" RPOGV="1" BPOGX="0.57283" BPOGY="0.31239" BPOGV="1" LPCX="0.36462" LPCY="0.73344" LPD="19.61440" LPS="1.21502" LPV="1" RPCX="0.61132" RPCY="0.72950" RPD="19.21555" RPS="1.20455" RPV="1" LEYEX="-0.03567" LEYEY="-0.05094" LEYEZ="0.69452" LPUPILD="0.00435" LPUPILV="1" REYEX="0.02909" REYEY="-0.04983" REYEZ="0.68920" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57680" FPOGY="0.31501" FPOGS="5908.76514" FPOGD="0.10107" FPOGID="14537" FPOGV="1" LPOGX="0.55806" LPOGY="0.31667" LPOGV="1" RPOGX="0.58067" RPOGY="0.25905" RPOGV="1" BPOGX="0.56937" BPOGY="0.28786" BPOGV="1" LPCX="0.36451" LPCY="0.73355" LPD="19.73375" LPS="1.19431" LPV="1" RPCX="0.61126" RPCY="0.72945" RPD="19.19029" RPS="1.18383" RPV="1" LEYEX="-0.03567" LEYEY="-0.05094" LEYEZ="0.69452" LPUPILD="0.00437" LPUPILV="1" REYEX="0.02909" REYEY="-0.04983" REYEZ="0.68920" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57633" FPOGY="0.31440" FPOGS="5908.76514" FPOGD="0.10742" FPOGID="14537" FPOGV="1" LPOGX="0.56010" LPOGY="0.32948" LPOGV="1" RPOGX="0.57724" RPOGY="0.27981" RPOGV="1" BPOGX="0.56867" BPOGY="0.30464" BPOGV="1" LPCX="0.36455" LPCY="0.73352" LPD="19.85046" LPS="1.17360" LPV="1" RPCX="0.61138" RPCY="0.72929" RPD="18.29586" RPS="1.15395" RPV="1" LEYEX="-0.03637" LEYEY="-0.05199" LEYEZ="0.70801" LPUPILD="0.00434" LPUPILV="1" REYEX="0.02890" REYEY="-0.04954" REYEZ="0.68592" RPUPILD="0.00411" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57562" FPOGY="0.31507" FPOGS="5908.76514" FPOGD="0.11377" FPOGID="14537" FPOGV="1" LPOGX="0.55632" LPOGY="0.34254" LPOGV="1" RPOGX="0.57088" RPOGY="0.31013" RPOGV="1" BPOGX="0.56360" BPOGY="0.32633" BPOGV="1" LPCX="0.36443" LPCY="0.73334" LPD="19.04800" LPS="1.15395" LPV="1" RPCX="0.61132" RPCY="0.72935" RPD="18.46994" RPS="1.14479" RPV="1" LEYEX="-0.03637" LEYEY="-0.05199" LEYEZ="0.70801" LPUPILD="0.00434" LPUPILV="1" REYEX="0.02890" REYEY="-0.04954" REYEZ="0.68592" RPUPILD="0.00411" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57451" FPOGY="0.31564" FPOGS="5908.76514" FPOGD="0.12109" FPOGID="14537" FPOGV="1" LPOGX="0.54918" LPOGY="0.34605" LPOGV="1" RPOGX="0.56010" RPOGY="0.30581" RPOGV="1" BPOGX="0.55464" BPOGY="0.32593" BPOGV="1" LPCX="0.36426" LPCY="0.73355" LPD="19.41374" LPS="1.14479" LPV="1" RPCX="0.61136" RPCY="0.72935" RPD="18.44152" RPS="1.13562" RPV="1" LEYEX="-0.03637" LEYEY="-0.05199" LEYEZ="0.70801" LPUPILD="0.00429" LPUPILV="1" REYEX="0.02890" REYEY="-0.04954" REYEZ="0.68592" RPUPILD="0.00411" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57350" FPOGY="0.31688" FPOGS="5908.76514" FPOGD="0.12744" FPOGID="14537" FPOGV="1" LPOGX="0.55118" LPOGY="0.35727" LPOGV="1" RPOGX="0.55740" RPOGY="0.32376" RPOGV="1" BPOGX="0.55429" BPOGY="0.34051" BPOGV="1" LPCX="0.36422" LPCY="0.73358" LPD="19.48684" LPS="1.12666" LPV="1" RPCX="0.61134" RPCY="0.72935" RPD="18.19071" RPS="1.10941" RPV="1" LEYEX="-0.03546" LEYEY="-0.05061" LEYEZ="0.68931" LPUPILD="0.00424" LPUPILV="1" REYEX="0.02829" REYEY="-0.04868" REYEZ="0.67264" RPUPILD="0.00407" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57239" FPOGY="0.31751" FPOGS="5908.76514" FPOGD="0.13379" FPOGID="14537" FPOGV="1" LPOGX="0.54482" LPOGY="0.37264" LPOGV="1" RPOGX="0.55530" RPOGY="0.28773" RPOGV="1" BPOGX="0.55006" BPOGY="0.33018" BPOGV="1" LPCX="0.36418" LPCY="0.73364" LPD="19.46423" LPS="1.10045" LPV="1" RPCX="0.61127" RPCY="0.72955" RPD="18.69782" RPS="1.09236" RPV="1" LEYEX="-0.03546" LEYEY="-0.05061" LEYEZ="0.68931" LPUPILD="0.00426" LPUPILV="1" REYEX="0.02829" REYEY="-0.04868" REYEZ="0.67264" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57149" FPOGY="0.31878" FPOGS="5908.76514" FPOGD="0.14062" FPOGID="14537" FPOGV="1" LPOGX="0.55966" LPOGY="0.39746" LPOGV="1" RPOGX="0.54580" RPOGY="0.29325" RPOGV="1" BPOGX="0.55273" BPOGY="0.34535" BPOGV="1" LPCX="0.36420" LPCY="0.73371" LPD="19.18646" LPS="1.08340" LPV="1" RPCX="0.61125" RPCY="0.72953" RPD="18.47969" RPS="1.07531" RPV="1" LEYEX="-0.03546" LEYEY="-0.05061" LEYEZ="0.68931" LPUPILD="0.00431" LPUPILV="1" REYEX="0.02829" REYEY="-0.04868" REYEZ="0.67264" RPUPILD="0.00407" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57068" FPOGY="0.32043" FPOGS="5908.76514" FPOGD="0.14648" FPOGID="14537" FPOGV="1" LPOGX="0.56150" LPOGY="0.40785" LPOGV="1" RPOGX="0.54416" RPOGY="0.30579" RPOGV="1" BPOGX="0.55283" BPOGY="0.35682" BPOGV="1" LPCX="0.36414" LPCY="0.73371" LPD="19.24732" LPS="1.06635" LPV="1" RPCX="0.61116" RPCY="0.72976" RPD="18.89492" RPS="1.05827" RPV="1" LEYEX="-0.03477" LEYEY="-0.04974" LEYEZ="0.67601" LPUPILD="0.00430" LPUPILV="1" REYEX="0.02829" REYEY="-0.04868" REYEZ="0.67264" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56946" FPOGY="0.32308" FPOGS="5908.76514" FPOGD="0.15381" FPOGID="14537" FPOGV="1" LPOGX="0.53752" LPOGY="0.43021" LPOGV="1" RPOGX="0.54532" RPOGY="0.33761" RPOGV="1" BPOGX="0.54142" BPOGY="0.38391" BPOGV="1" LPCX="0.36400" LPCY="0.73360" LPD="19.42182" LPS="1.05827" LPV="1" RPCX="0.61123" RPCY="0.72966" RPD="18.72890" RPS="1.05827" RPV="1" LEYEX="-0.03477" LEYEY="-0.04974" LEYEZ="0.67601" LPUPILD="0.00437" LPUPILV="1" REYEX="0.02829" REYEY="-0.04868" REYEZ="0.67264" RPUPILD="0.00410" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56826" FPOGY="0.32408" FPOGS="5908.76514" FPOGD="0.16016" FPOGID="14537" FPOGV="1" LPOGX="0.53495" LPOGY="0.36867" LPOGV="1" RPOGX="0.54399" RPOGY="0.32755" RPOGV="1" BPOGX="0.53947" BPOGY="0.34811" BPOGV="1" LPCX="0.36409" LPCY="0.73383" LPD="19.20821" LPS="1.05827" LPV="1" RPCX="0.61125" RPCY="0.72958" RPD="18.24149" RPS="1.05827" RPV="1" LEYEX="-0.03477" LEYEY="-0.04974" LEYEZ="0.67601" LPUPILD="0.00429" LPUPILV="1" REYEX="0.02829" REYEY="-0.04868" REYEZ="0.67264" RPUPILD="0.00410" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56719" FPOGY="0.32477" FPOGS="5908.76514" FPOGD="0.16748" FPOGID="14537" FPOGV="1" LPOGX="0.53495" LPOGY="0.36867" LPOGV="1" RPOGX="0.54565" RPOGY="0.31520" RPOGV="1" BPOGX="0.54030" BPOGY="0.34194" BPOGV="1" LPCX="0.36399" LPCY="0.73389" LPD="19.28909" LPS="1.05827" LPV="1" RPCX="0.61118" RPCY="0.72983" RPD="18.52102" RPS="1.07552" RPV="1" LEYEX="-0.03477" LEYEY="-0.04978" LEYEZ="0.67592" LPUPILD="0.00429" LPUPILV="1" REYEX="0.02997" REYEY="-0.05180" REYEZ="0.71492" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56593" FPOGY="0.32566" FPOGS="5908.76514" FPOGD="0.17432" FPOGID="14537" FPOGV="1" LPOGX="0.52582" LPOGY="0.38254" LPOGV="1" RPOGX="0.54062" RPOGY="0.31508" RPOGV="1" BPOGX="0.53322" BPOGY="0.34881" BPOGV="1" LPCX="0.36399" LPCY="0.73389" LPD="19.28909" LPS="1.07552" LPV="1" RPCX="0.61105" RPCY="0.72992" RPD="18.54151" RPS="1.09278" RPV="1" LEYEX="-0.03477" LEYEY="-0.04978" LEYEZ="0.67592" LPUPILD="0.00429" LPUPILV="1" REYEX="0.02997" REYEY="-0.05180" REYEZ="0.71492" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56453" FPOGY="0.32628" FPOGS="5908.76514" FPOGD="0.18066" FPOGID="14537" FPOGV="1" LPOGX="0.51540" LPOGY="0.38166" LPOGV="1" RPOGX="0.53804" RPOGY="0.30463" RPOGV="1" BPOGX="0.52672" BPOGY="0.34315" BPOGV="1" LPCX="0.36399" LPCY="0.73389" LPD="19.28909" LPS="1.09278" LPV="1" RPCX="0.61107" RPCY="0.72985" RPD="18.65890" RPS="1.11003" RPV="1" LEYEX="-0.03477" LEYEY="-0.04978" LEYEZ="0.67592" LPUPILD="0.00429" LPUPILV="1" REYEX="0.02997" REYEY="-0.05180" REYEZ="0.71492" RPUPILD="0.00410" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.54459" FPOGY="0.34384" FPOGS="5908.76514" FPOGD="0.18066" FPOGID="14537" FPOGV="0" LPOGX="0.51289" LPOGY="0.37111" LPOGV="1" RPOGX="0.53874" RPOGY="0.29895" RPOGV="1" BPOGX="0.52581" BPOGY="0.33503" BPOGV="1" LPCX="0.36387" LPCY="0.73397" LPD="19.37819" LPS="1.11003" LPV="1" RPCX="0.61100" RPCY="0.72994" RPD="18.43246" RPS="1.11812" RPV="1" LEYEX="-0.03477" LEYEY="-0.04978" LEYEZ="0.67592" LPUPILD="0.00428" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00410" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.54065" FPOGY="0.34384" FPOGS="5908.76514" FPOGD="0.18066" FPOGID="14537" FPOGV="0" LPOGX="0.50880" LPOGY="0.35025" LPOGV="1" RPOGX="0.56462" RPOGY="0.33745" RPOGV="1" BPOGX="0.53671" BPOGY="0.34385" BPOGV="1" LPCX="0.36385" LPCY="0.73410" LPD="19.41481" LPS="1.11812" LPV="1" RPCX="0.61102" RPCY="0.72993" RPD="18.55765" RPS="1.10895" RPV="1" LEYEX="-0.03477" LEYEY="-0.04978" LEYEZ="0.67592" LPUPILD="0.00425" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.53905" FPOGY="0.34974" FPOGS="5908.76514" FPOGD="0.18066" FPOGID="14537" FPOGV="0" LPOGX="0.50911" LPOGY="0.36896" LPOGV="1" RPOGX="0.56262" RPOGY="0.35413" RPOGV="1" BPOGX="0.53586" BPOGY="0.36154" BPOGV="1" LPCX="0.36385" LPCY="0.73410" LPD="19.41481" LPS="1.10895" LPV="1" RPCX="0.61098" RPCY="0.72999" RPD="18.50117" RPS="1.09979" RPV="1" LEYEX="-0.03477" LEYEY="-0.04978" LEYEZ="0.67592" LPUPILD="0.00425" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.53833" FPOGY="0.35033" FPOGS="5908.95264" FPOGD="0.02002" FPOGID="14538" FPOGV="1" LPOGX="0.50762" LPOGY="0.36281" LPOGV="1" RPOGX="0.56471" RPOGY="0.34140" RPOGV="1" BPOGX="0.53616" BPOGY="0.35210" BPOGV="1" LPCX="0.36380" LPCY="0.73408" LPD="19.39148" LPS="1.11898" LPV="1" RPCX="0.61096" RPCY="0.73013" RPD="18.78933" RPS="1.11898" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00427" LPUPILV="1" REYEX="0.02997" REYEY="-0.05180" REYEZ="0.71492" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.53508" FPOGY="0.34684" FPOGS="5908.95264" FPOGD="0.02686" FPOGID="14538" FPOGV="1" LPOGX="0.49036" LPOGY="0.34979" LPOGV="1" RPOGX="0.55376" RPOGY="0.31589" RPOGV="1" BPOGX="0.52206" BPOGY="0.33284" BPOGV="1" LPCX="0.36381" LPCY="0.73407" LPD="19.40817" LPS="1.13818" LPV="1" RPCX="0.61092" RPCY="0.73016" RPD="18.83433" RPS="1.14735" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00426" LPUPILV="1" REYEX="0.02997" REYEY="-0.05180" REYEZ="0.71492" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.53625" FPOGY="0.34068" FPOGS="5908.95264" FPOGD="0.03369" FPOGID="14538" FPOGV="1" LPOGX="0.52620" LPOGY="0.33771" LPOGV="1" RPOGX="0.55800" RPOGY="0.28207" RPOGV="1" BPOGX="0.54210" BPOGY="0.30989" BPOGV="1" LPCX="0.36368" LPCY="0.73412" LPD="19.24595" LPS="1.16654" LPV="1" RPCX="0.61089" RPCY="0.73019" RPD="18.74271" RPS="1.17571" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00423" LPUPILV="1" REYEX="0.02997" REYEY="-0.05180" REYEZ="0.71492" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.53696" FPOGY="0.33411" FPOGS="5908.95264" FPOGD="0.04004" FPOGID="14538" FPOGV="1" LPOGX="0.52259" LPOGY="0.32040" LPOGV="1" RPOGX="0.55987" RPOGY="0.26900" RPOGV="1" BPOGX="0.54123" BPOGY="0.29470" BPOGV="1" LPCX="0.36364" LPCY="0.73418" LPD="19.31084" LPS="1.19491" LPV="1" RPCX="0.61090" RPCY="0.73020" RPD="18.80954" RPS="1.19491" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00425" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.53477" FPOGY="0.33179" FPOGS="5908.95264" FPOGD="0.04688" FPOGID="14538" FPOGV="1" LPOGX="0.48325" LPOGY="0.33692" LPOGV="1" RPOGX="0.55560" RPOGY="0.29424" RPOGV="1" BPOGX="0.51943" BPOGY="0.31558" BPOGV="1" LPCX="0.36358" LPCY="0.73422" LPD="19.35958" LPS="1.19491" LPV="1" RPCX="0.61086" RPCY="0.73024" RPD="18.93718" RPS="1.18574" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00421" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.53247" FPOGY="0.32946" FPOGS="5908.95264" FPOGD="0.05371" FPOGID="14538" FPOGV="1" LPOGX="0.47373" LPOGY="0.32473" LPOGV="1" RPOGX="0.55449" RPOGY="0.29691" RPOGV="1" BPOGX="0.51411" BPOGY="0.31082" BPOGV="1" LPCX="0.36358" LPCY="0.73422" LPD="19.35958" LPS="1.18574" LPV="1" RPCX="0.61073" RPCY="0.73025" RPD="19.19223" RPS="1.17657" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00421" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.53067" FPOGY="0.32818" FPOGS="5908.95264" FPOGD="0.06055" FPOGID="14538" FPOGV="1" LPOGX="0.47527" LPOGY="0.33027" LPOGV="1" RPOGX="0.55362" RPOGY="0.30304" RPOGV="1" BPOGX="0.51444" BPOGY="0.31666" BPOGV="1" LPCX="0.36355" LPCY="0.73416" LPD="19.39275" LPS="1.17657" LPV="1" RPCX="0.61070" RPCY="0.73022" RPD="19.28052" RPS="1.16741" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00422" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.52953" FPOGY="0.32644" FPOGS="5908.95264" FPOGD="0.06689" FPOGID="14538" FPOGV="1" LPOGX="0.48210" LPOGY="0.32954" LPOGV="1" RPOGX="0.55406" RPOGY="0.28851" RPOGV="1" BPOGX="0.51808" BPOGY="0.30903" BPOGV="1" LPCX="0.36348" LPCY="0.73405" LPD="19.10169" LPS="1.16741" LPV="1" RPCX="0.61064" RPCY="0.73012" RPD="19.15202" RPS="1.16741" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00421" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.52805" FPOGY="0.32445" FPOGS="5908.95264" FPOGD="0.07373" FPOGID="14538" FPOGV="1" LPOGX="0.47319" LPOGY="0.32097" LPOGV="1" RPOGX="0.55053" RPOGY="0.28419" RPOGV="1" BPOGX="0.51186" BPOGY="0.30258" BPOGV="1" LPCX="0.36351" LPCY="0.73409" LPD="19.15494" LPS="1.16741" LPV="1" RPCX="0.61070" RPCY="0.73017" RPD="19.21740" RPS="1.16741" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00421" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00413" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.52681" FPOGY="0.32277" FPOGS="5908.95264" FPOGD="0.08057" FPOGID="14538" FPOGV="1" LPOGX="0.47319" LPOGY="0.32097" LPOGV="1" RPOGX="0.55053" RPOGY="0.28419" RPOGV="1" BPOGX="0.51186" BPOGY="0.30258" BPOGV="1" LPCX="0.36353" LPCY="0.73405" LPD="19.24779" LPS="1.16741" LPV="1" RPCX="0.61069" RPCY="0.73022" RPD="19.23407" RPS="1.16741" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00419" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00412" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.52400" FPOGY="0.32139" FPOGS="5908.95264" FPOGD="0.08740" FPOGID="14538" FPOGV="1" LPOGX="0.47245" LPOGY="0.31635" LPOGV="1" RPOGX="0.50248" RPOGY="0.29042" RPOGV="1" BPOGX="0.48746" BPOGY="0.30339" BPOGV="1" LPCX="0.36353" LPCY="0.73401" LPD="19.32724" LPS="1.16741" LPV="1" RPCX="0.61066" RPCY="0.73006" RPD="19.13391" RPS="1.16741" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00420" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.52113" FPOGY="0.31975" FPOGS="5908.95264" FPOGD="0.09375" FPOGID="14538" FPOGV="1" LPOGX="0.46151" LPOGY="0.30962" LPOGV="1" RPOGX="0.50036" RPOGY="0.28401" RPOGV="1" BPOGX="0.48094" BPOGY="0.29682" BPOGV="1" LPCX="0.36350" LPCY="0.73402" LPD="19.33205" LPS="1.16741" LPV="1" RPCX="0.61059" RPCY="0.73006" RPD="19.23769" RPS="1.16741" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00421" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.51861" FPOGY="0.31831" FPOGS="5908.95264" FPOGD="0.10156" FPOGID="14538" FPOGV="1" LPOGX="0.46151" LPOGY="0.30962" LPOGV="1" RPOGX="0.50036" RPOGY="0.28401" RPOGV="1" BPOGX="0.48094" BPOGY="0.29682" BPOGV="1" LPCX="0.36352" LPCY="0.73394" LPD="19.49562" LPS="1.16741" LPV="1" RPCX="0.61057" RPCY="0.73000" RPD="19.26608" RPS="1.16741" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00418" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00413" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.51752" FPOGY="0.31597" FPOGS="5908.95264" FPOGD="0.10742" FPOGID="14538" FPOGV="1" LPOGX="0.46908" LPOGY="0.29892" LPOGV="1" RPOGX="0.53106" RPOGY="0.25793" RPOGV="1" BPOGX="0.50007" BPOGY="0.27843" BPOGV="1" LPCX="0.36343" LPCY="0.73383" LPD="19.21603" LPS="1.16741" LPV="1" RPCX="0.61059" RPCY="0.72976" RPD="18.90688" RPS="1.16741" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00420" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00411" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.51668" FPOGY="0.31629" FPOGS="5908.95264" FPOGD="0.11377" FPOGID="14538" FPOGV="1" LPOGX="0.47624" LPOGY="0.37305" LPOGV="1" RPOGX="0.52837" RPOGY="0.27045" RPOGV="1" BPOGX="0.50231" BPOGY="0.32175" BPOGV="1" LPCX="0.36345" LPCY="0.73386" LPD="19.13062" LPS="1.16741" LPV="1" RPCX="0.61061" RPCY="0.72976" RPD="18.84418" RPS="1.16741" RPV="1" LEYEX="-0.03735" LEYEY="-0.05332" LEYEZ="0.72397" LPUPILD="0.00419" LPUPILV="1" REYEX="0.02849" REYEY="-0.04916" REYEZ="0.67858" RPUPILD="0.00411" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.51599" FPOGY="0.31705" FPOGS="5908.95264" FPOGD="0.12061" FPOGID="14538" FPOGV="1" LPOGX="0.47948" LPOGY="0.38409" LPOGV="1" RPOGX="0.52762" RPOGY="0.27746" RPOGV="1" BPOGX="0.50355" BPOGY="0.33077" BPOGV="1" LPCX="0.36349" LPCY="0.73381" LPD="19.16254" LPS="1.14821" LPV="1" RPCX="0.61061" RPCY="0.72975" RPD="18.83803" RPS="1.15738" RPV="1" LEYEX="-0.03477" LEYEY="-0.04974" LEYEZ="0.67601" LPUPILD="0.00423" LPUPILV="1" REYEX="0.02938" REYEY="-0.05060" REYEZ="0.69839" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.51870" FPOGY="0.31821" FPOGS="5908.95264" FPOGD="0.12744" FPOGID="14538" FPOGV="1" LPOGX="0.55292" LPOGY="0.39674" LPOGV="1" RPOGX="0.58742" RPOGY="0.28380" RPOGV="1" BPOGX="0.57017" BPOGY="0.34027" BPOGV="1" LPCX="0.36404" LPCY="0.73386" LPD="19.39109" LPS="1.13818" LPV="1" RPCX="0.61125" RPCY="0.73003" RPD="18.98650" RPS="1.14735" RPV="1" LEYEX="-0.03477" LEYEY="-0.04974" LEYEZ="0.67601" LPUPILD="0.00428" LPUPILV="1" REYEX="0.02938" REYEY="-0.05060" REYEZ="0.69839" RPUPILD="0.00418" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
