2025-05-29 11:42:27.897056
X="-0.02938" LEYEY="-0.04784" LEYEZ="0.67783" LPUPILD="0.00368" LPUPILV="1" REYEX="0.03047" REYEY="-0.04706" REYEZ="0.67395" RPUPILD="0.00348" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.82956" FPOGY="0.38780" FPOGS="5903.56836" FPOGD="0.14014" FPOGID="14517" FPOGV="1" LPOGX="0.76449" LPOGY="0.43200" LPOGV="1" RPOGX="0.81432" RPOGY="0.38766" RPOGV="1" BPOGX="0.78941" BPOGY="0.40983" BPOGV="1" LPCX="0.37675" LPCY="0.73320" LPD="20.62227" LPS="1.08252" LPV="1" RPCX="0.62573" RPCY="0.72963" RPD="19.62300" RPS="1.09060" RPV="1" LEYEX="-0.03430" LEYEY="-0.05226" LEYEZ="0.71251" LPUPILD="0.00439" LPUPILV="1" REYEX="0.03194" REYEY="-0.04967" REYEZ="0.68701" RPUPILD="0.00418" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.82866" FPOGY="0.38765" FPOGS="5903.56836" FPOGD="0.14600" FPOGID="14517" FPOGV="1" LPOGX="0.82659" LPOGY="0.44108" LPOGV="1" RPOGX="0.79113" RPOGY="0.32770" RPOGV="1" BPOGX="0.80886" BPOGY="0.38439" BPOGV="1" LPCX="0.37663" LPCY="0.73321" LPD="20.67693" LPS="1.09060" LPV="1" RPCX="0.62551" RPCY="0.72962" RPD="19.72458" RPS="1.09060" RPV="1" LEYEX="-0.03430" LEYEY="-0.05226" LEYEZ="0.71251" LPUPILD="0.00441" LPUPILV="1" REYEX="0.03194" REYEY="-0.04967" REYEZ="0.68701" RPUPILD="0.00423" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.82738" FPOGY="0.38707" FPOGS="5903.56836" FPOGD="0.15234" FPOGID="14517" FPOGV="1" LPOGX="0.80453" LPOGY="0.42871" LPOGV="1" RPOGX="0.79131" RPOGY="0.31881" RPOGV="1" BPOGX="0.79792" BPOGY="0.37376" BPOGV="1" LPCX="0.37644" LPCY="0.73324" LPD="21.04874" LPS="1.09060" LPV="1" RPCX="0.62543" RPCY="0.72976" RPD="19.51645" RPS="1.09060" RPV="1" LEYEX="-0.03430" LEYEY="-0.05226" LEYEZ="0.71251" LPUPILD="0.00438" LPUPILV="1" REYEX="0.03194" REYEY="-0.04967" REYEZ="0.68701" RPUPILD="0.00426" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.82615" FPOGY="0.38665" FPOGS="5903.56836" FPOGD="0.15918" FPOGID="14517" FPOGV="1" LPOGX="0.80453" LPOGY="0.42871" LPOGV="1" RPOGX="0.78881" RPOGY="0.32435" RPOGV="1" BPOGX="0.79667" BPOGY="0.37653" BPOGV="1" LPCX="0.37636" LPCY="0.73327" LPD="21.00264" LPS="1.09060" LPV="1" RPCX="0.62526" RPCY="0.72980" RPD="19.84968" RPS="1.08252" RPV="1" LEYEX="-0.03430" LEYEY="-0.05226" LEYEZ="0.71251" LPUPILD="0.00441" LPUPILV="1" REYEX="0.03064" REYEY="-0.04774" REYEZ="0.66024" RPUPILD="0.00422" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.82486" FPOGY="0.38821" FPOGS="5903.56836" FPOGD="0.16602" FPOGID="14517" FPOGV="1" LPOGX="0.80005" LPOGY="0.45821" LPOGV="1" RPOGX="0.78496" RPOGY="0.39601" RPOGV="1" BPOGX="0.79251" BPOGY="0.42711" BPOGV="1" LPCX="0.37630" LPCY="0.73330" LPD="20.90705" LPS="1.08252" LPV="1" RPCX="0.62530" RPCY="0.72978" RPD="19.96309" RPS="1.07443" RPV="1" LEYEX="-0.03430" LEYEY="-0.05226" LEYEZ="0.71251" LPUPILD="0.00442" LPUPILV="1" REYEX="0.03064" REYEY="-0.04774" REYEZ="0.66024" RPUPILD="0.00421" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.82455" FPOGY="0.39035" FPOGS="5903.56836" FPOGD="0.17285" FPOGID="14517" FPOGV="1" LPOGX="0.79344" LPOGY="0.45930" LPOGV="1" RPOGX="0.83932" RPOGY="0.43295" RPOGV="1" BPOGX="0.81638" BPOGY="0.44612" BPOGV="1" LPCX="0.37682" LPCY="0.73330" LPD="20.62106" LPS="1.07443" LPV="1" RPCX="0.62557" RPCY="0.72986" RPD="20.36095" RPS="1.06634" RPV="1" LEYEX="-0.03430" LEYEY="-0.05226" LEYEZ="0.71251" LPUPILD="0.00442" LPUPILV="1" REYEX="0.03064" REYEY="-0.04774" REYEZ="0.66024" RPUPILD="0.00422" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.80112" FPOGY="0.40922" FPOGS="5903.56836" FPOGD="0.17285" FPOGID="14517" FPOGV="0" LPOGX="0.79353" LPOGY="0.45878" LPOGV="1" RPOGX="0.83963" RPOGY="0.43243" RPOGV="1" BPOGX="0.81658" BPOGY="0.44561" BPOGV="1" LPCX="0.37739" LPCY="0.73345" LPD="20.83231" LPS="1.07530" LPV="1" RPCX="0.62616" RPCY="0.73003" RPD="20.05859" RPS="1.06721" RPV="1" LEYEX="-0.03348" LEYEY="-0.05141" LEYEZ="0.70091" LPUPILD="0.00440" LPUPILV="1" REYEX="0.03073" REYEY="-0.04756" REYEZ="0.65775" RPUPILD="0.00423" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.86704" FPOGY="0.41833" FPOGS="5903.56836" FPOGD="0.17285" FPOGID="14517" FPOGV="0" LPOGX="0.91762" LPOGY="0.47699" LPOGV="1" RPOGX="0.94830" RPOGY="0.37790" RPOGV="1" BPOGX="0.93296" BPOGY="0.42744" BPOGV="1" LPCX="0.37876" LPCY="0.73354" LPD="21.25890" LPS="1.07617" LPV="1" RPCX="0.62724" RPCY="0.73027" RPD="20.79306" RPS="1.07617" RPV="1" LEYEX="-0.03348" LEYEY="-0.05141" LEYEZ="0.70091" LPUPILD="0.00446" LPUPILV="1" REYEX="0.03073" REYEY="-0.04756" REYEZ="0.65775" RPUPILD="0.00428" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.88810" FPOGY="0.42229" FPOGS="5903.56836" FPOGD="0.17285" FPOGID="14517" FPOGV="0" LPOGX="0.90628" LPOGY="0.46207" LPOGV="1" RPOGX="0.95416" RPOGY="0.39832" RPOGV="1" BPOGX="0.93022" BPOGY="0.43019" BPOGV="1" LPCX="0.37920" LPCY="0.73324" LPD="20.81836" LPS="1.08513" LPV="1" RPCX="0.62743" RPCY="0.73031" RPD="20.90116" RPS="1.08513" RPV="1" LEYEX="-0.03348" LEYEY="-0.05141" LEYEZ="0.70091" LPUPILD="0.00454" LPUPILV="1" REYEX="0.03073" REYEY="-0.04756" REYEZ="0.65775" RPUPILD="0.00420" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93174" FPOGY="0.42846" FPOGS="5903.56836" FPOGD="0.17285" FPOGID="14517" FPOGV="0" LPOGX="0.90628" LPOGY="0.46207" LPOGV="1" RPOGX="0.95784" RPOGY="0.39341" RPOGV="1" BPOGX="0.93206" BPOGY="0.42774" BPOGV="1" LPCX="0.37973" LPCY="0.73345" LPD="21.15350" LPS="1.08513" LPV="1" RPCX="0.62802" RPCY="0.73021" RPD="20.69855" RPS="1.09322" RPV="1" LEYEX="-0.03185" LEYEY="-0.04945" LEYEZ="0.67423" LPUPILD="0.00445" LPUPILV="1" REYEX="0.03214" REYEY="-0.04935" REYEZ="0.68260" RPUPILD="0.00428" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.92691" FPOGY="0.41104" FPOGS="5903.56836" FPOGD="0.17285" FPOGID="14517" FPOGV="0" LPOGX="0.89966" LPOGY="0.44871" LPOGV="1" RPOGX="0.94451" RPOGY="0.33855" RPOGV="1" BPOGX="0.92208" BPOGY="0.39363" BPOGV="1" LPCX="0.37977" LPCY="0.73338" LPD="20.95105" LPS="1.08426" LPV="1" RPCX="0.62798" RPCY="0.73013" RPD="20.68211" RPS="1.09234" RPV="1" LEYEX="-0.03185" LEYEY="-0.04945" LEYEZ="0.67423" LPUPILD="0.00446" LPUPILV="1" REYEX="0.03214" REYEY="-0.04935" REYEZ="0.68260" RPUPILD="0.00428" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.92894" FPOGY="0.40272" FPOGS="5903.56836" FPOGD="0.17285" FPOGID="14517" FPOGV="0" LPOGX="0.92458" LPOGY="0.44316" LPOGV="1" RPOGX="0.94141" RPOGY="0.32900" RPOGV="1" BPOGX="0.93299" BPOGY="0.38608" BPOGV="1" LPCX="0.37969" LPCY="0.73343" LPD="21.17599" LPS="1.08339" LPV="1" RPCX="0.62830" RPCY="0.72970" RPD="19.90460" RPS="1.09147" RPV="1" LEYEX="-0.03185" LEYEY="-0.04945" LEYEZ="0.67423" LPUPILD="0.00441" LPUPILV="1" REYEX="0.03214" REYEY="-0.04935" REYEZ="0.68260" RPUPILD="0.00422" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93038" FPOGY="0.39794" FPOGS="5903.76807" FPOGD="0.02051" FPOGID="14518" FPOGV="1" LPOGX="0.92439" LPOGY="0.44370" LPOGV="1" RPOGX="0.94504" RPOGY="0.32348" RPOGV="1" BPOGX="0.93472" BPOGY="0.38359" BPOGV="1" LPCX="0.37950" LPCY="0.73349" LPD="21.41047" LPS="1.08252" LPV="1" RPCX="0.62773" RPCY="0.73008" RPD="20.91574" RPS="1.09977" RPV="1" LEYEX="-0.03233" LEYEY="-0.04988" LEYEZ="0.68009" LPUPILD="0.00447" LPUPILV="1" REYEX="0.03304" REYEY="-0.05070" REYEZ="0.70274" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93030" FPOGY="0.39773" FPOGS="5903.76807" FPOGD="0.02686" FPOGID="14518" FPOGV="1" LPOGX="0.92078" LPOGY="0.46265" LPOGV="1" RPOGX="0.93917" RPOGY="0.33115" RPOGV="1" BPOGX="0.92998" BPOGY="0.39690" BPOGV="1" LPCX="0.37934" LPCY="0.73352" LPD="21.39456" LPS="1.09977" LPV="1" RPCX="0.62771" RPCY="0.72999" RPD="20.96523" RPS="1.10894" RPV="1" LEYEX="-0.03233" LEYEY="-0.04988" LEYEZ="0.68009" LPUPILD="0.00443" LPUPILV="1" REYEX="0.03304" REYEY="-0.05070" REYEZ="0.70274" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93345" FPOGY="0.39489" FPOGS="5903.76807" FPOGD="0.03418" FPOGID="14518" FPOGV="1" LPOGX="0.94940" LPOGY="0.43284" LPOGV="1" RPOGX="0.94900" RPOGY="0.32851" RPOGV="1" BPOGX="0.94920" BPOGY="0.38068" BPOGV="1" LPCX="0.37936" LPCY="0.73341" LPD="21.33248" LPS="1.10894" LPV="1" RPCX="0.62764" RPCY="0.72996" RPD="21.02150" RPS="1.11810" RPV="1" LEYEX="-0.03233" LEYEY="-0.04988" LEYEZ="0.68009" LPUPILD="0.00441" LPUPILV="1" REYEX="0.03304" REYEY="-0.05070" REYEZ="0.70274" RPUPILD="0.00424" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93614" FPOGY="0.39203" FPOGS="5903.76807" FPOGD="0.04053" FPOGID="14518" FPOGV="1" LPOGX="0.95152" LPOGY="0.42716" LPOGV="1" RPOGX="0.95298" RPOGY="0.32256" RPOGV="1" BPOGX="0.95225" BPOGY="0.37486" BPOGV="1" LPCX="0.37940" LPCY="0.73334" LPD="20.69546" LPS="1.11810" LPV="1" RPCX="0.62771" RPCY="0.72983" RPD="20.65612" RPS="1.12727" RPV="1" LEYEX="-0.03233" LEYEY="-0.04988" LEYEZ="0.68009" LPUPILD="0.00445" LPUPILV="1" REYEX="0.03291" REYEY="-0.05045" REYEZ="0.69991" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93727" FPOGY="0.39120" FPOGS="5903.76807" FPOGD="0.04688" FPOGID="14518" FPOGV="1" LPOGX="0.95339" LPOGY="0.43336" LPOGV="1" RPOGX="0.93704" RPOGY="0.33747" RPOGV="1" BPOGX="0.94521" BPOGY="0.38541" BPOGV="1" LPCX="0.37937" LPCY="0.73325" LPD="20.59868" LPS="1.12727" LPV="1" RPCX="0.62768" RPCY="0.72982" RPD="20.64104" RPS="1.12727" RPV="1" LEYEX="-0.03233" LEYEY="-0.04988" LEYEZ="0.68009" LPUPILD="0.00449" LPUPILV="1" REYEX="0.03291" REYEY="-0.05045" REYEZ="0.69991" RPUPILD="0.00423" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93790" FPOGY="0.39055" FPOGS="5903.76807" FPOGD="0.05371" FPOGID="14518" FPOGV="1" LPOGX="0.94265" LPOGY="0.41837" LPOGV="1" RPOGX="0.94325" RPOGY="0.35226" RPOGV="1" BPOGX="0.94295" BPOGY="0.38532" BPOGV="1" LPCX="0.37922" LPCY="0.73330" LPD="21.02104" LPS="1.12727" LPV="1" RPCX="0.62762" RPCY="0.72980" RPD="20.64606" RPS="1.12727" RPV="1" LEYEX="-0.03233" LEYEY="-0.04988" LEYEZ="0.68009" LPUPILD="0.00447" LPUPILV="1" REYEX="0.03291" REYEY="-0.05045" REYEZ="0.69991" RPUPILD="0.00421" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93821" FPOGY="0.39031" FPOGS="5903.76807" FPOGD="0.06055" FPOGID="14518" FPOGV="1" LPOGX="0.94265" LPOGY="0.41837" LPOGV="1" RPOGX="0.93933" RPOGY="0.35799" RPOGV="1" BPOGX="0.94099" BPOGY="0.38818" BPOGV="1" LPCX="0.37914" LPCY="0.73336" LPD="21.29788" LPS="1.12727" LPV="1" RPCX="0.62748" RPCY="0.72971" RPD="20.50206" RPS="1.11811" RPV="1" LEYEX="-0.03233" LEYEY="-0.04988" LEYEZ="0.68009" LPUPILD="0.00444" LPUPILV="1" REYEX="0.03162" REYEY="-0.04860" REYEZ="0.67360" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93968" FPOGY="0.38897" FPOGS="5903.76807" FPOGD="0.06738" FPOGID="14518" FPOGV="1" LPOGX="0.93287" LPOGY="0.42131" LPOGV="1" RPOGX="0.97589" RPOGY="0.32980" RPOGV="1" BPOGX="0.95438" BPOGY="0.37555" BPOGV="1" LPCX="0.37908" LPCY="0.73335" LPD="21.06175" LPS="1.11811" LPV="1" RPCX="0.62742" RPCY="0.72965" RPD="20.63896" RPS="1.10894" RPV="1" LEYEX="-0.03233" LEYEY="-0.04988" LEYEZ="0.68009" LPUPILD="0.00445" LPUPILV="1" REYEX="0.03162" REYEY="-0.04860" REYEZ="0.67360" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93914" FPOGY="0.38874" FPOGS="5903.76807" FPOGD="0.07373" FPOGID="14518" FPOGV="1" LPOGX="0.92040" LPOGY="0.43397" LPOGV="1" RPOGX="0.94594" RPOGY="0.33843" RPOGV="1" BPOGX="0.93317" BPOGY="0.38620" BPOGV="1" LPCX="0.37904" LPCY="0.73337" LPD="21.04478" LPS="1.10894" LPV="1" RPCX="0.62755" RPCY="0.72966" RPD="20.58401" RPS="1.09977" RPV="1" LEYEX="-0.03233" LEYEY="-0.04988" LEYEZ="0.68009" LPUPILD="0.00442" LPUPILV="1" REYEX="0.03162" REYEY="-0.04860" REYEZ="0.67360" RPUPILD="0.00423" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93812" FPOGY="0.38958" FPOGS="5903.76807" FPOGD="0.08057" FPOGID="14518" FPOGV="1" LPOGX="0.91688" LPOGY="0.44444" LPOGV="1" RPOGX="0.93487" RPOGY="0.35485" RPOGV="1" BPOGX="0.92588" BPOGY="0.39965" BPOGV="1" LPCX="0.37900" LPCY="0.73330" LPD="21.12524" LPS="1.09187" LPV="1" RPCX="0.62761" RPCY="0.72966" RPD="20.65264" RPS="1.07461" RPV="1" LEYEX="-0.03143" LEYEY="-0.04841" LEYEZ="0.66004" LPUPILD="0.00440" LPUPILV="1" REYEX="0.03114" REYEY="-0.04795" REYEZ="0.66456" RPUPILD="0.00424" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93594" FPOGY="0.38976" FPOGS="5903.76807" FPOGD="0.08740" FPOGID="14518" FPOGV="1" LPOGX="0.90129" LPOGY="0.42135" LPOGV="1" RPOGX="0.91391" RPOGY="0.36301" RPOGV="1" BPOGX="0.90760" BPOGY="0.39218" BPOGV="1" LPCX="0.37887" LPCY="0.73330" LPD="21.09903" LPS="1.06671" LPV="1" RPCX="0.62741" RPCY="0.72955" RPD="20.37552" RPS="1.05862" RPV="1" LEYEX="-0.03143" LEYEY="-0.04841" LEYEZ="0.66004" LPUPILD="0.00441" LPUPILV="1" REYEX="0.03114" REYEY="-0.04795" REYEZ="0.66456" RPUPILD="0.00421" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93314" FPOGY="0.39070" FPOGS="5903.76807" FPOGD="0.09375" FPOGID="14518" FPOGV="1" LPOGX="0.87892" LPOGY="0.44500" LPOGV="1" RPOGX="0.90892" RPOGY="0.36264" RPOGV="1" BPOGX="0.89392" BPOGY="0.40382" BPOGV="1" LPCX="0.37882" LPCY="0.73327" LPD="21.18164" LPS="1.05072" LPV="1" RPCX="0.62741" RPCY="0.72955" RPD="20.37552" RPS="1.04263" RPV="1" LEYEX="-0.03143" LEYEY="-0.04841" LEYEZ="0.66004" LPUPILD="0.00437" LPUPILV="1" REYEX="0.03114" REYEY="-0.04795" REYEZ="0.66456" RPUPILD="0.00421" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.93044" FPOGY="0.39200" FPOGS="5903.76807" FPOGD="0.10059" FPOGID="14518" FPOGV="1" LPOGX="0.87746" LPOGY="0.45009" LPOGV="1" RPOGX="0.90234" RPOGY="0.37286" RPOGV="1" BPOGX="0.88990" BPOGY="0.41147" BPOGV="1" LPCX="0.37868" LPCY="0.73315" LPD="21.02202" LPS="1.04263" LPV="1" RPCX="0.62733" RPCY="0.72950" RPD="20.37536" RPS="1.02735" RPV="1" LEYEX="-0.03240" LEYEY="-0.04978" LEYEZ="0.67940" LPUPILD="0.00445" LPUPILV="1" REYEX="0.03209" REYEY="-0.04948" REYEZ="0.68584" RPUPILD="0.00420" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.92787" FPOGY="0.39257" FPOGS="5903.76807" FPOGD="0.10645" FPOGID="14518" FPOGV="1" LPOGX="0.89746" LPOGY="0.43899" LPOGV="1" RPOGX="0.87600" RPOGY="0.36448" RPOGV="1" BPOGX="0.88673" BPOGY="0.40173" BPOGV="1" LPCX="0.37853" LPCY="0.73312" LPD="21.12834" LPS="1.03525" LPV="1" RPCX="0.62723" RPCY="0.72938" RPD="20.05084" RPS="1.02806" RPV="1" LEYEX="-0.03240" LEYEY="-0.04978" LEYEZ="0.67940" LPUPILD="0.00446" LPUPILV="1" REYEX="0.03209" REYEY="-0.04948" REYEZ="0.68584" RPUPILD="0.00426" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.92492" FPOGY="0.39678" FPOGS="5903.76807" FPOGD="0.11377" FPOGID="14518" FPOGV="1" LPOGX="0.88189" LPOGY="0.50932" LPOGV="1" RPOGX="0.86797" RPOGY="0.42724" RPOGV="1" BPOGX="0.87493" BPOGY="0.46828" BPOGV="1" LPCX="0.37843" LPCY="0.73306" LPD="21.04807" LPS="1.03597" LPV="1" RPCX="0.62709" RPCY="0.72930" RPD="20.24747" RPS="1.02878" RPV="1" LEYEX="-0.03240" LEYEY="-0.04978" LEYEZ="0.67940" LPUPILD="0.00443" LPUPILV="1" REYEX="0.03209" REYEY="-0.04948" REYEZ="0.68584" RPUPILD="0.00426" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.92247" FPOGY="0.40027" FPOGS="5903.76807" FPOGD="0.12012" FPOGID="14518" FPOGV="1" LPOGX="0.88202" LPOGY="0.50891" LPOGV="1" RPOGX="0.87438" RPOGY="0.41733" RPOGV="1" BPOGX="0.87820" BPOGY="0.46312" BPOGV="1" LPCX="0.37834" LPCY="0.73305" LPD="20.99103" LPS="1.03668" LPV="1" RPCX="0.62682" RPCY="0.72947" RPD="20.70754" RPS="1.04477" RPV="1" LEYEX="0.00000" LEYEY="0.00000" LEYEZ="0.00000" LPUPILD="0.00442" LPUPILV="0" REYEX="0.03107" REYEY="-0.04802" REYEZ="0.66630" RPUPILD="0.00427" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.92184" FPOGY="0.40066" FPOGS="5903.76807" FPOGD="0.12842" FPOGID="14518" FPOGV="1" LPOGX="0.89519" LPOGY="0.42070" LPOGV="1" RPOGX="0.92460" RPOGY="0.39555" RPOGV="1" BPOGX="0.90990" BPOGY="0.40813" BPOGV="1" LPCX="0.37820" LPCY="0.73293" LPD="21.09069" LPS="1.04477" LPV="1" RPCX="0.62676" RPCY="0.72929" RPD="20.50830" RPS="1.06005" RPV="1" LEYEX="0.00000" LEYEY="0.00000" LEYEZ="0.00000" LPUPILD="0.00444" LPUPILV="0" REYEX="0.03107" REYEY="-0.04802" REYEZ="0.66630" RPUPILD="0.00423" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.92114" FPOGY="0.40184" FPOGS="5903.76807" FPOGD="0.13379" FPOGID="14518" FPOGV="1" LPOGX="0.89310" LPOGY="0.47847" LPOGV="1" RPOGX="0.92149" RPOGY="0.37224" RPOGV="1" BPOGX="0.90729" BPOGY="0.42535" BPOGV="1" LPCX="0.37818" LPCY="0.73303" LPD="21.07096" LPS="1.06005" LPV="1" RPCX="0.62676" RPCY="0.72927" RPD="20.60575" RPS="1.07533" RPV="1" LEYEX="0.00000" LEYEY="0.00000" LEYEZ="0.00000" LPUPILD="0.00444" LPUPILV="0" REYEX="0.03107" REYEY="-0.04802" REYEZ="0.66630" RPUPILD="0.00421" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.92073" FPOGY="0.40248" FPOGS="5903.76807" FPOGD="0.14062" FPOGID="14518" FPOGV="1" LPOGX="0.89603" LPOGY="0.46939" LPOGV="1" RPOGX="0.92804" RPOGY="0.36248" RPOGV="1" BPOGX="0.91203" BPOGY="0.41594" BPOGV="1" LPCX="0.37803" LPCY="0.73272" LPD="20.94817" LPS="1.07533" LPV="1" RPCX="0.62661" RPCY="0.72923" RPD="20.28876" RPS="1.09061" RPV="1" LEYEX="0.00000" LEYEY="0.00000" LEYEZ="0.00000" LPUPILD="0.00442" LPUPILV="0" REYEX="0.03194" REYEY="-0.04946" REYEZ="0.68701" RPUPILD="0.00428" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.92072" FPOGY="0.40205" FPOGS="5903.76807" FPOGD="0.14648" FPOGID="14518" FPOGV="1" LPOGX="0.89721" LPOGY="0.43776" LPOGV="1" RPOGX="0.94376" RPOGY="0.34738" RPOGV="1" BPOGX="0.92049" BPOGY="0.39257" BPOGV="1" LPCX="0.37772" LPCY="0.73283" LPD="21.56004" LPS="1.09061" LPV="1" RPCX="0.62633" RPCY="0.72911" RPD="20.77109" RPS="1.09061" RPV="1" LEYEX="0.00000" LEYEY="0.00000" LEYEZ="0.00000" LPUPILD="0.00445" LPUPILV="0" REYEX="0.03194" REYEY="-0.04946" REYEZ="0.68701" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.92026" FPOGY="0.40117" FPOGS="5903.76807" FPOGD="0.15381" FPOGID="14518" FPOGV="1" LPOGX="0.89217" LPOGY="0.41017" LPOGV="1" RPOGX="0.92714" RPOGY="0.35169" RPOGV="1" BPOGX="0.90966" BPOGY="0.38093" BPOGV="1" LPCX="0.37761" LPCY="0.73273" LPD="21.44473" LPS="1.09061" LPV="1" RPCX="0.62634" RPCY="0.72913" RPD="20.55896" RPS="1.09061" RPV="1" LEYEX="0.00000" LEYEY="0.00000" LEYEZ="0.00000" LPUPILD="0.00446" LPUPILV="0" REYEX="0.03194" REYEY="-0.04946" REYEZ="0.68701" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.91983" FPOGY="0.40036" FPOGS="5903.76807" FPOGD="0.16064" FPOGID="14518" FPOGV="1" LPOGX="0.89217" LPOGY="0.41017" LPOGV="1" RPOGX="0.92714" RPOGY="0.35169" RPOGV="1" BPOGX="0.90966" BPOGY="0.38093" BPOGV="1" LPCX="0.37753" LPCY="0.73281" LPD="21.01827" LPS="1.09061" LPV="1" RPCX="0.62591" RPCY="0.72898" RPD="20.61992" RPS="1.09061" RPV="1" LEYEX="-0.03156" LEYEY="-0.04804" LEYEZ="0.65567" LPUPILD="0.00448" LPUPILV="1" REYEX="0.03108" REYEY="-0.04824" REYEZ="0.67067" RPUPILD="0.00437" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.91993" FPOGY="0.40193" FPOGS="5903.76807" FPOGD="0.16748" FPOGID="14518" FPOGV="1" LPOGX="0.89919" LPOGY="0.50453" LPOGV="1" RPOGX="0.94538" RPOGY="0.37795" RPOGV="1" BPOGX="0.92229" BPOGY="0.44124" BPOGV="1" LPCX="0.37749" LPCY="0.73271" LPD="20.56561" LPS="1.09061" LPV="1" RPCX="0.62596" RPCY="0.72895" RPD="20.50119" RPS="1.09061" RPV="1" LEYEX="-0.03156" LEYEY="-0.04804" LEYEZ="0.65567" LPUPILD="0.00449" LPUPILV="1" REYEX="0.03108" REYEY="-0.04824" REYEZ="0.67067" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
<REC FPOGX="0.91927" FPOGY="0.40081" FPOGS="5903.76807" FPOGD="0.17529" FPOGID="14518" FPOGV="1" LPOGX="0.87779" LPOGY="0.36562" LPOGV="1" RPOGX="0.92672" RPOGY="0.37751" RPOGV="1" BPOGX="0.90225" BPOGY="0.37156" BPOGV="1" LPCX="0.37718" LPCY="0.73259" LPD="20.65683" LPS="1.09061" LPV="1" RPCX="0.62592" RPCY="0.72895" RPD="20.35330" RPS="1.09061" RPV="1" LEYEX="-0.03156" LEYEY="-0.04804" LEYEZ="0.65567" LPUPILD="0.00450" LPUPILV="1" REYEX="0.03108" REYEY="-0.04824" REYEZ="0.67067" RPUPILD="0.00424" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" />
