2025-07-10 12:48:41.689613
0.64094" RPUPILD="0.00456" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.53656" FPOGY="0.27278" FPOGS="35.32898" FPOGD="0.35512" FPOGID="125" FPOGV="0" LPOGX="0.61734" LPOGY="0.28738" LPOGV="1" RPOGX="0.44978" RPOGY="0.23784" RPOGV="1" BPOGX="0.53356" BPOGY="0.26261" BPOGV="1" LPCX="0.10064" LPCY="0.33616" LPD="27.04706" LPS="0.94158" LPV="1" RPCX="0.40084" RPCY="0.34779" RPD="26.47997" RPS="0.94158" RPV="1" LEYEX="-0.09315" LEYEY="0.02935" LEYEZ="0.60870" LPUPILD="0.00477" LPUPILV="1" REYEX="-0.02441" REYEY="0.02855" REYEZ="0.64094" RPUPILD="0.00456" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.54498" FPOGY="0.24918" FPOGS="36.19274" FPOGD="0.42186" FPOGID="128" FPOGV="1" LPOGX="0.66689" LPOGY="0.25911" LPOGV="1" RPOGX="0.42492" RPOGY="0.25974" RPOGV="1" BPOGX="0.54590" BPOGY="0.25943" BPOGV="1" LPCX="0.09974" LPCY="0.33657" LPD="27.40319" LPS="0.96314" LPV="1" RPCX="0.40014" RPCY="0.34798" RPD="26.68621" RPS="0.94786" RPV="1" LEYEX="-0.09832" LEYEY="0.03073" LEYEZ="0.64026" LPUPILD="0.00490" LPUPILV="1" REYEX="-0.02461" REYEY="0.02856" REYEZ="0.64104" RPUPILD="0.00459" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.54480" FPOGY="0.24893" FPOGS="36.19274" FPOGD="0.42873" FPOGID="128" FPOGV="1" LPOGX="0.66408" LPOGY="0.25385" LPOGV="1" RPOGX="0.44424" RPOGY="0.24651" RPOGV="1" BPOGX="0.55416" BPOGY="0.25018" BPOGV="1" LPCX="0.09964" LPCY="0.33651" LPD="27.40806" LPS="0.95415" LPV="1" RPCX="0.40004" RPCY="0.34803" RPD="26.52671" RPS="0.95415" RPV="1" LEYEX="-0.09832" LEYEY="0.03073" LEYEZ="0.64026" LPUPILD="0.00485" LPUPILV="1" REYEX="-0.02461" REYEY="0.02856" REYEZ="0.64104" RPUPILD="0.00458" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.54433" FPOGY="0.24894" FPOGS="36.19274" FPOGD="0.43779" FPOGID="128" FPOGV="1" LPOGX="0.65705" LPOGY="0.26687" LPOGV="1" RPOGX="0.44109" RPOGY="0.24466" RPOGV="1" BPOGX="0.54907" BPOGY="0.25576" BPOGV="1" LPCX="0.09958" LPCY="0.33653" LPD="27.42390" LPS="0.96044" LPV="1" RPCX="0.40003" RPCY="0.34804" RPD="26.51855" RPS="0.96044" RPV="1" LEYEX="-0.09832" LEYEY="0.03073" LEYEZ="0.64026" LPUPILD="0.00485" LPUPILV="1" REYEX="-0.02461" REYEY="0.02856" REYEZ="0.64104" RPUPILD="0.00459" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.54386" FPOGY="0.24890" FPOGS="36.19274" FPOGD="0.44410" FPOGID="128" FPOGV="1" LPOGX="0.65705" LPOGY="0.26687" LPOGV="1" RPOGX="0.44109" RPOGY="0.24466" RPOGV="1" BPOGX="0.54907" BPOGY="0.25576" BPOGV="1" LPCX="0.09955" LPCY="0.33655" LPD="27.46692" LPS="0.96044" LPV="1" RPCX="0.40003" RPCY="0.34804" RPD="26.51855" RPS="0.96044" RPV="1" LEYEX="-0.09625" LEYEY="0.03012" LEYEZ="0.62648" LPUPILD="0.00483" LPUPILV="1" REYEX="-0.02461" REYEY="0.02856" REYEZ="0.64104" RPUPILD="0.00458" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.54436" FPOGY="0.24937" FPOGS="36.19274" FPOGD="0.44839" FPOGID="128" FPOGV="1" LPOGX="0.65123" LPOGY="0.25574" LPOGV="1" RPOGX="0.46770" RPOGY="0.24903" RPOGV="1" BPOGX="0.55946" BPOGY="0.25239" BPOGV="1" LPCX="0.09947" LPCY="0.33657" LPD="27.35037" LPS="0.95415" LPV="1" RPCX="0.39989" RPCY="0.34798" RPD="26.60633" RPS="0.95415" RPV="1" LEYEX="-0.09625" LEYEY="0.03012" LEYEZ="0.62648" LPUPILD="0.00484" LPUPILV="1" REYEX="-0.02461" REYEY="0.02856" REYEZ="0.64104" RPUPILD="0.00458" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.54471" FPOGY="0.24950" FPOGS="36.19274" FPOGD="0.45592" FPOGID="128" FPOGV="1" LPOGX="0.64409" LPOGY="0.25831" LPOGV="1" RPOGX="0.46639" RPOGY="0.24537" RPOGV="1" BPOGX="0.55524" BPOGY="0.25184" BPOGV="1" LPCX="0.09946" LPCY="0.33655" LPD="27.34247" LPS="0.94786" LPV="1" RPCX="0.39986" RPCY="0.34799" RPD="26.62008" RPS="0.94786" RPV="1" LEYEX="-0.09625" LEYEY="0.03012" LEYEZ="0.62648" LPUPILD="0.00483" LPUPILV="1" REYEX="-0.02461" REYEY="0.02856" REYEZ="0.64104" RPUPILD="0.00456" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.54507" FPOGY="0.24944" FPOGS="36.19274" FPOGD="0.46266" FPOGID="128" FPOGV="1" LPOGX="0.64432" LPOGY="0.26369" LPOGV="1" RPOGX="0.46642" RPOGY="0.24456" RPOGV="1" BPOGX="0.55537" BPOGY="0.25413" BPOGV="1" LPCX="0.09943" LPCY="0.33652" LPD="27.22978" LPS="0.94158" LPV="1" RPCX="0.39987" RPCY="0.34800" RPD="26.55295" RPS="0.94877" RPV="1" LEYEX="-0.09601" LEYEY="0.03009" LEYEZ="0.62494" LPUPILD="0.00484" LPUPILV="1" REYEX="-0.02536" REYEY="0.02937" REYEZ="0.65935" RPUPILD="0.00457" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.54532" FPOGY="0.24935" FPOGS="36.19274" FPOGD="0.46881" FPOGID="128" FPOGV="1" LPOGX="0.63368" LPOGY="0.25859" LPOGV="1" RPOGX="0.45731" RPOGY="0.22861" RPOGV="1" BPOGX="0.54550" BPOGY="0.24360" BPOGV="1" LPCX="0.09928" LPCY="0.33646" LPD="27.13650" LPS="0.94877" LPV="1" RPCX="0.39978" RPCY="0.34792" RPD="26.41099" RPS="0.95596" RPV="1" LEYEX="-0.09601" LEYEY="0.03009" LEYEZ="0.62494" LPUPILD="0.00481" LPUPILV="1" REYEX="-0.02536" REYEY="0.02937" REYEZ="0.65935" RPUPILD="0.00457" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
