2025-05-27 11:21:49.746013
 REYEZ="0.49827" RPUPILD="0.00504" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.38787" FPOGY="0.21712" FPOGS="4228.61768" FPOGD="0.28125" FPOGID="11674" FPOGV="1" LPOGX="0.38407" LPOGY="0.22925" LPOGV="1" RPOGX="0.39229" RPOGY="0.14498" RPOGV="1" BPOGX="0.38818" BPOGY="0.18712" BPOGV="1" LPCX="0.09424" LPCY="0.35577" LPD="29.32038" LPS="0.56973" LPV="1" RPCX="0.41384" RPCY="0.35301" RPD="28.72770" RPS="0.56973" RPV="1" LEYEX="-0.07313" LEYEY="0.01919" LEYEZ="0.47548" LPUPILD="0.00505" LPUPILV="1" REYEX="-0.01636" REYEY="0.02044" REYEZ="0.49827" RPUPILD="0.00502" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.61966" FPOGY="0.29925" FPOGS="4229.29395" FPOGD="0.53564" FPOGID="11676" FPOGV="1" LPOGX="0.63727" LPOGY="0.32915" LPOGV="1" RPOGX="0.62802" RPOGY="0.24214" RPOGV="1" BPOGX="0.63264" BPOGY="0.28565" BPOGV="1" LPCX="0.18315" LPCY="0.39003" LPD="28.47695" LPS="0.58649" LPV="1" RPCX="0.49776" RPCY="0.41289" RPD="27.93660" RPS="0.58649" RPV="1" LEYEX="-0.05896" LEYEY="0.01476" LEYEZ="0.48588" LPUPILD="0.00507" LPUPILV="1" REYEX="-0.00109" REYEY="0.01163" REYEZ="0.50347" RPUPILD="0.00502" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.61992" FPOGY="0.29949" FPOGS="4229.29395" FPOGD="0.54248" FPOGID="11676" FPOGV="1" LPOGX="0.63743" LPOGY="0.33207" LPOGV="1" RPOGX="0.62653" RPOGY="0.24903" RPOGV="1" BPOGX="0.63198" BPOGY="0.29055" BPOGV="1" LPCX="0.18312" LPCY="0.39003" LPD="28.43563" LPS="0.58418" LPV="1" RPCX="0.49762" RPCY="0.41314" RPD="28.24660" RPS="0.58165" RPV="1" LEYEX="-0.05941" LEYEY="0.01483" LEYEZ="0.48954" LPUPILD="0.00506" LPUPILV="1" REYEX="-0.00112" REYEY="0.01146" REYEZ="0.49603" RPUPILD="0.00504" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.62015" FPOGY="0.30001" FPOGS="4229.29395" FPOGD="0.54932" FPOGID="11676" FPOGV="1" LPOGX="0.63232" LPOGY="0.33832" LPOGV="1" RPOGX="0.61612" RPOGY="0.25568" RPOGV="1" BPOGX="0.62422" BPOGY="0.29700" BPOGV="1" LPCX="0.18308" LPCY="0.38993" LPD="28.45727" LPS="0.58165" LPV="1" RPCX="0.49764" RPCY="0.41314" RPD="28.29804" RPS="0.57912" RPV="1" LEYEX="-0.05941" LEYEY="0.01483" LEYEZ="0.48954" LPUPILD="0.00505" LPUPILV="1" REYEX="-0.00112" REYEY="0.01146" REYEZ="0.49603" RPUPILD="0.00500" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.62032" FPOGY="0.29993" FPOGS="4229.29395" FPOGD="0.55566" FPOGID="11676" FPOGV="1" LPOGX="0.62944" LPOGY="0.33915" LPOGV="1" RPOGX="0.61361" RPOGY="0.26139" RPOGV="1" BPOGX="0.62152" BPOGY="0.30027" BPOGV="1" LPCX="0.18303" LPCY="0.38996" LPD="28.57884" LPS="0.57912" LPV="1" RPCX="0.49758" RPCY="0.41314" RPD="28.16489" RPS="0.57659" RPV="1" LEYEX="-0.05941" LEYEY="0.01483" LEYEZ="0.48954" LPUPILD="0.00505" LPUPILV="1" REYEX="-0.00112" REYEY="0.01146" REYEZ="0.49603" RPUPILD="0.00504" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.62050" FPOGY="0.29980" FPOGS="4229.29395" FPOGD="0.56250" FPOGID="11676" FPOGV="1" LPOGX="0.62946" LPOGY="0.33942" LPOGV="1" RPOGX="0.61506" RPOGY="0.25428" RPOGV="1" BPOGX="0.62226" BPOGY="0.29685" BPOGV="1" LPCX="0.18296" LPCY="0.39004" LPD="28.55285" LPS="0.57891" LPV="1" RPCX="0.49753" RPCY="0.41303" RPD="27.73627" RPS="0.58162" RPV="1" LEYEX="-0.05974" LEYEY="0.01494" LEYEZ="0.49197" LPUPILD="0.00504" LPUPILV="1" REYEX="-0.00123" REYEY="0.01182" REYEZ="0.51165" RPUPILD="0.00505" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.62076" FPOGY="0.29969" FPOGS="4229.29395" FPOGD="0.56934" FPOGID="11676" FPOGV="1" LPOGX="0.63726" LPOGY="0.32809" LPOGV="1" RPOGX="0.62254" RPOGY="0.24910" RPOGV="1" BPOGX="0.62990" BPOGY="0.28860" BPOGV="1" LPCX="0.18284" LPCY="0.39003" LPD="28.80027" LPS="0.58393" LPV="1" RPCX="0.49737" RPCY="0.41313" RPD="27.58407" RPS="0.58917" RPV="1" LEYEX="-0.05974" LEYEY="0.01494" LEYEZ="0.49197" LPUPILD="0.00507" LPUPILV="1" REYEX="-0.00123" REYEY="0.01182" REYEZ="0.51165" RPUPILD="0.00507" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.62101" FPOGY="0.29962" FPOGS="4229.29395" FPOGD="0.57617" FPOGID="11676" FPOGV="1" LPOGX="0.62996" LPOGY="0.31704" LPOGV="1" RPOGX="0.61898" RPOGY="0.24179" RPOGV="1" BPOGX="0.62447" BPOGY="0.27942" BPOGV="1" LPCX="0.18272" LPCY="0.39002" LPD="28.64779" LPS="0.59148" LPV="1" RPCX="0.49730" RPCY="0.41304" RPD="27.48769" RPS="0.59672" RPV="1" LEYEX="-0.05974" LEYEY="0.01494" LEYEZ="0.49197" LPUPILD="0.00507" LPUPILV="1" REYEX="-0.00123" REYEY="0.01182" REYEZ="0.51165" RPUPILD="0.00506" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
<REC FPOGX="0.62126" FPOGY="0.29938" FPOGS="4229.29395" FPOGD="0.58252" FPOGID="11676" FPOGV="1" LPOGX="0.62933" LPOGY="0.30747" LPOGV="1" RPOGX="0.61965" RPOGY="0.23855" RPOGV="1" BPOGX="0.62449" BPOGY="0.27301" BPOGV="1" LPCX="0.18259" LPCY="0.38992" LPD="28.54091" LPS="0.59903" LPV="1" RPCX="0.49693" RPCY="0.41321" RPD="28.05688" RPS="0.59903" RPV="1" LEYEX="-0.06111" LEYEY="0.01527" LEYEZ="0.50267" LPUPILD="0.00508" LPUPILV="1" REYEX="-0.00126" REYEY="0.01140" REYEZ="0.49351" RPUPILD="0.00508" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="11" />
