2025-05-27 12:30:19.304979
05723" REYEZ="0.59708" RPUPILD="0.00402" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.81203" FPOGY="-0.30748" FPOGS="607.99835" FPOGD="0.20105" FPOGID="1583" FPOGV="1" LPOGX="0.84319" LPOGY="-0.24530" LPOGV="1" RPOGX="0.78987" RPOGY="-0.36509" RPOGV="1" BPOGX="0.81653" BPOGY="-0.30519" BPOGV="1" LPCX="0.35898" LPCY="0.77797" LPD="17.44641" LPS="0.84907" LPV="1" RPCX="0.61708" RPCY="0.79801" RPD="17.92450" RPS="0.84907" RPV="1" LEYEX="-0.03370" LEYEY="-0.05471" LEYEZ="0.61244" LPUPILD="0.00359" LPUPILV="1" REYEX="0.02565" REYEY="-0.05723" REYEZ="0.59708" RPUPILD="0.00403" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.38111" FPOGY="-0.24639" FPOGS="609.06427" FPOGD="0.04645" FPOGID="1588" FPOGV="1" LPOGX="0.40275" LPOGY="-0.18270" LPOGV="1" RPOGX="0.35447" RPOGY="-0.36521" RPOGV="1" BPOGX="0.37861" BPOGY="-0.27395" BPOGV="1" LPCX="0.34654" LPCY="0.78061" LPD="17.77685" LPS="0.85467" LPV="1" RPCX="0.60421" RPCY="0.80002" RPD="19.92617" RPS="0.85467" RPV="1" LEYEX="-0.03435" LEYEY="-0.05332" LEYEZ="0.59495" LPUPILD="0.00419" LPUPILV="1" REYEX="0.02457" REYEY="-0.05816" REYEZ="0.60679" RPUPILD="0.00454" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.37998" FPOGY="-0.24977" FPOGS="609.06427" FPOGD="0.05316" FPOGID="1588" FPOGV="1" LPOGX="0.39794" LPOGY="-0.18958" LPOGV="1" RPOGX="0.34403" RPOGY="-0.36404" RPOGV="1" BPOGX="0.37098" BPOGY="-0.27681" BPOGV="1" LPCX="0.34627" LPCY="0.78067" LPD="17.74233" LPS="0.85979" LPV="1" RPCX="0.60423" RPCY="0.80004" RPD="19.96495" RPS="0.85979" RPV="1" LEYEX="-0.03435" LEYEY="-0.05332" LEYEZ="0.59495" LPUPILD="0.00419" LPUPILV="1" REYEX="0.02457" REYEY="-0.05816" REYEZ="0.60679" RPUPILD="0.00452" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.38014" FPOGY="-0.25400" FPOGS="609.06427" FPOGD="0.05988" FPOGID="1588" FPOGV="1" LPOGX="0.41550" LPOGY="-0.20307" LPOGV="1" RPOGX="0.34754" RPOGY="-0.38110" RPOGV="1" BPOGX="0.38152" BPOGY="-0.29208" BPOGV="1" LPCX="0.34636" LPCY="0.78074" LPD="18.11377" LPS="0.86491" LPV="1" RPCX="0.60422" RPCY="0.80007" RPD="19.90509" RPS="0.86491" RPV="1" LEYEX="-0.03435" LEYEY="-0.05332" LEYEZ="0.59495" LPUPILD="0.00417" LPUPILV="1" REYEX="0.02457" REYEY="-0.05816" REYEZ="0.60679" RPUPILD="0.00452" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.38017" FPOGY="-0.25819" FPOGS="609.06427" FPOGD="0.06659" FPOGID="1588" FPOGV="1" LPOGX="0.41405" LPOGY="-0.21015" LPOGV="1" RPOGX="0.34708" RPOGY="-0.38991" RPOGV="1" BPOGX="0.38057" BPOGY="-0.30003" BPOGV="1" LPCX="0.34618" LPCY="0.78065" LPD="17.56482" LPS="0.87002" LPV="1" RPCX="0.60411" RPCY="0.79992" RPD="19.36982" RPS="0.87002" RPV="1" LEYEX="-0.03435" LEYEY="-0.05332" LEYEZ="0.59495" LPUPILD="0.00418" LPUPILV="1" REYEX="0.02457" REYEY="-0.05816" REYEZ="0.60679" RPUPILD="0.00453" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.38095" FPOGY="-0.26110" FPOGS="609.06427" FPOGD="0.07324" FPOGID="1588" FPOGV="1" LPOGX="0.41929" LPOGY="-0.20113" LPOGV="1" RPOGX="0.35976" RPOGY="-0.38510" RPOGV="1" BPOGX="0.38953" BPOGY="-0.29311" BPOGV="1" LPCX="0.34634" LPCY="0.78072" LPD="18.11899" LPS="0.87002" LPV="1" RPCX="0.60417" RPCY="0.79986" RPD="19.45345" RPS="0.87002" RPV="1" LEYEX="-0.03435" LEYEY="-0.05332" LEYEZ="0.59495" LPUPILD="0.00419" LPUPILV="1" REYEX="0.02457" REYEY="-0.05816" REYEZ="0.60679" RPUPILD="0.00453" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.38131" FPOGY="-0.26356" FPOGS="609.06427" FPOGD="0.07983" FPOGID="1588" FPOGV="1" LPOGX="0.41361" LPOGY="-0.19744" LPOGV="1" RPOGX="0.35758" RPOGY="-0.38890" RPOGV="1" BPOGX="0.38559" BPOGY="-0.29317" BPOGV="1" LPCX="0.34600" LPCY="0.78063" LPD="17.97511" LPS="0.87002" LPV="1" RPCX="0.60418" RPCY="0.79964" RPD="19.10247" RPS="0.87002" RPV="1" LEYEX="-0.03435" LEYEY="-0.05332" LEYEZ="0.59495" LPUPILD="0.00419" LPUPILV="1" REYEX="0.02457" REYEY="-0.05816" REYEZ="0.60679" RPUPILD="0.00452" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.38162" FPOGY="-0.26568" FPOGS="609.06427" FPOGD="0.08667" FPOGID="1588" FPOGV="1" LPOGX="0.41361" LPOGY="-0.19744" LPOGV="1" RPOGX="0.35758" RPOGY="-0.38890" RPOGV="1" BPOGX="0.38559" BPOGY="-0.29317" BPOGV="1" LPCX="0.34624" LPCY="0.78072" LPD="18.23446" LPS="0.87002" LPV="1" RPCX="0.60416" RPCY="0.79975" RPD="19.10590" RPS="0.87002" RPV="1" LEYEX="-0.03435" LEYEY="-0.05337" LEYEZ="0.59495" LPUPILD="0.00422" LPUPILV="1" REYEX="0.02457" REYEY="-0.05816" REYEZ="0.60679" RPUPILD="0.00458" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.38163" FPOGY="-0.26727" FPOGS="609.06427" FPOGD="0.09332" FPOGID="1588" FPOGV="1" LPOGX="0.41118" LPOGY="-0.19154" LPOGV="1" RPOGX="0.35234" RPOGY="-0.38743" RPOGV="1" BPOGX="0.38176" BPOGY="-0.28948" BPOGV="1" LPCX="0.34628" LPCY="0.78081" LPD="18.35003" LPS="0.87002" LPV="1" RPCX="0.60412" RPCY="0.79978" RPD="19.11885" RPS="0.87002" RPV="1" LEYEX="-0.03435" LEYEY="-0.05337" LEYEZ="0.59495" LPUPILD="0.00429" LPUPILV="1" REYEX="0.02457" REYEY="-0.05816" REYEZ="0.60679" RPUPILD="0.00459" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
