2025-06-25 13:08:58.458551
-0.05505" LEYEZ="0.69903" LPUPILD="0.00401" LPUPILV="1" REYEX="0.04545" REYEY="-0.06098" REYEZ="0.70395" RPUPILD="0.00385" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.11069" FPOGY="0.31623" FPOGS="521.36475" FPOGD="0.21240" FPOGID="1974" FPOGV="1" LPOGX="0.17746" LPOGY="0.44714" LPOGV="1" RPOGX="-0.00217" RPOGY="0.27902" RPOGV="1" BPOGX="0.08765" BPOGY="0.36308" BPOGV="1" LPCX="0.41041" LPCY="0.73790" LPD="16.09276" LPS="1.09733" LPV="1" RPCX="0.67201" RPCY="0.76170" RPD="16.74159" RPS="1.09733" RPV="1" LEYEX="-0.02217" LEYEY="-0.05124" LEYEZ="0.68451" LPUPILD="0.00418" LPUPILV="1" REYEX="0.04624" REYEY="-0.05650" REYEZ="0.68363" RPUPILD="0.00380" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.10994" FPOGY="0.31754" FPOGS="521.36475" FPOGD="0.21960" FPOGID="1974" FPOGV="1" LPOGX="0.17746" LPOGY="0.44714" LPOGV="1" RPOGX="-0.00562" RPOGY="0.27192" RPOGV="1" BPOGX="0.08592" BPOGY="0.35953" BPOGV="1" LPCX="0.41076" LPCY="0.73764" LPD="18.46831" LPS="1.09733" LPV="1" RPCX="0.67194" RPCY="0.76110" RPD="16.97033" RPS="1.10649" RPV="1" LEYEX="-0.02229" LEYEY="-0.05130" LEYEZ="0.69304" LPUPILD="0.00413" LPUPILV="1" REYEX="0.04794" REYEY="-0.05763" REYEZ="0.70496" RPUPILD="0.00370" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.10968" FPOGY="0.31630" FPOGS="521.36475" FPOGD="0.22479" FPOGID="1974" FPOGV="1" LPOGX="0.18910" LPOGY="0.33531" LPOGV="1" RPOGX="0.01325" RPOGY="0.21558" RPOGV="1" BPOGX="0.10118" BPOGY="0.27544" BPOGV="1" LPCX="0.41110" LPCY="0.73617" LPD="17.33352" LPS="1.11545" LPV="1" RPCX="0.67290" RPCY="0.75995" RPD="17.31015" RPS="1.12462" RPV="1" LEYEX="-0.02229" LEYEY="-0.05130" LEYEZ="0.69304" LPUPILD="0.00413" LPUPILV="1" REYEX="0.04794" REYEY="-0.05763" REYEZ="0.70496" RPUPILD="0.00379" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.10887" FPOGY="0.31523" FPOGS="521.36475" FPOGD="0.22949" FPOGID="1974" FPOGV="1" LPOGX="0.15889" LPOGY="0.34926" LPOGV="1" RPOGX="0.00356" RPOGY="0.20811" RPOGV="1" BPOGX="0.08122" BPOGY="0.27868" BPOGV="1" LPCX="0.41121" LPCY="0.73538" LPD="16.94185" LPS="1.13358" LPV="1" RPCX="0.67311" RPCY="0.75904" RPD="16.79904" RPS="1.14274" RPV="1" LEYEX="-0.02229" LEYEY="-0.05130" LEYEZ="0.69304" LPUPILD="0.00414" LPUPILV="1" REYEX="0.04794" REYEY="-0.05763" REYEZ="0.70496" RPUPILD="0.00400" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.10795" FPOGY="0.31397" FPOGS="521.36475" FPOGD="0.23456" FPOGID="1974" FPOGV="1" LPOGX="0.15088" LPOGY="0.33894" LPOGV="1" RPOGX="0.00038" RPOGY="0.20086" RPOGV="1" BPOGX="0.07563" BPOGY="0.26990" BPOGV="1" LPCX="0.41131" LPCY="0.73505" LPD="19.00075" LPS="1.15170" LPV="1" RPCX="0.67360" RPCY="0.75880" RPD="17.01321" RPS="1.15170" RPV="1" LEYEX="-0.02225" LEYEY="-0.05121" LEYEZ="0.69822" LPUPILD="0.00405" LPUPILV="1" REYEX="0.04686" REYEY="-0.05549" REYEZ="0.68378" RPUPILD="0.00382" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.10661" FPOGY="0.31409" FPOGS="521.36475" FPOGD="0.24158" FPOGID="1974" FPOGV="1" LPOGX="0.13691" LPOGY="0.40688" LPOGV="1" RPOGX="-0.01980" RPOGY="0.23016" RPOGV="1" BPOGX="0.05855" BPOGY="0.31852" BPOGV="1" LPCX="0.41202" LPCY="0.73392" LPD="17.91730" LPS="1.15170" LPV="1" RPCX="0.67399" RPCY="0.75783" RPD="17.91789" RPS="1.14254" RPV="1" LEYEX="-0.02225" LEYEY="-0.05121" LEYEZ="0.69822" LPUPILD="0.00408" LPUPILV="1" REYEX="0.04686" REYEY="-0.05549" REYEZ="0.68378" RPUPILD="0.00387" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.10552" FPOGY="0.31352" FPOGS="521.36475" FPOGD="0.24835" FPOGID="1974" FPOGV="1" LPOGX="0.14180" LPOGY="0.31436" LPOGV="1" RPOGX="-0.01118" RPOGY="0.27041" RPOGV="1" BPOGX="0.06531" BPOGY="0.29239" BPOGV="1" LPCX="0.41266" LPCY="0.73276" LPD="17.39524" LPS="1.14254" LPV="1" RPCX="0.67480" RPCY="0.75689" RPD="17.13631" RPS="1.13337" RPV="1" LEYEX="-0.02225" LEYEY="-0.05121" LEYEZ="0.69822" LPUPILD="0.00434" LPUPILV="1" REYEX="0.04686" REYEY="-0.05549" REYEZ="0.68378" RPUPILD="0.00394" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.10469" FPOGY="0.31329" FPOGS="521.36475" FPOGD="0.25476" FPOGID="1974" FPOGV="1" LPOGX="0.15000" LPOGY="0.32507" LPOGV="1" RPOGX="-0.00443" RPOGY="0.28415" RPOGV="1" BPOGX="0.07278" BPOGY="0.30461" BPOGV="1" LPCX="0.41224" LPCY="0.73284" LPD="19.37090" LPS="1.12441" LPV="1" RPCX="0.67470" RPCY="0.75659" RPD="17.57562" RPS="1.11524" RPV="1" LEYEX="-0.02183" LEYEY="-0.05038" LEYEZ="0.69328" LPUPILD="0.00397" LPUPILV="1" REYEX="0.04716" REYEY="-0.05485" REYEZ="0.68218" RPUPILD="0.00384" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.10428" FPOGY="0.31313" FPOGS="521.36475" FPOGD="0.26270" FPOGID="1974" FPOGV="1" LPOGX="0.17295" LPOGY="0.38650" LPOGV="1" RPOGX="0.00433" RPOGY="0.22759" RPOGV="1" BPOGX="0.08864" BPOGY="0.30704" BPOGV="1" LPCX="0.41296" LPCY="0.73152" LPD="18.40201" LPS="1.10629" LPV="1" RPCX="0.67562" RPCY="0.75549" RPD="17.42263" RPS="1.10629" RPV="1" LEYEX="-0.02183" LEYEY="-0.05038" LEYEZ="0.69328" LPUPILD="0.00409" LPUPILV="1" REYEX="0.04716" REYEY="-0.05485" REYEZ="0.68218" RPUPILD="0.00385" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.10394" FPOGY="0.31410" FPOGS="521.36475" FPOGD="0.26862" FPOGID="1974" FPOGV="1" LPOGX="0.17736" LPOGY="0.44034" LPOGV="1" RPOGX="0.00313" RPOGY="0.26522" RPOGV="1" BPOGX="0.09024" BPOGY="0.35278" BPOGV="1" LPCX="0.41322" LPCY="0.73081" LPD="16.99408" LPS="1.09733" LPV="1" RPCX="0.67627" RPCY="0.75480" RPD="17.13672" RPS="1.09733" RPV="1" LEYEX="-0.02183" LEYEY="-0.05038" LEYEZ="0.69328" LPUPILD="0.00407" LPUPILV="1" REYEX="0.04716" REYEY="-0.05485" REYEZ="0.68218" RPUPILD="0.00396" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.10362" FPOGY="0.31502" FPOGS="521.36475" FPOGD="0.27533" FPOGID="1974" FPOGV="1" LPOGX="0.17736" LPOGY="0.44034" LPOGV="1" RPOGX="0.00313" RPOGY="0.26522" RPOGV="1" BPOGX="0.09024" BPOGY="0.35278" BPOGV="1" LPCX="0.41358" LPCY="0.73087" LPD="18.78234" LPS="1.09733" LPV="1" RPCX="0.67623" RPCY="0.75460" RPD="17.34756" RPS="1.09733" RPV="1" LEYEX="-0.02134" LEYEY="-0.04966" LEYEZ="0.68898" LPUPILD="0.00405" LPUPILV="1" REYEX="0.04740" REYEY="-0.05420" REYEZ="0.67980" RPUPILD="0.00388" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
