2025-06-03 14:33:16.164271
EYEZ="0.63402" RPUPILD="0.00580" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="1.04450" FPOGY="0.53609" FPOGS="1718.49646" FPOGD="0.32117" FPOGID="2539" FPOGV="1" LPOGX="1.08949" LPOGY="0.58243" LPOGV="1" RPOGX="1.02018" RPOGY="0.50033" RPOGV="1" BPOGX="1.05483" BPOGY="0.54138" BPOGV="1" LPCX="0.32510" LPCY="0.47684" LPD="31.63322" LPS="1.01917" LPV="1" RPCX="0.57868" RPCY="0.50333" RPD="27.71753" RPS="1.01917" RPV="1" LEYEX="-0.04593" LEYEY="0.00384" LEYEZ="0.66516" LPUPILD="0.00638" LPUPILV="1" REYEX="0.01749" REYEY="-0.00152" REYEZ="0.63402" RPUPILD="0.00579" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.79371" FPOGY="0.49115" FPOGS="1719.70251" FPOGD="0.03333" FPOGID="2541" FPOGV="1" LPOGX="0.87629" LPOGY="0.54321" LPOGV="1" RPOGX="0.72970" RPOGY="0.41686" RPOGV="1" BPOGX="0.80300" BPOGY="0.48003" BPOGV="1" LPCX="0.31602" LPCY="0.47777" LPD="31.86889" LPS="1.01719" LPV="1" RPCX="0.56936" RPCY="0.50322" RPD="28.90161" RPS="1.01719" RPV="1" LEYEX="-0.04673" LEYEY="0.00353" LEYEZ="0.65391" LPUPILD="0.00637" LPUPILV="1" REYEX="0.01788" REYEY="-0.00175" REYEZ="0.70776" RPUPILD="0.00577" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.79553" FPOGY="0.48828" FPOGS="1719.70251" FPOGD="0.04004" FPOGID="2541" FPOGV="1" LPOGX="0.87905" LPOGY="0.53500" LPOGV="1" RPOGX="0.73381" RPOGY="0.40723" RPOGV="1" BPOGX="0.80643" BPOGY="0.47111" BPOGV="1" LPCX="0.31599" LPCY="0.47778" LPD="31.92110" LPS="1.03212" LPV="1" RPCX="0.56937" RPCY="0.50321" RPD="28.98955" RPS="1.03212" RPV="1" LEYEX="-0.04864" LEYEY="0.00367" LEYEZ="0.67998" LPUPILD="0.00638" LPUPILV="1" REYEX="0.01656" REYEY="-0.00157" REYEZ="0.65543" RPUPILD="0.00577" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.79841" FPOGY="0.48625" FPOGS="1719.70251" FPOGD="0.04675" FPOGID="2541" FPOGV="1" LPOGX="0.87866" LPOGY="0.53449" LPOGV="1" RPOGX="0.75853" RPOGY="0.40956" RPOGV="1" BPOGX="0.81859" BPOGY="0.47202" BPOGV="1" LPCX="0.31586" LPCY="0.47779" LPD="31.91786" LPS="1.04003" LPV="1" RPCX="0.56931" RPCY="0.50318" RPD="28.92696" RPS="1.04003" RPV="1" LEYEX="-0.04864" LEYEY="0.00367" LEYEZ="0.67998" LPUPILD="0.00636" LPUPILV="1" REYEX="0.01656" REYEY="-0.00157" REYEZ="0.65543" RPUPILD="0.00577" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.80024" FPOGY="0.48834" FPOGS="1719.70251" FPOGD="0.05334" FPOGID="2541" FPOGV="1" LPOGX="0.86889" LPOGY="0.53624" LPOGV="1" RPOGX="0.76083" RPOGY="0.47384" RPOGV="1" BPOGX="0.81486" BPOGY="0.50504" BPOGV="1" LPCX="0.31583" LPCY="0.47780" LPD="31.88942" LPS="1.04793" LPV="1" RPCX="0.56927" RPCY="0.50312" RPD="28.91144" RPS="1.04793" RPV="1" LEYEX="-0.04864" LEYEY="0.00367" LEYEZ="0.67998" LPUPILD="0.00635" LPUPILV="1" REYEX="0.01656" REYEY="-0.00157" REYEZ="0.65543" RPUPILD="0.00579" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.80170" FPOGY="0.49001" FPOGS="1719.70251" FPOGD="0.06006" FPOGID="2541" FPOGV="1" LPOGX="0.86889" LPOGY="0.53624" LPOGV="1" RPOGX="0.76083" RPOGY="0.47384" RPOGV="1" BPOGX="0.81486" BPOGY="0.50504" BPOGV="1" LPCX="0.31583" LPCY="0.47780" LPD="31.88942" LPS="1.04793" LPV="1" RPCX="0.56926" RPCY="0.50311" RPD="28.90086" RPS="1.04793" RPV="1" LEYEX="-0.04701" LEYEY="0.00355" LEYEZ="0.65657" LPUPILD="0.00635" LPUPILV="1" REYEX="0.01699" REYEY="-0.00162" REYEZ="0.67645" RPUPILD="0.00580" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.80395" FPOGY="0.49113" FPOGS="1719.70251" FPOGD="0.06677" FPOGID="2541" FPOGV="1" LPOGX="0.86150" LPOGY="0.54929" LPOGV="1" RPOGX="0.79141" RPOGY="0.45544" RPOGV="1" BPOGX="0.82646" BPOGY="0.50237" BPOGV="1" LPCX="0.31570" LPCY="0.47787" LPD="31.87575" LPS="1.04003" LPV="1" RPCX="0.56915" RPCY="0.50312" RPD="29.13170" RPS="1.04003" RPV="1" LEYEX="-0.04701" LEYEY="0.00355" LEYEZ="0.65657" LPUPILD="0.00639" LPUPILV="1" REYEX="0.01699" REYEY="-0.00162" REYEZ="0.67645" RPUPILD="0.00579" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.80627" FPOGY="0.49300" FPOGS="1719.70251" FPOGD="0.07349" FPOGID="2541" FPOGV="1" LPOGX="0.88270" LPOGY="0.56327" LPOGV="1" RPOGX="0.78081" RPOGY="0.46378" RPOGV="1" BPOGX="0.83176" BPOGY="0.51352" BPOGV="1" LPCX="0.31567" LPCY="0.47793" LPD="31.83669" LPS="1.03212" LPV="1" RPCX="0.56910" RPCY="0.50311" RPD="29.09654" RPS="1.03212" RPV="1" LEYEX="-0.04701" LEYEY="0.00355" LEYEZ="0.65657" LPUPILD="0.00640" LPUPILV="1" REYEX="0.01699" REYEY="-0.00162" REYEZ="0.67645" RPUPILD="0.00579" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.80794" FPOGY="0.49521" FPOGS="1719.70251" FPOGD="0.07971" FPOGID="2541" FPOGV="1" LPOGX="0.87989" LPOGY="0.57106" LPOGV="1" RPOGX="0.77604" RPOGY="0.47258" RPOGV="1" BPOGX="0.82797" BPOGY="0.52182" BPOGV="1" LPCX="0.31565" LPCY="0.47793" LPD="31.88221" LPS="1.01719" LPV="1" RPCX="0.56907" RPCY="0.50309" RPD="29.10572" RPS="1.01719" RPV="1" LEYEX="-0.04703" LEYEY="0.00349" LEYEZ="0.65609" LPUPILD="0.00638" LPUPILV="1" REYEX="0.01699" REYEY="-0.00167" REYEZ="0.67645" RPUPILD="0.00577" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
