2025-05-27 16:12:59.368449
EZ="0.65729" RPUPILD="0.00489" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.54823" FPOGY="0.46018" FPOGS="9289.25977" FPOGD="0.52930" FPOGID="20432" FPOGV="1" LPOGX="0.59392" LPOGY="0.46191" LPOGV="1" RPOGX="0.44930" RPOGY="0.45889" RPOGV="1" BPOGX="0.52161" BPOGY="0.46040" BPOGV="1" LPCX="0.50296" LPCY="0.29644" LPD="25.15556" LPS="1.05851" LPV="1" RPCX="0.77042" RPCY="0.28436" RPD="24.66428" RPS="1.05851" RPV="1" LEYEX="0.00091" LEYEY="0.04123" LEYEZ="0.67529" LPUPILD="0.00499" LPUPILV="1" REYEX="0.06816" REYEY="0.04259" REYEZ="0.65729" RPUPILD="0.00486" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.54192" FPOGY="0.44401" FPOGS="9290.20410" FPOGD="0.49707" FPOGID="20434" FPOGV="1" LPOGX="0.64099" LPOGY="0.45730" LPOGV="1" RPOGX="0.44834" RPOGY="0.47893" RPOGV="1" BPOGX="0.54466" BPOGY="0.46811" BPOGV="1" LPCX="0.49758" LPCY="0.29700" LPD="23.47516" LPS="1.09086" LPV="1" RPCX="0.76486" RPCY="0.28360" RPD="22.45104" RPS="1.09086" RPV="1" LEYEX="-0.00051" LEYEY="0.04130" LEYEZ="0.67811" LPUPILD="0.00460" LPUPILV="1" REYEX="0.06942" REYEY="0.04445" REYEZ="0.68278" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.54193" FPOGY="0.44444" FPOGS="9290.20410" FPOGD="0.50293" FPOGID="20434" FPOGV="1" LPOGX="0.64099" LPOGY="0.45730" LPOGV="1" RPOGX="0.44834" RPOGY="0.47893" RPOGV="1" BPOGX="0.54466" BPOGY="0.46811" BPOGV="1" LPCX="0.49758" LPCY="0.29704" LPD="23.38237" LPS="1.09086" LPV="1" RPCX="0.76486" RPCY="0.28362" RPD="22.50891" RPS="1.09086" RPV="1" LEYEX="-0.00051" LEYEY="0.04130" LEYEZ="0.67811" LPUPILD="0.00461" LPUPILV="1" REYEX="0.06942" REYEY="0.04445" REYEZ="0.68278" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.54129" FPOGY="0.44498" FPOGS="9290.20410" FPOGD="0.50977" FPOGID="20434" FPOGV="1" LPOGX="0.60845" LPOGY="0.45971" LPOGV="1" RPOGX="0.45007" RPOGY="0.48584" RPOGV="1" BPOGX="0.52926" BPOGY="0.47277" BPOGV="1" LPCX="0.49763" LPCY="0.29705" LPD="23.59346" LPS="1.09086" LPV="1" RPCX="0.76486" RPCY="0.28362" RPD="22.50891" RPS="1.09086" RPV="1" LEYEX="-0.00051" LEYEY="0.04130" LEYEZ="0.67811" LPUPILD="0.00461" LPUPILV="1" REYEX="0.06942" REYEY="0.04445" REYEZ="0.68278" RPUPILD="0.00440" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.54093" FPOGY="0.44566" FPOGS="9290.20410" FPOGD="0.51562" FPOGID="20434" FPOGV="1" LPOGX="0.61142" LPOGY="0.47303" LPOGV="1" RPOGX="0.45176" RPOGY="0.47513" RPOGV="1" BPOGX="0.53159" BPOGY="0.47408" BPOGV="1" LPCX="0.49771" LPCY="0.29706" LPD="23.55268" LPS="1.09086" LPV="1" RPCX="0.76493" RPCY="0.28365" RPD="22.43548" RPS="1.09086" RPV="1" LEYEX="-0.00051" LEYEY="0.04130" LEYEZ="0.67811" LPUPILD="0.00461" LPUPILV="1" REYEX="0.06942" REYEY="0.04445" REYEZ="0.68278" RPUPILD="0.00435" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.54058" FPOGY="0.44644" FPOGS="9290.20410" FPOGD="0.52246" FPOGID="20434" FPOGV="1" LPOGX="0.61191" LPOGY="0.47733" LPOGV="1" RPOGX="0.45166" RPOGY="0.47960" RPOGV="1" BPOGX="0.53178" BPOGY="0.47847" BPOGV="1" LPCX="0.49767" LPCY="0.29713" LPD="23.44101" LPS="1.08296" LPV="1" RPCX="0.76494" RPCY="0.28364" RPD="22.47122" RPS="1.08296" RPV="1" LEYEX="-0.00045" LEYEY="0.04052" LEYEZ="0.66540" LPUPILD="0.00462" LPUPILV="1" REYEX="0.06942" REYEY="0.04445" REYEZ="0.68278" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.54063" FPOGY="0.44721" FPOGS="9290.20410" FPOGD="0.52930" FPOGID="20434" FPOGV="1" LPOGX="0.61734" LPOGY="0.42472" LPOGV="1" RPOGX="0.45127" RPOGY="0.49699" RPOGV="1" BPOGX="0.53430" BPOGY="0.46086" BPOGV="1" LPCX="0.49772" LPCY="0.29722" LPD="23.38020" LPS="1.07505" LPV="1" RPCX="0.76495" RPCY="0.28371" RPD="22.28274" RPS="1.07505" RPV="1" LEYEX="-0.00045" LEYEY="0.04052" LEYEZ="0.66540" LPUPILD="0.00459" LPUPILV="1" REYEX="0.06942" REYEY="0.04445" REYEZ="0.68278" RPUPILD="0.00435" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.54070" FPOGY="0.44744" FPOGS="9290.20410" FPOGD="0.53613" FPOGID="20434" FPOGV="1" LPOGX="0.62490" LPOGY="0.43548" LPOGV="1" RPOGX="0.45465" RPOGY="0.43798" RPOGV="1" BPOGX="0.53977" BPOGY="0.43673" BPOGV="1" LPCX="0.49775" LPCY="0.29722" LPD="23.32597" LPS="1.06715" LPV="1" RPCX="0.76497" RPCY="0.28375" RPD="22.20194" RPS="1.06715" RPV="1" LEYEX="-0.00045" LEYEY="0.04052" LEYEZ="0.66540" LPUPILD="0.00460" LPUPILV="1" REYEX="0.06942" REYEY="0.04445" REYEZ="0.68278" RPUPILD="0.00435" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
<REC FPOGX="0.54076" FPOGY="0.44766" FPOGS="9290.20410" FPOGD="0.54395" FPOGID="20434" FPOGV="1" LPOGX="0.62490" LPOGY="0.43548" LPOGV="1" RPOGX="0.45465" RPOGY="0.43798" RPOGV="1" BPOGX="0.53977" BPOGY="0.43673" BPOGV="1" LPCX="0.49774" LPCY="0.29733" LPD="23.42992" LPS="1.06715" LPV="1" RPCX="0.76498" RPCY="0.28377" RPD="22.24963" RPS="1.06715" RPV="1" LEYEX="-0.00041" LEYEY="0.04180" LEYEZ="0.68719" LPUPILD="0.00460" LPUPILV="1" REYEX="0.06942" REYEY="0.04435" REYEZ="0.68278" RPUPILD="0.00435" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="17" />
