2025-05-28 12:16:00.140599
="-0.07123" LEYEY="-0.02015" LEYEZ="0.62050" LPUPILD="0.00351" LPUPILV="1" REYEX="-0.00619" REYEY="-0.02076" REYEZ="0.64519" RPUPILD="0.00362" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.78009" FPOGY="0.00634" FPOGS="1547.56018" FPOGD="0.06030" FPOGID="2881" FPOGV="1" LPOGX="0.92578" LPOGY="0.08208" LPOGV="1" RPOGX="0.69312" RPOGY="-0.09743" RPOGV="1" BPOGX="0.80945" BPOGY="-0.00768" BPOGV="1" LPCX="0.20898" LPCY="0.59749" LPD="19.54458" LPS="0.96691" LPV="1" RPCX="0.48283" RPCY="0.59638" RPD="17.22150" RPS="0.96691" RPV="1" LEYEX="-0.07258" LEYEY="-0.02100" LEYEZ="0.64360" LPUPILD="0.00371" LPUPILV="1" REYEX="-0.00488" REYEY="-0.02078" REYEZ="0.63842" RPUPILD="0.00346" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.78129" FPOGY="0.00553" FPOGS="1547.56018" FPOGD="0.06812" FPOGID="2881" FPOGV="1" LPOGX="0.90272" LPOGY="0.07521" LPOGV="1" RPOGX="0.68381" RPOGY="-0.08026" RPOGV="1" BPOGX="0.79327" BPOGY="-0.00253" BPOGV="1" LPCX="0.20897" LPCY="0.59745" LPD="19.58821" LPS="0.96691" LPV="1" RPCX="0.48266" RPCY="0.59647" RPD="17.01986" RPS="0.96691" RPV="1" LEYEX="-0.07258" LEYEY="-0.02100" LEYEZ="0.64360" LPUPILD="0.00368" LPUPILV="1" REYEX="-0.00488" REYEY="-0.02078" REYEZ="0.63842" RPUPILD="0.00360" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.78232" FPOGY="0.00504" FPOGS="1547.56018" FPOGD="0.07349" FPOGID="2881" FPOGV="1" LPOGX="0.90333" LPOGY="0.07709" LPOGV="1" RPOGX="0.68410" RPOGY="-0.07784" RPOGV="1" BPOGX="0.79372" BPOGY="-0.00037" BPOGV="1" LPCX="0.20896" LPCY="0.59746" LPD="19.52298" LPS="0.96691" LPV="1" RPCX="0.48272" RPCY="0.59652" RPD="17.05186" RPS="0.96691" RPV="1" LEYEX="-0.07258" LEYEY="-0.02100" LEYEZ="0.64360" LPUPILD="0.00368" LPUPILV="1" REYEX="-0.00488" REYEY="-0.02078" REYEZ="0.63842" RPUPILD="0.00360" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.78320" FPOGY="0.00462" FPOGS="1547.56018" FPOGD="0.08008" FPOGID="2881" FPOGV="1" LPOGX="0.90333" LPOGY="0.07709" LPOGV="1" RPOGX="0.68410" RPOGY="-0.07784" RPOGV="1" BPOGX="0.79372" BPOGY="-0.00037" BPOGV="1" LPCX="0.20902" LPCY="0.59756" LPD="19.81833" LPS="0.96691" LPV="1" RPCX="0.48270" RPCY="0.59654" RPD="17.00417" RPS="0.96691" RPV="1" LEYEX="-0.07258" LEYEY="-0.02105" LEYEZ="0.64360" LPUPILD="0.00366" LPUPILV="1" REYEX="-0.00488" REYEY="-0.02078" REYEZ="0.63842" RPUPILD="0.00361" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.78352" FPOGY="0.00075" FPOGS="1547.56018" FPOGD="0.08667" FPOGID="2881" FPOGV="1" LPOGX="0.89888" LPOGY="0.02597" LPOGV="1" RPOGX="0.67648" RPOGY="-0.12508" RPOGV="1" BPOGX="0.78768" BPOGY="-0.04955" BPOGV="1" LPCX="0.20902" LPCY="0.59749" LPD="19.71605" LPS="0.96691" LPV="1" RPCX="0.48271" RPCY="0.59655" RPD="17.29136" RPS="0.96691" RPV="1" LEYEX="-0.07258" LEYEY="-0.02105" LEYEZ="0.64360" LPUPILD="0.00369" LPUPILV="1" REYEX="-0.00488" REYEY="-0.02078" REYEZ="0.63842" RPUPILD="0.00366" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.78282" FPOGY="-0.00264" FPOGS="1547.56018" FPOGD="0.09302" FPOGID="2881" FPOGV="1" LPOGX="0.88705" LPOGY="-0.00017" LPOGV="1" RPOGX="0.65910" RPOGY="-0.10015" RPOGV="1" BPOGX="0.77307" BPOGY="-0.05016" BPOGV="1" LPCX="0.20863" LPCY="0.59771" LPD="19.31343" LPS="0.96691" LPV="1" RPCX="0.48265" RPCY="0.59675" RPD="16.96895" RPS="0.96691" RPV="1" LEYEX="-0.07258" LEYEY="-0.02105" LEYEZ="0.64360" LPUPILD="0.00374" LPUPILV="1" REYEX="-0.00488" REYEY="-0.02078" REYEZ="0.63842" RPUPILD="0.00354" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.78221" FPOGY="-0.00561" FPOGS="1547.56018" FPOGD="0.10010" FPOGID="2881" FPOGV="1" LPOGX="0.88705" LPOGY="-0.00017" LPOGV="1" RPOGX="0.65910" RPOGY="-0.10015" RPOGV="1" BPOGX="0.77307" BPOGY="-0.05016" BPOGV="1" LPCX="0.20834" LPCY="0.59781" LPD="19.25180" LPS="0.96691" LPV="1" RPCX="0.48211" RPCY="0.59684" RPD="17.55945" RPS="0.96691" RPV="1" LEYEX="-0.07125" LEYEY="-0.02075" LEYEZ="0.63016" LPUPILD="0.00366" LPUPILV="1" REYEX="-0.00513" REYEY="-0.02106" REYEZ="0.64557" RPUPILD="0.00344" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.77771" FPOGY="-0.00185" FPOGS="1547.56018" FPOGD="0.10669" FPOGID="2881" FPOGV="1" LPOGX="0.81122" LPOGY="0.13784" LPOGV="1" RPOGX="0.60019" RPOGY="-0.02103" RPOGV="1" BPOGX="0.70571" BPOGY="0.05840" BPOGV="1" LPCX="0.20721" LPCY="0.59869" LPD="18.83093" LPS="0.96691" LPV="1" RPCX="0.48103" RPCY="0.59785" RPD="17.67844" RPS="0.96691" RPV="1" LEYEX="-0.07125" LEYEY="-0.02075" LEYEZ="0.63016" LPUPILD="0.00379" LPUPILV="1" REYEX="-0.00513" REYEY="-0.02106" REYEZ="0.64557" RPUPILD="0.00350" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.77125" FPOGY="0.00389" FPOGS="1547.56018" FPOGD="0.11389" FPOGID="2881" FPOGV="1" LPOGX="0.77118" LPOGY="0.18777" LPOGV="1" RPOGX="0.55142" RPOGY="0.01506" RPOGV="1" BPOGX="0.66130" BPOGY="0.10141" BPOGV="1" LPCX="0.20647" LPCY="0.59933" LPD="18.54237" LPS="0.96691" LPV="1" RPCX="0.48026" RPCY="0.59814" RPD="17.24074" RPS="0.96691" RPV="1" LEYEX="-0.07125" LEYEY="-0.02075" LEYEZ="0.63016" LPUPILD="0.00383" LPUPILV="1" REYEX="-0.00513" REYEY="-0.02106" REYEZ="0.64557" RPUPILD="0.00362" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.76546" FPOGY="0.00902" FPOGS="1547.56018" FPOGD="0.12061" FPOGID="2881" FPOGV="1" LPOGX="0.77118" LPOGY="0.18777" LPOGV="1" RPOGX="0.55142" RPOGY="0.01506" RPOGV="1" BPOGX="0.66130" BPOGY="0.10141" BPOGV="1" LPCX="0.20512" LPCY="0.60018" LPD="18.57216" LPS="0.96691" LPV="1" RPCX="0.47828" RPCY="0.59905" RPD="17.59908" RPS="0.96691" RPV="1" LEYEX="-0.07309" LEYEY="-0.02148" LEYEZ="0.64221" LPUPILD="0.00361" LPUPILV="1" REYEX="-0.00577" REYEY="-0.02125" REYEZ="0.64113" RPUPILD="0.00342" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.75611" FPOGY="0.02009" FPOGS="1547.56018" FPOGD="0.12744" FPOGID="2881" FPOGV="1" LPOGX="0.69398" LPOGY="0.28117" LPOGV="1" RPOGX="0.46283" RPOGY="0.17969" RPOGV="1" BPOGX="0.57841" BPOGY="0.23043" BPOGV="1" LPCX="0.20376" LPCY="0.60125" LPD="18.01469" LPS="0.96691" LPV="1" RPCX="0.47685" RPCY="0.60018" RPD="17.19055" RPS="0.96691" RPV="1" LEYEX="-0.07309" LEYEY="-0.02148" LEYEZ="0.64221" LPUPILD="0.00357" LPUPILV="1" REYEX="-0.00577" REYEY="-0.02125" REYEZ="0.64113" RPUPILD="0.00338" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.72593" FPOGY="0.04788" FPOGS="1547.56018" FPOGD="0.12744" FPOGID="2881" FPOGV="0" LPOGX="0.68522" LPOGY="0.28684" LPOGV="1" RPOGX="0.47582" RPOGY="0.20062" RPOGV="1" BPOGX="0.58052" BPOGY="0.24373" BPOGV="1" LPCX="0.20342" LPCY="0.60197" LPD="18.46685" LPS="0.96691" LPV="1" RPCX="0.47632" RPCY="0.60038" RPD="17.11132" RPS="0.96691" RPV="1" LEYEX="-0.07309" LEYEY="-0.02148" LEYEZ="0.64221" LPUPILD="0.00345" LPUPILV="1" REYEX="-0.00577" REYEY="-0.02125" REYEZ="0.64113" RPUPILD="0.00332" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.65310" FPOGY="0.15002" FPOGS="1547.56018" FPOGD="0.12744" FPOGID="2881" FPOGV="0" LPOGX="0.68520" LPOGY="0.29199" LPOGV="1" RPOGX="0.47534" RPOGY="0.21232" RPOGV="1" BPOGX="0.58027" BPOGY="0.25215" BPOGV="1" LPCX="0.20265" LPCY="0.60254" LPD="17.61686" LPS="0.96063" LPV="1" RPCX="0.47583" RPCY="0.60104" RPD="16.90607" RPS="0.95419" RPV="1" LEYEX="-0.07129" LEYEY="-0.02107" LEYEZ="0.62429" LPUPILD="0.00345" LPUPILV="1" REYEX="-0.00587" REYEY="-0.02094" REYEZ="0.62598" RPUPILD="0.00333" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.62580" FPOGY="0.19935" FPOGS="1547.56018" FPOGD="0.12744" FPOGID="2881" FPOGV="0" LPOGX="0.66816" LPOGY="0.36021" LPOGV="1" RPOGX="0.47424" RPOGY="0.23586" RPOGV="1" BPOGX="0.57120" BPOGY="0.29803" BPOGV="1" LPCX="0.20267" LPCY="0.60304" LPD="18.56203" LPS="0.94791" LPV="1" RPCX="0.47577" RPCY="0.60134" RPD="17.86627" RPS="0.94147" RPV="1" LEYEX="-0.07129" LEYEY="-0.02107" LEYEZ="0.62429" LPUPILD="0.00340" LPUPILV="1" REYEX="-0.00587" REYEY="-0.02094" REYEZ="0.62598" RPUPILD="0.00327" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.57942" FPOGY="0.28497" FPOGS="1547.56018" FPOGD="0.12744" FPOGID="2881" FPOGV="0" LPOGX="0.68999" LPOGY="0.36745" LPOGV="1" RPOGX="0.48357" RPOGY="0.24197" RPOGV="1" BPOGX="0.58678" BPOGY="0.30471" BPOGV="1" LPCX="0.20264" LPCY="0.60302" LPD="18.37071" LPS="0.93519" LPV="1" RPCX="0.47584" RPCY="0.60136" RPD="17.54564" RPS="0.92876" RPV="1" LEYEX="-0.07129" LEYEY="-0.02107" LEYEZ="0.62429" LPUPILD="0.00340" LPUPILV="1" REYEX="-0.00587" REYEY="-0.02094" REYEZ="0.62598" RPUPILD="0.00328" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.58308" FPOGY="0.29606" FPOGS="1547.56018" FPOGD="0.12744" FPOGID="2881" FPOGV="0" LPOGX="0.68994" LPOGY="0.37234" LPOGV="1" RPOGX="0.48357" RPOGY="0.24197" RPOGV="1" BPOGX="0.58675" BPOGY="0.30716" BPOGV="1" LPCX="0.20233" LPCY="0.60307" LPD="17.94238" LPS="0.92876" LPV="1" RPCX="0.47578" RPCY="0.60150" RPD="17.73656" RPS="0.92876" RPV="1" LEYEX="-0.07262" LEYEY="-0.02145" LEYEZ="0.63556" LPUPILD="0.00345" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00331" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.58292" FPOGY="0.29536" FPOGS="1547.56018" FPOGD="0.12744" FPOGID="2881" FPOGV="0" LPOGX="0.67744" LPOGY="0.37011" LPOGV="1" RPOGX="0.48774" RPOGY="0.21783" RPOGV="1" BPOGX="0.58259" BPOGY="0.29397" BPOGV="1" LPCX="0.20241" LPCY="0.60300" LPD="17.88943" LPS="0.93504" LPV="1" RPCX="0.47576" RPCY="0.60133" RPD="17.33178" RPS="0.94147" RPV="1" LEYEX="-0.07262" LEYEY="-0.02145" LEYEZ="0.63556" LPUPILD="0.00345" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00334" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.58122" FPOGY="0.29436" FPOGS="1547.71436" FPOGD="0.02002" FPOGID="2882" FPOGV="1" LPOGX="0.67434" LPOGY="0.36858" LPOGV="1" RPOGX="0.47788" RPOGY="0.21408" RPOGV="1" BPOGX="0.57611" BPOGY="0.29133" BPOGV="1" LPCX="0.20231" LPCY="0.60302" LPD="18.06721" LPS="0.94776" LPV="1" RPCX="0.47578" RPCY="0.60144" RPD="17.65603" RPS="0.95419" RPV="1" LEYEX="-0.07262" LEYEY="-0.02145" LEYEZ="0.63556" LPUPILD="0.00346" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00328" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.58024" FPOGY="0.29164" FPOGS="1547.71436" FPOGD="0.02661" FPOGID="2882" FPOGV="1" LPOGX="0.67425" LPOGY="0.35910" LPOGV="1" RPOGX="0.47840" RPOGY="0.20242" RPOGV="1" BPOGX="0.57632" BPOGY="0.28076" BPOGV="1" LPCX="0.20224" LPCY="0.60300" LPD="18.14890" LPS="0.96048" LPV="1" RPCX="0.47575" RPCY="0.60145" RPD="17.67447" RPS="0.96691" RPV="1" LEYEX="-0.07262" LEYEY="-0.02145" LEYEZ="0.63556" LPUPILD="0.00345" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00326" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.57960" FPOGY="0.29124" FPOGS="1547.71436" FPOGD="0.03345" FPOGID="2882" FPOGV="1" LPOGX="0.67031" LPOGY="0.35930" LPOGV="1" RPOGX="0.48255" RPOGY="0.21922" RPOGV="1" BPOGX="0.57643" BPOGY="0.28926" BPOGV="1" LPCX="0.20222" LPCY="0.60305" LPD="17.96097" LPS="0.96691" LPV="1" RPCX="0.47575" RPCY="0.60140" RPD="17.62384" RPS="0.96691" RPV="1" LEYEX="-0.07262" LEYEY="-0.02145" LEYEZ="0.63556" LPUPILD="0.00346" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00325" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.57957" FPOGY="0.29095" FPOGS="1547.71436" FPOGD="0.03992" FPOGID="2882" FPOGV="1" LPOGX="0.67055" LPOGY="0.35349" LPOGV="1" RPOGX="0.48814" RPOGY="0.22497" RPOGV="1" BPOGX="0.57935" BPOGY="0.28923" BPOGV="1" LPCX="0.20221" LPCY="0.60284" LPD="17.24659" LPS="0.96691" LPV="1" RPCX="0.47579" RPCY="0.60150" RPD="17.79009" RPS="0.96691" RPV="1" LEYEX="-0.07262" LEYEY="-0.02145" LEYEZ="0.63556" LPUPILD="0.00349" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00327" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.57954" FPOGY="0.29074" FPOGS="1547.71436" FPOGD="0.04675" FPOGID="2882" FPOGV="1" LPOGX="0.67055" LPOGY="0.35349" LPOGV="1" RPOGX="0.48814" RPOGY="0.22497" RPOGV="1" BPOGX="0.57935" BPOGY="0.28923" BPOGV="1" LPCX="0.20214" LPCY="0.60309" LPD="17.77492" LPS="0.96691" LPV="1" RPCX="0.47578" RPCY="0.60153" RPD="17.86027" RPS="0.96691" RPV="1" LEYEX="-0.07275" LEYEY="-0.02151" LEYEZ="0.63580" LPUPILD="0.00341" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00325" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.57685" FPOGY="0.28989" FPOGS="1547.71436" FPOGD="0.05347" FPOGID="2882" FPOGV="1" LPOGX="0.65916" LPOGY="0.32875" LPOGV="1" RPOGX="0.45143" RPOGY="0.23746" RPOGV="1" BPOGX="0.55529" BPOGY="0.28310" BPOGV="1" LPCX="0.20214" LPCY="0.60309" LPD="17.77492" LPS="0.96691" LPV="1" RPCX="0.47583" RPCY="0.60155" RPD="17.70273" RPS="0.96691" RPV="1" LEYEX="-0.07275" LEYEY="-0.02151" LEYEZ="0.63580" LPUPILD="0.00341" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00327" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.57661" FPOGY="0.29071" FPOGS="1547.71436" FPOGD="0.06006" FPOGID="2882" FPOGV="1" LPOGX="0.68907" LPOGY="0.36305" LPOGV="1" RPOGX="0.45989" RPOGY="0.23311" RPOGV="1" BPOGX="0.57448" BPOGY="0.29808" BPOGV="1" LPCX="0.20219" LPCY="0.60316" LPD="18.07696" LPS="0.96691" LPV="1" RPCX="0.47576" RPCY="0.60151" RPD="17.83333" RPS="0.96691" RPV="1" LEYEX="-0.07275" LEYEY="-0.02151" LEYEZ="0.63580" LPUPILD="0.00341" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00327" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.57642" FPOGY="0.29138" FPOGS="1547.71436" FPOGD="0.06689" FPOGID="2882" FPOGV="1" LPOGX="0.68907" LPOGY="0.36305" LPOGV="1" RPOGX="0.45989" RPOGY="0.23311" RPOGV="1" BPOGX="0.57448" BPOGY="0.29808" BPOGV="1" LPCX="0.20206" LPCY="0.60324" LPD="18.27297" LPS="0.96691" LPV="1" RPCX="0.47595" RPCY="0.60151" RPD="17.72462" RPS="0.96691" RPV="1" LEYEX="-0.07332" LEYEY="-0.02163" LEYEZ="0.64085" LPUPILD="0.00337" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00328" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.57663" FPOGY="0.29093" FPOGS="1547.71436" FPOGD="0.07336" FPOGID="2882" FPOGV="1" LPOGX="0.69440" LPOGY="0.35531" LPOGV="1" RPOGX="0.46369" RPOGY="0.21670" RPOGV="1" BPOGX="0.57905" BPOGY="0.28600" BPOGV="1" LPCX="0.20207" LPCY="0.60322" LPD="18.25516" LPS="0.96691" LPV="1" RPCX="0.47599" RPCY="0.60142" RPD="17.54763" RPS="0.96691" RPV="1" LEYEX="-0.07332" LEYEY="-0.02163" LEYEZ="0.64085" LPUPILD="0.00337" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00328" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.57401" FPOGY="0.29073" FPOGS="1547.71436" FPOGD="0.08008" FPOGID="2882" FPOGV="1" LPOGX="0.66620" LPOGY="0.36071" LPOGV="1" RPOGX="0.41877" RPOGY="0.21602" RPOGV="1" BPOGX="0.54249" BPOGY="0.28837" BPOGV="1" LPCX="0.20213" LPCY="0.60316" LPD="18.01279" LPS="0.96691" LPV="1" RPCX="0.47601" RPCY="0.60148" RPD="17.45561" RPS="0.96691" RPV="1" LEYEX="-0.07332" LEYEY="-0.02163" LEYEZ="0.64085" LPUPILD="0.00337" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00328" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.57176" FPOGY="0.29056" FPOGS="1547.71436" FPOGD="0.08691" FPOGID="2882" FPOGV="1" LPOGX="0.66620" LPOGY="0.36071" LPOGV="1" RPOGX="0.41877" RPOGY="0.21602" RPOGV="1" BPOGX="0.54249" BPOGY="0.28837" BPOGV="1" LPCX="0.20214" LPCY="0.60318" LPD="18.00887" LPS="0.96691" LPV="1" RPCX="0.47610" RPCY="0.60148" RPD="17.38761" RPS="0.96691" RPV="1" LEYEX="-0.07275" LEYEY="-0.02151" LEYEZ="0.63580" LPUPILD="0.00338" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00328" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.57033" FPOGY="0.29036" FPOGS="1547.71436" FPOGD="0.09363" FPOGID="2882" FPOGV="1" LPOGX="0.66924" LPOGY="0.35551" LPOGV="1" RPOGX="0.43162" RPOGY="0.21939" RPOGV="1" BPOGX="0.55043" BPOGY="0.28745" BPOGV="1" LPCX="0.20212" LPCY="0.60315" LPD="18.02678" LPS="0.96691" LPV="1" RPCX="0.47611" RPCY="0.60145" RPD="17.30757" RPS="0.96691" RPV="1" LEYEX="-0.07275" LEYEY="-0.02151" LEYEZ="0.63580" LPUPILD="0.00337" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00329" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.56924" FPOGY="0.29076" FPOGS="1547.71436" FPOGD="0.10034" FPOGID="2882" FPOGV="1" LPOGX="0.66340" LPOGY="0.35482" LPOGV="1" RPOGX="0.44215" RPOGY="0.23883" RPOGV="1" BPOGX="0.55277" BPOGY="0.29683" BPOGV="1" LPCX="0.20213" LPCY="0.60317" LPD="18.02870" LPS="0.96691" LPV="1" RPCX="0.47611" RPCY="0.60144" RPD="17.43198" RPS="0.96691" RPV="1" LEYEX="-0.07275" LEYEY="-0.02151" LEYEZ="0.63580" LPUPILD="0.00337" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00329" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.56827" FPOGY="0.29112" FPOGS="1547.71436" FPOGD="0.10693" FPOGID="2882" FPOGV="1" LPOGX="0.66340" LPOGY="0.35482" LPOGV="1" RPOGX="0.44215" RPOGY="0.23883" RPOGV="1" BPOGX="0.55277" BPOGY="0.29683" BPOGV="1" LPCX="0.20212" LPCY="0.60323" LPD="17.91913" LPS="0.96691" LPV="1" RPCX="0.47611" RPCY="0.60147" RPD="17.46236" RPS="0.96691" RPV="1" LEYEX="-0.07332" LEYEY="-0.02172" LEYEZ="0.64085" LPUPILD="0.00338" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00328" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.56850" FPOGY="0.29045" FPOGS="1547.71436" FPOGD="0.11353" FPOGID="2882" FPOGV="1" LPOGX="0.69402" LPOGY="0.35647" LPOGV="1" RPOGX="0.45071" RPOGY="0.20159" RPOGV="1" BPOGX="0.57236" BPOGY="0.27903" BPOGV="1" LPCX="0.20215" LPCY="0.60312" LPD="17.59115" LPS="0.96691" LPV="1" RPCX="0.47619" RPCY="0.60149" RPD="17.48635" RPS="0.96691" RPV="1" LEYEX="-0.07332" LEYEY="-0.02172" LEYEZ="0.64085" LPUPILD="0.00340" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00324" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.56861" FPOGY="0.29065" FPOGS="1547.71436" FPOGD="0.12036" FPOGID="2882" FPOGV="1" LPOGX="0.69501" LPOGY="0.35978" LPOGV="1" RPOGX="0.44650" RPOGY="0.22882" RPOGV="1" BPOGX="0.57075" BPOGY="0.29430" BPOGV="1" LPCX="0.20204" LPCY="0.60316" LPD="17.96608" LPS="0.96691" LPV="1" RPCX="0.47620" RPCY="0.60157" RPD="17.35329" RPS="0.96691" RPV="1" LEYEX="-0.07332" LEYEY="-0.02172" LEYEZ="0.64085" LPUPILD="0.00334" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00325" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.56872" FPOGY="0.29083" FPOGS="1547.71436" FPOGD="0.12708" FPOGID="2882" FPOGV="1" LPOGX="0.69501" LPOGY="0.35978" LPOGV="1" RPOGX="0.44650" RPOGY="0.22882" RPOGV="1" BPOGX="0.57075" BPOGY="0.29430" BPOGV="1" LPCX="0.20206" LPCY="0.60307" LPD="17.64876" LPS="0.96691" LPV="1" RPCX="0.47642" RPCY="0.60156" RPD="17.10924" RPS="0.96691" RPV="1" LEYEX="-0.07332" LEYEY="-0.02172" LEYEZ="0.64085" LPUPILD="0.00336" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00324" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.56818" FPOGY="0.29079" FPOGS="1547.71436" FPOGD="0.13379" FPOGID="2882" FPOGV="1" LPOGX="0.66597" LPOGY="0.35628" LPOGV="1" RPOGX="0.44855" RPOGY="0.22383" RPOGV="1" BPOGX="0.55726" BPOGY="0.29005" BPOGV="1" LPCX="0.20210" LPCY="0.60318" LPD="17.88455" LPS="0.96691" LPV="1" RPCX="0.47631" RPCY="0.60144" RPD="17.43622" RPS="0.96691" RPV="1" LEYEX="-0.07332" LEYEY="-0.02172" LEYEZ="0.64085" LPUPILD="0.00338" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00322" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
<REC FPOGX="0.56775" FPOGY="0.29056" FPOGS="1547.71436" FPOGD="0.14038" FPOGID="2882" FPOGV="1" LPOGX="0.66515" LPOGY="0.34819" LPOGV="1" RPOGX="0.45257" RPOGY="0.22302" RPOGV="1" BPOGX="0.55886" BPOGY="0.28561" BPOGV="1" LPCX="0.20214" LPCY="0.60319" LPD="17.73801" LPS="0.96691" LPV="1" RPCX="0.47625" RPCY="0.60153" RPD="17.47816" RPS="0.96691" RPV="1" LEYEX="-0.07332" LEYEY="-0.02172" LEYEZ="0.64085" LPUPILD="0.00340" LPUPILV="1" REYEX="-0.00596" REYEY="-0.02143" REYEZ="0.64053" RPUPILD="0.00322" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="14" />
