2025-05-28 12:15:41.325807
Y="-0.02121" LEYEZ="0.64133" LPUPILD="0.00387" LPUPILV="1" REYEX="-0.00640" REYEY="-0.02152" REYEZ="0.64632" RPUPILD="0.00378" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.23346" FPOGY="0.24469" FPOGS="1527.64551" FPOGD="0.05981" FPOGID="2808" FPOGV="1" LPOGX="0.31564" LPOGY="0.26601" LPOGV="1" RPOGX="0.12537" RPOGY="0.19721" RPOGV="1" BPOGX="0.22050" BPOGY="0.23161" BPOGV="1" LPCX="0.19595" LPCY="0.60124" LPD="20.58957" LPS="0.96063" LPV="1" RPCX="0.46985" RPCY="0.60105" RPD="18.91889" RPS="0.96063" RPV="1" LEYEX="-0.07073" LEYEY="-0.02040" LEYEZ="0.61538" LPUPILD="0.00379" LPUPILV="1" REYEX="-0.00629" REYEY="-0.02122" REYEZ="0.63590" RPUPILD="0.00372" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.25887" FPOGY="0.26655" FPOGS="1528.42944" FPOGD="0.18750" FPOGID="2811" FPOGV="1" LPOGX="0.36496" LPOGY="0.34314" LPOGV="1" RPOGX="0.14583" RPOGY="0.20432" RPOGV="1" BPOGX="0.25539" BPOGY="0.27373" BPOGV="1" LPCX="0.19562" LPCY="0.60071" LPD="20.86509" LPS="0.93504" LPV="1" RPCX="0.46990" RPCY="0.60045" RPD="20.53789" RPS="0.94147" RPV="1" LEYEX="-0.07434" LEYEY="-0.02132" LEYEZ="0.64465" LPUPILD="0.00393" LPUPILV="1" REYEX="-0.00649" REYEY="-0.02110" REYEZ="0.63664" RPUPILD="0.00380" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.25883" FPOGY="0.26658" FPOGS="1528.42944" FPOGD="0.19409" FPOGID="2811" FPOGV="1" LPOGX="0.35657" LPOGY="0.32950" LPOGV="1" RPOGX="0.15874" RPOGY="0.20550" RPOGV="1" BPOGX="0.25765" BPOGY="0.26750" BPOGV="1" LPCX="0.19560" LPCY="0.60072" LPD="20.90056" LPS="0.94776" LPV="1" RPCX="0.46984" RPCY="0.60043" RPD="20.36393" RPS="0.95419" RPV="1" LEYEX="-0.07434" LEYEY="-0.02132" LEYEZ="0.64465" LPUPILD="0.00391" LPUPILV="1" REYEX="-0.00649" REYEY="-0.02110" REYEZ="0.63664" RPUPILD="0.00383" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.25873" FPOGY="0.26644" FPOGS="1528.42944" FPOGD="0.20068" FPOGID="2811" FPOGV="1" LPOGX="0.35446" LPOGY="0.32480" LPOGV="1" RPOGX="0.15699" RPOGY="0.19935" RPOGV="1" BPOGX="0.25572" BPOGY="0.26208" BPOGV="1" LPCX="0.19557" LPCY="0.60073" LPD="20.93176" LPS="0.95419" LPV="1" RPCX="0.46977" RPCY="0.60041" RPD="20.37099" RPS="0.96063" RPV="1" LEYEX="-0.07086" LEYEY="-0.02022" LEYEZ="0.61410" LPUPILD="0.00389" LPUPILV="1" REYEX="-0.00649" REYEY="-0.02110" REYEZ="0.63664" RPUPILD="0.00381" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.25838" FPOGY="0.26517" FPOGS="1528.42944" FPOGD="0.20776" FPOGID="2811" FPOGV="1" LPOGX="0.35131" LPOGY="0.27289" LPOGV="1" RPOGX="0.14382" RPOGY="0.17890" RPOGV="1" BPOGX="0.24757" BPOGY="0.22590" BPOGV="1" LPCX="0.19544" LPCY="0.60067" LPD="20.68518" LPS="0.95434" LPV="1" RPCX="0.46977" RPCY="0.60040" RPD="20.38733" RPS="0.95434" RPV="1" LEYEX="-0.07086" LEYEY="-0.02022" LEYEZ="0.61410" LPUPILD="0.00391" LPUPILV="1" REYEX="-0.00649" REYEY="-0.02110" REYEZ="0.63664" RPUPILD="0.00380" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.25847" FPOGY="0.26579" FPOGS="1528.42944" FPOGD="0.21423" FPOGID="2811" FPOGV="1" LPOGX="0.34498" LPOGY="0.32500" LPOGV="1" RPOGX="0.17791" RPOGY="0.24654" RPOGV="1" BPOGX="0.26144" BPOGY="0.28577" BPOGV="1" LPCX="0.19540" LPCY="0.60070" LPD="20.66430" LPS="0.94805" LPV="1" RPCX="0.46977" RPCY="0.60041" RPD="20.37099" RPS="0.94805" RPV="1" LEYEX="-0.07086" LEYEY="-0.02022" LEYEZ="0.61410" LPUPILD="0.00394" LPUPILV="1" REYEX="-0.00649" REYEY="-0.02110" REYEZ="0.63664" RPUPILD="0.00380" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.25862" FPOGY="0.26653" FPOGS="1528.42944" FPOGD="0.22046" FPOGID="2811" FPOGV="1" LPOGX="0.34711" LPOGY="0.32961" LPOGV="1" RPOGX="0.17953" RPOGY="0.25230" RPOGV="1" BPOGX="0.26332" BPOGY="0.29096" BPOGV="1" LPCX="0.19538" LPCY="0.60073" LPD="20.95810" LPS="0.94177" LPV="1" RPCX="0.46972" RPCY="0.60033" RPD="20.30938" RPS="0.94177" RPV="1" LEYEX="-0.07252" LEYEY="-0.02065" LEYEZ="0.62848" LPUPILD="0.00391" LPUPILV="1" REYEX="-0.00649" REYEY="-0.02106" REYEZ="0.63665" RPUPILD="0.00381" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.25901" FPOGY="0.26636" FPOGS="1528.42944" FPOGD="0.22693" FPOGID="2811" FPOGV="1" LPOGX="0.36609" LPOGY="0.26882" LPOGV="1" RPOGX="0.17867" RPOGY="0.25249" RPOGV="1" BPOGX="0.27238" BPOGY="0.26065" BPOGV="1" LPCX="0.19528" LPCY="0.60057" LPD="20.79436" LPS="0.94177" LPV="1" RPCX="0.46970" RPCY="0.60027" RPD="20.46232" RPS="0.94177" RPV="1" LEYEX="-0.07252" LEYEY="-0.02065" LEYEZ="0.62848" LPUPILD="0.00394" LPUPILV="1" REYEX="-0.00649" REYEY="-0.02106" REYEZ="0.63665" RPUPILD="0.00378" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.25940" FPOGY="0.26605" FPOGS="1528.42944" FPOGD="0.23413" FPOGID="2811" FPOGV="1" LPOGX="0.36904" LPOGY="0.27461" LPOGV="1" RPOGX="0.17737" RPOGY="0.23543" RPOGV="1" BPOGX="0.27321" BPOGY="0.25502" BPOGV="1" LPCX="0.19529" LPCY="0.60052" LPD="20.93391" LPS="0.94177" LPV="1" RPCX="0.46969" RPCY="0.60026" RPD="20.40405" RPS="0.94177" RPV="1" LEYEX="-0.07252" LEYEY="-0.02065" LEYEZ="0.62848" LPUPILD="0.00392" LPUPILV="1" REYEX="-0.00649" REYEY="-0.02106" REYEZ="0.63665" RPUPILD="0.00379" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
