2025-05-27 14:29:18.566657
" REYEZ="0.56466" RPUPILD="0.00490" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="1.05225" FPOGY="0.48578" FPOGS="3068.88696" FPOGD="0.09961" FPOGID="6592" FPOGV="1" LPOGX="1.07196" LPOGY="0.48975" LPOGV="1" RPOGX="1.01410" RPOGY="0.42685" RPOGV="1" BPOGX="1.04303" BPOGY="0.45830" BPOGV="1" LPCX="0.24575" LPCY="0.57234" LPD="19.30668" LPS="0.80292" LPV="1" RPCX="0.49980" RPCY="0.54710" RPD="19.37632" RPS="0.80292" RPV="1" LEYEX="-0.05942" LEYEY="-0.01449" LEYEZ="0.59102" LPUPILD="0.00438" LPUPILV="1" REYEX="-0.00224" REYEY="-0.00923" REYEZ="0.56466" RPUPILD="0.00465" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.97840" FPOGY="0.52952" FPOGS="3069.80542" FPOGD="0.09277" FPOGID="6595" FPOGV="1" LPOGX="1.01366" LPOGY="0.47597" LPOGV="1" RPOGX="0.94698" RPOGY="0.56776" RPOGV="1" BPOGX="0.98032" BPOGY="0.52186" BPOGV="1" LPCX="0.30998" LPCY="0.55877" LPD="21.14356" LPS="0.81673" LPV="1" RPCX="0.56261" RPCY="0.55753" RPD="19.12052" RPS="0.82108" RPV="1" LEYEX="-0.04456" LEYEY="-0.01193" LEYEZ="0.59559" LPUPILD="0.00431" LPUPILV="1" REYEX="0.01232" REYEY="-0.01120" REYEZ="0.57861" RPUPILD="0.00495" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.97865" FPOGY="0.52885" FPOGS="3069.80542" FPOGD="0.10010" FPOGID="6595" FPOGV="1" LPOGX="1.01535" LPOGY="0.47250" LPOGV="1" RPOGX="0.94959" RPOGY="0.56511" RPOGV="1" BPOGX="0.98247" BPOGY="0.51880" BPOGV="1" LPCX="0.30992" LPCY="0.55838" LPD="19.91589" LPS="0.82108" LPV="1" RPCX="0.56262" RPCY="0.55744" RPD="19.15459" RPS="0.82543" RPV="1" LEYEX="-0.19241" LEYEY="-0.05256" LEYEZ="2.61472" LPUPILD="0.00449" LPUPILV="0" REYEX="0.01207" REYEY="-0.01117" REYEZ="0.57480" RPUPILD="0.00496" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.97886" FPOGY="0.52849" FPOGS="3069.80542" FPOGD="0.10620" FPOGID="6595" FPOGV="1" LPOGX="1.03276" LPOGY="0.45440" LPOGV="1" RPOGX="0.93160" RPOGY="0.59101" RPOGV="1" BPOGX="0.98218" BPOGY="0.52270" BPOGV="1" LPCX="0.30948" LPCY="0.55909" LPD="21.23527" LPS="0.82031" LPV="1" RPCX="0.56214" RPCY="0.55778" RPD="18.08412" RPS="0.82031" RPV="1" LEYEX="-0.19241" LEYEY="-0.05256" LEYEZ="2.61472" LPUPILD="0.00432" LPUPILV="0" REYEX="0.01207" REYEY="-0.01117" REYEZ="0.57480" RPUPILD="0.00512" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.97777" FPOGY="0.52869" FPOGS="3069.80542" FPOGD="0.11255" FPOGID="6595" FPOGV="1" LPOGX="1.01471" LPOGY="0.46991" LPOGV="1" RPOGX="0.90379" RPOGY="0.59438" RPOGV="1" BPOGX="0.95925" BPOGY="0.53214" BPOGV="1" LPCX="0.30930" LPCY="0.55927" LPD="21.16377" LPS="0.81519" LPV="1" RPCX="0.56208" RPCY="0.55790" RPD="17.72287" RPS="0.81519" RPV="1" LEYEX="-0.19241" LEYEY="-0.05256" LEYEZ="2.61472" LPUPILD="0.00435" LPUPILV="0" REYEX="0.01207" REYEY="-0.01117" REYEZ="0.57480" RPUPILD="0.00516" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.97655" FPOGY="0.52919" FPOGS="3069.80542" FPOGD="0.11914" FPOGID="6595" FPOGV="1" LPOGX="1.01270" LPOGY="0.47404" LPOGV="1" RPOGX="0.89633" RPOGY="0.60225" RPOGV="1" BPOGX="0.95452" BPOGY="0.53815" BPOGV="1" LPCX="0.30914" LPCY="0.55935" LPD="21.14624" LPS="0.81007" LPV="1" RPCX="0.56193" RPCY="0.55796" RPD="18.27639" RPS="0.80174" RPV="1" LEYEX="-0.19056" LEYEY="-0.05243" LEYEZ="2.57974" LPUPILD="0.00435" LPUPILV="0" REYEX="0.01171" REYEY="-0.01091" REYEZ="0.56177" RPUPILD="0.00491" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.97680" FPOGY="0.53065" FPOGS="3069.80542" FPOGD="0.12598" FPOGID="6595" FPOGV="1" LPOGX="1.03738" LPOGY="0.50330" LPOGV="1" RPOGX="0.92572" RPOGY="0.61345" RPOGV="1" BPOGX="0.98155" BPOGY="0.55838" BPOGV="1" LPCX="0.30879" LPCY="0.55941" LPD="21.12136" LPS="0.80174" LPV="1" RPCX="0.56185" RPCY="0.55803" RPD="17.97585" RPS="0.79341" RPV="1" LEYEX="-0.19056" LEYEY="-0.05243" LEYEZ="2.57974" LPUPILD="0.00428" LPUPILV="0" REYEX="0.01171" REYEY="-0.01091" REYEZ="0.56177" RPUPILD="0.00504" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.97606" FPOGY="0.53166" FPOGS="3069.80542" FPOGD="0.13257" FPOGID="6595" FPOGV="1" LPOGX="1.01484" LPOGY="0.53489" LPOGV="1" RPOGX="0.90762" RPOGY="0.56885" RPOGV="1" BPOGX="0.96123" BPOGY="0.55187" BPOGV="1" LPCX="0.30865" LPCY="0.55954" LPD="21.10932" LPS="0.79341" LPV="1" RPCX="0.56140" RPCY="0.55800" RPD="17.57550" RPS="0.78507" RPV="1" LEYEX="-0.19056" LEYEY="-0.05243" LEYEZ="2.57974" LPUPILD="0.00433" LPUPILV="0" REYEX="0.01171" REYEY="-0.01091" REYEZ="0.56177" RPUPILD="0.00508" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
<REC FPOGX="0.97530" FPOGY="0.53272" FPOGS="3069.80542" FPOGD="0.13940" FPOGID="6595" FPOGV="1" LPOGX="1.01146" LPOGY="0.54106" LPOGV="1" RPOGX="0.90762" RPOGY="0.56885" RPOGV="1" BPOGX="0.95954" BPOGY="0.55495" BPOGV="1" LPCX="0.30844" LPCY="0.55919" LPD="20.26179" LPS="0.78507" LPV="1" RPCX="0.56140" RPCY="0.55801" RPD="17.75888" RPS="0.78507" RPV="1" LEYEX="-0.04500" LEYEY="-0.01209" LEYEZ="0.59483" LPUPILD="0.00439" LPUPILV="1" REYEX="0.01193" REYEY="-0.01124" REYEZ="0.57661" RPUPILD="0.00497" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="2" />
