file_key,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72
T1_S1_TRY1_1_horizontalsing,47,0.02705,0.48256,0.1879704347826087,0.16439392550230875,0.17080499999999998,0.09555662518738442,0.06347499999999998,0.8758744811285407,0.1270775,0.3992992113773193,0.004324009118533306,0.3201645774698931,0.07071730176108804,0.048580560836742094,0.05231297620857215,0.07209101065689126,0.02527409317102113,2.3272488787814694,0.04848479579085031,4.933854580514985,0.059762409275051505,13.959222168007889,6.3809520990018225,3.9390056298628187,5.431378124754258,4.330885669059055,3.4919383442287,0.23487235347681593,7.1877952300683585,-1.2515471365003734,3.1822785792489614,8.29494,20.1481,18.726633039288362,18.715337829644497,18.76699,0.5908671477211646,0.25874999999999915,-6.2447682247236385,0.5150199999999998,90.81555935225832,7.74565,19.85193,18.206461943410275,18.188947922631826,18.32964,0.7554771833064647,0.35815000000000197,-2.5265938707092634,0.8018649999999994,27.74150653963152,0.7330968244457046,1.1295251461932376,1.0292021915172729,1.0288118614180857,1.0272077418950252,0.02811039885026196,0.01661754063782661,-0.6192545419754297,0.03366418344916067,9.482029237028245,-4.48546,2.166900000000002,0.5183797466467959,0.5012799999999995,0.48614842720787127,0.2945449999999976,-0.6751907707406224,0.5958724999999996,8.385995177053578,5,0.18334999999999999
T1_S1_TRY1_2_diagonal,43,0.0206,0.75728,0.2028072093023256,0.16642662479978365,0.16033,0.13658710302639204,0.05309,1.9308754909487351,0.130425,4.7377599696841495,0.0053677058781314785,0.663679098050015,0.08012027774927238,0.048028546318431654,0.05278196844038467,0.11812888323873383,0.019351487796492088,3.6661951490706204,0.037164389127043215,13.546619256203943,0.05913177623921538,20.88641962199339,7.1417364415632365,4.582175031696245,6.892741014338613,4.838264767548526,3.888828568635316,0.4928282299154821,7.713178990779866,-0.05973292367210714,3.3650516654694402,11.90767,20.15453,18.994895018504813,18.989079152313604,18.96228,0.45397176915488757,0.25360999999999834,-3.2844734183862516,0.5395250000000011,46.87741344988463,9.65708,19.94134,18.438695018504813,18.425532975829753,18.38414,0.6643141161093579,0.3817399999999971,-2.725244962737387,0.775385,32.13509450192975,0.7106061564498785,1.1123378970955349,1.0296158688880104,1.0292853727866798,1.0291361265505394,0.025643506426773825,0.015354794949388184,-1.5811621265805829,0.03039810044340996,19.319516716199296,-4.84939,1.945800000000002,0.537460007423905,0.5359899999999982,0.45599712082660443,0.2707700000000024,-1.4797485039696967,0.5443099999999994,16.194953694862193,4,0.18543500000000002
T1_S1_TRY1_3_radial,63,0.02049,0.24787,0.11979145161290322,0.10484507704372119,0.11519499999999999,0.0545415434989482,0.03470499999999999,0.24534695021034966,0.08535000000000001,-0.5249057975724325,0.0024095315611905657,3.330578041271816,0.33493794414092926,0.1407901852805157,0.1109433133226246,0.5267445770472338,0.0770936457843549,3.5453624143801066,0.36243848834020626,15.542411242053223,0.16221058038546463,40.08214237691859,12.914002778339318,8.151411050402709,10.42823004848158,9.744108278199983,5.2682197530151536,0.8917602697703221,11.53899129717898,0.2116089081661201,20.431214592596685,10.31601,21.30676,18.989883676360925,18.975319286630448,18.99336,0.7260042599695553,0.3704099999999997,-1.1645815640221255,0.7404800000000016,15.58670246522907,8.86528,20.98188,17.977880471556887,17.946356560861236,18.01793,1.0384549488133668,0.5933149999999987,-0.7734048414257578,1.1887349999999977,6.061008804898959,0.9605381111869453,1.2050312438694553,1.0579298461584956,1.0570642360074463,1.0509987467361586,0.04322119281957564,0.027549055057269123,0.8071464091315838,0.055935375770302054,0.5694434044135264,-0.7857599999999998,3.387179999999997,1.0095168140929536,0.9249800000000015,0.7200091449179566,0.4701200000000032,0.6628396981262099,0.9368824999999958,0.4188073246722279,4,0.20568999999999998
T1_S1_TRY1_4_horizontalmult,65,0.01986,0.30165,0.11139123076923078,0.09605228847933589,0.10038,0.05791334721959623,0.020019999999999996,1.0835212495648963,0.04678,1.445578690751928,0.0338646702452027,1.2508295529289974,0.22214455452915038,0.1503589747498113,0.15240178555578465,0.2329703664682357,0.06387962079538465,2.3729188929284573,0.12565555631461842,6.014795883520591,0.09532030016464937,30.65897907758388,10.571920367432675,7.2877662405650625,7.793387704680608,7.711780117804671,5.1289907056206,0.8090411709890015,9.489615883558127,-0.21449885550129943,14.217251489865625,7.46522,21.64397,19.72183194357367,19.70769554357436,19.759050000000002,0.665957574969834,0.3378749999999968,-6.286986087294279,0.6776175000000002,100.82474364355059,8.14252,20.73038,18.771235100619194,18.731706202510665,18.959049999999998,1.1170739349439598,0.38197499999999707,-3.3247910952938464,0.7528399999999991,18.155268780169557,0.8292403669974497,1.5587800903064812,1.0528519079933003,1.0510604521225657,1.0397463608734958,0.06515946083505353,0.021310003618588924,3.3777463257764753,0.042424868588106346,16.12162355367474,-3.0111600000000003,6.874420000000001,0.9339091554853985,0.7626200000000019,0.9773178735408354,0.40386999999999773,2.355050533714869,0.8001999999999985,8.402012851489152,5,0.21917399999999998
T1_S1_TRY1_5_verticalmult,57,0.02021,0.32151,0.1453598245614035,0.13090615921941026,0.13357,0.06250004422429953,0.03398999999999999,0.8201386324525185,0.07263000000000001,0.5937099624922717,0.007994015122623559,0.7156004541377333,0.11137461589600818,0.06840296918455768,0.06341609807478421,0.13748343274978764,0.03262721022431806,2.7376813471439037,0.06528725999055025,7.716221495973532,0.478285546711678,25.64431036822311,7.598972881390514,5.562849263542673,7.770581327036798,5.064300446097398,3.3211150089107795,0.8248676368359187,7.246036124014398,1.075639269778394,6.236978490176458,11.8796,21.71376,19.653680119225037,19.64212089548814,19.657075,0.6605261496858119,0.4059849999999994,-1.2501557297528212,0.813777500000004,14.41486336875088,9.75677,21.25533,19.136003167795334,19.117749478762626,19.02166,0.7951822049794623,0.5106900000000003,-2.2405825293345965,1.120190000000001,27.706304845152818,0.700291621153056,1.1116294466208203,1.0266409257302784,1.0263168264541638,1.0250312098797945,0.025406183179493638,0.015912129370277306,-1.3247383688864187,0.03197398782400973,20.20510465537124,-5.0841899999999995,2.0368400000000015,0.5021200301431802,0.4804099999999991,0.4681078199995022,0.2951900000000016,-1.1090168363743493,0.5943100000000001,15.021102424782871,4,0.204515
T1_S1_TRY1_6_verticalsing,61,0.0204,0.33455,0.12377245901639344,0.11281860206287177,0.1071,0.05481237773504841,0.019930000000000003,1.6764689865556222,0.04692,4.0215000412437805,0.007766596335686422,0.6328890129691148,0.12603575419594296,0.08771971160162463,0.0890540436524693,0.1217520478064068,0.04130637355425672,2.198375098161522,0.09773034636990083,4.995500710107728,0.08763352736222453,26.134576550306377,8.949449452890763,5.286836143711493,7.197076838462365,7.150911272204631,4.113898485192201,0.8279706207416697,8.657628682669323,-0.2119155002566404,7.562145251756577,13.93919,22.98164,21.11079279771615,21.094340920530506,20.991999999999997,0.8264103700488205,0.581039999999998,-0.4068428210338857,1.2422375000000017,4.121243924037165,7.27911,22.86868,20.429269490550535,20.388123729396437,20.38136,1.2122748042404103,0.5746099999999998,-2.1812394768513648,1.180130000000002,15.37050599891284,0.861757208980848,1.5210124067808024,1.0348063260248836,1.033529421027606,1.0238493955360646,0.054267869523234404,0.01750767547536336,3.5799875800771535,0.03526385958944256,18.081749920991232,-2.2361199999999997,6.478059999999999,0.6672909618573797,0.500024999999999,0.9225061472977976,0.3508999999999993,2.701058343691773,0.7004150000000022,10.020133665587641,7,0.20468857142857147
T1_S1_TRY2_1_verticalsing,62,0.01958,0.26759,0.13117516129032256,0.12132179101767616,0.12356999999999999,0.0498456464511724,0.03641999999999999,0.6254796620738132,0.06736500000000001,-0.046457861154237445,0.008852819832974092,0.373489032303842,0.1075225707625484,0.07385936127016575,0.08152175832519076,0.08845034005464751,0.04570619262626041,1.116573023795583,0.10808925465781136,0.47891498415244893,0.03989315237370079,32.03779058974267,7.638554028912292,4.767804828508517,5.836464169312467,6.4542747372729705,4.069599220913424,1.4576811351169328,7.770847985542609,2.4722736876335567,6.558876816515452,6.95538,22.59858,20.6863056402439,20.65629874729446,20.59547,1.0132191824748267,0.6852800000000006,-3.1595340374047316,1.5002649999999988,39.76060686957252,10.55648,21.48514,19.74386256548536,19.722499077337705,19.679485,0.8888943568722437,0.6577599999999997,-1.4937066103300645,1.3488650000000035,12.533731886467292,0.6979445955731256,1.1644664440070107,1.0481319967681189,1.0477440770173385,1.0492134221717833,0.028015034604237616,0.016348095833454424,-1.4180595025608222,0.03287678583847509,20.770528618582965,-3.7041900000000005,2.88842,0.9473219058641975,0.9711999999999978,0.5176049991228538,0.31866500000000286,-0.6891921813194807,0.6400374999999991,7.216263712876769,5,0.20331000000000002
T1_S1_TRY2_2_horizontalsing,64,0.01997,0.30153,0.11671703124999999,0.10201189769810282,0.10094500000000001,0.05670905584317221,0.020280000000000006,0.9987970949538125,0.053587499999999996,1.4949334263273784,0.0090130364247626,1.613664687707145,0.2882234510834131,0.1311960666503399,0.1079795939109952,0.41337165254510944,0.06794067359962143,2.1456805066618623,0.21410743362614224,3.5235929399470214,1.0325718561812574,35.76482344814733,11.646099936302644,8.735920695451286,10.11856942332452,8.63214891365036,4.324435940830481,1.2884108167233903,7.851516228187632,1.0694306143617514,18.158077418255022,16.51797,23.01801,20.338497861400896,20.31096443513582,20.437065,1.0615188399870785,0.7998850000000015,0.25093985955535375,1.6993899999999975,-0.5030945703493881,8.22248,22.6579,19.619229661399547,19.577740159077667,19.96823,1.2330264411962952,0.90503,-1.052239639043669,1.9741900000000001,5.515967019550677,0.9532053980438282,1.3303345056023554,1.0371783244287842,1.0364951637797422,1.0299486277800718,0.03840877661557211,0.01819796206684532,1.8069113655929228,0.03824215345523885,6.198600544979541,-0.8504100000000001,5.17324,0.7066963903541824,0.5878399999999999,0.6993041420169461,0.3495000000000026,1.4361038903756713,0.7058750000000007,3.7629597503093706,4,0.22215666666666667
T1_S1_TRY2_3_radial,61,0.01979,0.26793,0.12283377049180329,0.10727514636813652,0.1068,0.060407651430569316,0.026340000000000002,0.8298471403360373,0.05999,0.12119763047585774,0.007685488266134341,2.6777843647288146,0.28428410398829906,0.10642102918953414,0.0731446034487982,0.4815595686514573,0.05321013987921809,2.937047371142798,0.2181585201483009,9.493078437249121,0.028841902067500653,101.12478718761331,10.553725485178907,6.256773212637492,7.01532906581957,14.117916987353727,3.4039138057233727,4.6279807039241385,7.308769714147232,25.78968990505536,17.057046239297943,8.92349,20.55046,18.777602054380665,18.760384298994833,18.78723,0.7654448441480213,0.36036,-2.4216798094383165,0.7639125,25.1862388228516,7.75568,19.65756,17.590506076628355,17.558954921816888,17.67309,1.0108517857886568,0.6454599999999999,-1.498030025465113,1.26933,8.29570795960023,0.7570067849465466,1.4718627863221911,1.0688598698570377,1.068063300058863,1.0652626454822525,0.04180580220836572,0.02081426516399021,1.339225581019665,0.04181196771047535,10.703139330446678,-2.864370000000001,5.936349999999999,1.1860415272448197,1.14818,0.6437834360060207,0.3475999999999999,0.8611028538874254,0.6829999999999998,4.550440840910701,4,0.239375
T1_S1_TRY2_4_horizontalmult,76,0.01981,0.38156,0.12414826666666667,0.10968998169802842,0.10718,0.058998604127517756,0.02636999999999999,1.364415162096403,0.052745000000000014,3.7751443304083017,0.006310703900374044,0.721453088086987,0.1344211966842677,0.07688535242868795,0.06885301462850557,0.15661821381878566,0.04378317539500289,1.9585111124005343,0.1058281109625259,3.289983971324295,0.13470916370375835,29.711433137558064,7.273307486141734,4.9105818104785,5.930522699818507,5.81295340864129,3.352356516872513,1.4150472132738945,6.820247813285997,2.163192758029072,9.947168554635809,10.6721,22.07467,20.408868800521514,20.39121708194596,20.4431,0.8039647080479944,0.4565350000000006,-2.9275274830496367,0.9125724999999996,28.948973424456923,8.43784,21.72078,18.89152001934236,18.800144498568816,19.14786,1.7631719756143505,1.1321699999999986,-1.260380887964138,2.3184150000000017,2.758254270564774,0.7428601658194252,1.6938804082974332,1.0878712484955149,1.0832361643092252,1.0462149357337824,0.10544021106927155,0.043199863008732686,1.8594316900982883,0.12963558730617364,5.091279631295885,-3.6941299999999995,7.97925,1.4959824142480211,0.9052000000000007,1.577393536116265,0.8248050000000013,1.0415576928194565,2.356880000000001,0.7832550015495916,8,0.21895875
